>,16-S-34:0.042504
1.018180e+06,4.50379759e-05
1.018740e+06,4.40042527e-05
1.019300e+06,4.31088487e-05
1.019870e+06,4.23360529e-05
1.020430e+06,4.16678878e-05
1.021000e+06,4.10952560e-05
1.021560e+06,4.06076849e-05
1.022130e+06,4.01980722e-05
1.022690e+06,3.98601253e-05
1.023250e+06,3.95910531e-05
1.023820e+06,3.93869243e-05
1.024380e+06,3.92456264e-05
1.025510e+06,3.91474834e-05
1.026640e+06,3.92961491e-05
1.027770e+06,3.97038784e-05
1.028330e+06,4.00124982e-05
1.028900e+06,4.03960363e-05
1.029460e+06,4.08613102e-05
1.030030e+06,4.14138524e-05
1.030590e+06,4.20628554e-05
1.031150e+06,4.28186377e-05
1.031250e+06,4.29724580e-05
1.031720e+06,4.36954158e-05
1.032280e+06,4.47053250e-05
1.032850e+06,4.58684321e-05
1.033410e+06,4.72076095e-05
1.033980e+06,4.87540397e-05
1.034540e+06,5.05376247e-05
1.035100e+06,5.26055433e-05
1.035390e+06,5.37633933e-05
1.035670e+06,5.50146639e-05
1.035950e+06,5.63744240e-05
1.036230e+06,5.78440985e-05
1.036520e+06,5.94413211e-05
1.036800e+06,6.11809842e-05
1.037080e+06,6.30874664e-05
1.037360e+06,6.51677026e-05
1.037640e+06,6.74520928e-05
1.037930e+06,6.99690056e-05
1.038210e+06,7.27625932e-05
1.038490e+06,7.58538141e-05
1.038770e+06,7.93014732e-05
1.039060e+06,8.31659539e-05
1.039340e+06,8.75216182e-05
1.039620e+06,9.24617194e-05
1.039900e+06,9.81042469e-05
1.040180e+06,1.04600535e-04
1.040470e+06,1.12177406e-04
1.040750e+06,1.21042507e-04
1.041030e+06,1.31576748e-04
1.041310e+06,1.44271279e-04
1.041450e+06,1.51636464e-04
1.041590e+06,1.59825294e-04
1.041740e+06,1.68978428e-04
1.041880e+06,1.79267698e-04
1.042020e+06,1.90905960e-04
1.042160e+06,2.04163014e-04
1.042300e+06,2.19382758e-04
1.042440e+06,2.37009788e-04
1.042580e+06,2.57785103e-04
1.042720e+06,2.82204598e-04
1.042860e+06,3.11466217e-04
1.043010e+06,3.47057712e-04
1.043150e+06,3.91103154e-04
1.043290e+06,4.46734735e-04
1.043430e+06,5.18727130e-04
1.043570e+06,6.14664148e-04
1.043710e+06,7.47209224e-04
1.043780e+06,8.34293778e-04
1.043850e+06,9.38814539e-04
1.043920e+06,1.06988481e-03
1.043990e+06,1.23246737e-03
1.044060e+06,1.44426916e-03
1.044130e+06,1.71899863e-03
1.044200e+06,2.09636556e-03
1.044270e+06,2.61791322e-03
1.044310e+06,2.97123560e-03
1.044350e+06,3.39221662e-03
1.044380e+06,3.91394455e-03
1.044420e+06,4.57068583e-03
1.044450e+06,5.43949443e-03
1.044490e+06,6.54806283e-03
1.044520e+06,8.03119520e-03
1.044560e+06,1.00664932e-02
1.044570e+06,1.14150112e-02
1.044590e+06,1.30361778e-02
1.044610e+06,1.49995325e-02
1.044630e+06,1.72474108e-02
1.044650e+06,2.01483157e-02
1.044660e+06,2.34953381e-02
1.044680e+06,2.78188605e-02
1.044700e+06,3.27544646e-02
1.044710e+06,3.71238717e-02
1.044720e+06,4.19779662e-02
1.044740e+06,4.71961938e-02
1.044750e+06,5.25288958e-02
1.044780e+06,6.17657924e-02
1.044790e+06,6.45310379e-02
1.044800e+06,6.54087383e-02
1.044810e+06,6.43838838e-02
1.044830e+06,6.14921941e-02
1.044840e+06,5.72119917e-02
1.044850e+06,5.21364535e-02
1.044870e+06,4.68048917e-02
1.044880e+06,4.16126941e-02
1.044900e+06,3.27880006e-02
1.044920e+06,2.75964681e-02
1.044940e+06,2.35435995e-02
1.044960e+06,2.02037972e-02
1.044970e+06,1.74559367e-02
1.044990e+06,1.51900088e-02
1.045010e+06,1.33126288e-02
1.045020e+06,1.17482721e-02
1.045040e+06,1.04363291e-02
1.045080e+06,8.33686888e-03
1.045110e+06,6.85301487e-03
1.045140e+06,5.74196740e-03
1.045180e+06,4.89237760e-03
1.045210e+06,4.21342585e-03
1.045250e+06,3.69304733e-03
1.045280e+06,3.27513520e-03
1.045310e+06,2.93542667e-03
1.045380e+06,2.42500427e-03
1.045450e+06,2.06915555e-03
1.045520e+06,1.82124527e-03
1.045580e+06,1.63948308e-03
1.045650e+06,1.50501170e-03
1.045710e+06,1.40655457e-03
1.045750e+06,1.36669301e-03
1.045780e+06,1.33249337e-03
1.045810e+06,1.30323370e-03
1.045840e+06,1.27900901e-03
1.045880e+06,1.25777685e-03
1.045910e+06,1.23987912e-03
1.045940e+06,1.22488838e-03
1.045980e+06,1.21276668e-03
1.046010e+06,1.20244041e-03
1.046040e+06,1.19398563e-03
1.046070e+06,1.18712684e-03
1.046110e+06,1.18158861e-03
1.046140e+06,1.17711431e-03
1.046170e+06,1.17347600e-03
1.046210e+06,1.17045525e-03
1.046240e+06,1.16791894e-03
1.046270e+06,1.16552513e-03
1.046300e+06,1.16317882e-03
1.046340e+06,1.16072807e-03
1.046370e+06,1.15811576e-03
1.046440e+06,1.15152321e-03
1.046500e+06,1.14286911e-03
1.046590e+06,1.12573172e-03
1.046690e+06,1.10301793e-03
1.046780e+06,1.07556361e-03
1.046830e+06,1.06052548e-03
1.046880e+06,1.04525935e-03
1.046920e+06,1.02934717e-03
1.046970e+06,1.01335905e-03
1.047060e+06,9.82057246e-04
1.047160e+06,9.52968037e-04
1.047250e+06,9.27594200e-04
1.047330e+06,9.10155613e-04
1.047400e+06,8.95686651e-04
1.047480e+06,8.84286231e-04
1.047550e+06,8.75925737e-04
1.047670e+06,8.68512682e-04
1.047790e+06,8.67279345e-04
1.048030e+06,8.76142310e-04
1.048140e+06,8.81585478e-04
1.048260e+06,8.84177771e-04
1.048380e+06,8.81475741e-04
1.048440e+06,8.77582064e-04
1.048500e+06,8.71795048e-04
1.048580e+06,8.60973175e-04
1.048660e+06,8.46876670e-04
1.048740e+06,8.29616682e-04
1.048810e+06,8.09585499e-04
1.048890e+06,7.87291487e-04
1.048970e+06,7.63307434e-04
1.049050e+06,7.38221386e-04
1.049130e+06,7.12593842e-04
1.049280e+06,6.61344394e-04
1.049440e+06,6.13341138e-04
1.049590e+06,5.70126748e-04
1.049670e+06,5.50616221e-04
1.049750e+06,5.32566787e-04
1.049830e+06,5.16187444e-04
1.049900e+06,5.01220684e-04
1.049980e+06,4.87631477e-04
1.050060e+06,4.75529011e-04
1.050130e+06,4.64545581e-04
1.050210e+06,4.54915002e-04
1.050290e+06,4.46332268e-04
1.050360e+06,4.38972118e-04
1.050440e+06,4.32591473e-04
1.050520e+06,4.27313771e-04
1.050590e+06,4.22960356e-04
1.050670e+06,4.19609244e-04
1.050750e+06,4.17142578e-04
1.050820e+06,4.15598297e-04
1.050900e+06,4.14916672e-04
1.050980e+06,4.15100491e-04
1.051050e+06,4.16144948e-04
1.051130e+06,4.18047308e-04
1.051210e+06,4.20809414e-04
1.051280e+06,4.24382757e-04
1.051360e+06,4.28874804e-04
1.051440e+06,4.34184797e-04
1.051510e+06,4.40475126e-04
1.051590e+06,4.47611959e-04
1.051670e+06,4.55817536e-04
1.051740e+06,4.64921750e-04
1.051820e+06,4.75214467e-04
1.051890e+06,4.86484669e-04
1.051970e+06,4.99098223e-04
1.052050e+06,5.12802372e-04
1.052120e+06,5.28047353e-04
1.052200e+06,5.44535937e-04
1.052280e+06,5.62816212e-04
1.052350e+06,5.82813068e-04
1.052430e+06,6.04675774e-04
1.052510e+06,6.28252270e-04
1.052580e+06,6.54351895e-04
1.052660e+06,6.82513067e-04
1.052740e+06,7.13723724e-04
1.052810e+06,7.47452758e-04
1.052890e+06,7.84912481e-04
1.052970e+06,8.25494838e-04
1.053040e+06,8.70695062e-04
1.053120e+06,9.19824524e-04
1.053200e+06,9.74749906e-04
1.053270e+06,1.03467600e-03
1.053350e+06,1.10196462e-03
1.053430e+06,1.17574170e-03
1.053500e+06,1.25899967e-03
1.053580e+06,1.35203316e-03
1.053660e+06,1.45632408e-03
1.053730e+06,1.57194838e-03
1.053770e+06,1.63681427e-03
1.053810e+06,1.70397916e-03
1.053850e+06,1.77536202e-03
1.053890e+06,1.85129535e-03
1.053920e+06,1.93431559e-03
1.053960e+06,2.02057537e-03
1.054000e+06,2.11253512e-03
1.054040e+06,2.21066984e-03
1.054080e+06,2.31830451e-03
1.054120e+06,2.43047066e-03
1.054150e+06,2.55040770e-03
1.054190e+06,2.67873326e-03
1.054230e+06,2.81986475e-03
1.054270e+06,2.96727571e-03
1.054310e+06,3.12522212e-03
1.054340e+06,3.29448290e-03
1.054380e+06,3.48084366e-03
1.054420e+06,3.67562137e-03
1.054460e+06,3.88427850e-03
1.054500e+06,4.10767006e-03
1.054540e+06,4.35311101e-03
1.054570e+06,4.60878334e-03
1.054610e+06,4.88137514e-03
1.054650e+06,5.17131385e-03
1.054690e+06,5.50377433e-03
1.054730e+06,5.85631771e-03
1.054770e+06,6.22801299e-03
1.054810e+06,6.60738423e-03
1.054890e+06,7.41414895e-03
1.054980e+06,8.23911564e-03
1.055020e+06,8.64514374e-03
1.055060e+06,9.03038595e-03
1.055100e+06,9.38349932e-03
1.055140e+06,9.68570247e-03
1.055180e+06,9.94058636e-03
1.055220e+06,1.01258356e-02
1.055260e+06,1.02424002e-02
1.055300e+06,1.02796403e-02
1.055340e+06,1.02374607e-02
1.055380e+06,1.01161466e-02
1.055420e+06,9.92111287e-03
1.055460e+06,9.66803444e-03
1.055500e+06,9.35462183e-03
1.055540e+06,9.00730389e-03
1.055590e+06,8.62033322e-03
1.055630e+06,8.22328305e-03
1.055710e+06,7.38752542e-03
1.055790e+06,6.58137913e-03
1.055830e+06,6.19332541e-03
1.055870e+06,5.83159605e-03
1.055910e+06,5.47979414e-03
1.055950e+06,5.15593158e-03
1.056000e+06,4.79284378e-03
1.056050e+06,4.46391781e-03
1.056090e+06,4.16037564e-03
1.056140e+06,3.88086840e-03
1.056190e+06,3.62390455e-03
1.056230e+06,3.38786903e-03
1.056280e+06,3.17112796e-03
1.056330e+06,2.97210431e-03
1.056380e+06,2.78557308e-03
1.056420e+06,2.61784220e-03
1.056470e+06,2.46357281e-03
1.056520e+06,2.32152985e-03
1.056560e+06,2.19062077e-03
1.056610e+06,2.06982920e-03
1.056660e+06,1.95823358e-03
1.056700e+06,1.85502636e-03
1.056750e+06,1.75749067e-03
1.056800e+06,1.66899893e-03
1.056850e+06,1.58683416e-03
1.056890e+06,1.51044529e-03
1.056940e+06,1.43934796e-03
1.056990e+06,1.37307661e-03
1.057030e+06,1.31124167e-03
1.057080e+06,1.25346326e-03
1.057130e+06,1.19830685e-03
1.057180e+06,1.14776741e-03
1.057220e+06,1.10037239e-03
1.057270e+06,1.05589392e-03
1.057360e+06,9.74793379e-04
1.057460e+06,9.02887895e-04
1.057550e+06,8.38247915e-04
1.057650e+06,7.81142404e-04
1.057740e+06,7.29945803e-04
1.057840e+06,6.83895384e-04
1.057930e+06,6.41925134e-04
1.058020e+06,6.04366661e-04
1.058120e+06,5.70287129e-04
1.058210e+06,5.39285521e-04
1.058310e+06,5.10730210e-04
1.058400e+06,4.84922225e-04
1.058500e+06,4.61288838e-04
1.058590e+06,4.39607632e-04
1.058680e+06,4.19683916e-04
1.058780e+06,4.01345801e-04
1.058970e+06,3.68851390e-04
1.059150e+06,3.41000495e-04
1.059340e+06,3.17323937e-04
1.059530e+06,2.96975212e-04
1.059720e+06,2.79718721e-04
1.059910e+06,2.65040516e-04
1.060100e+06,2.52874098e-04
1.060470e+06,2.35523666e-04
1.060660e+06,2.30661759e-04
1.060850e+06,2.29098235e-04
1.061040e+06,2.32305586e-04
1.061130e+06,2.36648543e-04
1.061230e+06,2.43840593e-04
1.061320e+06,2.55510861e-04
1.061420e+06,2.74194051e-04
1.061510e+06,3.05628965e-04
1.061560e+06,3.29647033e-04
1.061600e+06,3.62850543e-04
1.061650e+06,4.10432287e-04
1.061700e+06,4.81886455e-04
1.061720e+06,5.33041903e-04
1.061750e+06,5.96122698e-04
1.061770e+06,6.82848809e-04
1.061790e+06,7.95336885e-04
1.061820e+06,9.59835345e-04
1.061830e+06,1.06862218e-03
1.061840e+06,1.19004110e-03
1.061850e+06,1.35367780e-03
1.061860e+06,1.56103327e-03
1.061880e+06,1.82908397e-03
1.061890e+06,2.15004934e-03
1.061900e+06,2.77002089e-03
1.061910e+06,3.27902352e-03
1.061920e+06,3.97728415e-03
1.061930e+06,5.23453609e-03
1.061940e+06,6.58104481e-03
1.061950e+06,8.75988690e-03
1.061960e+06,1.35659972e-02
1.061970e+06,2.00474014e-02
1.061980e+06,3.34095878e-02
1.061990e+06,5.43522118e-02
1.062000e+06,7.01018386e-02
1.062010e+06,5.84953460e-02
1.062020e+06,3.71380968e-02
1.062030e+06,2.18457107e-02
1.062040e+06,1.44277856e-02
1.062050e+06,9.51583176e-03
1.062060e+06,6.90683205e-03
1.062070e+06,5.10472485e-03
1.062080e+06,3.93249758e-03
1.062100e+06,2.97944371e-03
1.062110e+06,2.49222934e-03
1.062120e+06,2.08998251e-03
1.062130e+06,1.78466368e-03
1.062140e+06,1.54764948e-03
1.062150e+06,1.37549145e-03
1.062160e+06,1.22172532e-03
1.062170e+06,1.10681398e-03
1.062190e+06,9.21251575e-04
1.062210e+06,7.82539123e-04
1.062230e+06,6.84988054e-04
1.062250e+06,6.10663413e-04
1.062280e+06,5.52821244e-04
1.062320e+06,4.68581622e-04
1.062360e+06,4.14372293e-04
1.062400e+06,3.76241629e-04
1.062450e+06,3.49396015e-04
1.062500e+06,3.28815855e-04
1.062530e+06,3.16467759e-04
1.062620e+06,2.99237280e-04
1.062700e+06,2.91138094e-04
1.062870e+06,2.91403194e-04
1.063040e+06,3.06683915e-04
1.063210e+06,3.35467864e-04
1.063380e+06,3.79802283e-04
1.063470e+06,4.09959454e-04
1.063550e+06,4.46384634e-04
1.063640e+06,4.91057729e-04
1.063720e+06,5.46276659e-04
1.063810e+06,6.16163571e-04
1.063900e+06,7.03740341e-04
1.063980e+06,8.16469119e-04
1.064070e+06,9.64487420e-04
1.064110e+06,1.05752067e-03
1.064150e+06,1.16631433e-03
1.064190e+06,1.29453539e-03
1.064240e+06,1.44310540e-03
1.064280e+06,1.62524818e-03
1.064320e+06,1.84044128e-03
1.064360e+06,2.11005010e-03
1.064410e+06,2.43634517e-03
1.064450e+06,2.85621470e-03
1.064490e+06,3.37955768e-03
1.064530e+06,4.07522026e-03
1.064580e+06,4.97313682e-03
1.064620e+06,6.21093304e-03
1.064660e+06,7.86505507e-03
1.064680e+06,8.96670739e-03
1.064700e+06,1.02056910e-02
1.064730e+06,1.16554785e-02
1.064750e+06,1.33392498e-02
1.064770e+06,1.51693203e-02
1.064780e+06,1.61635851e-02
1.064790e+06,1.70985702e-02
1.064800e+06,1.86705270e-02
1.064810e+06,2.02810536e-02
1.064820e+06,2.12786434e-02
1.064830e+06,2.23586928e-02
1.064840e+06,2.33808875e-02
1.064850e+06,2.43133076e-02
1.064860e+06,2.50483188e-02
1.064870e+06,2.57190153e-02
1.064880e+06,2.61680780e-02
1.064900e+06,2.65634661e-02
1.064920e+06,2.61240935e-02
1.064940e+06,2.49687097e-02
1.064950e+06,2.41312892e-02
1.064960e+06,2.32772437e-02
1.064970e+06,2.22473542e-02
1.064980e+06,2.12727544e-02
1.064990e+06,2.01632553e-02
1.065000e+06,1.90490062e-02
1.065010e+06,1.79497671e-02
1.065020e+06,1.69859972e-02
1.065040e+06,1.50652974e-02
1.065050e+06,1.33316516e-02
1.065070e+06,1.17975998e-02
1.065090e+06,1.04566820e-02
1.065110e+06,9.29241571e-03
1.065130e+06,8.33430787e-03
1.065170e+06,6.73357603e-03
1.065200e+06,5.52020460e-03
1.065240e+06,4.56817684e-03
1.065280e+06,3.85035136e-03
1.065320e+06,3.28455357e-03
1.065350e+06,2.83247013e-03
1.065390e+06,2.45770684e-03
1.065430e+06,2.15962714e-03
1.065460e+06,1.91276162e-03
1.065500e+06,1.70625194e-03
1.065540e+06,1.53191859e-03
1.065580e+06,1.38351061e-03
1.065650e+06,1.14623077e-03
1.065720e+06,9.64858137e-04
1.065800e+06,8.26730286e-04
1.065870e+06,7.17772922e-04
1.065950e+06,6.30343453e-04
1.066020e+06,5.58262045e-04
1.066100e+06,4.99641175e-04
1.066170e+06,4.50689295e-04
1.066240e+06,4.09385824e-04
1.066320e+06,3.73770983e-04
1.066390e+06,3.43621404e-04
1.066540e+06,2.94499946e-04
1.066690e+06,2.56803128e-04
1.066840e+06,2.27384567e-04
1.066990e+06,2.03660275e-04
1.067140e+06,1.84468410e-04
1.067280e+06,1.68500769e-04
1.067430e+06,1.55226422e-04
1.067580e+06,1.43914765e-04
1.067730e+06,1.34246600e-04
1.067880e+06,1.25908427e-04
1.068030e+06,1.18704549e-04
1.068320e+06,1.06778690e-04
1.068620e+06,9.73899466e-05
1.068920e+06,8.98157887e-05
1.069220e+06,8.36363184e-05
1.069510e+06,7.84988388e-05
1.069810e+06,7.41727138e-05
1.070110e+06,7.04785255e-05
1.070410e+06,6.73166193e-05
1.070700e+06,6.45795871e-05
1.071000e+06,6.21959168e-05
1.071300e+06,6.01030401e-05
1.071590e+06,5.82711630e-05
1.072190e+06,5.52368034e-05
1.072780e+06,5.28802064e-05
1.073380e+06,5.10798903e-05
1.073970e+06,4.97499529e-05
1.074570e+06,4.88440571e-05
1.075160e+06,4.83429902e-05
1.075750e+06,4.82562162e-05
1.076940e+06,4.95036347e-05
1.077540e+06,5.10324811e-05
1.078130e+06,5.33972642e-05
1.078730e+06,5.69192951e-05
1.079020e+06,5.92686310e-05
1.079320e+06,6.21322582e-05
1.079620e+06,6.56537569e-05
1.079920e+06,6.99875013e-05
1.080210e+06,7.53901211e-05
1.080510e+06,8.22107625e-05
1.080810e+06,9.09906735e-05
1.081100e+06,1.02435642e-04
1.081400e+06,1.17758263e-04
1.081550e+06,1.27469046e-04
1.081700e+06,1.38886019e-04
1.081850e+06,1.52626680e-04
1.082000e+06,1.69242977e-04
1.082150e+06,1.89591803e-04
1.082290e+06,2.14685796e-04
1.082440e+06,2.46578961e-04
1.082590e+06,2.87351730e-04
1.082740e+06,3.41419679e-04
1.082810e+06,3.74901716e-04
1.082890e+06,4.14133180e-04
1.082960e+06,4.61187795e-04
1.083040e+06,5.16671774e-04
1.083110e+06,5.83635434e-04
1.083180e+06,6.65461766e-04
1.083260e+06,7.68400845e-04
1.083330e+06,8.96538483e-04
1.083410e+06,1.06102584e-03
1.083480e+06,1.27688411e-03
1.083560e+06,1.57220003e-03
1.083590e+06,1.75762973e-03
1.083630e+06,1.97812381e-03
1.083670e+06,2.24291615e-03
1.083700e+06,2.56443263e-03
1.083740e+06,2.95964029e-03
1.083780e+06,3.45211793e-03
1.083820e+06,4.09430529e-03
1.083850e+06,4.90196271e-03
1.083890e+06,5.96171087e-03
1.083930e+06,7.38101314e-03
1.083960e+06,9.32281259e-03
1.083980e+06,1.05989125e-02
1.084000e+06,1.20331201e-02
1.084020e+06,1.38347857e-02
1.084040e+06,1.58671101e-02
1.084060e+06,1.84152818e-02
1.084080e+06,2.19612808e-02
1.084090e+06,2.41548668e-02
1.084100e+06,2.57280586e-02
1.084110e+06,2.73753500e-02
1.084120e+06,2.99602389e-02
1.084130e+06,3.26068775e-02
1.084140e+06,3.41462495e-02
1.084150e+06,3.66704813e-02
1.084160e+06,3.89610143e-02
1.084170e+06,4.00990133e-02
1.084180e+06,4.11745977e-02
1.084190e+06,4.19667036e-02
1.084200e+06,4.25723255e-02
1.084220e+06,4.18827242e-02
1.084230e+06,3.99435945e-02
1.084240e+06,3.86033416e-02
1.084250e+06,3.70827797e-02
1.084260e+06,3.39230014e-02
1.084270e+06,3.21590507e-02
1.084280e+06,3.03903501e-02
1.084290e+06,2.71606521e-02
1.084310e+06,2.39589791e-02
1.084330e+06,2.12542485e-02
1.084340e+06,1.90055154e-02
1.084350e+06,1.71490352e-02
1.084380e+06,1.39354873e-02
1.084410e+06,1.14437456e-02
1.084430e+06,9.50750389e-03
1.084460e+06,7.99113155e-03
1.084490e+06,6.79112654e-03
1.084510e+06,5.83067221e-03
1.084540e+06,5.07924534e-03
1.084570e+06,4.43833139e-03
1.084590e+06,3.90857630e-03
1.084620e+06,3.46645830e-03
1.084650e+06,3.09416494e-03
1.084700e+06,2.50764782e-03
1.084760e+06,2.07960893e-03
1.084810e+06,1.74711097e-03
1.084860e+06,1.48880763e-03
1.084920e+06,1.28436906e-03
1.084970e+06,1.12267070e-03
1.085020e+06,9.88009207e-04
1.085080e+06,8.78663236e-04
1.085130e+06,7.85472821e-04
1.085180e+06,7.08224272e-04
1.085290e+06,5.83643526e-04
1.085400e+06,4.91500359e-04
1.085510e+06,4.20281782e-04
1.085610e+06,3.65102861e-04
1.085720e+06,3.20755843e-04
1.085830e+06,2.85235228e-04
1.085940e+06,2.56109979e-04
1.086040e+06,2.31955045e-04
1.086150e+06,2.11552650e-04
1.086260e+06,1.94491388e-04
1.086470e+06,1.67429168e-04
1.086690e+06,1.47408369e-04
1.086900e+06,1.32414885e-04
1.087120e+06,1.20985841e-04
1.087330e+06,1.12364924e-04
1.087550e+06,1.05894474e-04
1.087760e+06,1.01260115e-04
1.088190e+06,9.65726178e-05
1.088620e+06,9.77751845e-05
1.088830e+06,1.00903330e-04
1.089050e+06,1.06188308e-04
1.089260e+06,1.14294333e-04
1.089480e+06,1.26254166e-04
1.089690e+06,1.44028859e-04
1.089910e+06,1.70851364e-04
1.090020e+06,1.89494714e-04
1.090120e+06,2.12890830e-04
1.090230e+06,2.42963569e-04
1.090340e+06,2.82358610e-04
1.090450e+06,3.35738527e-04
1.090500e+06,3.69519694e-04
1.090550e+06,4.08738632e-04
1.090610e+06,4.56428734e-04
1.090660e+06,5.12827382e-04
1.090710e+06,5.82825208e-04
1.090770e+06,6.67496716e-04
1.090820e+06,7.75238793e-04
1.090850e+06,8.39433932e-04
1.090870e+06,9.12038368e-04
1.090900e+06,9.94484810e-04
1.090930e+06,1.08849649e-03
1.090960e+06,1.19614060e-03
1.090980e+06,1.31500409e-03
1.091010e+06,1.45714252e-03
1.091040e+06,1.62187183e-03
1.091060e+06,1.81342894e-03
1.091090e+06,2.02787149e-03
1.091120e+06,2.28718230e-03
1.091130e+06,2.43830757e-03
1.091140e+06,2.58983183e-03
1.091160e+06,2.76586602e-03
1.091170e+06,2.94192865e-03
1.091180e+06,3.13065472e-03
1.091200e+06,3.33239577e-03
1.091210e+06,3.54729420e-03
1.091220e+06,3.77514106e-03
1.091230e+06,4.01532835e-03
1.091250e+06,4.26664965e-03
1.091260e+06,4.52724284e-03
1.091270e+06,4.79437199e-03
1.091300e+06,5.31204344e-03
1.091320e+06,5.82088938e-03
1.091340e+06,6.04725431e-03
1.091350e+06,6.23076490e-03
1.091360e+06,6.39491459e-03
1.091380e+06,6.51641907e-03
1.091390e+06,6.58989174e-03
1.091400e+06,6.61209319e-03
1.091410e+06,6.58564538e-03
1.091430e+06,6.50795491e-03
1.091440e+06,6.38261263e-03
1.091450e+06,6.21513807e-03
1.091470e+06,6.01242826e-03
1.091480e+06,5.78208303e-03
1.091490e+06,5.53179740e-03
1.091500e+06,5.28935874e-03
1.091530e+06,4.75058825e-03
1.091550e+06,4.24448803e-03
1.091580e+06,3.75465179e-03
1.091610e+06,3.32987120e-03
1.091620e+06,3.11313940e-03
1.091630e+06,2.91148402e-03
1.091650e+06,2.72443012e-03
1.091660e+06,2.55129359e-03
1.091680e+06,2.39129555e-03
1.091690e+06,2.24356189e-03
1.091720e+06,1.99009390e-03
1.091740e+06,1.76553420e-03
1.091770e+06,1.58025685e-03
1.091800e+06,1.41531890e-03
1.091830e+06,1.27831079e-03
1.091850e+06,1.15538156e-03
1.091880e+06,1.04884930e-03
1.091910e+06,9.56104312e-04
1.091940e+06,8.77709951e-04
1.091970e+06,8.06134655e-04
1.091990e+06,7.45124194e-04
1.092020e+06,6.88968266e-04
1.092050e+06,6.40726747e-04
1.092080e+06,5.95989759e-04
1.092100e+06,5.55925738e-04
1.092160e+06,4.88564796e-04
1.092210e+06,4.33292481e-04
1.092270e+06,3.87430876e-04
1.092320e+06,3.48349326e-04
1.092380e+06,3.15926350e-04
1.092430e+06,2.88263741e-04
1.092490e+06,2.64482869e-04
1.092550e+06,2.43547233e-04
1.092600e+06,2.25654372e-04
1.092660e+06,2.09971258e-04
1.092710e+06,1.96150075e-04
1.092820e+06,1.72832146e-04
1.092930e+06,1.54403841e-04
1.093040e+06,1.39338518e-04
1.093150e+06,1.27076630e-04
1.093260e+06,1.16789782e-04
1.093370e+06,1.08226226e-04
1.093480e+06,1.00895762e-04
1.093590e+06,9.46823978e-05
1.093710e+06,8.92783931e-05
1.093820e+06,8.46310005e-05
1.094040e+06,7.69730568e-05
1.094260e+06,7.10125642e-05
1.094480e+06,6.62915300e-05
1.094700e+06,6.24983559e-05
1.094920e+06,5.94153981e-05
1.095140e+06,5.68869524e-05
1.095360e+06,5.47992093e-05
1.095580e+06,5.30676194e-05
1.096030e+06,5.04327041e-05
1.096470e+06,4.86291655e-05
1.096910e+06,4.74435037e-05
1.097350e+06,4.67437643e-05
1.097790e+06,4.64490078e-05
1.098680e+06,4.69147131e-05
1.099560e+06,4.87528173e-05
1.100450e+06,5.22274417e-05
1.100890e+06,5.47866602e-05
1.101330e+06,5.81014097e-05
1.101770e+06,6.24369288e-05
1.102210e+06,6.82191003e-05
1.102660e+06,7.61647543e-05
1.103100e+06,8.75576913e-05
1.103320e+06,9.52459667e-05
1.103540e+06,1.04891802e-04
1.103760e+06,1.17264883e-04
1.103980e+06,1.33562393e-04
1.104200e+06,1.55732772e-04
1.104420e+06,1.87115253e-04
1.104530e+06,2.08097491e-04
1.104640e+06,2.33807853e-04
1.104760e+06,2.66435188e-04
1.104870e+06,3.07884118e-04
1.104980e+06,3.62722277e-04
1.105090e+06,4.35836441e-04
1.105140e+06,4.83070487e-04
1.105200e+06,5.38190500e-04
1.105250e+06,6.04189797e-04
1.105310e+06,6.84001130e-04
1.105360e+06,7.83513401e-04
1.105420e+06,9.04560217e-04
1.105470e+06,1.05597831e-03
1.105500e+06,1.14777651e-03
1.105530e+06,1.24763066e-03
1.105560e+06,1.36479372e-03
1.105580e+06,1.49794514e-03
1.105610e+06,1.64957402e-03
1.105640e+06,1.81590882e-03
1.105670e+06,2.01219696e-03
1.105690e+06,2.22730445e-03
1.105720e+06,2.48006979e-03
1.105750e+06,2.75458052e-03
1.105770e+06,2.93196371e-03
1.105780e+06,3.12014828e-03
1.105800e+06,3.31864035e-03
1.105810e+06,3.51321838e-03
1.105830e+06,3.72835437e-03
1.105840e+06,3.94912377e-03
1.105880e+06,4.38077323e-03
1.105910e+06,4.80233369e-03
1.105940e+06,5.14401857e-03
1.105950e+06,5.27925991e-03
1.105970e+06,5.37374653e-03
1.105990e+06,5.43577182e-03
1.106000e+06,5.45504728e-03
1.106020e+06,5.43320701e-03
1.106030e+06,5.36866441e-03
1.106050e+06,5.26447858e-03
1.106060e+06,5.13492782e-03
1.106080e+06,4.96824182e-03
1.106100e+06,4.77837593e-03
1.106110e+06,4.57181858e-03
1.106130e+06,4.36844377e-03
1.106160e+06,3.92349479e-03
1.106190e+06,3.50301768e-03
1.106220e+06,3.11194291e-03
1.106250e+06,2.75932394e-03
1.106280e+06,2.50480146e-03
1.106300e+06,2.28497274e-03
1.106320e+06,2.08774439e-03
1.106350e+06,1.91132100e-03
1.106370e+06,1.74754198e-03
1.106400e+06,1.60747489e-03
1.106420e+06,1.48234167e-03
1.106450e+06,1.37044193e-03
1.106470e+06,1.26627510e-03
1.106490e+06,1.17676669e-03
1.106540e+06,1.02378929e-03
1.106590e+06,8.96784750e-04
1.106640e+06,7.94705232e-04
