Fe-57(n,g) ENDFB-8.0
Energy(eV) XS(b)
120139 0.00136353
120211 0.00135934
120354 0.00135856
120497 0.00136512
120640 0.00137717
120784 0.00139394
120927 0.00141550
121070 0.00144358
121142 0.00146186
121213 0.00148600
121285 0.00152392
121356 0.00160734
121392 0.00171094
121410 0.00181103
121428 0.00199135
121437 0.00214372
121446 0.00237385
121450 0.00253945
121455 0.00275650
121459 0.00304890
121464 0.00344551
121468 0.00403203
121470 0.00443999
121473 0.00493003
121475 0.00558602
121477 0.00640700
121479 0.00750298
121482 0.00901211
121483 0.0100879
121484 0.0112910
121485 0.0127657
121486 0.0146008
121487 0.0169235
121488 0.0199235
121489 0.0238915
121490 0.0292931
121491 0.0331039
121492 0.0377545
121492 0.0435106
121493 0.0494206
121493 0.0583135
121494 0.0677551
121494 0.0825385
121495 0.0989738
121495 0.111341
121496 0.126204
121496 0.158582
121496 0.184393
121497 0.217051
121497 0.259173
121497 0.294395
121497 0.362183
121498 0.455869
121498 0.539524
121498 0.590004
121498 0.713898
121498 0.879216
121499 0.983049
121499 1.10518
121499 1.24979
121499 1.42212
121499 1.62877
121499 1.87799
121499 2.17977
121499 2.54584
121499 2.96455
121499 3.46201
121500 4.14105
121500 5.57220
121500 6.24552
121500 6.73199
121500 6.90833
121500 6.72315
121500 6.23033
121500 5.55408
121501 4.12439
121501 3.44781
121501 2.95251
121501 2.53577
121501 2.17147
121501 1.87114
121501 1.62311
121501 1.41741
121501 1.24585
121501 1.10187
121502 0.876823
121502 0.712125
121502 0.646133
121502 0.538346
121502 0.454950
121503 0.389244
121503 0.314202
121503 0.275515
121503 0.229548
121504 0.204986
121504 0.174912
121504 0.158395
121504 0.131689
121505 0.106869
121505 0.0885010
121506 0.0745348
121506 0.0656422
121507 0.0566328
121507 0.0507225
121508 0.0404553
121509 0.0324051
121510 0.0271160
121511 0.0230765
121512 0.0199223
121513 0.0171657
121514 0.0151816
121515 0.0135522
121516 0.0121977
121517 0.00999612
121519 0.00848321
121521 0.00728705
121523 0.00641714
121525 0.00569647
121527 0.00515119
121530 0.00432001
121534 0.00373226
121538 0.00332191
121542 0.00301652
121545 0.00278321
121553 0.00245605
121560 0.00224289
121568 0.00209491
121575 0.00199078
121590 0.00185573
121619 0.00172402
121649 0.00166693
121679 0.00163946
121738 0.00162036
121798 0.00162073
121857 0.00162922
121976 0.00165737
122094 0.00169350
122213 0.00173508
122332 0.00178152
122450 0.00183290
122569 0.00188964
122688 0.00195221
122807 0.00202143
122925 0.00209826
123044 0.00218386
123103 0.00223045
123163 0.00227973
123222 0.00233211
123281 0.00238770
123341 0.00244699
123400 0.00251014
123488 0.00261145
123531 0.00266626
123575 0.00272400
123619 0.00278528
123663 0.00285024
123706 0.00291979
123750 0.00299461
123812 0.00311481
123844 0.00318468
123875 0.00326726
123906 0.00337930
123937 0.00358538
123953 0.00381470
123961 0.00402717
123968 0.00440115
123972 0.00471069
123976 0.00517918
123980 0.00594197
123982 0.00653635
123984 0.00731634
123986 0.00849876
123988 0.0101989
123989 0.0114587
123990 0.0131051
123991 0.0153140
123992 0.0180181
123992 0.0199383
123993 0.0222634
123993 0.0251160
123994 0.0286681
123994 0.0331680
123995 0.0389845
123995 0.0466838
123996 0.0547900
123996 0.0685565
123996 0.0796320
123997 0.0886505
123997 0.105473
123997 0.119585
123997 0.136800
123998 0.158085
123998 0.200792
123998 0.239656
123998 0.290870
123998 0.322753
123999 0.404001
123999 0.456204
123999 0.518728
123999 0.594275
123999 0.686394
123999 0.799753
123999 0.940473
123999 1.11645
123999 1.33753
123999 1.59954
123999 1.92137
124000 2.35063
124000 2.83968
124000 3.30415
124000 3.66367
124000 3.80135
124000 3.66304
124000 3.30312
124000 2.83855
124000 2.32752
124001 1.88363
124001 1.58362
124001 1.33695
124001 1.11600
124001 0.940109
124001 0.799463
124001 0.686161
124001 0.594087
124001 0.518574
124001 0.456079
124002 0.403898
124002 0.322682
124002 0.263378
124002 0.239615
124002 0.200764
124002 0.170642
124003 0.146848
124003 0.127746
124003 0.112189
124003 0.0993579
124004 0.0839606
124004 0.0685682
124004 0.0571867
124005 0.0485395
124005 0.0433508
124005 0.0377157
124006 0.0342364
124006 0.0279202
124007 0.0228203
124008 0.0195618
124009 0.0167538
124009 0.0148597
124010 0.0131530
124011 0.0119568
124012 0.0101473
124014 0.00878644
124015 0.00780625
124017 0.00707729
124018 0.00655363
124021 0.00578325
124024 0.00527708
124027 0.00491766
124030 0.00466989
124036 0.00434798
124047 0.00403527
124071 0.00384795
124094 0.00382277
124118 0.00384685
124141 0.00389181
124188 0.00401183
124235 0.00415558
124282 0.00431665
124329 0.00449482
124375 0.00469014
124422 0.00490507
124469 0.00514100
124516 0.00540182
124563 0.00569007
124610 0.00601160
124656 0.00637109
124680 0.00656777
124703 0.00677743
124727 0.00700173
124750 0.00724273
124781 0.00759601
124813 0.00799198
124828 0.00821207
124844 0.00844787
124859 0.00870424
124875 0.00898599
124891 0.00930203
124906 0.00965821
124922 0.0100713
124938 0.0105644
124953 0.0111802
124969 0.0119777
124984 0.0130855
125000 0.0147610
125010 0.0163261
125019 0.0186234
125024 0.0202330
125029 0.0222573
125034 0.0249830
125039 0.0286169
125044 0.0338682
125046 0.0372904
125049 0.0415087
125051 0.0470421
125053 0.0538608
125056 0.0627684
125058 0.0747164
125061 0.0920867
125062 0.103028
125063 0.116316
125064 0.132669
125066 0.153099
125067 0.179068
125068 0.212745
125069 0.261826
125070 0.324545
125071 0.364884
125072 0.413302
125072 0.472029
125073 0.544083
125073 0.633604
125074 0.746353
125075 0.890444
125075 1.07740
125076 1.19184
125076 1.32360
125076 1.47577
125076 1.65189
125077 1.85596
125077 2.09228
125077 2.36504
125078 2.67769
125078 3.03159
125078 3.42404
125079 3.84540
125079 4.27594
125079 4.68361
125079 5.02539
125080 5.25458
125080 5.32564
125080 5.33402
125080 5.29566
125080 5.24969
125081 5.01647
125081 4.67200
125081 4.26305
125082 3.41170
125082 3.02034
125082 2.66769
125083 2.35630
125083 2.17101
125083 1.84946
125084 1.58498
125084 1.36757
125085 1.14855
125085 1.00668
125085 0.888193
125086 0.788564
125086 0.685185
125087 0.616061
125088 0.505371
125088 0.412827
125089 0.350363
125090 0.295790
125091 0.257485
125092 0.222865
125093 0.197820
125094 0.174578
125094 0.157360
125096 0.128723
125098 0.107741
125099 0.0919246
125101 0.0797165
125103 0.0701026
125105 0.0624005
125106 0.0561380
125110 0.0466818
125113 0.0399939
125116 0.0350984
125120 0.0314139
125123 0.0285771
125130 0.0245761
125137 0.0220007
125144 0.0202182
125150 0.0189681
125157 0.0180723
125164 0.0174216
125171 0.0169459
125178 0.0165989
125191 0.0161752
125205 0.0159865
125218 0.0159535
125232 0.0160324
125245 0.0162038
125259 0.0164881
125272 0.0170143
125279 0.0175735
125286 0.0189365
125289 0.0206883
125291 0.0223749
125293 0.0253633
125294 0.0279942
125295 0.0314816
125295 0.0345494
125295 0.0377473
125296 0.0418881
125296 0.0473816
125297 0.0571920
125297 0.0688595
125297 0.0766709
125298 0.0863645
125298 0.0985904
125298 0.114301
125298 0.134933
125298 0.162729
125299 0.201333
125299 0.226469
125299 0.256925
125299 0.294243
125299 0.340534
125299 0.398721
125299 0.472895
125299 0.568827
125299 0.694633
125299 0.861473
125299 1.07101
125300 1.34356
125300 1.72497
125300 2.16014
125300 2.52104
125300 2.63105
125300 2.66984
125300 2.63088
125300 2.52073
125300 2.15968
125300 1.72453
125300 1.34321
125301 1.07075
125301 0.861283
125301 0.694500
125301 0.568738
125301 0.472838
125301 0.398688
125301 0.340521
125301 0.294245
125301 0.256939
125301 0.226494
125302 0.201367
125302 0.162778
125302 0.147806
125302 0.123953
125302 0.106012
125303 0.0864565
125303 0.0767718
125303 0.0689690
125303 0.0598347
125304 0.0509656
125304 0.0460015
125304 0.0409117
125305 0.0379256
125305 0.0328118
125306 0.0297919
125307 0.0272547
125307 0.0254125
125309 0.0229773
125310 0.0214912
125311 0.0205800
125314 0.0194198
125317 0.0188260
125322 0.0182740
125333 0.0180122
125344 0.0180729
125355 0.0182304
125366 0.0184245
125388 0.0188552
125410 0.0193011
125432 0.0197342
125454 0.0201445
125475 0.0205173
125497 0.0208469
125519 0.0211234
125541 0.0213401
125563 0.0214912
125585 0.0215743
125596 0.0215892
125607 0.0215865
125618 0.0215659
125628 0.0215278
125639 0.0214725
125650 0.0214002
125661 0.0213105
125672 0.0212056
125683 0.0210842
125689 0.0210178
125694 0.0209492
125700 0.0208757
125705 0.0207988
125716 0.0206366
125727 0.0204622
125738 0.0202763
125749 0.0200782
125760 0.0198723
125771 0.0196578
125781 0.0194356
125792 0.0192044
125803 0.0189694
125809 0.0188489
125814 0.0187295
125820 0.0186067
125825 0.0184853
125831 0.0183607
125833 0.0182970
125836 0.0182354
125839 0.0181714
125842 0.0181095
125844 0.0180474
125847 0.0179852
125848 0.0179529
125850 0.0179206
125851 0.0178883
125853 0.0178582
125854 0.0178258
125855 0.0178096
125855 0.0177934
125856 0.0177772
125857 0.0177610
125857 0.0177447
125858 0.0177308
125858 0.0177215
125859 0.0177146
125859 0.0177099
125859 0.0177053
125859 0.0176983
125860 0.0176937
125860 0.0176890
125860 0.0176844
125860 0.0176821
125860 0.0176774
125861 0.0176728
125861 0.0176681
125861 0.0176658
125861 0.0176612
125861 0.0176565
125861 0.0176519
125862 0.0176496
125862 0.0176449
125862 0.0176403
125862 0.0176333
125863 0.0176240
125863 0.0176170
125863 0.0176101
125864 0.0176031
125864 0.0175938
125864 0.0175868
125865 0.0175705
125866 0.0175543
125866 0.0175403
125867 0.0175240
125868 0.0175077
125869 0.0174775
125870 0.0174449
125872 0.0174123
125873 0.0173797
125874 0.0173494
125877 0.0172842
125880 0.0172213
125883 0.0171560
125885 0.0170931
125891 0.0169674
125896 0.0168395
125902 0.0167141
125907 0.0165867
125913 0.0164619
125924 0.0162089
125935 0.0159601
125945 0.0157137
125956 0.0154699
125967 0.0152268
125978 0.0149892
125989 0.0147550
126000 0.0145244
126016 0.0141990
126031 0.0138837
126047 0.0135768
126063 0.0132785
126078 0.0129870
126094 0.0127062
126125 0.0121704
126156 0.0116670
126188 0.0111979
126219 0.0107586
126250 0.0103498
126278 0.0100051
126306 0.00968109
126362 0.00909004
126419 0.00856731
126475 0.00810749
126503 0.00790031
126531 0.00771048
126559 0.00754277
126587 0.00741012
126615 0.00734937
126643 0.00751512
126657 0.00790183
126664 0.00832648
126671 0.00913208
126675 0.00982223
126678 0.0108827
126682 0.0126238
126684 0.0139874
126685 0.0157642
126687 0.0184638
126689 0.0222976
126690 0.0251350
126691 0.0288213
126692 0.0337306
126692 0.0396019
126693 0.0488063
126694 0.0556803
126694 0.0624603
126695 0.0730980
126695 0.0839446
126695 0.0976562
126696 0.115327
126696 0.132147
126696 0.145598
126697 0.179778
126697 0.214245
126697 0.243139
126697 0.278345
126698 0.321780
126698 0.408503
126698 0.486801
126698 0.588897
126699 0.724583
126699 0.908457
126699 1.02487
126699 1.16209
126699 1.32421
126699 1.51577
126699 1.74143
126699 2.00508
126700 2.64708
126700 3.36642
126700 3.67891
126700 3.89575
126700 3.97349
126700 3.89475
126700 3.67712
126700 3.00626
126701 2.30610
126701 1.97510
126701 1.51440
126701 1.32305
126701 1.16111
126701 1.02404
126701 0.907747
126702 0.724058
126702 0.651310
126702 0.534005
126702 0.444878
126702 0.408259
126702 0.321599
126703 0.259706
126703 0.227877
126703 0.190159
126704 0.161209
126704 0.138536
126704 0.126056
126705 0.101576
126705 0.0838720
126706 0.0684334
126706 0.0588302
126707 0.0499804
126707 0.0442098
126708 0.0386796
126708 0.0349480
126709 0.0291940
126710 0.0246680
126712 0.0213694
126713 0.0188913
126714 0.0171371
126716 0.0143764
126718 0.0126270
126720 0.0113455
126722 0.0104568
126727 0.00924320
126731 0.00849235
126735 0.00799236
126744 0.00738049
126752 0.00702521
126769 0.00662840
126787 0.00639812
126804 0.00623641
126838 0.00599947
126873 0.00581188
126907 0.00564854
126975 0.00536094
127044 0.00510664
127113 0.00487751
127181 0.00466863
127250 0.00447798
127320 0.00429890
127391 0.00413515
127461 0.00398505
127531 0.00384736
127602 0.00372096
127672 0.00360488
127742 0.00349821
127813 0.00340016
127883 0.00330986
127953 0.00322691
128094 0.00308029
128234 0.00295600
128375 0.00285061
128516 0.00276127
128656 0.00268582
128797 0.00262235
128938 0.00256935
129078 0.00252562
129219 0.00249026
129359 0.00246252
129500 0.00244190
129625 0.00242927
129750 0.00242199
129875 0.00242025
130000 0.00242486
130125 0.00243835
130187 0.00245082
130250 0.00247104
130312 0.00250920
130374 0.00260584
130406 0.00273402
130421 0.00285983
130437 0.00308822
130445 0.00328048
130453 0.00357440
130460 0.00405726
130464 0.00442488
130468 0.00493512
130472 0.00567269
130474 0.00618577
130476 0.00679602
130478 0.00761562
130480 0.00862999
130482 0.0100586
130484 0.0119302
130485 0.0132062
130486 0.0147584
130487 0.0166728
130488 0.0188050
130489 0.0217889
130490 0.0256703
130491 0.0308480
130492 0.0371434
130492 0.0415870
130493 0.0469405
130493 0.0534697
130494 0.0615446
130494 0.0716925
130495 0.0846853
130495 0.101688
130495 0.119371
130496 0.148941
130496 0.172352
130496 0.191188
130497 0.225825
130497 0.254419
130497 0.308613
130497 0.354863
130498 0.446078
130498 0.527418
130498 0.632421
130498 0.696639
130498 0.856668
130499 1.07478
130499 1.21397
130499 1.37948
130499 1.57741
130499 1.81532
130499 2.10228
130499 2.44872
130499 2.82035
130499 3.25559
130500 3.93799
130500 5.24710
130500 5.85488
130500 6.29144
130500 6.45043
130500 6.28752
130500 5.84809
130500 5.23892
130501 3.93031
130501 3.19756
130501 2.79255
130501 2.44399
130501 2.09835
130501 1.81206
130501 1.57471
130501 1.37723
130501 1.21209
130502 0.955630
130502 0.855516
130502 0.695785
130502 0.631679
130502 0.526849
130502 0.445634
130503 0.354548
130503 0.288550
130503 0.239311
130504 0.191065
130504 0.163869
130504 0.142120
130505 0.124463
130505 0.109939
130505 0.0978498
130506 0.0790543
130506 0.0633685
130507 0.0534559
130508 0.0446655
130508 0.0388189
130509 0.0334109
130510 0.0296802
130511 0.0239887
130512 0.0196252
130513 0.0164651
130515 0.0141038
130516 0.0124168
130517 0.0109722
130518 0.00990093
130521 0.00823161
130524 0.00702876
130526 0.00619544
130529 0.00555000
130531 0.00507576
130536 0.00439517
130541 0.00395819
130546 0.00365044
130551 0.00342994
130562 0.00314464
130572 0.00297078
130582 0.00285940
130602 0.00272898
130622 0.00266002
130663 0.00259630
130704 0.00257234
130744 0.00256454
130825 0.00256954
130906 0.00258721
130988 0.00261175
131150 0.00267570
131231 0.00271498
131312 0.00276002
131393 0.00281296
131474 0.00287874
131555 0.00297175
131637 0.00314881
131677 0.00334930
131697 0.00353604
131718 0.00386351
131728 0.00413753
131738 0.00454859
131748 0.00522555
131753 0.00573941
131758 0.00643494
131763 0.00745496
131766 0.00815868
131768 0.00900481
131771 0.0101260
131774 0.0115283
131776 0.0133893
131779 0.0159329
131780 0.0176419
131781 0.0197133
131782 0.0222571
131784 0.0251578
131785 0.0291057
131786 0.0337653
131787 0.0403702
131789 0.0485471
131789 0.0546147
131790 0.0608305
131791 0.0696045
131791 0.0788067
131792 0.0921521
131793 0.106581
131793 0.124777
131794 0.148151
131794 0.184871
131795 0.228413
131795 0.256144
131796 0.289173
131796 0.328891
131796 0.377156
131797 0.459273
131797 0.538913
131797 0.639803
131798 0.769415
131798 0.938214
131798 1.16062
131798 1.45549
131799 1.70291
131799 1.91914
131799 2.52683
131799 3.11735
131800 3.62571
131800 3.80955
131800 3.83367
131800 3.73757
131800 3.62437
131801 3.11536
131801 2.52487
131801 1.91757
131802 1.57234
131802 1.24887
131802 1.00484
131802 0.876204
131803 0.721997
131803 0.639426
131803 0.538620
131803 0.483574
131804 0.415089
131804 0.376986
131804 0.301469
131805 0.246285
131805 0.204864
131806 0.167581
131806 0.143787
131807 0.124756
131807 0.109307
131808 0.0966023
131808 0.0860319
131809 0.0696079
131811 0.0565796
131812 0.0477807
131813 0.0409799
131814 0.0356165
131815 0.0309304
131816 0.0274944
131818 0.0222842
131820 0.0184213
131822 0.0157310
131824 0.0136016
131826 0.0120366
131828 0.0107413
131830 0.00975238
131834 0.00824311
131838 0.00719461
131842 0.00643716
131846 0.00587253
131850 0.00544069
131859 0.00483480
131867 0.00444027
131883 0.00397763
131900 0.00373039
131932 0.00349749
131965 0.00340447
131998 0.00336787
132031 0.00335849
132063 0.00336403
132129 0.00339929
132195 0.00345212
132260 0.00351536
132326 0.00358581
132457 0.00374390
132588 0.00392155
132719 0.00411717
132850 0.00432978
133006 0.00460345
133162 0.00489579
133319 0.00520092
133475 0.00551002
133631 0.00581270
133787 0.00610022
133865 0.00624349
133904 0.00632185
133943 0.00641545
133982 0.00655372
134021 0.00685291
134041 0.00722744
134051 0.00759298
134060 0.00824468
134065 0.00879590
134070 0.00963712
134075 0.0110167
134077 0.0120407
134080 0.0134496
134082 0.0155661
134085 0.0186462
134086 0.0210116
134087 0.0238623
134088 0.0276385
134090 0.0327884
134090 0.0367078
134091 0.0408066
134092 0.0457963
134092 0.0519546
134093 0.0596758
134093 0.0695353
134094 0.0823982
134095 0.0996134
134095 0.123376
134095 0.138793
134096 0.157446
134096 0.180296
134096 0.208689
134097 0.244544
134097 0.290677
134097 0.351332
134098 0.433126
134098 0.546759
134098 0.648647
134098 0.710267
134098 0.861776
134098 0.955402
134099 1.19118
134099 1.34031
134099 1.51627
134099 1.72482
134099 1.97279
134099 2.26806
134099 2.61904
134099 3.17105
134100 4.06290
134100 5.25132
134100 5.77932
134100 6.14972
134100 6.28277
134100 6.14622
134100 5.77314
134100 5.24368
134101 4.05529
134101 3.11840
134101 2.61399
134101 2.26381
134101 1.96922
134101 1.72182
134101 1.51375
134101 1.33817
134101 1.18937
134102 0.954076
134102 0.779760
134102 0.647892
134102 0.546172
134102 0.466307
134103 0.402593
134103 0.351032
134103 0.308770
134103 0.273730
134103 0.244375
134104 0.198384
134104 0.164452
134105 0.138729
134105 0.118781
134105 0.103007
134106 0.0903244
134106 0.0799778
134107 0.0659561
134108 0.0543290
134109 0.0457998
134109 0.0393601
134110 0.0349382
134111 0.0308943
134112 0.0276542
134113 0.0230955
134115 0.0196834
134116 0.0172239
134118 0.0153929
134119 0.0140709
134123 0.0121281
134126 0.0108473
134129 0.00993513
134132 0.00930056
134138 0.00846553
134144 0.00795086
134151 0.00762152
134163 0.00723109
134176 0.00702088
134201 0.00681728
134250 0.00668141
134300 0.00663831
134500 0.00654350
134598 0.00646599
134695 0.00636074
134792 0.00622944
134890 0.00607604
134987 0.00590543
135085 0.00572699
135133 0.00564280
135158 0.00560703
135182 0.00558293
135207 0.00558881
135231 0.00569829
135243 0.00589604
135249 0.00610630
135255 0.00650080
135258 0.00684464
135261 0.00735632
135264 0.00822879
135266 0.00887311
135267 0.00976179
135269 0.0111390
135271 0.0131116
135271 0.0146038
135272 0.0162920
135273 0.0188531
135274 0.0219079
135274 0.0268568
135275 0.0302040
135275 0.0332529
135275 0.0382701
135276 0.0447647
135276 0.0533755
135277 0.0618159
135277 0.0769898
135277 0.0869560
135277 0.0991312
135278 0.114211
135278 0.133182
135278 0.157483
135278 0.172266
135278 0.208932
135278 0.258727
135279 0.290523
135279 0.328453
135279 0.374115
135279 0.429634
135279 0.497846
135279 0.582573
135279 0.688977
135279 0.823993
135279 0.996752
135279 1.21865
135279 1.39517
135280 1.60068
135280 1.91477
135280 2.27233
135280 2.70664
135280 3.05732
135280 3.15960
135280 3.19509
135280 3.15920
135280 3.05657
135280 2.70546
135280 2.27108
135280 1.91364
135280 1.59972
135281 1.39434
135281 1.21793
135281 0.996198
135281 0.823560
135281 0.688637
135281 0.582303
135281 0.497628
135281 0.429457
135281 0.373969
135281 0.328331
135282 0.290420
135282 0.258639
135282 0.231767
135282 0.189205
135282 0.172214
135282 0.144511
135282 0.133144
135283 0.106223
135283 0.0869291
135283 0.0769648
135283 0.0687083
135284 0.0587494
135284 0.0509549
135284 0.0447423
135285 0.0397122
135285 0.0355834
135285 0.0292728
135286 0.0241139
135287 0.0209080
135287 0.0184549
135288 0.0165363
135289 0.0147831
135289 0.0135865
135290 0.0117820
135292 0.0104170
135293 0.00950405
135295 0.00823841
135298 0.00746237
135300 0.00695167
135305 0.00634052
135310 0.00600030
135320 0.00564830
135340 0.00536696
135360 0.00524046
135380 0.00515837
135400 0.00509418
135440 0.00498762
135520 0.00480271
135600 0.00463026
135738 0.00434808
135875 0.00408242
136013 0.00383417
136150 0.00360408
136236 0.00346995
136321 0.00334289
136407 0.00322276
136493 0.00310941
136579 0.00300262
136664 0.00290217
136750 0.00280784
136836 0.00271950
136921 0.00263669
137007 0.00255930
137093 0.00248712
137178 0.00241996
137350 0.00229995
137521 0.00219815
137692 0.00211361
137778 0.00207771
137864 0.00204604
137950 0.00201865
138035 0.00199560
138121 0.00197703
138207 0.00196312
138292 0.00195408
138378 0.00195023
138464 0.00195194
138549 0.00195970
138635 0.00197409
138721 0.00199585
138806 0.00202585
138892 0.00206512
138958 0.00210267
139024 0.00214718
139090 0.00219961
139157 0.00226071
139223 0.00233177
139289 0.00241376
139355 0.00250817
139421 0.00261651
139487 0.00274062
139553 0.00288187
139619 0.00304217
139686 0.00322309
139752 0.00342613
139818 0.00365107
139884 0.00389729
139950 0.00416185
139997 0.00435767
140044 0.00455674
140091 0.00475489
140138 0.00494644
140184 0.00512598
140231 0.00528613
140278 0.00541962
140325 0.00551938
140372 0.00557999
140395 0.00559418
140419 0.00559712
140442 0.00558869
140466 0.00556900
140513 0.00549665
140559 0.00538305
140606 0.00523364
140653 0.00505514
140700 0.00485536
140747 0.00464073
140794 0.00441838
140841 0.00419406
140888 0.00397294
140934 0.00375762
140981 0.00355112
141028 0.00335512
141075 0.00317095
141122 0.00299823
141169 0.00283736
141216 0.00268804
141263 0.00255008
141309 0.00242226
141356 0.00230424
141403 0.00219530
141450 0.00209495
141508 0.00198212
141565 0.00187988
141622 0.00178696
141680 0.00170237
141737 0.00162509
141795 0.00155461
141909 0.00143089
141967 0.00137637
142024 0.00132623
142082 0.00127994
142139 0.00123711
142197 0.00119740
142254 0.00116051
142311 0.00112617
142369 0.00109414
142484 0.00103616
142598 0.000985223
142713 0.000940130
142828 0.000899956
142943 0.000863923
143058 0.000831482
143173 0.000802097
143287 0.000775353
143402 0.000750883
143517 0.000728442
143632 0.000707744
143747 0.000688621
143976 0.000654349
144206 0.000624510
144436 0.000598240
144665 0.000574925
144895 0.000554055
145125 0.000535267
145354 0.000518240
145584 0.000502741
145814 0.000488575
146043 0.000475589
146273 0.000463643
146503 0.000452643
146962 0.000433161
147421 0.000416807
147651 0.000409909
147881 0.000404212
148110 0.000400714
148340 0.000403575
148455 0.000413328
148512 0.000424639
148570 0.000446647
148598 0.000465827
148627 0.000495705
148656 0.000545591
148670 0.000584139
148684 0.000637676
148699 0.000716272
148713 0.000836280
148720 0.000922634
148728 0.00103603
148735 0.00118901
148742 0.00139887
148749 0.00170741
148753 0.00191700
148756 0.00218036
148760 0.00251759
148763 0.00295913
148767 0.00355284
148771 0.00435055
148772 0.00488332
148774 0.00553086
148776 0.00632865
148778 0.00732703
148780 0.00859928
148781 0.0102555
148783 0.0124671
148785 0.0155131
148786 0.0174866
148787 0.0198722
148788 0.0227931
148789 0.0264219
148789 0.0310070
148790 0.0369154
148791 0.0447084
148792 0.0552786
148793 0.0628616
148793 0.0701139
148794 0.0810922
148794 0.0918434
148794 0.108571
148795 0.125463
148795 0.152717
148796 0.181401
148796 0.230051
148797 0.284313
148797 0.338382
148797 0.383248
148797 0.437387
148798 0.503440
148798 0.633094
148798 0.747860
148798 0.894609
148798 1.08515
148799 1.33631
148799 1.67166
148799 2.12232
148799 2.75737
148799 3.49126
148800 4.37228
148800 5.15177
148800 5.39163
148800 5.47599
148800 5.38977
148800 5.14838
148800 4.36740
148801 3.48659
148801 2.71913
148801 2.11945
148801 1.87790
148801 1.48985
148801 1.33472
148802 1.08396
148802 0.982448
148802 0.815793
148802 0.747151
148802 0.584509
148803 0.468366
148803 0.382980
148803 0.318589
148804 0.268944
148804 0.229926
148804 0.198739
148804 0.173440
148805 0.152649
148805 0.135364
148806 0.112418
148806 0.0918125
148807 0.0763876
148807 0.0645474
148808 0.0552646
148809 0.0478545
148809 0.0418462
148810 0.0334355
148811 0.0268742
148813 0.0220865
148814 0.0184870
148815 0.0159190
148816 0.0136939
148817 0.0119142
148819 0.0104685
148820 0.00936930
148822 0.00751654
148824 0.00623012
148827 0.00522581
148829 0.00448751
148831 0.00388331
148834 0.00342106
148836 0.00304448
148838 0.00273363
148843 0.00224635
148848 0.00189579
148852 0.00163521
148857 0.00143624
148862 0.00128088
148867 0.00115725
148876 0.000976839
148885 0.000851080
148895 0.000760851
148904 0.000693909
148913 0.000643342
148932 0.000571974
148951 0.000525347
148988 0.000469893
149026 0.000439359
149101 0.000408243
149176 0.000393056
149251 0.000384227
149400 0.000374309
149550 0.000368807
149700 0.000365579
149850 0.000364606
150000 0.000369090
150062 0.000376700
150125 0.000399260
150156 0.000430831
150172 0.000462426
150187 0.000520295
150195 0.000569282
150203 0.000644456
150207 0.000698129
150211 0.000768495
150215 0.000863276
150218 0.000995237
150222 0.00118673
150224 0.00132039
150226 0.00147981
150228 0.00169461
150230 0.00196147
150232 0.00233904
150234 0.00283650
150235 0.00317734
150236 0.00359369
150237 0.00410959
150238 0.00468721
150239 0.00550048
150240 0.00656641
150241 0.00800148
150242 0.00976504
150242 0.0110214
150243 0.0125470
150243 0.0144245
150244 0.0167709
150244 0.0197560
150245 0.0236336
150245 0.0287971
150246 0.0342685
150246 0.0394737
150246 0.0436356
150247 0.0512353
150247 0.0574626
150247 0.0691671
150247 0.0790690
150247 0.0912463
150248 0.106443
150248 0.125728
150248 0.137369
150248 0.165982
150248 0.204316
150248 0.228520
150249 0.257147
150249 0.291294
150249 0.332404
150249 0.382386
150249 0.443796
150249 0.520074
150249 0.615866
150249 0.737417
150249 0.892945
150249 1.12719
150250 1.43664
150250 1.71942
150250 2.04133
150250 2.43238
150250 2.74818
150250 2.84032
150250 2.87234
150250 2.84008
150250 2.74773
150250 2.43167
150250 2.04058
150250 1.71873
150250 1.43606
150251 1.12675
150251 0.892613
150251 0.737158
150251 0.615664
150251 0.519914
150251 0.443668
150251 0.382283
150251 0.332319
150251 0.291225
150252 0.257089
150252 0.228472
150252 0.183654
150252 0.150653
150252 0.125708
150252 0.106428
150253 0.0983963
150253 0.0848223
150253 0.0738624
150253 0.0648908
150253 0.0542100
150254 0.0484907
150254 0.0394708
150255 0.0313514
150255 0.0265426
150255 0.0219536
150256 0.0190968
150256 0.0162568
150257 0.0144245
150258 0.0115956
150258 0.00932435
150259 0.00767777
150260 0.00644626
150261 0.00559496
150262 0.00483449
150263 0.00422844
150264 0.00373767
150265 0.00337582
150266 0.00274744
150268 0.00231842
150270 0.00197908
150272 0.00173362
150273 0.00153001
150275 0.00137667
150279 0.00114296
150282 0.000977828
150286 0.000862921
150289 0.000777508
150293 0.000712312
150300 0.000620987
150307 0.000561549
150314 0.000520298
150321 0.000491328
150335 0.000453853
150363 0.000417883
150391 0.000403311
150419 0.000398141
150475 0.000403787
150531 0.000433421
150559 0.000466782
150573 0.000492869
150587 0.000529625
150601 0.000583917
150615 0.000667179
150622 0.000726780
150629 0.000805014
150636 0.000910489
150643 0.00105743
150650 0.00127442
150654 0.00142005
150657 0.00160296
150661 0.00183704
150664 0.00214331
150668 0.00255477
150671 0.00312575
150673 0.00350984
150675 0.00395069
150677 0.00452601
150678 0.00520588
150680 0.00612375
150682 0.00725202
150684 0.00884865
150685 0.0109250
150686 0.0123468
150687 0.0140755
