Si-30(n,g) ENDFB-8.0
Energy(eV) XS(b)
1.09242E+06 7.24234E-06
1.10082E+06 7.80400E-06
1.10923E+06 8.58086E-06
1.11763E+06 9.68851E-06
1.12673E+06 1.15088E-05
1.13128E+06 1.28034E-05
1.13583E+06 1.44921E-05
1.13933E+06 1.61811E-05
1.14283E+06 1.83165E-05
1.14633E+06 2.11263E-05
1.14983E+06 2.48409E-05
1.15369E+06 3.06178E-05
1.15561E+06 3.44678E-05
1.15754E+06 3.92255E-05
1.15946E+06 4.52424E-05
1.16139E+06 5.29545E-05
1.16331E+06 6.30545E-05
1.16524E+06 7.66112E-05
1.16620E+06 8.52511E-05
1.16716E+06 9.55313E-05
1.16813E+06 0.000107865
1.16909E+06 0.000122823
1.17005E+06 0.000141291
1.17101E+06 0.000164319
1.17198E+06 0.000193501
1.17246E+06 0.000211116
1.17294E+06 0.000231103
1.17368E+06 0.000268222
1.17406E+06 0.000290162
1.17443E+06 0.000314826
1.17480E+06 0.000342645
1.17517E+06 0.000373799
1.17554E+06 0.000409489
1.17592E+06 0.000450214
1.17640E+06 0.000511953
1.17664E+06 0.000547248
1.17688E+06 0.000585845
1.17712E+06 0.000628300
1.17736E+06 0.000674844
1.17760E+06 0.000726248
1.17784E+06 0.000782657
1.17835E+06 0.000923574
1.17861E+06 0.00100332
1.17886E+06 0.00109256
1.17912E+06 0.00119064
1.17925E+06 0.00124291
1.17938E+06 0.00129755
1.17950E+06 0.00135431
1.17963E+06 0.00141286
1.17976E+06 0.00147360
1.17989E+06 0.00153621
1.17998E+06 0.00158270
1.18007E+06 0.00162940
1.18017E+06 0.00167720
1.18026E+06 0.00172492
1.18039E+06 0.00179173
1.18051E+06 0.00185800
1.18064E+06 0.00192369
1.18077E+06 0.00198811
1.18089E+06 0.00205052
1.18102E+06 0.00211012
1.18115E+06 0.00216606
1.18128E+06 0.00221747
1.18138E+06 0.00225593
1.18148E+06 0.00228991
1.18159E+06 0.00231939
1.18169E+06 0.00234394
1.18180E+06 0.00236325
1.18190E+06 0.00237703
1.18200E+06 0.00238510
1.18211E+06 0.00238731
1.18223E+06 0.00238162
1.18235E+06 0.00236870
1.18259E+06 0.00232080
1.18284E+06 0.00224561
1.18308E+06 0.00214972
1.18332E+06 0.00203772
1.18344E+06 0.00197727
1.18357E+06 0.00191573
1.18369E+06 0.00185259
1.18381E+06 0.00178939
1.18405E+06 0.00166348
1.18420E+06 0.00158841
1.18434E+06 0.00151515
1.18449E+06 0.00144401
1.18464E+06 0.00137528
1.18493E+06 0.00124625
1.18523E+06 0.00112954
1.18552E+06 0.00102386
1.18581E+06 0.000929327
1.18611E+06 0.000844564
1.18640E+06 0.000769452
1.18690E+06 0.000660872
1.18748E+06 0.000556935
1.18807E+06 0.000474034
1.18866E+06 0.000407575
1.18925E+06 0.000354606
1.19042E+06 0.000272959
1.19101E+06 0.000242224
1.19160E+06 0.000216399
1.19228E+06 0.000191669
1.19296E+06 0.000170841
1.19432E+06 0.000138586
1.19569E+06 0.000115054
1.19705E+06 9.75183E-05
1.19841E+06 8.42694E-05
1.19977E+06 7.41109E-05
1.20114E+06 6.62980E-05
1.20250E+06 6.03720E-05
1.20473E+06 5.41129E-05
1.20584E+06 5.24658E-05
1.20695E+06 5.18992E-05
1.20745E+06 5.20537E-05
1.20850E+06 5.33964E-05
1.20956E+06 5.65455E-05
1.21061E+06 6.23031E-05
1.21114E+06 6.66821E-05
1.21166E+06 7.24834E-05
1.21225E+06 8.13209E-05
1.21284E+06 9.36703E-05
1.21343E+06 0.000111434
1.21372E+06 0.000123204
1.21401E+06 0.000137786
1.21435E+06 0.000159297
1.21469E+06 0.000187542
1.21487E+06 0.000205180
1.21504E+06 0.000225665
1.21521E+06 0.000249717
1.21538E+06 0.000278143
1.21556E+06 0.000315329
1.21565E+06 0.000336969
1.21575E+06 0.000360957
1.21584E+06 0.000387596
1.21593E+06 0.000417250
1.21603E+06 0.000450329
1.21612E+06 0.000486885
1.21620E+06 0.000524964
1.21629E+06 0.000566780
1.21637E+06 0.000613261
1.21646E+06 0.000664952
1.21654E+06 0.000722420
1.21663E+06 0.000786252
1.21671E+06 0.000857000
1.21680E+06 0.000935127
1.21690E+06 0.00103259
1.21699E+06 0.00113982
1.21709E+06 0.00125615
1.21718E+06 0.00137807
1.21737E+06 0.00162838
1.21747E+06 0.00174326
1.21752E+06 0.00179446
1.21757E+06 0.00183909
1.21762E+06 0.00188581
1.21768E+06 0.00192047
1.21774E+06 0.00194163
1.21780E+06 0.00194834
1.21785E+06 0.00194309
1.21790E+06 0.00192822
1.21794E+06 0.00190418
1.21799E+06 0.00187241
1.21804E+06 0.00183240
1.21809E+06 0.00178580
1.21818E+06 0.00167851
1.21856E+06 0.00118889
1.21864E+06 0.00109995
1.21872E+06 0.00101688
1.21879E+06 0.000939937
1.21887E+06 0.000869165
1.21894E+06 0.000804349
1.21902E+06 0.000745170
1.21910E+06 0.000691245
1.21917E+06 0.000642782
1.21925E+06 0.000599201
1.21932E+06 0.000559448
1.21939E+06 0.000523173
1.21947E+06 0.000490046
1.21962E+06 0.000432047
1.21976E+06 0.000383364
1.21990E+06 0.000344213
1.22005E+06 0.000310517
1.22019E+06 0.000281524
1.22033E+06 0.000256438
1.22047E+06 0.000234615
1.22061E+06 0.000215544
1.22089E+06 0.000184000
1.22111E+06 0.000164521
1.22132E+06 0.000148241
1.22154E+06 0.000134482
1.22175E+06 0.000122724
1.22218E+06 0.000103757
1.22261E+06 8.93352E-05
1.22299E+06 7.93717E-05
1.22337E+06 7.12657E-05
1.22412E+06 5.89366E-05
1.22487E+06 5.01901E-05
1.22562E+06 4.36426E-05
1.22691E+06 3.57852E-05
1.22820E+06 3.04881E-05
1.22949E+06 2.67119E-05
1.23078E+06 2.39056E-05
1.23336E+06 2.00308E-05
1.23594E+06 1.75106E-05
1.23853E+06 1.57587E-05
1.24111E+06 1.44923E-05
1.24412E+06 1.34354E-05
1.24713E+06 1.26961E-05
1.25014E+06 1.22170E-05
1.25315E+06 1.19855E-05
1.25616E+06 1.20712E-05
1.25917E+06 1.25433E-05
1.26218E+06 1.37179E-05
1.26368E+06 1.48097E-05
1.26519E+06 1.64848E-05
1.26648E+06 1.87992E-05
1.26713E+06 2.03181E-05
1.26777E+06 2.23051E-05
1.26842E+06 2.49421E-05
1.26906E+06 2.83811E-05
1.26971E+06 3.31970E-05
1.27035E+06 3.98116E-05
1.27083E+06 4.68381E-05
1.27132E+06 5.64965E-05
1.27156E+06 6.27131E-05
1.27180E+06 7.01693E-05
1.27204E+06 7.91541E-05
1.27229E+06 9.02115E-05
1.27258E+06 0.000107502
1.27273E+06 0.000118129
1.27288E+06 0.000130416
1.27303E+06 0.000144681
1.27317E+06 0.000161311
1.27332E+06 0.000180754
1.27347E+06 0.000203369
1.27356E+06 0.000219585
1.27365E+06 0.000237258
1.27375E+06 0.000257041
1.27384E+06 0.000278587
1.27393E+06 0.000302417
1.27402E+06 0.000328081
1.27412E+06 0.000355795
1.27421E+06 0.000385466
1.27432E+06 0.000422497
1.27442E+06 0.000459734
1.27464E+06 0.000533478
1.27475E+06 0.000564579
1.27486E+06 0.000587954
1.27491E+06 0.000596186
1.27497E+06 0.000601827
1.27502E+06 0.000604767
1.27507E+06 0.000604859
1.27513E+06 0.000602112
1.27518E+06 0.000596787
1.27524E+06 0.000587879
1.27530E+06 0.000576363
1.27535E+06 0.000562165
1.27541E+06 0.000546153
1.27553E+06 0.000509295
1.27565E+06 0.000469295
1.27588E+06 0.000388633
1.27600E+06 0.000351051
1.27611E+06 0.000316941
1.27625E+06 0.000280322
1.27639E+06 0.000248342
1.27653E+06 0.000220652
1.27667E+06 0.000196781
1.27681E+06 0.000176219
1.27695E+06 0.000158499
1.27708E+06 0.000143194
1.27722E+06 0.000130024
1.27737E+06 0.000117489
1.27753E+06 0.000106751
1.27768E+06 9.73910E-05
1.27783E+06 8.92981E-05
1.27813E+06 7.59654E-05
1.27843E+06 6.56728E-05
1.27871E+06 5.80945E-05
1.27899E+06 5.18867E-05
1.27954E+06 4.25266E-05
1.28010E+06 3.58960E-05
1.28065E+06 3.10529E-05
1.28118E+06 2.75898E-05
1.28171E+06 2.48669E-05
1.28277E+06 2.10166E-05
1.28383E+06 1.84888E-05
1.28489E+06 1.67680E-05
1.28631E+06 1.52942E-05
1.28772E+06 1.44000E-05
1.28913E+06 1.39234E-05
1.29054E+06 1.37953E-05
1.29256E+06 1.43201E-05
1.29357E+06 1.48915E-05
1.29458E+06 1.58247E-05
1.29559E+06 1.74403E-05
1.29610E+06 1.85401E-05
1.29660E+06 2.01146E-05
1.29711E+06 2.19564E-05
1.29761E+06 2.46588E-05
1.29811E+06 2.84419E-05
1.29862E+06 3.39959E-05
1.29888E+06 3.82479E-05
1.29915E+06 4.33022E-05
1.29941E+06 5.02219E-05
1.29968E+06 5.97150E-05
1.29981E+06 6.57545E-05
1.29994E+06 7.30975E-05
1.30008E+06 8.19186E-05
1.30021E+06 9.26428E-05
1.30034E+06 0.000106472
1.30047E+06 0.000122883
1.30061E+06 0.000145011
1.30074E+06 0.000174255
1.30083E+06 0.000201652
1.30093E+06 0.000236549
1.30102E+06 0.000281951
1.30112E+06 0.000341229
1.30121E+06 0.000422479
1.30126E+06 0.000474787
1.30131E+06 0.000537700
1.30135E+06 0.000615956
1.30140E+06 0.000710465
1.30145E+06 0.000828395
1.30150E+06 0.000977482
1.30153E+06 0.00112389
1.30157E+06 0.00129933
1.30160E+06 0.00151823
1.30164E+06 0.00179496
1.30166E+06 0.00197061
1.30168E+06 0.00215994
1.30170E+06 0.00237517
1.30171E+06 0.00262039
1.30173E+06 0.00290023
1.30175E+06 0.00321987
1.30177E+06 0.00358486
1.30179E+06 0.00400074
1.30181E+06 0.00455665
1.30183E+06 0.00519281
1.30185E+06 0.00590716
1.30187E+06 0.00668726
1.30191E+06 0.00832194
1.30193E+06 0.00907482
1.30194E+06 0.00942146
1.30195E+06 0.00969708
1.30197E+06 0.00996799
1.30198E+06 0.0101638
1.30199E+06 0.0102765
1.30200E+06 0.0103028
1.30201E+06 0.0102545
1.30202E+06 0.0101331
1.30203E+06 0.00994307
1.30204E+06 0.00971606
1.30205E+06 0.00941421
1.30206E+06 0.00910000
1.30209E+06 0.00835086
1.30213E+06 0.00667843
1.30215E+06 0.00589887
1.30217E+06 0.00518517
1.30218E+06 0.00475247
1.30220E+06 0.00438277
1.30221E+06 0.00401873
1.30222E+06 0.00371104
1.30224E+06 0.00341038
1.30225E+06 0.00315758
1.30228E+06 0.00270454
1.30231E+06 0.00233381
1.30233E+06 0.00202920
1.30236E+06 0.00177719
1.30239E+06 0.00157418
1.30242E+06 0.00136680
1.30245E+06 0.00120143
1.30248E+06 0.00106368
1.30251E+06 0.000947966
1.30254E+06 0.000850027
1.30257E+06 0.000766592
1.30263E+06 0.000633318
1.30270E+06 0.000531966
1.30276E+06 0.000452872
1.30282E+06 0.000390357
1.30288E+06 0.000340209
1.30297E+06 0.000285059
1.30306E+06 0.000242926
1.30314E+06 0.000210411
1.30323E+06 0.000183688
1.30332E+06 0.000162098
1.30340E+06 0.000144337
1.30358E+06 0.000117198
1.30375E+06 9.77297E-05
1.30393E+06 8.33526E-05
1.30410E+06 7.28177E-05
1.30427E+06 6.41227E-05
1.30461E+06 5.24967E-05
1.30494E+06 4.47712E-05
1.30527E+06 3.94065E-05
1.30560E+06 3.56810E-05
1.30593E+06 3.32233E-05
1.30626E+06 3.16411E-05
1.30692E+06 3.03498E-05
1.30752E+06 3.16508E-05
1.30782E+06 3.33879E-05
1.30811E+06 3.61347E-05
1.30841E+06 4.03206E-05
1.30871E+06 4.67304E-05
1.30901E+06 5.68262E-05
1.30916E+06 6.39798E-05
1.30931E+06 7.36130E-05
1.30943E+06 8.38512E-05
1.30955E+06 9.70484E-05
1.30967E+06 0.000114594
1.30979E+06 0.000138444
1.30985E+06 0.000153282
1.30991E+06 0.000171300
1.30997E+06 0.000193367
1.31003E+06 0.000220485
1.31009E+06 0.000254248
1.31015E+06 0.000296896
1.31021E+06 0.000351427
1.31027E+06 0.000422695
1.31031E+06 0.000480148
1.31034E+06 0.000548340
1.31038E+06 0.000631989
1.31042E+06 0.000735624
1.31045E+06 0.000865330
1.31047E+06 0.000944648
1.31049E+06 0.00102938
1.31051E+06 0.00113051
1.31053E+06 0.00123906
1.31055E+06 0.00136903
1.31056E+06 0.00150866
1.31058E+06 0.00162953
1.31059E+06 0.00175215
1.31061E+06 0.00189598
1.31062E+06 0.00204085
1.31063E+06 0.00220918
1.31065E+06 0.00237666
1.31066E+06 0.00256820
1.31067E+06 0.00275511
1.31070E+06 0.00316168
1.31073E+06 0.00356858
1.31075E+06 0.00393446
1.31077E+06 0.00408145
1.31078E+06 0.00420197
1.31079E+06 0.00427968
1.31080E+06 0.00433264
1.31081E+06 0.00435920
1.31082E+06 0.00435972
1.31083E+06 0.00433429
1.31084E+06 0.00428820
1.31085E+06 0.00421367
1.31087E+06 0.00411636
1.31088E+06 0.00399909
1.31089E+06 0.00386503
1.31090E+06 0.00371760
1.31091E+06 0.00356024
1.31093E+06 0.00322879
1.31098E+06 0.00257289
1.31100E+06 0.00227654
1.31102E+06 0.00201026
1.31104E+06 0.00182605
1.31105E+06 0.00166016
1.31107E+06 0.00151152
1.31109E+06 0.00138617
1.31110E+06 0.00126700
1.31112E+06 0.00116671
1.31114E+06 0.00107137
1.31115E+06 0.000991025
1.31119E+06 0.000845903
1.31122E+06 0.000732149
1.31125E+06 0.000639215
1.31129E+06 0.000562672
1.31132E+06 0.000495544
1.31136E+06 0.000439687
1.31139E+06 0.000392671
1.31142E+06 0.000353835
1.31146E+06 0.000319637
1.31149E+06 0.000290271
1.31156E+06 0.000243400
1.31163E+06 0.000206950
1.31170E+06 0.000178916
1.31177E+06 0.000156759
1.31184E+06 0.000138636
1.31193E+06 0.000119423
1.31202E+06 0.000104466
1.31211E+06 9.23502E-05
1.31220E+06 8.26109E-05
1.31238E+06 6.78049E-05
1.31256E+06 5.74791E-05
1.31275E+06 4.97307E-05
1.31293E+06 4.38767E-05
1.31311E+06 3.93560E-05
1.31329E+06 3.57931E-05
1.31351E+06 3.24216E-05
1.31372E+06 2.97955E-05
1.31416E+06 2.60567E-05
1.31459E+06 2.35007E-05
1.31503E+06 2.17159E-05
1.31590E+06 1.94929E-05
1.31676E+06 1.82942E-05
1.31773E+06 1.76423E-05
1.31870E+06 1.73619E-05
1.32063E+06 1.76280E-05
1.32256E+06 1.86308E-05
1.32401E+06 1.98766E-05
1.32546E+06 2.16232E-05
1.32690E+06 2.40186E-05
1.32835E+06 2.73976E-05
1.32927E+06 3.02986E-05
1.33019E+06 3.40308E-05
1.33110E+06 3.89740E-05
1.33156E+06 4.20651E-05
1.33202E+06 4.57079E-05
1.33255E+06 5.08062E-05
1.33308E+06 5.71180E-05
1.33361E+06 6.50361E-05
1.33388E+06 6.97808E-05
1.33415E+06 7.51242E-05
1.33439E+06 8.08013E-05
1.33464E+06 8.71903E-05
1.33489E+06 9.44437E-05
1.33514E+06 0.000102663
1.33538E+06 0.000112070
1.33563E+06 0.000122706
1.33588E+06 0.000134762
1.33612E+06 0.000148455
1.33636E+06 0.000163087
1.33659E+06 0.000179225
1.33683E+06 0.000196948
1.33706E+06 0.000215883
1.33753E+06 0.000254858
1.33777E+06 0.000273014
1.33800E+06 0.000288335
1.33815E+06 0.000295767
1.33829E+06 0.000301205
1.33843E+06 0.000304478
1.33858E+06 0.000305390
1.33871E+06 0.000304227
1.33883E+06 0.000301275
1.33896E+06 0.000296654
1.33909E+06 0.000290546
1.33921E+06 0.000283162
1.33934E+06 0.000274742
1.33959E+06 0.000255580
1.34010E+06 0.000215181
1.34036E+06 0.000195829
1.34061E+06 0.000178161
1.34082E+06 0.000165130
1.34102E+06 0.000153384
1.34123E+06 0.000142832
1.34144E+06 0.000133411
1.34164E+06 0.000125015
1.34185E+06 0.000117566
1.34205E+06 0.000110965
1.34226E+06 0.000105117
1.34250E+06 9.90692E-05
1.34275E+06 9.38647E-05
1.34299E+06 8.93609E-05
1.34323E+06 8.55064E-05
1.34348E+06 8.21832E-05
1.34372E+06 7.94123E-05
1.34421E+06 7.49470E-05
1.34451E+06 7.29179E-05
1.34488E+06 7.10114E-05
1.34526E+06 6.97068E-05
1.34563E+06 6.89126E-05
1.34601E+06 6.85890E-05
1.34642E+06 6.87455E-05
1.34683E+06 6.93531E-05
1.34724E+06 7.03978E-05
1.34765E+06 7.18742E-05
1.34807E+06 7.37296E-05
1.34848E+06 7.59901E-05
1.34889E+06 7.86341E-05
1.34930E+06 8.16412E-05
1.34981E+06 8.58462E-05
1.35031E+06 9.05753E-05
1.35081E+06 9.58269E-05
1.35107E+06 9.85992E-05
1.35132E+06 0.000101500
1.35182E+06 0.000107519
1.35233E+06 0.000113764
1.35283E+06 0.000120027
1.35333E+06 0.000126073
1.35400E+06 0.000133233
1.35467E+06 0.000138762
1.35500E+06 0.000140724
1.35533E+06 0.000142057
1.35567E+06 0.000142717
1.35600E+06 0.000142653
1.35638E+06 0.000141698
1.35676E+06 0.000139865
1.35714E+06 0.000137236
1.35753E+06 0.000133920
1.35788E+06 0.000130322
1.35824E+06 0.000126349
1.35859E+06 0.000122113
1.35894E+06 0.000117729
1.35965E+06 0.000108808
1.36036E+06 0.000100190
1.36178E+06 8.48529E-05
1.36249E+06 7.85310E-05
1.36320E+06 7.30014E-05
1.36396E+06 6.80630E-05
1.36471E+06 6.39166E-05
1.36547E+06 6.05068E-05
1.36623E+06 5.77846E-05
1.36698E+06 5.55916E-05
1.36774E+06 5.39328E-05
1.36849E+06 5.27143E-05
1.36925E+06 5.18683E-05
1.37008E+06 5.13771E-05
1.37090E+06 5.12272E-05
1.37169E+06 5.14067E-05
1.37289E+06 5.21898E-05
1.37408E+06 5.34203E-05
1.37527E+06 5.50536E-05
1.37646E+06 5.68960E-05
1.38122E+06 6.31955E-05
1.38201E+06 6.35728E-05
1.38281E+06 6.36704E-05
1.38360E+06 6.34890E-05
1.38440E+06 6.30483E-05
1.38519E+06 6.23859E-05
1.38598E+06 6.15565E-05
1.38707E+06 6.02653E-05
1.38817E+06 5.89940E-05
1.38926E+06 5.79702E-05
1.39035E+06 5.74586E-05
1.39159E+06 5.80145E-05
1.39283E+06 6.06026E-05
1.39407E+06 6.63305E-05
1.39469E+06 7.12567E-05
1.39531E+06 7.83434E-05
1.39592E+06 8.84961E-05
1.39654E+06 0.000103443
1.39695E+06 0.000117528
1.39736E+06 0.000136341
1.39777E+06 0.000162431
1.39797E+06 0.000179266
1.39818E+06 0.000199487
1.39844E+06 0.000232009
1.39870E+06 0.000274376
1.39884E+06 0.000300415
1.39897E+06 0.000330468
1.39910E+06 0.000365246
1.39923E+06 0.000406025
1.39939E+06 0.000465370
1.39955E+06 0.000537701
1.39963E+06 0.000579945
1.39971E+06 0.000626057
1.39980E+06 0.000677616
1.39988E+06 0.000733755
1.39998E+06 0.000815051
1.40008E+06 0.000906192
1.40019E+06 0.00100711
1.40029E+06 0.00111601
1.40050E+06 0.00134844
1.40060E+06 0.00146147
1.40070E+06 0.00156054
1.40078E+06 0.00161840
1.40085E+06 0.00166132
1.40093E+06 0.00168654
1.40100E+06 0.00169234
1.40105E+06 0.00168455
1.40110E+06 0.00166723
1.40116E+06 0.00164094
1.40121E+06 0.00160656
1.40126E+06 0.00156512
1.40131E+06 0.00151774
1.40142E+06 0.00141000
1.40162E+06 0.00117690
1.40173E+06 0.00106324
1.40183E+06 0.000957262
1.40193E+06 0.000862638
1.40204E+06 0.000778354
1.40214E+06 0.000703072
1.40224E+06 0.000636309
1.40234E+06 0.000577316
1.40244E+06 0.000525248
1.40254E+06 0.000479297
1.40264E+06 0.000438716
1.40275E+06 0.000401144
1.40285E+06 0.000368320
1.40306E+06 0.000313290
1.40327E+06 0.000269772
1.40348E+06 0.000235094
1.40368E+06 0.000209322
1.40387E+06 0.000187763
1.40425E+06 0.000154312
1.40464E+06 0.000129990
1.40502E+06 0.000111911
1.40540E+06 9.81690E-05
1.40579E+06 8.77518E-05
1.40617E+06 7.94932E-05
1.40655E+06 7.31178E-05
1.40732E+06 6.48067E-05
1.40809E+06 6.13526E-05
1.40866E+06 6.23082E-05
1.40895E+06 6.43570E-05
1.40924E+06 6.78542E-05
1.40952E+06 7.31983E-05
1.40981E+06 8.16019E-05
1.41010E+06 9.47037E-05
1.41024E+06 0.000103920
1.41039E+06 0.000115625
1.41060E+06 0.000139708
1.41070E+06 0.000156049
1.41081E+06 0.000176430
1.41091E+06 0.000202695
1.41102E+06 0.000235019
1.41113E+06 0.000278725
1.41123E+06 0.000337264
1.41129E+06 0.000378122
1.41135E+06 0.000426063
1.41140E+06 0.000485227
1.41146E+06 0.000556060
1.41149E+06 0.000597868
1.41152E+06 0.000644184
1.41155E+06 0.000695534
1.41158E+06 0.000750418
1.41160E+06 0.000813309
1.41163E+06 0.000882904
1.41166E+06 0.000959726
1.41169E+06 0.00104120
1.41172E+06 0.00113018
1.41175E+06 0.00122671
1.41177E+06 0.00133045
1.41180E+06 0.00144045
1.41183E+06 0.00155511
1.41186E+06 0.00167194
1.41189E+06 0.00178761
1.41191E+06 0.00189412
1.41199E+06 0.00212288
1.41202E+06 0.00218489
1.41204E+06 0.00219815
1.41206E+06 0.00219966
1.41208E+06 0.00219112
1.41209E+06 0.00217347
1.41211E+06 0.00214714
1.41212E+06 0.00211511
1.41214E+06 0.00207382
1.41215E+06 0.00202918
1.41217E+06 0.00197614
1.41218E+06 0.00192220
1.41221E+06 0.00181745
1.41224E+06 0.00171088
1.41226E+06 0.00159821
1.41229E+06 0.00149087
1.41234E+06 0.00128435
1.41240E+06 0.00110406
1.41245E+06 0.000944465
1.41250E+06 0.000810319
1.41255E+06 0.000699604
1.41261E+06 0.000609683
1.41267E+06 0.000525771
1.41272E+06 0.000457288
1.41278E+06 0.000401026
1.41284E+06 0.000354451
1.41290E+06 0.000315584
1.41296E+06 0.000282897
1.41302E+06 0.000255206
1.41308E+06 0.000231989
1.41319E+06 0.000195621
1.41330E+06 0.000167790
1.41341E+06 0.000146007
1.41353E+06 0.000128671
1.41364E+06 0.000114652
1.41375E+06 0.000103159
1.41397E+06 8.56118E-05
1.41417E+06 7.45354E-05
1.41436E+06 6.60973E-05
1.41455E+06 5.93413E-05
1.41474E+06 5.39196E-05
1.41513E+06 4.57719E-05
1.41551E+06 4.00357E-05
1.41586E+06 3.62023E-05
1.41620E+06 3.32011E-05
1.41688E+06 2.88133E-05
1.41757E+06 2.57473E-05
1.41825E+06 2.34864E-05
1.41953E+06 2.05141E-05
1.42082E+06 1.84956E-05
1.42210E+06 1.69979E-05
1.42338E+06 1.58446E-05
1.42612E+06 1.40715E-05
1.42885E+06 1.28530E-05
1.43159E+06 1.19613E-05
1.43433E+06 1.12854E-05
1.44048E+06 1.02698E-05
1.44664E+06 9.67675E-06
1.45280E+06 9.35373E-06
1.45895E+06 9.22593E-06
1.46648E+06 9.28746E-06
1.47400E+06 9.55353E-06
1.48153E+06 1.00235E-05
1.48905E+06 1.07195E-05
1.49453E+06 1.13966E-05
1.49727E+06 1.17979E-05
1.49863E+06 1.20220E-05
1.49932E+06 1.21342E-05
1.49966E+06 1.21903E-05
1.49975E+06 1.22047E-05
1.49979E+06 1.22312E-05
1.49981E+06 1.23248E-05
1.49983E+06 1.27388E-05
1.49984E+06 1.33231E-05
1.49985E+06 1.44604E-05
1.49986E+06 1.54571E-05
1.49986E+06 1.65760E-05
1.49987E+06 1.80301E-05
1.49987E+06 1.99020E-05
1.49988E+06 2.28374E-05
1.49988E+06 2.59922E-05
1.49989E+06 3.08257E-05
1.49990E+06 3.59023E-05
1.49990E+06 4.35012E-05
1.49991E+06 5.13010E-05
1.49991E+06 6.06382E-05
1.49992E+06 7.17093E-05
1.49992E+06 8.75604E-05
1.49993E+06 0.000103131
1.49993E+06 0.000124912
1.49994E+06 0.000145820
1.49995E+06 0.000201198
1.49996E+06 0.000263023
1.49997E+06 0.000343086
1.49998E+06 0.000425271
1.50000E+06 0.00120000
1.60000E+06 0.00120000
1.70000E+06 0.00120000
1.75000E+06 0.00120000
1.75075E+06 0.00120000
1.75234E+06 0.00120000
1.75393E+06 0.00120000
1.75553E+06 0.00120000
1.75713E+06 0.00120000
1.75873E+06 0.00120000
1.76034E+06 0.00120000
1.76194E+06 0.00120000
1.76355E+06 0.00120000
1.76516E+06 0.00120000
1.76677E+06 0.00120000
1.76839E+06 0.00120000
1.77001E+06 0.00120000
1.77162E+06 0.00120000
1.77325E+06 0.00120000
1.77487E+06 0.00120000
1.77650E+06 0.00120000
1.77812E+06 0.00120000
1.77975E+06 0.00120000
1.78139E+06 0.00120000
1.78237E+06 0.00120000
1.78269E+06 0.00120000
1.78302E+06 0.00120000
1.78335E+06 0.00120000
1.78368E+06 0.00120000
1.78400E+06 0.00120000
1.78433E+06 0.00120000
1.78466E+06 0.00120000
1.78499E+06 0.00120000
1.78531E+06 0.00120000
1.78564E+06 0.00120000
1.78597E+06 0.00120000
1.78630E+06 0.00120000
1.78663E+06 0.00120000
1.78695E+06 0.00120000
1.78728E+06 0.00120000
1.78761E+06 0.00120000
1.78794E+06 0.00120000
1.78860E+06 0.00120000
1.78958E+06 0.00120000
1.79057E+06 0.00120000
1.79156E+06 0.00120000
1.79255E+06 0.00120000
1.79354E+06 0.00120000
1.79453E+06 0.00120000
1.79552E+06 0.00120000
1.79651E+06 0.00120000
1.79751E+06 0.00120000
1.79850E+06 0.00120000
1.79950E+06 0.00120000
1.80049E+06 0.00120000
1.80149E+06 0.00120000
1.80215E+06 0.00120000
1.80249E+06 0.00120000
1.80282E+06 0.00120000
1.80315E+06 0.00120000
1.80348E+06 0.00120000
1.80382E+06 0.00120000
1.80415E+06 0.00120000
1.80448E+06 0.00120000
1.80482E+06 0.00120000
1.80515E+06 0.00120000
1.80548E+06 0.00120000
1.80582E+06 0.00120000
1.80615E+06 0.00120000
1.80648E+06 0.00120000
1.80682E+06 0.00120000
1.80715E+06 0.00120000
1.80748E+06 0.00120000
1.80782E+06 0.00120000
1.80815E+06 0.00120000
1.80849E+06 0.00120000
1.80932E+06 0.00120000
1.81066E+06 0.00120000
1.81200E+06 0.00120000
1.81334E+06 0.00120000
1.81469E+06 0.00120000
1.81603E+06 0.00120000
1.81738E+06 0.00120000
1.81872E+06 0.00120000
1.82007E+06 0.00120000
1.82142E+06 0.00120000
1.82278E+06 0.00120000
1.82413E+06 0.00120000
1.82548E+06 0.00120000
1.82701E+06 0.00120000
1.82871E+06 0.00120000
1.83041E+06 0.00120000
1.83211E+06 0.00120000
1.83382E+06 0.00120000
1.83518E+06 0.00120000
1.83621E+06 0.00120000
1.83724E+06 0.00120000
1.83826E+06 0.00120000
1.83929E+06 0.00120000
1.84032E+06 0.00120000
1.84135E+06 0.00120000
1.84238E+06 0.00120000
1.84341E+06 0.00120000
1.84444E+06 0.00120000
1.84548E+06 0.00120000
1.84651E+06 0.00120000
1.84755E+06 0.00120000
1.84858E+06 0.00120000
1.84962E+06 0.00120000
1.85066E+06 0.00120000
1.85170E+06 0.00120000
1.85274E+06 0.00120000
1.85378E+06 0.00120000
1.85482E+06 0.00120000
1.85586E+06 0.00120000
1.85690E+06 0.00120000
1.85795E+06 0.00120000
1.85899E+06 0.00120000
1.86004E+06 0.00120000
1.86108E+06 0.00120000
1.86213E+06 0.00120000
1.86353E+06 0.00120000
1.86528E+06 0.00120000
1.86703E+06 0.00120000
1.86878E+06 0.00120000
1.87054E+06 0.00120000
1.87230E+06 0.00120000
1.87406E+06 0.00120000
1.87582E+06 0.00120000
1.87759E+06 0.00120000
1.87936E+06 0.00120000
1.88113E+06 0.00120000
