Pr-141(n,tot) ENDFB-8.0
3744.74 6.53189
3745.11 6.78059
3745.48 7.04741
3745.84 7.33242
3746.38 7.78526
3746.91 8.28780
3747.45 8.84702
3747.98 9.47008
3748.25 9.81028
3748.52 10.1694
3748.78 10.5517
3749.05 10.9561
3749.32 11.3875
3749.59 11.8450
3749.85 12.3323
3750.12 12.8521
3750.49 13.6271
3750.86 14.4778
3751.22 15.4144
3751.59 16.4457
3751.96 17.5911
3752.33 18.8645
3752.51 19.5553
3752.70 20.2858
3752.88 21.0591
3753.06 21.8740
3753.24 22.7044
3753.41 23.5789
3753.59 24.5117
3753.76 25.4964
3753.94 26.5492
3754.12 27.6635
3754.29 28.8580
3754.47 30.1257
3754.64 31.4887
3754.82 32.9395
3754.99 34.5043
3755.17 36.1755
3755.34 37.9841
3755.52 39.9226
3755.69 42.0156
3755.87 44.2798
3756.05 46.8656
3756.24 49.6859
3756.42 52.7687
3756.61 56.1454
3756.79 59.8515
3756.97 63.9269
3757.16 68.4156
3757.34 73.3384
3757.52 78.8019
3757.71 84.8372
3757.89 91.5040
3758.08 98.8209
3758.26 106.927
3758.44 115.839
3758.63 125.604
3758.81 136.194
3758.99 147.737
3759.18 160.166
3759.36 173.434
3759.55 187.379
3759.73 202.023
3759.91 217.113
3760.28 247.583
3760.46 261.735
3760.63 275.236
3760.81 287.762
3760.98 298.926
3761.15 308.536
3761.33 316.233
3761.50 321.762
3761.68 324.916
3761.79 325.638
3761.89 325.399
3762.00 324.204
3762.16 320.594
3762.32 314.921
3762.48 307.292
3762.65 297.877
3762.81 286.814
3762.97 274.482
3763.13 261.079
3763.29 246.876
3763.59 219.665
3763.88 192.206
3764.03 178.750
3764.18 165.773
3764.32 153.286
3764.47 141.371
3764.62 130.086
3764.76 119.470
3764.91 109.545
3765.06 100.375
3765.20 91.8278
3765.35 83.9504
3765.50 76.7161
3765.57 73.3529
3765.64 70.1360
3765.72 67.0197
3765.79 64.0836
3765.86 61.2422
3765.94 58.5676
3766.01 55.9813
3766.08 53.5484
3766.16 51.1974
3766.23 48.9869
3766.31 46.8516
3766.38 44.8448
3766.45 42.9067
3766.53 41.0856
3766.60 39.3272
3766.67 37.6749
3766.75 36.1007
3766.82 34.6009
3766.89 33.1527
3766.97 31.7920
3767.04 30.4781
3767.11 29.2434
3767.19 28.0511
3767.26 26.9307
3767.41 24.8316
3767.55 22.9264
3767.70 21.1974
3767.85 19.6285
3767.99 18.2151
3768.14 16.9252
3768.29 15.7580
3768.43 14.7036
3768.58 13.7534
3768.73 12.8997
3768.88 12.1359
3769.02 11.4561
3769.17 10.8591
3769.32 10.3321
3769.46 9.87589
3769.61 9.48707
3769.76 9.16489
3769.90 8.90268
3770.05 8.70102
3770.20 8.55849
3770.34 8.47440
3770.45 8.44876
3770.60 8.46287
3770.74 8.53405
3770.89 8.66257
3771.04 8.84906
3771.18 9.09446
3771.33 9.40009
3771.48 9.76758
3771.62 10.1958
3771.77 10.6930
3771.92 11.2593
3772.07 11.8977
3772.21 12.6121
3772.36 13.4064
3772.51 14.2853
3772.65 15.2539
3772.80 16.3104
3772.95 17.4755
3773.09 18.7493
3773.24 20.1396
3773.39 21.6440
3773.53 23.2925
3773.68 25.0854
3773.83 27.0338
3773.97 29.1350
3774.12 31.4309
3774.27 33.9221
3774.41 36.6240
3774.56 39.5536
3774.71 42.7288
3774.86 46.1687
3775.00 49.8937
3775.15 53.9254
3775.30 58.2861
3775.44 62.9992
3775.59 68.0884
3775.74 73.5391
3775.88 79.4497
3776.03 85.8072
3776.18 92.6338
3776.32 99.8976
3776.48 108.100
3776.63 116.873
3776.79 126.225
3776.94 136.159
3777.09 146.668
3777.25 157.736
3777.40 169.335
3777.55 181.346
3777.78 199.775
3778.00 218.829
3778.23 238.304
3778.45 257.858
3778.68 277.180
3778.90 295.664
3779.12 312.946
3779.35 328.579
3779.51 338.678
3779.67 347.538
3779.84 355.035
3780.00 361.070
3780.12 364.611
3780.25 367.240
3780.37 368.989
3780.49 369.829
3780.62 369.742
3780.76 368.643
3780.89 366.554
3781.02 363.551
3781.15 359.645
3781.29 354.961
3781.55 343.412
3781.82 329.521
3782.08 313.928
3782.61 280.060
3782.84 264.963
3783.07 250.103
3783.31 235.688
3783.54 221.870
3783.77 208.754
3784.00 196.403
3784.23 184.846
3784.47 174.085
3784.70 164.102
3784.93 154.866
3785.16 146.336
3785.39 138.499
3785.63 131.238
3785.86 124.542
3786.09 118.362
3786.32 112.679
3786.55 107.402
3786.78 102.518
3787.02 97.9918
3787.25 93.8085
3787.48 89.9029
3787.71 86.2676
3787.94 82.8785
3788.17 79.7274
3788.40 76.8914
3788.62 74.2397
3788.84 71.7457
3789.06 69.3967
3789.50 65.0811
3789.94 61.2341
3790.39 57.7737
3790.83 54.6619
3791.27 51.8399
3791.71 49.2826
3792.18 46.8411
3792.64 44.6224
3793.11 42.5906
3793.57 40.7322
3794.03 39.0198
3794.50 37.4444
3794.96 35.9848
3795.42 34.6353
3796.10 32.8371
3796.77 31.2173
3797.45 29.7497
3798.12 28.4141
3798.79 27.1922
3799.47 26.0736
3800.14 25.0448
3800.82 24.0960
3801.74 22.9052
3802.67 21.8320
3803.60 20.8595
3804.53 19.9746
3805.45 19.1655
3806.38 18.4246
3807.31 17.7432
3808.23 17.1146
3809.25 16.4819
3810.26 15.8994
3811.27 15.3604
3812.28 14.8614
3813.29 14.3973
3814.30 13.9659
3816.33 13.1864
3818.18 12.5532
3820.03 11.9870
3821.89 11.4775
3823.74 11.0167
3825.60 10.5976
3827.45 10.2152
3829.31 9.86447
3831.16 9.54165
3833.01 9.24323
3834.87 8.96672
3838.58 8.46958
3842.29 8.03433
3845.99 7.64943
3850.04 7.27633
3852.23 7.09143
3854.42 6.91743
3856.61 6.75380
3857.71 6.67587
3858.80 6.60078
3859.61 6.54779
3860.41 6.49672
3861.21 6.44803
3862.01 6.40256
3862.81 6.36182
3863.21 6.34435
3863.61 6.33020
3863.81 6.32513
3864.01 6.32223
3864.21 6.32253
3864.41 6.32769
3864.61 6.34031
3864.81 6.36440
3864.91 6.38250
3865.01 6.40588
3865.11 6.43572
3865.21 6.47338
3865.29 6.51275
3865.38 6.55945
3865.46 6.61516
3865.55 6.68124
3865.67 6.79885
3865.79 6.94545
3865.91 7.12759
3866.03 7.35148
3866.15 7.62624
3866.27 7.95429
3866.34 8.14283
3866.40 8.34454
3866.46 8.56696
3866.52 8.80357
3866.58 9.06296
3866.64 9.34200
3866.70 9.64129
3866.76 9.95587
3866.82 10.2966
3866.88 10.6525
3866.94 11.0356
3867.00 11.4333
3867.06 11.8585
3867.12 12.2969
3867.18 12.7626
3867.24 13.2395
3867.30 13.7424
3867.36 14.2537
3867.49 15.3290
3867.66 17.0013
3867.84 18.7173
3868.02 20.4054
3868.11 21.2183
3868.20 21.9847
3868.29 22.6723
3868.37 23.3005
3868.45 23.8697
3868.54 24.3722
3868.62 24.8060
3868.71 25.1549
3868.82 25.4860
3868.88 25.5960
3868.93 25.6651
3869.00 25.6906
3869.06 25.6619
3869.11 25.6054
3869.17 25.4952
3869.26 25.2559
3869.34 24.9263
3869.43 24.5166
3869.50 24.1204
3869.57 23.6751
3869.64 23.1848
3869.71 22.6538
3869.85 21.4802
3869.99 20.2104
3870.27 17.5182
3870.43 15.9430
3870.51 15.1769
3870.59 14.4413
3870.68 13.7225
3870.76 13.0336
3870.84 12.3777
3870.92 11.7645
3871.00 11.1805
3871.09 10.6347
3871.17 10.1275
3871.25 9.66427
3871.33 9.23304
3871.41 8.83878
3871.49 8.48020
3871.58 8.15944
3871.64 7.93183
3871.70 7.72557
3871.76 7.53308
3871.83 7.35955
3871.95 7.05388
3872.07 6.80279
3872.20 6.59494
3872.32 6.42685
3872.45 6.28954
3872.57 6.17967
3872.70 6.09056
3872.82 6.01897
3872.95 5.96134
3873.07 5.91506
3873.20 5.87700
3873.32 5.84585
3873.45 5.81960
3873.57 5.79748
3873.82 5.76125
3874.07 5.73237
3874.32 5.70776
3874.57 5.68581
3875.06 5.64657
3875.56 5.61104
3876.15 5.57172
3876.75 5.53452
3877.93 5.46426
3879.11 5.39741
3880.30 5.33286
3882.66 5.20803
3885.03 5.08685
3886.74 5.00057
3888.46 4.91516
3890.17 4.83043
3891.88 4.74630
3893.60 4.66289
3895.31 4.58106
3895.74 4.56150
3896.17 4.54375
3896.38 4.53647
3896.59 4.53133
3896.81 4.52981
3896.91 4.53110
3897.02 4.53426
3897.13 4.53984
3897.24 4.54833
3897.34 4.56047
3897.45 4.57709
3897.56 4.59915
3897.66 4.62775
3897.77 4.66413
3897.88 4.70968
3897.99 4.76590
3898.09 4.83441
3898.20 4.91692
3898.31 5.01516
3898.41 5.13086
3898.52 5.26567
3898.63 5.42111
3898.73 5.59844
3898.86 5.83461
3898.98 6.10279
3899.11 6.40282
3899.23 6.73069
3899.38 7.15786
3899.53 7.61755
3899.68 8.10024
3899.83 8.59375
3899.97 9.08367
3900.12 9.55390
3900.27 9.98751
3900.34 10.1853
3900.42 10.3654
3900.50 10.5558
3900.59 10.7202
3900.67 10.8560
3900.76 10.9603
3900.83 11.0197
3900.89 11.0595
3900.95 11.0773
3900.97 11.0811
3900.99 11.0819
3901.00 11.0816
3901.02 11.0800
3901.05 11.0745
3901.09 11.0599
3901.18 11.0027
3901.29 10.8785
3901.40 10.7004
3901.48 10.5460
3901.56 10.3692
3901.64 10.1721
3901.72 9.95967
3901.80 9.72895
3901.87 9.48507
3902.03 8.97151
3902.41 7.68269
3902.50 7.36879
3902.60 7.06851
3902.69 6.78092
3902.79 6.50798
3902.88 6.24854
3902.98 6.00915
3903.07 5.78537
3903.16 5.58217
3903.26 5.39515
3903.35 5.22787
3903.45 5.07764
3903.54 4.94364
3903.64 4.82373
3903.73 4.71933
3903.83 4.62704
3903.92 4.54764
3904.01 4.47822
3904.11 4.41909
3904.20 4.36837
3904.30 4.32501
3904.39 4.28769
3904.49 4.25630
3904.58 4.22936
3904.67 4.20672
3904.77 4.18726
3904.86 4.17082
3905.05 4.14452
3905.27 4.12220
3905.48 4.10503
3905.69 4.09101
3905.91 4.07888
3906.76 4.03824
3907.62 4.00257
3908.48 3.97036
3909.33 3.94212
3910.19 3.91891
3911.04 3.90222
3911.90 3.89415
3912.30 3.89408
3913.41 3.91008
3913.96 3.92941
3914.52 3.95850
3915.07 3.99971
3915.62 4.05584
3916.18 4.13055
3916.73 4.22838
3917.06 4.29984
3917.39 4.38296
3917.71 4.47985
3918.04 4.59278
3918.37 4.72448
3918.69 4.87824
3919.02 5.05807
3919.35 5.26888
3919.62 5.47615
3919.90 5.71448
3920.18 5.98933
3920.46 6.30740
3920.59 6.48580
3920.73 6.67691
3920.87 6.88484
3921.01 7.10811
3921.15 7.35166
3921.29 7.61388
3921.42 7.89859
3921.56 8.20820
3921.76 8.71206
3921.87 8.98928
3921.97 9.28222
3922.07 9.59831
3922.17 9.93648
3922.27 10.2986
3922.37 10.6830
3922.47 11.0995
3922.57 11.5471
3922.67 12.0286
3922.77 12.5419
3922.87 13.1008
3922.97 13.6979
3923.07 14.3494
3923.17 15.0470
3923.31 16.1129
3923.45 17.2953
3923.52 17.9476
3923.59 18.6281
3923.66 19.3483
3923.73 20.1106
3923.80 20.9297
3923.87 21.7849
3923.94 22.6906
3924.00 23.6497
3924.07 24.6804
3924.14 25.7567
3924.21 26.8960
3924.28 28.1018
3924.35 29.3967
3924.42 30.7473
3924.49 32.1750
3924.56 33.6836
3924.63 35.3003
3924.70 36.9827
3924.77 38.7566
3924.84 40.6254
3924.91 42.6217
3924.97 44.6915
3925.04 46.8654
3925.11 49.1460
3925.18 51.5355
3925.25 54.0358
3925.32 56.6481
3925.39 59.3735
3925.48 63.3112
3925.58 67.4179
3925.67 71.7774
3925.77 76.2921
3925.86 81.0489
3925.96 85.9357
3926.14 96.1837
3926.42 112.124
3926.70 128.356
3926.91 140.608
3927.02 146.460
3927.12 151.997
3927.23 157.261
3927.34 162.097
3927.44 166.539
3927.55 170.452
3927.66 174.038
3927.78 176.974
3927.89 179.221
3928.00 180.742
3928.08 181.364
3928.20 181.662
3928.32 181.097
3928.44 179.680
3928.57 177.468
3928.69 174.472
3928.81 170.802
3928.93 166.504
3929.06 161.657
3929.27 151.935
3929.49 141.216
3929.92 118.682
3930.14 107.504
3930.25 102.085
3930.36 96.8834
3930.47 91.8271
3930.58 87.0250
3930.69 82.4020
3930.80 78.0503
3930.91 73.8943
3931.02 70.0106
3931.13 66.3255
3931.24 62.9014
3931.35 59.6687
3931.46 56.6779
3931.56 53.8890
3931.67 51.2919
3931.77 49.1763
3931.86 47.1908
3931.96 45.3281
3932.05 43.5987
3932.15 41.9588
3932.24 40.4361
3932.34 38.9915
3932.43 37.6493
3932.53 36.3749
3932.62 35.1895
3932.81 33.0126
3933.00 31.0801
3933.19 29.3584
3933.41 27.5892
3933.62 26.0266
3933.84 24.6391
3934.06 23.4063
3934.28 22.2953
3934.50 21.2944
3934.72 20.3888
3934.94 19.5697
3935.18 18.7539
3935.41 18.0132
3935.65 17.3381
3935.89 16.7230
3936.13 16.1561
3936.37 15.6341
3936.61 15.1522
3936.85 14.7079
3937.28 13.9709
3937.72 13.3230
3938.16 12.7494
3938.60 12.2395
3939.04 11.7815
3939.47 11.3689
3939.91 10.9956
3940.35 10.6569
3940.79 10.3471
3941.22 10.0633
3941.66 9.80228
3942.10 9.56207
3942.98 9.13259
3943.85 8.76131
3944.65 8.46435
3945.44 8.19951
3946.24 7.96163
3947.03 7.74691
3947.83 7.55158
3948.63 7.37321
3950.22 7.05893
3951.97 6.76485
3953.72 6.51236
3955.47 6.29206
3957.22 6.09706
3959.45 5.87748
3961.68 5.68314
3963.11 5.56917
3963.83 5.51532
3964.54 5.46400
3964.90 5.43984
3965.26 5.41796
3965.44 5.40855
3965.62 5.40083
3965.80 5.39562
3965.98 5.39409
3966.07 5.39520
3966.15 5.39787
3966.24 5.40246
3966.33 5.40920
3966.42 5.41864
3966.51 5.43100
3966.60 5.44704
3966.69 5.46696
3966.78 5.49178
3966.87 5.52160
3966.96 5.55777
3967.05 5.60019
3967.14 5.65058
3967.23 5.70856
3967.32 5.77622
3967.41 5.85277
3967.53 5.97240
3967.65 6.11101
3967.77 6.27214
3967.89 6.45387
3968.01 6.65954
3968.12 6.88534
3968.24 7.13178
3968.36 7.39695
3968.49 7.69262
3968.61 7.99917
3968.86 8.63299
3968.99 8.94740
3969.11 9.24721
3969.23 9.52747
3969.36 9.78071
3969.45 9.94352
3969.54 10.0844
3969.63 10.2042
3969.72 10.2984
3969.79 10.3579
3969.86 10.3981
3969.93 10.4178
3969.98 10.4228
3970.00 10.4223
3970.04 10.4168
3970.08 10.4047
3970.16 10.3682
3970.24 10.3097
3970.32 10.2310
3970.43 10.0843
3970.54 9.90290
3970.65 9.68764
3970.76 9.44707
3970.91 9.09051
3971.06 8.70726
3971.36 7.91436
3971.51 7.52502
3971.65 7.15408
3971.80 6.80862
3971.88 6.64815
3971.95 6.49565
3972.04 6.32134
3972.13 6.16130
3972.22 6.01202
3972.31 5.87671
3972.40 5.75204
3972.49 5.64036
3972.58 5.53970
3972.67 5.44943
3972.76 5.36801
3972.85 5.29654
3972.93 5.23329
3973.02 5.17754
3973.11 5.12802
3973.20 5.08513
3973.29 5.04760
3973.38 5.01479
3973.47 4.98581
3973.56 4.96076
3973.65 4.93881
3973.74 4.91952
3973.83 4.90232
3973.92 4.88723
3974.01 4.87375
3974.09 4.86163
3974.27 4.84046
3974.45 4.82253
3974.63 4.80659
3974.81 4.79214
3975.17 4.76552
3975.52 4.74061
3976.24 4.69261
3976.95 4.64539
3977.67 4.59833
3978.62 4.53520
3980.52 4.40618
3982.43 4.27066
3984.33 4.12535
3985.29 4.04784
3986.24 3.96636
3987.55 3.84672
3988.86 3.71715
3989.51 3.64821
3990.17 3.57650
3990.82 3.50219
3991.48 3.42589
3991.98 3.36607
3992.49 3.30652
3992.99 3.24873
3993.50 3.19520
3994.01 3.15022
3994.51 3.12133
3994.76 3.11690
3995.02 3.12262
3995.27 3.14251
3995.52 3.18254
3995.64 3.21072
3995.76 3.24651
3995.88 3.29142
3996.00 3.34728
3996.09 3.39816
3996.18 3.45702
3996.27 3.52649
3996.36 3.60655
3996.45 3.70073
3996.54 3.80894
3996.63 3.93442
3996.71 4.07972
3996.80 4.24982
3996.89 4.44429
3996.98 4.66863
3997.07 4.92702
3997.12 5.07210
3997.16 5.22774
3997.21 5.39460
3997.25 5.56932
3997.30 5.76057
3997.34 5.96061
3997.38 6.17933
3997.43 6.40785
3997.48 6.72096
3997.54 7.06069
3997.60 7.42892
3997.65 7.82759
3997.71 8.25874
3997.76 8.72443
3997.82 9.22682
3997.88 9.75809
3997.93 10.3397
3997.99 10.9647
3998.04 11.6353
3998.10 12.3405
3998.15 13.1082
3998.21 13.9282
3998.27 14.8027
3998.32 15.7166
3998.40 17.1845
3998.49 18.7837
3998.57 20.5193
3998.65 22.3716
3998.73 24.3894
3998.81 26.5527
3998.89 28.8619
3998.98 31.2848
3999.04 33.1690
3999.09 35.0941
3999.21 39.1851
3999.33 43.5325
3999.45 48.1010
3999.62 54.6748
3999.78 61.4350
3999.94 68.2049
4000.11 74.7459
4000.19 77.8999
4000.27 80.9267
4000.35 83.7996
4000.43 86.4611
4000.52 89.1837
4000.61 91.6043
4000.70 93.7501
4000.79 95.5499
4000.90 97.2350
4001.00 98.4139
4001.06 98.8659
4001.16 99.2404
4001.26 99.1662
4001.35 98.6556
4001.45 97.7208
4001.56 96.2042
4001.66 94.2398
4001.77 91.8563
4001.88 89.1002
4001.99 85.9322
4002.10 82.4832
4002.21 78.8136
4002.32 74.9840
4002.54 67.0770
4002.65 63.1073
4002.76 59.1907
4002.90 54.3465
4002.97 52.0037
4003.04 49.7238
4003.11 47.5128
4003.18 45.3757
4003.25 43.3169
4003.32 41.3393
4003.43 38.4012
4003.54 35.6742
4003.65 33.1585
4003.76 30.8507
4003.87 28.7444
4003.98 26.8304
4004.09 25.0982
4004.20 23.5490
4004.31 22.1418
4004.42 20.8784
4004.53 19.7460
4004.64 18.7317
4004.75 17.8235
4004.86 17.0100
4004.97 16.2807
4005.08 15.6260
4005.17 15.1138
4005.27 14.6455
4005.36 14.2166
4005.46 13.8229
4005.55 13.4606
4005.65 13.1265
4005.84 12.5340
4006.03 12.0193
4006.22 11.5703
4006.41 11.1749
4006.60 10.8253
4006.82 10.4639
4007.04 10.1430
4007.26 9.85580
4007.48 9.59698
4007.70 9.36234
4007.92 9.14850
4008.35 8.77353
4008.65 8.55009
4008.95 8.34862
4009.55 8.00002
4010.15 7.70756
4010.75 7.45917
4011.19 7.29896
4011.63 7.15440
4012.51 6.90399
4013.39 6.69394
4014.27 6.51552
4014.99 6.38820
4015.71 6.27530
4016.43 6.17508
4016.79 6.12997
4017.15 6.08931
4017.51 6.05536
4017.69 6.04254
4017.87 6.03399
4018.05 6.03143
4018.23 6.03722
4018.41 6.05452
4018.59 6.08713
4018.68 6.11085
4018.77 6.14041
4018.86 6.17658
4018.95 6.22019
4019.13 6.33321
4019.31 6.48668
4019.49 6.68776
4019.67 6.94277
4019.85 7.25636
4020.03 7.62818
4020.19 8.00976
4020.35 8.43344
4020.51 8.89168
4020.67 9.37366
4020.99 10.3505
4021.15 10.8104
4021.31 11.2237
4021.40 11.4314
4021.49 11.6160
4021.58 11.7748
4021.67 11.9054
4021.75 11.9959
4021.83 12.0612
4021.91 12.1004
4021.96 12.1114
4022.00 12.1125
4022.00 12.1123
4022.01 12.1112
4022.02 12.1098
4022.04 12.1054
4022.09 12.0885
4022.16 12.0443
4022.24 11.9783
4022.31 11.8912
4022.39 11.7673
4022.47 11.6207
4022.56 11.4516
4022.64 11.2622
4022.76 10.9475
4022.88 10.6036
4023.00 10.2363
4023.12 9.85385
4023.37 9.07203
4023.49 8.69035
4023.61 8.32196
4023.72 8.01122
4023.82 7.71742
4023.93 7.44258
4024.04 7.19036
4024.14 6.95679
4024.25 6.74459
4024.36 6.55353
4024.46 6.38447
4024.57 6.23329
4024.68 6.10046
4024.78 5.98461
4024.89 5.88513
4025.00 5.79862
4025.10 5.72520
4025.21 5.66201
4025.32 5.60885
4025.42 5.56340
4025.53 5.52500
4025.64 5.49257
4025.74 5.46538
4025.85 5.44207
4025.96 5.42237
4026.06 5.40528
4026.17 5.39061
4026.38 5.36617
4026.60 5.34665
4026.81 5.33018
4027.02 5.31564
4027.49 5.28766
4027.95 5.26248
4028.88 5.21652
4029.82 5.17452
4030.75 5.13566
4031.60 5.10243
4032.45 5.07145
4033.31 5.04266
4034.16 5.01637
4035.01 4.99308
4035.44 4.98293
4035.87 4.97416
4036.29 4.96735
4036.72 4.96391
4036.93 4.96441
4037.15 4.96740
4037.36 4.97427
4037.57 4.98720
4037.74 5.00347
4037.90 5.02762
4038.07 5.06267
4038.23 5.11261
4038.40 5.18252
4038.56 5.27875
4038.73 5.40898
4038.89 5.58098
4038.98 5.68732
4039.06 5.80687
4039.14 5.94392
4039.22 6.09654
4039.31 6.26984
4039.39 6.46093
4039.47 6.67575
4039.55 6.91025
4039.64 7.17115
4039.72 7.45296
4039.80 7.76313
4039.88 8.09451
4039.97 8.45516
4040.05 8.83606
4040.13 9.24067
4040.21 9.66789
4040.33 10.3419
4040.45 11.0495
4040.58 11.7872
4040.70 12.5441
4040.94 14.0688
4041.06 14.8003
4041.18 15.4919
4041.27 15.9862
4041.37 16.4354
4041.46 16.8385
4041.55 17.1893
4041.65 17.4965
4041.74 17.7321
4041.85 17.9092
4041.90 17.9625
4041.97 17.9963
4042.00 17.9993
4042.06 17.9816
4042.12 17.9391
4042.19 17.8408
4042.30 17.6149
4042.41 17.2965
4042.52 16.8968
4042.59 16.6221
4042.65 16.3274
4042.78 15.6697
4042.91 14.9421
4043.04 14.1645
4043.36 12.1504
4043.52 11.1617
4043.60 10.6807
4043.67 10.2202
4043.75 9.77113
4043.83 9.34654
4043.91 8.93731
4043.99 8.55487
4044.07 8.19036
4044.15 7.85340
4044.23 7.53563
4044.31 7.24487
4044.42 6.87746
4044.53 6.55486
4044.64 6.26891
4044.75 6.02212
4044.86 5.80695
4044.97 5.62417
4045.08 5.46718
4045.19 5.33570
4045.30 5.22424
4045.41 5.13201
4045.52 5.05465
4045.62 4.99122
4045.73 4.93841
4045.84 4.89533
4045.95 4.85985
4046.06 4.83061
4046.17 4.80625
4046.28 4.78623
4046.39 4.76938
4046.50 4.75534
4046.72 4.73306
4046.94 4.71628
4047.16 4.70286
4047.37 4.69163
4047.81 4.67309
4048.15 4.66080
4048.49 4.64967
4049.16 4.62963
4049.84 4.61159
4050.52 4.59492
4051.19 4.57924
4051.87 4.56432
4053.22 4.53616
4054.57 4.50968
4055.93 4.48452
4058.63 4.43722
4062.13 4.38055
4065.63 4.32792
4069.13 4.27855
4072.63 4.23199
4080.27 4.13819
4087.90 4.05300
4103.18 3.90178
4118.45 3.76868
4133.72 3.64835
4149.00 3.53727
4164.27 3.43302
4194.82 3.23773
4216.46 3.10550
4238.09 2.97482
4259.73 2.84293
4281.37 2.70676
4292.19 2.63597
4303.01 2.56265
4313.83 2.48616
4324.64 2.40553
4331.64 2.35062
4338.64 2.29317
4342.14 2.26340
4345.64 2.23293
4349.14 2.20191
4350.89 2.18631
4352.64 2.17079
4353.76 2.16105
4354.87 2.15153
4355.99 2.14240
4357.10 2.13388
4358.21 2.12637
4359.33 2.12060
4359.88 2.11877
4360.44 2.11803
4361.00 2.11882
4361.55 2.12195
4362.03 2.12770
4362.27 2.13235
4362.51 2.13888
4362.75 2.14835
4362.99 2.16242
4363.23 2.18411
4363.34 2.19912
4363.46 2.21797
4363.58 2.24193
4363.70 2.27189
4363.82 2.30995
4363.94 2.35743
4364.06 2.41747
4364.18 2.49183
4364.30 2.58414
4364.42 2.69812
4364.54 2.83924
4364.66 3.00988
4364.78 3.21624
4364.90 3.46382
4364.96 3.60611
4365.02 3.76112
4365.08 3.92959
4365.13 4.10914
4365.19 4.30656
4365.25 4.51599
4365.31 4.74522
4365.37 4.98724
4365.46 5.36605
4365.54 5.78181
4365.63 6.23579
4365.71 6.72285
4365.80 7.25508
4365.88 7.81996
4365.97 8.43044
4366.05 9.07105
4366.13 9.75532
4366.22 10.4648
4366.30 11.2133
4366.39 11.9795
4366.56 13.5823
4366.73 15.2296
4366.87 16.6771
4367.02 18.0774
4367.17 19.3875
4367.25 19.9989
4367.32 20.5638
4367.39 21.0583
4367.46 21.5041
4367.53 21.9102
4367.60 22.2619
4367.67 22.5663
4367.74 22.8155
4367.83 23.0592
4367.89 23.1522
4367.95 23.2117
4368.00 23.2258
4368.06 23.1994
4368.13 23.1171
4368.20 22.9673
4368.32 22.5878
4368.41 22.1868
4368.50 21.6976
4368.59 21.1204
4368.68 20.4758
4368.78 19.7585
4368.87 18.9936
4368.97 18.1103
4369.06 17.1956
4369.26 15.2956
4369.46 13.3790
4369.55 12.4407
4369.65 11.5280
4369.72 10.9047
4369.79 10.3000
4369.86 9.71599
4369.93 9.16219
4370.00 8.62367
4370.06 8.11705
4370.13 7.62820
4370.20 7.17177
4370.27 6.73457
4370.34 6.32354
4370.41 5.93847
4370.48 5.58401
4370.55 5.24917
4370.61 4.94300
4370.68 4.65566
4370.75 4.39460
4370.82 4.15112
4370.89 3.92816
4370.96 3.72460
4371.03 3.54186
4371.09 3.37341
4371.16 3.22303
4371.23 3.08515
4371.30 2.96269
4371.37 2.85098
4371.44 2.75085
4371.57 2.58252
4371.71 2.44876
4371.85 2.34317
4371.96 2.27392
4372.07 2.21767
4372.18 2.17160
4372.29 2.13384
4372.40 2.10285
4372.52 2.07732
4372.63 2.05619
4372.74 2.03857
4372.96 2.01107
4373.18 1.99087
4373.40 1.97518
4373.63 1.96239
4374.07 1.94179
4374.52 1.92496
4374.96 1.91014
4375.40 1.89662
4376.29 1.87181
4377.18 1.84852
4378.07 1.82574
4378.96 1.80280
4379.80 1.78062
4380.68 1.75600
4381.57 1.72992
4382.46 1.70196
4383.35 1.67166
4384.24 1.63844
4385.13 1.60158
4386.02 1.56016
4386.91 1.51300
4387.46 1.48042
4388.01 1.44480
4388.55 1.40596
4389.10 1.36458
4389.38 1.34392
4389.65 1.32498
4389.93 1.31044
4390.20 1.30575
4390.34 1.30993
4390.48 1.32071
4390.61 1.34046
4390.75 1.37222
4390.89 1.42026
4391.03 1.48873
4391.16 1.58381
4391.30 1.71261
4391.42 1.85697
4391.54 2.03877
4391.59 2.14583
4391.65 2.26490
4391.71 2.39695
4391.77 2.54039
4391.83 2.70120
4391.89 2.87810
4391.95 3.07219
4392.01 3.28083
4392.06 3.51232
4392.12 3.76434
4392.18 4.03803
4392.24 4.32925
4392.30 4.64912
4392.36 4.99384
4392.42 5.36439
4392.48 5.76169
4392.54 6.18655
4392.59 6.63973
4392.65 7.12184
4392.71 7.62447
4392.77 8.16530
4392.83 8.73612
4392.89 9.33698
4392.95 9.95677
4393.01 10.6165
4393.06 11.3053
4393.12 12.0222
4393.18 12.7536
4393.28 14.0592
4393.38 15.4163
4393.48 16.8289
4393.57 18.2859
4393.77 21.2810
4393.97 24.2819
4394.06 25.6536
4394.15 26.9668
4394.24 28.2353
4394.33 29.4165
4394.44 30.7378
4394.55 31.9050
4394.63 32.5693
4394.70 33.1542
4394.78 33.7362
4394.85 34.1281
4394.96 34.5584
4395.00 34.6515
4395.01 34.6732
4395.04 34.7271
4395.07 34.7643
4395.13 34.7890
4395.23 34.6744
4395.34 34.3565
4395.46 33.7906
4395.56 33.0776
4395.67 32.1960
4395.74 31.5098
4395.81 30.7599
4395.96 29.0950
4396.06 27.7547
4396.17 26.3558
4396.38 23.4171
4396.57 20.6957
4396.67 19.3663
4396.76 18.0690
