Ir-193(n,tot) ENDFB-8.0
0.236512 9100.82
0.237703 9141.84
0.238894 9172.26
0.240086 9191.85
0.241277 9200.43
0.242639 9196.63
0.244000 9178.30
0.245362 9145.55
0.246723 9098.63
0.248085 9037.88
0.249446 8963.82
0.250194 8917.67
0.250942 8867.79
0.251690 8814.30
0.252438 8757.33
0.253934 8633.46
0.255429 8497.33
0.256925 8350.16
0.258421 8193.21
0.259917 8027.76
0.261412 7855.14
0.262537 7721.42
0.263661 7584.90
0.264785 7446.09
0.265909 7305.51
0.268158 7020.86
0.270407 6734.51
0.272655 6449.54
0.274904 6168.66
0.277152 5894.03
0.279401 5627.46
0.281252 5415.03
0.283103 5209.55
0.284954 5011.45
0.286805 4821.02
0.287730 4728.73
0.288656 4638.42
0.289581 4550.08
0.290507 4463.72
0.291432 4379.33
0.292358 4296.91
0.293283 4216.45
0.294209 4137.93
0.295561 4026.63
0.296913 3919.37
0.298266 3816.06
0.299618 3716.61
0.300970 3620.93
0.302323 3528.93
0.303675 3440.50
0.305027 3355.52
0.306114 3289.64
0.307202 3225.88
0.308289 3164.17
0.309376 3104.46
0.310463 3046.69
0.311550 2990.82
0.312638 2936.77
0.313725 2884.52
0.314812 2833.99
0.315899 2785.14
0.316986 2737.91
0.318073 2692.27
0.319161 2648.16
0.320248 2605.54
0.321335 2564.35
0.322422 2524.57
0.323563 2484.27
0.324704 2445.41
0.325845 2407.94
0.326986 2371.84
0.328127 2337.04
0.329268 2303.51
0.330409 2271.21
0.331550 2240.10
0.332691 2210.14
0.333832 2181.29
0.334973 2153.53
0.336114 2126.82
0.337255 2101.13
0.338396 2076.42
0.339537 2052.67
0.340678 2029.85
0.342833 1989.18
0.344988 1951.56
0.347143 1916.82
0.349298 1884.83
0.351453 1855.44
0.353608 1828.54
0.355763 1804.00
0.357918 1781.73
0.360119 1761.21
0.362321 1742.87
0.364522 1726.61
0.366724 1712.37
0.368925 1700.07
0.371127 1689.65
0.373328 1681.05
0.375529 1674.24
0.378019 1668.63
0.380508 1665.19
0.382889 1663.89
0.385270 1664.51
0.387651 1667.02
0.390032 1671.42
0.392413 1677.69
0.394794 1685.83
0.397175 1695.84
0.399556 1707.74
0.400999 1715.87
0.402442 1724.71
0.404462 1738.29
0.406482 1753.27
0.408503 1769.69
0.410523 1787.57
0.412543 1806.95
0.414564 1827.85
0.416584 1850.31
0.418604 1874.38
0.420896 1903.68
0.423187 1935.17
0.424333 1951.77
0.425478 1968.95
0.426624 1986.72
0.427770 2005.08
0.428915 2024.07
0.430061 2043.69
0.431207 2063.94
0.432352 2084.85
0.433498 2106.43
0.434644 2128.70
0.435789 2151.67
0.436935 2175.35
0.438076 2199.67
0.439217 2224.73
0.440358 2250.56
0.441499 2277.17
0.442640 2304.58
0.443781 2332.82
0.444922 2361.89
0.446063 2391.83
0.447204 2422.66
0.448345 2454.40
0.449486 2487.07
0.450627 2520.69
0.451768 2555.31
0.452909 2590.93
0.454050 2627.60
0.455191 2665.32
0.456643 2714.93
0.458095 2766.37
0.459547 2819.71
0.460999 2875.01
0.462452 2932.35
0.463904 2991.80
0.465356 3053.43
0.466808 3117.31
0.468021 3172.44
0.469233 3229.24
0.470446 3287.76
0.471658 3348.05
0.472871 3410.16
0.474084 3474.14
0.475296 3540.03
0.476509 3607.89
0.477912 3688.96
0.479316 3772.82
0.480720 3859.53
0.482123 3949.18
0.483527 4041.85
0.484930 4137.60
0.486334 4236.51
0.487737 4338.64
0.488504 4395.80
0.489270 4453.95
0.490037 4513.09
0.490803 4573.24
0.491569 4634.41
0.492336 4696.60
0.493102 4759.81
0.493869 4824.05
0.494635 4889.34
0.495402 4955.66
0.496168 5023.01
0.496934 5091.41
0.500000 5375.41
0.502025 5572.03
0.504051 5775.60
0.506076 5985.85
0.508101 6202.37
0.510127 6424.66
0.512152 6652.05
0.514177 6883.74
0.516203 7118.77
0.520253 7594.20
0.524304 8067.33
0.528354 8524.64
0.532405 8950.59
0.535104 9208.78
0.537804 9440.60
0.540503 9641.21
0.543203 9806.19
0.545902 9931.71
0.548601 10014.7
0.551301 10053.0
0.554000 10045.5
0.556680 9992.77
0.559360 9895.92
0.562040 9757.03
0.564720 9579.06
0.566942 9404.49
0.569165 9208.04
0.571387 8992.34
0.573609 8760.15
0.575831 8514.29
0.578053 8257.55
0.582498 7722.20
0.586942 7174.00
0.591386 6629.75
0.595831 6102.44
0.600275 5601.43
0.604534 5151.48
0.608793 4733.95
0.613052 4349.78
0.617311 3998.55
0.619441 3834.88
0.621570 3678.90
0.623700 3530.33
0.625829 3388.92
0.627959 3254.36
0.630089 3126.38
0.632218 3004.67
0.634348 2888.95
0.638608 2674.20
0.642869 2480.00
0.647130 2304.27
0.651391 2145.09
0.655652 2000.70
0.659912 1869.55
0.664173 1750.23
0.668434 1641.50
0.672380 1549.27
0.676325 1464.38
0.680271 1386.12
0.684217 1313.86
0.688163 1247.03
0.692109 1185.13
0.696054 1127.70
0.700000 1074.36
0.703916 1025.08
0.707832 979.159
0.711748 936.297
0.715664 896.243
0.719580 858.766
0.723496 823.659
0.727413 790.734
0.731329 759.821
0.735245 730.765
0.739161 703.426
0.743077 677.677
0.746993 653.401
0.750909 630.493
0.754825 608.856
0.762657 569.050
0.770634 532.736
0.778610 500.137
0.786587 470.781
0.794564 444.266
0.802540 420.248
0.810517 398.438
0.818493 378.586
0.826470 360.482
0.832668 347.503
0.838865 335.392
0.845063 324.081
0.851260 313.508
0.857458 303.617
0.863655 294.355
0.876050 277.526
0.888445 262.684
0.900840 249.573
0.913235 237.987
0.925630 227.747
0.934926 220.858
0.944223 214.585
0.953519 208.879
0.962815 203.697
0.972111 199.004
0.981408 194.766
0.990704 190.956
1.00000 187.547
1.01206 183.684
1.02412 180.408
1.03618 177.689
1.04824 175.500
1.06030 173.823
1.07236 172.644
1.08442 171.956
1.09648 171.756
1.11552 172.426
1.13455 174.323
1.15359 177.518
1.16311 179.636
1.17262 182.122
1.18214 184.995
1.19166 188.276
1.20118 191.991
1.21070 196.171
1.22021 200.857
1.22973 206.099
1.23925 211.951
1.24877 218.473
1.26224 228.984
1.27572 241.193
1.28245 248.020
1.28919 255.381
1.29593 263.325
1.30267 271.903
1.30940 281.177
1.31614 291.210
1.32288 302.082
1.32962 313.877
1.33635 326.697
1.34309 340.651
1.34983 355.868
1.35657 372.495
1.36278 389.238
1.36900 407.477
1.37522 427.388
1.38144 449.172
1.38714 470.990
1.39284 494.790
1.39854 520.813
1.40425 549.333
1.40995 580.670
1.41565 615.191
1.42135 653.324
1.42705 695.561
1.43248 740.191
1.43792 789.673
1.44063 816.453
1.44335 844.707
1.44607 874.560
1.44878 906.105
1.45150 939.487
1.45421 974.817
1.45693 1012.26
1.45965 1051.96
1.46236 1094.09
1.46508 1138.82
1.46780 1186.37
1.47051 1236.91
1.47263 1278.50
1.47474 1322.15
1.47686 1367.98
1.47897 1416.13
1.48108 1466.71
1.48320 1519.87
1.48531 1575.74
1.48743 1634.46
1.48954 1696.17
1.49165 1761.03
1.49377 1829.17
1.49588 1900.74
1.49800 1975.89
1.50011 2054.74
1.50222 2137.43
1.50434 2224.08
1.50741 2357.38
1.51049 2499.50
1.51338 2641.17
1.51627 2790.69
1.51915 2947.96
1.52204 3112.66
1.52493 3284.39
1.52782 3462.31
1.53071 3645.57
1.53359 3832.98
1.53757 4095.36
1.54155 4358.44
1.54553 4616.91
1.54951 4864.80
1.55349 5095.67
1.55747 5302.94
1.56145 5480.23
1.56543 5621.69
1.56832 5699.32
1.57121 5753.98
1.57411 5784.63
1.57700 5790.71
1.57917 5779.05
1.58134 5753.64
1.58351 5714.73
1.58568 5662.80
1.58821 5586.45
1.59075 5494.20
1.59328 5387.33
1.59581 5267.28
1.59834 5135.62
1.60087 4993.98
1.60341 4844.04
1.60594 4687.49
1.60883 4502.57
1.61173 4313.59
1.61575 4048.09
1.61977 3784.10
1.62379 3526.00
1.62781 3277.31
1.63184 3040.60
1.63586 2817.64
1.63988 2609.48
1.64390 2416.53
1.64795 2237.69
1.65200 2073.77
1.65604 1924.07
1.66009 1787.76
1.66414 1663.81
1.66818 1551.28
1.67223 1449.12
1.67627 1356.42
1.68032 1272.24
1.68437 1195.76
1.68842 1126.21
1.69246 1062.92
1.69651 1005.23
1.70055 952.587
1.70460 904.480
1.70865 860.480
1.71159 830.818
1.71708 780.274
1.72256 735.256
1.72805 695.085
1.73353 659.186
1.73902 627.067
1.74451 598.306
1.74999 572.541
1.75548 549.461
1.76046 530.599
1.76544 513.561
1.77043 498.192
1.77541 484.358
1.78039 471.944
1.78537 460.855
1.79035 451.002
1.79534 442.312
1.80032 434.720
1.80530 428.178
1.81028 422.639
1.81527 418.067
1.82025 414.434
1.82523 411.720
1.83021 409.910
1.83519 408.996
1.84329 409.422
1.85138 412.243
1.85947 417.540
1.86757 425.445
1.87566 436.150
1.88375 449.907
1.89185 467.051
1.89589 477.022
1.89994 488.003
1.90656 508.350
1.91318 531.957
1.91981 559.252
1.92643 590.737
1.92974 608.240
1.93305 627.027
1.93636 647.191
1.93967 668.828
1.94298 692.060
1.94629 716.999
1.94960 743.774
1.95291 772.512
1.95733 814.168
1.96174 859.955
1.96579 905.912
1.96984 956.006
1.97388 1010.57
1.97793 1069.91
1.98198 1134.40
1.98602 1204.28
1.98805 1241.35
1.99007 1279.86
1.99209 1319.82
1.99412 1361.28
1.99706 1424.24
2.00000 1490.34
2.00272 1554.31
2.00545 1620.88
2.00817 1689.94
2.01090 1761.34
2.01362 1834.87
2.01634 1910.29
2.01907 1987.29
2.02179 2065.48
2.02455 2145.48
2.02731 2225.78
2.03006 2305.89
2.03282 2385.15
2.03834 2538.61
2.04385 2680.59
2.04724 2759.78
2.05064 2831.11
2.05403 2893.33
2.05743 2945.28
2.06082 2986.01
2.06421 3014.70
2.06761 3030.77
2.07100 3033.92
2.07385 3026.50
2.07670 3010.02
2.07955 2984.68
2.08240 2950.84
2.08525 2908.93
2.08810 2859.55
2.09095 2803.28
2.09380 2740.86
2.09646 2677.64
2.09912 2610.35
2.10444 2466.07
2.10977 2313.12
2.11509 2156.26
2.12041 1999.69
2.12573 1846.85
2.13106 1700.41
2.13638 1562.29
2.14146 1439.30
2.14653 1325.48
2.15161 1220.91
2.15669 1125.40
2.16177 1038.55
2.16684 959.840
2.17192 888.651
2.17700 824.336
2.18208 766.240
2.18715 713.768
2.19223 666.321
2.19731 623.385
2.20239 584.460
2.20746 549.126
2.21254 516.987
2.21762 487.700
2.22085 470.405
2.22408 454.069
2.23054 424.018
2.23700 397.080
2.24346 372.860
2.24854 355.504
2.25362 339.473
2.25870 324.632
2.26377 310.875
2.26885 298.096
2.27393 286.212
2.27901 275.141
2.28408 264.812
2.28916 255.161
2.29424 246.135
2.29931 237.680
2.30439 229.752
2.30947 222.307
2.31455 215.311
2.32470 202.530
2.33137 194.920
2.33804 187.868
2.34471 181.322
2.35139 175.238
2.35806 169.576
2.36473 164.300
2.37140 159.378
2.37807 154.781
2.39141 146.464
2.40475 139.176
2.41810 132.776
2.43144 127.149
2.44092 123.566
2.45041 120.298
2.45989 117.318
2.46937 114.603
2.47886 112.135
2.48834 109.896
2.50731 106.046
2.52628 102.955
2.54525 100.550
2.56421 98.7805
2.58318 97.6101
2.59795 97.1005
2.61826 96.9682
2.63857 97.5027
2.65888 98.7317
2.66903 99.6213
2.67919 100.705
2.68934 101.993
2.69950 103.497
2.70965 105.232
2.71981 107.213
2.72996 109.461
2.74012 111.996
2.75027 114.845
2.76042 118.037
2.77199 122.132
2.78355 126.778
2.79512 132.048
2.80668 138.028
2.81824 144.825
2.82981 152.566
2.84137 161.405
2.84715 166.292
2.85293 171.526
2.86110 179.568
2.86926 188.459
2.87742 198.314
2.88558 209.265
2.89375 221.472
2.90191 235.119
2.91007 250.435
2.91415 258.801
2.91823 267.689
2.92390 280.965
2.92956 295.456
2.93522 311.317
2.94088 328.713
2.94654 347.846
2.95220 368.939
2.95786 392.258
2.96352 418.112
2.96906 446.209
2.97459 477.458
2.97967 509.266
2.98475 544.493
2.98983 583.593
2.99237 604.756
2.99490 627.073
2.99744 650.634
2.99998 675.506
3.00252 701.769
3.00506 729.495
3.00760 758.791
3.01014 789.723
3.01267 822.405
3.01521 856.903
3.01867 907.075
3.02214 961.051
3.02560 1019.06
3.02906 1081.29
3.03252 1147.95
3.03598 1219.17
3.03945 1295.06
3.04291 1375.63
3.04545 1437.72
3.04798 1502.26
3.05052 1569.25
3.05306 1638.52
3.05560 1710.00
3.05814 1783.47
3.06068 1858.79
3.06322 1935.65
3.06546 2004.79
3.06771 2074.72
3.07220 2215.93
3.07670 2357.09
3.08119 2495.63
3.08516 2613.65
3.08913 2725.35
3.09310 2828.67
3.09707 2921.54
3.10104 3002.05
3.10501 3068.39
3.10898 3119.09
3.11295 3152.99
3.11598 3167.04
3.11900 3170.68
3.12278 3160.53
3.12656 3134.29
3.13034 3092.55
3.13413 3036.20
3.13857 2952.95
3.14301 2853.50
3.14745 2740.50
3.15189 2616.77
3.15634 2485.23
3.16078 2348.68
3.16522 2209.80
3.16966 2070.98
3.17588 1880.74
3.18209 1699.27
3.18520 1612.86
3.18831 1529.75
3.19142 1450.12
3.19452 1374.16
3.19904 1270.26
3.20356 1174.26
3.20808 1085.99
3.21260 1005.15
3.21713 931.350
3.22165 864.155
3.22617 803.058
3.23069 747.557
3.23379 712.383
3.23690 679.464
3.24001 648.649
3.24312 619.805
3.24622 592.775
3.24933 567.442
3.25244 543.684
3.25555 521.395
3.25866 500.457
3.26176 480.778
3.26487 462.269
3.26798 444.850
3.27109 428.434
3.27419 412.954
3.27730 398.345
3.28041 384.551
3.28358 371.245
3.28675 358.673
3.29309 335.522
3.29944 314.735
3.30578 296.015
3.31212 279.098
3.31846 263.770
3.32481 249.841
3.33115 237.148
3.33592 228.323
3.34070 220.069
3.34547 212.336
3.35025 205.085
3.35637 196.429
3.36249 188.430
3.36861 181.024
3.37473 174.154
3.38085 167.771
3.38697 161.833
3.39309 156.301
3.39921 151.139
3.40533 146.318
3.41145 141.810
3.41757 137.590
3.42369 133.636
3.43593 126.447
3.44817 120.103
3.45548 116.667
3.46280 113.471
3.47742 107.722
3.49205 102.728
3.50668 98.3854
3.52131 94.6077
3.53593 91.3245
3.55056 88.4760
3.56519 86.0140
3.58101 83.7405
3.59683 81.8330
3.61265 80.2590
3.62847 78.9920
3.64429 78.0106
3.66012 77.2980
3.67594 76.8413
3.69176 76.6314
3.70419 76.6357
3.71662 76.7873
3.72905 77.0860
3.74148 77.5325
3.75391 78.1290
3.76634 78.8786
3.77877 79.7857
3.79120 80.8558
3.80364 82.0961
3.81607 83.5146
3.82850 85.1214
3.84093 86.9275
3.85336 88.9466
3.86579 91.1939
3.87822 93.6876
3.89065 96.4486
3.90704 100.540
3.92342 105.206
3.93981 110.526
3.95620 116.595
3.96439 119.946
3.97258 123.529
3.98078 127.362
3.98897 131.465
3.99717 135.862
4.00536 140.576
4.01355 145.637
4.02174 151.075
4.03474 160.564
4.04124 165.750
4.04774 171.260
4.05423 177.122
4.06073 183.365
4.06723 190.020
4.07373 197.121
4.08022 204.710
4.08672 212.829
4.09322 221.527
4.09972 230.855
4.10622 240.879
4.11271 251.662
4.11921 263.286
4.12571 275.833
4.13249 290.023
4.13927 305.453
4.14605 322.276
4.15283 340.655
4.15905 359.040
4.16526 379.067
4.17148 400.940
4.17769 424.878
4.18391 451.150
4.19012 480.049
4.19323 495.594
4.19634 511.931
4.19945 529.113
4.20255 547.189
4.20524 563.575
4.20792 580.718
4.21061 598.664
4.21329 617.458
4.21597 637.152
4.21866 657.797
4.22134 679.451
4.22402 702.164
4.22671 726.017
4.22939 751.068
4.23208 777.387
4.23476 805.048
4.23744 834.130
4.24013 864.713
4.24281 896.884
4.24550 930.716
4.24860 972.121
4.25171 1016.04
4.25482 1062.63
4.25793 1112.02
4.26103 1164.40
4.26414 1219.91
4.26725 1278.71
4.27036 1340.91
4.27347 1406.70
4.27657 1476.17
4.27968 1549.46
4.28279 1626.60
4.28590 1707.73
4.28900 1792.86
4.29211 1881.97
4.29522 1975.01
4.29833 2071.95
4.30144 2172.62
4.30454 2276.83
4.30765 2384.29
4.31076 2494.77
4.31387 2607.80
4.31697 2723.00
4.32008 2839.80
4.32362 2974.09
4.32716 3108.76
4.33424 3374.82
4.34132 3628.42
4.34840 3859.13
4.35223 3970.51
4.35605 4070.54
4.35988 4157.74
4.36370 4230.76
4.36753 4288.49
4.37135 4329.99
4.37518 4354.62
4.37900 4361.98
4.38240 4353.93
4.38580 4332.26
4.38920 4297.27
4.39260 4249.43
4.39728 4163.80
4.40195 4057.09
4.40663 3931.73
4.41130 3790.50
4.41598 3636.33
4.42065 3472.25
4.42533 3301.27
4.43000 3126.24
4.43519 2930.44
4.44038 2736.19
4.44557 2546.28
4.45076 2363.01
4.45595 2188.05
4.46114 2022.70
4.46633 1867.75
4.47152 1723.65
4.47676 1589.14
4.48200 1465.58
4.48724 1352.53
4.49248 1249.47
4.49772 1155.73
4.50297 1070.62
4.50821 993.422
4.51345 923.435
4.51869 859.963
4.52393 802.387
4.52917 750.101
4.53441 702.558
4.53965 659.263
4.54489 619.772
4.55014 583.685
4.55538 550.648
4.55967 525.659
4.56395 502.350
4.56824 480.575
4.57253 460.206
4.57682 441.125
4.58111 423.236
4.58539 406.439
4.58968 390.649
4.59397 375.785
4.59826 361.783
4.60255 348.576
4.60684 336.104
4.61112 324.312
4.61541 313.157
4.62399 292.576
4.62978 279.846
4.63558 267.969
4.64137 256.869
4.64717 246.481
4.65296 236.744
4.65876 227.606
4.66455 219.018
4.67034 210.938
4.67614 203.324
4.68193 196.144
4.68773 189.362
4.69352 182.952
4.70511 171.138
4.71670 160.516
4.72887 150.470
4.74105 141.417
4.75322 133.229
4.76539 125.799
4.77757 119.035
4.78974 112.861
4.80191 107.209
4.81409 102.021
4.82737 96.8333
4.84064 92.0832
4.85060 88.7776
4.86056 85.6722
4.87052 82.7506
4.88048 79.9986
4.89044 77.4025
4.90040 74.9509
4.91036 72.6333
4.92032 70.4403
4.94024 66.3926
4.96016 62.7469
4.98008 59.4511
5.00000 56.4613
5.01494 54.3973
5.02987 52.4704
5.04481 50.6680
5.05974 48.9797
5.07468 47.3958
5.08961 45.9079
5.10455 44.5081
5.11948 43.1896
5.13442 41.9461
5.14936 40.7720
5.17923 38.6114
5.20910 36.6720
5.23897 34.9239
5.25812 33.8922
5.27727 32.9232
5.29641 32.0121
5.31556 31.1543
5.33471 30.3458
5.35386 29.5826
5.39216 28.1774
5.43046 26.9139
5.46875 25.7735
5.50705 24.7408
5.54535 23.8035
5.57101 23.2234
5.59666 22.6781
5.62232 22.1650
5.64798 21.6815
5.69929 20.7920
5.75061 19.9934
5.80192 19.2755
5.85324 18.6280
5.90455 18.0419
5.95587 17.5101
6.01845 16.9261
6.08104 16.4046
6.14362 15.9381
6.20621 15.5205
6.26879 15.1468
6.33137 14.8133
6.39396 14.5175
6.45654 14.2565
6.49715 14.1045
