Ar-38(n,tot) ENDFB-8.0
0.106006 9.24351
0.109009 9.23726
0.112012 9.23130
0.115015 9.22558
0.118018 9.22009
0.121020 9.21483
0.124023 9.20978
0.127026 9.20495
0.130029 9.20035
0.133032 9.19595
0.136035 9.19174
0.142041 9.18385
0.148047 9.17648
0.154541 9.16887
0.161035 9.16148
0.167529 9.15427
0.174023 9.14729
0.180518 9.14063
0.187012 9.13437
0.193506 9.12856
0.200000 9.12317
0.205388 9.11899
0.210777 9.11503
0.216165 9.11124
0.221554 9.10759
0.232330 9.10058
0.243107 9.09393
0.248495 9.09077
0.253884 9.08774
0.259272 9.08485
0.264661 9.08211
0.270049 9.07952
0.275437 9.07707
0.286214 9.07248
0.313354 9.06181
0.340494 9.05124
0.354064 9.04612
0.367634 9.04130
0.374419 9.03903
0.381204 9.03688
0.387989 9.03482
0.394774 9.03287
0.407927 9.02933
0.421081 9.02605
0.434234 9.02293
0.447387 9.01993
0.500000 9.00846
0.520563 9.00449
0.541127 9.00101
0.582254 8.99509
0.664507 8.98398
0.705634 8.97834
0.746761 8.97315
0.787888 8.96875
0.829014 8.96500
0.914507 8.95804
1.00000 8.95136
1.04113 8.94848
1.08225 8.94605
1.16451 8.94187
1.24676 8.93805
1.32901 8.93394
1.41126 8.92983
1.49352 8.92603
1.57577 8.92284
1.65802 8.92014
1.82901 8.91504
2.00000 8.91005
2.08225 8.90787
2.16450 8.90609
2.32901 8.90294
2.49351 8.90005
2.65801 8.89689
2.82252 8.89374
2.98702 8.89079
3.06927 8.88945
3.15152 8.88830
3.31603 8.88617
3.52652 8.88359
3.73702 8.88117
3.94752 8.87864
4.15801 8.87626
4.36851 8.87437
4.57901 8.87263
5.00000 8.86936
5.64487 8.86397
5.96731 8.86143
6.12852 8.86023
6.28974 8.85919
6.93461 8.85530
7.57948 8.85167
8.18461 8.84815
8.48717 8.84664
8.78974 8.84524
9.39487 8.84255
10.0000 8.83998
11.2897 8.83413
11.9346 8.83132
12.2571 8.82995
12.5795 8.82872
13.8692 8.82395
15.1590 8.81936
16.3692 8.81495
16.9744 8.81294
17.5795 8.81099
18.7897 8.80719
20.0000 8.80347
22.5795 8.79528
23.8692 8.79126
24.5141 8.78928
25.1589 8.78740
27.7384 8.77996
30.3179 8.77266
32.1796 8.76731
33.1105 8.76467
34.0414 8.76213
37.7649 8.75211
39.6267 8.74717
40.5575 8.74469
41.4884 8.74216
45.2119 8.73209
47.6060 8.72569
48.8030 8.72250
50.0000 8.71937
54.2668 8.70828
58.5336 8.69727
60.6670 8.69179
62.8003 8.68624
64.9337 8.68071
66.0004 8.67795
67.0671 8.67523
70.7417 8.66591
77.7758 8.64821
81.2928 8.63939
84.8099 8.63044
91.8439 8.61265
98.8780 8.59497
100.000 8.59219
103.056 8.58457
106.113 8.57692
112.429 8.56118
118.745 8.54552
131.378 8.51391
136.431 8.50136
151.762 8.46358
159.427 8.44484
167.093 8.42586
182.424 8.38788
197.755 8.35028
200.000 8.34531
202.119 8.34067
209.699 8.32374
217.278 8.30690
232.437 8.27340
247.596 8.23985
262.755 8.20581
268.267 8.19353
290.316 8.14487
312.366 8.09674
323.391 8.07281
334.415 8.04817
356.465 7.99915
378.514 7.95069
389.539 7.92670
395.051 7.91472
400.563 7.90356
422.613 7.85843
444.662 7.81357
500.000 7.70225
521.806 7.65823
527.258 7.64728
532.710 7.63717
543.613 7.61711
565.419 7.57732
587.225 7.53693
609.031 7.49662
630.838 7.45702
652.644 7.41704
674.450 7.37600
718.063 7.29503
761.675 7.21584
783.482 7.17682
794.385 7.15790
805.288 7.14032
848.900 7.06784
886.675 7.00608
924.450 6.94542
962.225 6.88581
1000.00 6.82439
1043.61 6.75414
1054.52 6.73668
1065.42 6.72157
1087.23 6.69161
1130.84 6.63267
1174.45 6.57222
1218.06 6.51199
1261.68 6.45367
1305.29 6.39436
1348.90 6.33235
1436.13 6.21120
1523.35 6.09456
1566.96 6.03765
1588.77 6.01061
1610.58 5.98674
1697.80 5.88660
1773.35 5.80235
1848.90 5.72064
1924.45 5.64135
2000.00 5.55799
2064.83 5.48752
2097.25 5.45230
2129.66 5.42211
2259.32 5.31538
2388.98 5.20475
2518.64 5.09883
3037.29 4.67146
3137.81 4.58994
3188.07 4.55459
3238.33 4.52507
3439.37 4.40529
3841.45 4.17072
4042.49 4.05123
4243.52 3.94006
4645.60 3.78195
5000.00 3.64452
5976.45 3.27137
6220.56 3.17775
6342.62 3.13383
6464.68 3.10469
6952.90 2.98584
8165.62 2.69672
8468.79 2.62864
8771.97 2.58549
9378.33 2.50146
10000.0 2.41552
10814.8 2.30037
11629.5 2.19082
12444.3 2.07682
12648.0 2.04972
12851.7 2.03354
13259.0 2.00028
14148.4 1.93291
15037.7 1.86301
16816.3 1.72716
20000.0 1.59152
23259.0 1.45642
24888.5 1.38776
25295.9 1.37148
25703.3 1.36092
26518.0 1.33921
28296.7 1.29497
29186.0 1.27256
30075.3 1.25298
33632.6 1.18312
44319.2 1.04604
50000.0 0.973393
50924.7 0.963055
51849.4 0.955095
53698.9 0.939360
57397.8 0.907728
64795.5 0.845383
67500.0 0.822435
76893.0 0.747872
81589.5 0.708641
83937.8 0.688569
86286.0 0.667031
89688.9 0.633797
93091.9 0.598144
96494.8 0.558961
98196.3 0.537700
99897.8 0.515306
100000 0.513939
100253 0.510534
100506 0.507098
101011 0.500116
102022 0.485283
104044 0.454174
106066 0.420636
108088 0.384026
109697 0.352826
111306 0.318511
112111 0.300523
112915 0.281912
113719 0.262632
114524 0.242718
115238 0.224420
115951 0.205623
116665 0.186358
117379 0.166674
118093 0.146694
118807 0.126333
120234 0.0857657
121547 0.0517002
121876 0.0430504
122204 0.0346884
122286 0.0325598
122368 0.0305835
122532 0.0273656
122696 0.0243059
122861 0.0211082
123016 0.0181952
123171 0.0151542
123327 0.0122581
123404 0.0108367
123482 0.00985156
123793 0.00600870
123871 0.00504796
123910 0.00456947
123948 0.00419163
124104 0.00299416
124164 0.00253118
124194 0.00233163
124224 0.00220198
124344 0.00173257
124405 0.00149848
124435 0.00138313
124465 0.00130643
124585 0.00123076
124702 0.00141468
124732 0.00150045
124761 0.00162033
124820 0.00186480
124849 0.00200251
124878 0.00219117
124937 0.00259646
124967 0.00280437
124996 0.00307629
125054 0.00373763
125256 0.00610259
125457 0.00972684
125507 0.0106942
125557 0.0121498
125658 0.0151771
125859 0.0212228
125955 0.0242101
126003 0.0256604
126050 0.0274463
126146 0.0322431
126242 0.0372035
126433 0.0469248
126529 0.0519340
126577 0.0547448
126625 0.0582808
126703 0.0643628
126781 0.0707821
126937 0.0826943
127015 0.0890057
127092 0.0958776
127170 0.104342
127248 0.113246
127350 0.125609
127401 0.131873
127452 0.137516
127503 0.143352
127554 0.149518
127605 0.155796
127630 0.159504
127655 0.163749
127706 0.172120
127757 0.180134
127859 0.197016
127961 0.215033
128062 0.232093
128117 0.241514
128144 0.246520
128171 0.252538
128279 0.278464
128388 0.303188
128496 0.329587
128605 0.356812
128659 0.370044
128686 0.378774
128713 0.389427
128822 0.433731
128876 0.455714
128930 0.476582
129030 0.516697
129130 0.559026
129229 0.597983
129329 0.638166
129428 0.680947
129528 0.719458
129628 0.759915
129677 0.781376
129702 0.792506
129727 0.805254
129764 0.832063
129801 0.860826
129875 0.920026
130023 1.04466
130172 1.16099
130320 1.28638
130429 1.37085
130539 1.46133
130594 1.50960
130649 1.55444
130759 1.64439
130772 1.65754
130786 1.67414
130813 1.71714
130868 1.80833
130978 1.98372
131088 2.16421
131197 2.35400
131636 3.06993
131746 3.26087
131801 3.35771
131828 3.40704
131842 3.44020
131856 3.48101
131910 3.66008
131965 3.84192
132075 4.22122
132221 4.69689
132368 5.20956
132514 5.68228
132661 6.19819
132770 6.55554
132880 6.94439
132907 7.07859
132934 7.24039
132989 7.56156
133099 8.19890
133190 8.76459
133236 9.04673
133282 9.30526
133373 9.80657
133464 10.3351
133556 10.8772
133647 11.4435
133830 12.6182
134196 15.1037
134379 16.3139
134561 17.4735
134671 18.1059
134781 18.6797
134890 19.1931
135000 19.6349
135146 20.0845
135293 20.3795
135439 20.5195
135585 20.5101
135695 20.4044
135804 20.2326
135914 20.0046
136024 19.7220
136243 19.0087
136463 18.1811
136901 16.3550
137121 15.4364
137230 15.0035
137340 14.6811
137345 14.6663
137349 14.6520
137368 14.5943
137386 14.5367
137422 14.4222
137495 14.1974
137640 13.7634
137930 12.9603
138220 12.0707
138510 11.2685
138741 10.5617
138972 9.89968
139434 8.58592
139557 8.41418
139680 8.25941
139827 8.05387
140046 7.76838
140265 7.50566
140412 7.30456
140649 6.99678
140887 6.70336
141125 6.38604
141362 6.08865
141600 5.78777
141660 5.71792
141719 5.67727
141838 5.59919
142313 5.29205
143868 4.31224
146993 3.37802
147434 3.24653
147875 3.12185
148316 2.99318
148756 2.92231
149638 2.78141
150519 2.64711
152551 2.41630
152736 2.39563
153127 2.36995
153517 2.34617
154299 2.29656
155861 2.20045
157424 2.10000
158987 2.00424
160750 1.89676
161631 1.84268
162512 1.81259
166038 1.69530
170102 1.59567
170473 1.58663
171273 1.57501
172072 1.56417
173671 1.54156
176869 1.49768
183266 1.40850
187653 1.34809
188209 1.34041
190426 1.32213
192643 1.30532
197077 1.27136
212518 1.39203
228104 1.51451
228606 1.51854
229722 1.52705
230837 1.53564
233068 1.55301
235299 1.57065
237530 1.58853
239761 1.60572
241992 1.62313
244224 1.64074
246455 1.65853
248686 1.67578
250917 1.69321
253148 1.71079
255379 1.72852
257610 1.74582
259841 1.76326
264303 1.79851
268765 1.83330
273227 1.86850
277689 1.90332
282152 1.93849
286614 1.97334
291076 2.00848
295538 2.04336
300000 2.07848
300000 2.07847
350000 2.06116
400000 2.05421
500000 2.06747
600000 2.09986
700000 2.14661
800000 2.19336
900000 2.27669
1.00000E+06 2.36001
1.20000E+06 2.61002
1.20000E+06 2.61002
1.35000E+06 2.79002
1.50000E+06 2.97003
1.80000E+06 3.18003
2.00000E+06 3.27719
2.20000E+06 3.30131
2.22561E+06 3.26693
2.35000E+06 3.31601
2.50000E+06 3.32699
2.65000E+06 3.33343
2.80000E+06 3.33681
3.00000E+06 3.33118
3.20000E+06 3.31993
3.37750E+06 3.30641
3.46775E+06 3.28442
3.50000E+06 3.28141
3.81000E+06 3.25618
3.91123E+06 3.21714
3.93660E+06 3.23792
4.00000E+06 3.22872
4.04161E+06 3.20865
4.48000E+06 3.14940
4.50000E+06 3.14554
4.56540E+06 3.13412
4.58580E+06 3.13028
4.59903E+06 3.12249
4.68629E+06 3.09255
4.70785E+06 3.10389
4.71030E+06 3.10593
4.83515E+06 3.07884
4.87680E+06 3.07717
5.00000E+06 3.05530
5.00001E+06 3.05530
5.00658E+06 3.05237
5.08440E+06 3.04078
5.15730E+06 3.02532
5.21908E+06 2.99960
5.29402E+06 2.98233
5.34950E+06 2.98898
5.49215E+06 2.95903
5.50000E+06 2.95916
5.51340E+06 2.95926
5.55220E+06 2.95124
5.59470E+06 2.94277
5.65830E+06 2.92940
5.65948E+06 2.92887
5.69952E+06 2.91792
5.73390E+06 2.91603
5.74366E+06 2.91255
5.80833E+06 2.90252
5.82490E+06 2.90053
5.85720E+06 2.89400
5.88635E+06 2.88615
5.97480E+06 2.87276
5.97977E+06 2.87061
6.00000E+06 2.86301
6.01262E+06 2.85822
6.05676E+06 2.84400
6.50000E+06 2.77580
7.00000E+06 2.68838
7.50000E+06 2.60534
8.00000E+06 2.52059
8.77204E+06 2.40777
9.00000E+06 2.37446
1.00000E+07 2.25146
1.05000E+07 2.19925
1.10000E+07 2.15287
1.10000E+07 2.10171
1.10000E+07 2.10171
1.18385E+07 2.12280
1.20000E+07 2.10565
1.30000E+07 2.01502
1.40000E+07 1.94394
1.45000E+07 1.91592
1.50000E+07 1.89279
1.60000E+07 1.85843
1.70000E+07 1.83688
1.80000E+07 1.82292
1.90000E+07 1.81277
2.00000E+07 1.80412
