Sc-45(n,g) ENDFB-8.0
Energy(eV) XS(b)
38785.1 0.0112752
38787.3 0.0105729
38789.6 0.00994991
38794.2 0.00889604
38798.8 0.00804833
38803.4 0.00735402
38808.0 0.00678104
38812.6 0.00630115
38817.1 0.00589728
38821.7 0.00555312
38826.3 0.00525900
38830.9 0.00500493
38835.5 0.00478516
38844.7 0.00442563
38853.8 0.00414811
38863.0 0.00393097
38872.2 0.00375936
38881.3 0.00362274
38890.5 0.00351351
38899.7 0.00342607
38918.0 0.00330078
38936.4 0.00322372
38954.7 0.00318088
38973.0 0.00316339
38991.4 0.00316547
39028.1 0.00321410
39101.4 0.00344016
39138.1 0.00360616
39174.8 0.00380650
39248.1 0.00432156
39284.8 0.00464696
39303.2 0.00483003
39321.5 0.00502842
39339.9 0.00524380
39358.2 0.00547773
39376.5 0.00573239
39394.9 0.00601017
39413.2 0.00631387
39431.6 0.00664673
39449.9 0.00701254
39468.2 0.00741577
39486.6 0.00786167
39504.9 0.00835650
39514.1 0.00862454
39523.3 0.00890771
39532.4 0.00920720
39541.6 0.00952427
39550.8 0.00986036
39559.9 0.0102170
39569.1 0.0105960
39578.3 0.0109991
39587.4 0.0114286
39596.6 0.0118868
39605.8 0.0123763
39615.0 0.0129001
39624.1 0.0134621
39633.3 0.0140647
39637.9 0.0143831
39642.5 0.0147127
39647.1 0.0150556
39651.6 0.0154109
39656.2 0.0157808
39660.8 0.0161644
39665.4 0.0165643
39670.0 0.0169794
39674.6 0.0174125
39679.2 0.0178627
39683.7 0.0183329
39688.3 0.0188221
39692.9 0.0193336
39697.5 0.0198665
39702.1 0.0204244
39706.7 0.0210063
39711.3 0.0216163
39715.8 0.0222533
39720.4 0.0229220
39725.0 0.0236212
39729.6 0.0243562
39734.2 0.0251259
39738.8 0.0259361
39743.3 0.0267859
39747.9 0.0276817
39752.5 0.0286228
39757.1 0.0296165
39761.7 0.0306621
39766.3 0.0317679
39770.9 0.0329335
39775.4 0.0341686
39780.0 0.0354726
39784.6 0.0368568
39789.2 0.0383211
39793.8 0.0398784
39798.4 0.0415289
39803.0 0.0432877
39807.5 0.0451555
39812.1 0.0471498
39816.7 0.0492721
39821.3 0.0515427
39825.9 0.0539639
39830.5 0.0565596
39835.0 0.0593331
39839.6 0.0623124
39844.2 0.0655019
39848.8 0.0689345
39853.4 0.0726159
39858.0 0.0765844
39862.6 0.0808470
39867.1 0.0854480
39871.7 0.0903950
39876.3 0.0957386
39880.9 0.101486
39885.5 0.107693
39890.1 0.114365
39894.7 0.121559
39899.2 0.129273
39903.8 0.137563
39908.4 0.146409
39912.9 0.155623
39917.4 0.165360
39921.8 0.175640
39926.3 0.186367
39930.8 0.197513
39935.3 0.208918
39944.2 0.231964
39948.7 0.243179
39953.2 0.253804
39957.6 0.263581
39962.1 0.272149
39966.6 0.279232
39971.1 0.284515
39975.5 0.287798
39980.0 0.288920
39984.5 0.287837
39989.0 0.284608
39993.4 0.279366
39997.9 0.272362
40002.4 0.263850
40006.9 0.254182
40011.3 0.243634
40015.8 0.232556
40024.8 0.209768
40033.7 0.187508
40038.2 0.176913
40042.7 0.166817
40047.1 0.157222
40051.6 0.148197
40057.8 0.136561
40064.0 0.125977
40067.2 0.121065
40070.3 0.116396
40076.5 0.107764
40082.7 0.0999765
40088.9 0.0929819
40095.1 0.0866827
40101.3 0.0810283
40107.6 0.0759353
40113.8 0.0713607
40120.0 0.0672366
40126.2 0.0635286
40132.4 0.0601827
40138.6 0.0571723
40144.8 0.0544547
40151.1 0.0520098
40157.3 0.0498043
40163.5 0.0478200
40169.7 0.0460373
40175.9 0.0444415
40182.1 0.0430127
40188.4 0.0417425
40194.6 0.0406156
40200.8 0.0396260
40207.0 0.0387623
40213.2 0.0380202
40219.4 0.0373917
40225.6 0.0368739
40231.9 0.0364616
40238.1 0.0361534
40244.3 0.0359465
40250.5 0.0358408
40256.7 0.0358359
40262.9 0.0359332
40269.2 0.0361347
40275.4 0.0364427
40281.6 0.0368624
40287.8 0.0373977
40294.0 0.0380570
40300.2 0.0388462
40306.5 0.0397775
40312.7 0.0408597
40318.9 0.0421099
40325.1 0.0435403
40331.3 0.0451748
40337.5 0.0470308
40343.7 0.0491407
40350.0 0.0515294
40356.2 0.0542415
40362.4 0.0573177
40365.5 0.0590081
40368.6 0.0608099
40371.7 0.0627311
40374.8 0.0647736
40377.9 0.0669602
40381.0 0.0692950
40384.2 0.0717896
40387.3 0.0744474
40390.4 0.0772992
40393.5 0.0803517
40396.6 0.0836211
40399.7 0.0871133
40402.8 0.0908702
40405.9 0.0949018
40409.0 0.0992308
40412.1 0.103866
40415.2 0.108865
40418.3 0.114240
40421.4 0.120022
40424.5 0.126224
40427.7 0.132917
40430.8 0.140119
40433.9 0.147864
40437.0 0.156160
40440.1 0.165096
40443.2 0.174675
40446.3 0.184923
40449.4 0.195824
40452.6 0.207683
40455.7 0.220211
40458.9 0.233413
40462.1 0.247225
40465.2 0.261596
40468.4 0.276291
40474.7 0.305965
40477.9 0.320438
40481.0 0.334139
40484.2 0.346721
40487.4 0.357773
40490.5 0.366915
40493.7 0.373726
40496.8 0.377947
40500.0 0.379390
40503.2 0.377982
40506.3 0.373799
40509.5 0.367034
40512.7 0.357979
40515.8 0.346963
40519.0 0.334462
40522.1 0.320856
40525.3 0.306536
40531.6 0.277065
40538.0 0.248331
40541.1 0.234629
40544.3 0.221589
40547.4 0.209228
40550.6 0.197578
40553.9 0.186281
40557.1 0.175749
40560.4 0.165960
40563.7 0.156910
40566.9 0.148507
40570.2 0.140762
40573.5 0.133588
40576.7 0.126987
40580.0 0.120881
40583.3 0.115267
40586.5 0.110077
40589.8 0.105309
40593.1 0.100902
40596.3 0.0968550
40599.6 0.0931169
40602.9 0.0896868
40606.1 0.0865216
40609.4 0.0836124
40612.7 0.0809411
40615.9 0.0784987
40619.2 0.0762554
40622.5 0.0742117
40625.7 0.0723434
40629.0 0.0706511
40632.3 0.0691152
40635.5 0.0677366
40638.8 0.0664994
40642.0 0.0654049
40648.6 0.0636077
40651.8 0.0628970
40655.1 0.0623096
40658.4 0.0618393
40661.6 0.0614861
40664.9 0.0612488
40668.2 0.0611268
40671.4 0.0611195
40674.7 0.0612275
40678.0 0.0614528
40681.2 0.0617960
40684.5 0.0622616
40687.8 0.0628502
40691.0 0.0635694
40694.3 0.0644195
40697.6 0.0654111
40700.8 0.0665445
40704.1 0.0678338
40707.4 0.0692792
40710.6 0.0708985
40713.9 0.0726975
40717.2 0.0746871
40720.4 0.0768725
40723.7 0.0792800
40727.0 0.0819090
40730.2 0.0847907
40733.5 0.0879235
40736.8 0.0913433
40740.0 0.0950467
40743.3 0.0990739
40746.5 0.103418
40749.8 0.108122
40753.1 0.113172
40756.3 0.118612
40759.6 0.124417
40761.3 0.127672
40763.1 0.131016
40766.5 0.138023
40770.0 0.145434
40773.5 0.153214
40776.9 0.161327
40780.4 0.169642
40783.8 0.178069
40787.3 0.186462
40790.8 0.194666
40794.2 0.202427
40797.7 0.209536
40801.2 0.215752
40804.6 0.220851
40808.1 0.224587
40811.5 0.226807
40815.0 0.227399
40818.5 0.226321
40821.9 0.223618
40825.4 0.219402
40828.9 0.213844
40832.3 0.207140
40835.8 0.199564
40839.2 0.191343
40842.7 0.182704
40846.2 0.173829
40849.6 0.164946
40856.6 0.147623
40863.5 0.131473
40866.9 0.123990
40870.4 0.116924
40873.8 0.110430
40877.2 0.104334
40880.5 0.0986271
40883.9 0.0933093
40887.3 0.0883308
40890.7 0.0836885
40894.1 0.0793618
40897.4 0.0753418
40900.8 0.0715843
40904.2 0.0680822
40907.6 0.0648169
40910.9 0.0617795
40914.3 0.0589355
40917.7 0.0562789
40921.1 0.0537953
40924.4 0.0514782
40927.8 0.0493017
40931.2 0.0472617
40934.6 0.0453478
40938.0 0.0435557
40941.3 0.0418661
40944.7 0.0402764
40948.1 0.0387793
40951.5 0.0373722
40954.8 0.0360405
40958.2 0.0347829
40965.0 0.0324727
40971.7 0.0303979
40978.5 0.0285337
40985.2 0.0268482
40992.0 0.0253238
40998.8 0.0239369
41005.5 0.0226751
41012.3 0.0215205
41019.0 0.0204644
41025.8 0.0194931
41032.5 0.0186002
41039.3 0.0177751
41046.0 0.0170132
41052.8 0.0163062
41059.5 0.0156508
41066.3 0.0150403
41073.1 0.0144722
41079.8 0.0139411
41086.6 0.0134453
41093.3 0.0129804
41100.1 0.0125451
41106.8 0.0121357
41113.6 0.0117514
41127.1 0.0110480
41140.6 0.0104217
41154.1 0.00986178
41167.6 0.00935932
41181.1 0.00890695
41194.6 0.00849852
41208.2 0.00812886
41221.7 0.00779363
41235.2 0.00748915
41248.7 0.00721229
41262.2 0.00696043
41275.7 0.00673132
41289.2 0.00652307
41302.7 0.00633409
41316.2 0.00616306
41329.7 0.00600891
41343.3 0.00587077
41356.8 0.00574803
41370.3 0.00564026
41383.8 0.00554725
41397.3 0.00546902
41410.8 0.00540585
41424.3 0.00535828
41437.8 0.00532720
41451.3 0.00531390
41464.8 0.00532017
41478.4 0.00534843
41491.9 0.00540193
41505.4 0.00548504
41518.9 0.00560364
41532.4 0.00576568
41545.9 0.00598214
41559.4 0.00626833
41572.9 0.00664613
41579.7 0.00687903
41586.4 0.00714754
41593.2 0.00745903
41599.9 0.00782077
41606.7 0.00824418
41613.5 0.00874114
41620.2 0.00933012
41627.0 0.0100315
41633.7 0.0108768
41640.5 0.0119032
41647.2 0.0131683
41654.0 0.0147449
41660.7 0.0167484
41664.1 0.0179578
41667.5 0.0193363
41670.9 0.0209265
41674.3 0.0227678
41677.6 0.0249157
41681.0 0.0274333
41684.4 0.0304288
41687.8 0.0340193
41691.1 0.0383721
41692.8 0.0409032
41694.5 0.0437003
41696.2 0.0468399
41697.9 0.0503586
41699.6 0.0543198
41701.3 0.0588000
41703.0 0.0638936
41704.7 0.0697168
41706.3 0.0764147
41708.0 0.0841206
41709.7 0.0931572
41711.4 0.103781
41713.1 0.116381
41713.9 0.123622
41714.8 0.131474
41715.6 0.140216
41716.5 0.149749
41717.3 0.160430
41718.2 0.172153
41719.0 0.185376
41719.9 0.199996
41720.7 0.216408
41721.5 0.234910
41722.4 0.256125
41723.2 0.279998
41724.1 0.307647
41724.9 0.339090
41725.3 0.357030
41725.8 0.375919
41726.2 0.396295
41726.6 0.418307
41727.0 0.442719
41727.5 0.468589
41727.9 0.496678
41728.3 0.527231
41728.7 0.561348
41729.1 0.597758
41729.6 0.637570
41730.0 0.681177
41730.4 0.730216
41730.8 0.782914
41731.3 0.840917
41731.7 0.904845
41732.1 0.977151
41732.5 1.05524
41732.9 1.14152
41733.4 1.23685
41733.6 1.28818
41733.8 1.34210
41734.2 1.45811
41734.6 1.58565
41735.0 1.72526
41735.4 1.83618
41735.7 1.95372
41736.0 2.07757
41736.3 2.20713
41736.9 2.47931
41737.5 2.75762
41737.8 2.89294
41738.1 3.02145
41738.5 3.13946
41738.8 3.24309
41739.1 3.32854
41739.4 3.39237
41739.7 3.43184
41740.0 3.44517
41740.3 3.43173
41740.6 3.39216
41740.9 3.32823
41741.2 3.24270
41741.6 3.13901
41741.9 3.02095
41742.2 2.89242
41742.5 2.75708
41743.1 2.47878
41743.7 2.20664
41744.0 2.07711
41744.3 1.95330
41744.7 1.83579
41745.0 1.72489
41745.2 1.63377
41745.5 1.54769
41745.8 1.46655
41746.0 1.39019
41746.3 1.31843
41746.6 1.25104
41746.9 1.18780
41747.1 1.13061
41747.4 1.07485
41747.7 1.02255
41747.9 0.973494
41748.2 0.927472
41748.5 0.884281
41748.7 0.843729
41749.0 0.805637
41749.3 0.771122
41749.5 0.737377
41749.8 0.705623
41750.3 0.647549
41750.9 0.595917
41751.4 0.550687
41752.0 0.509438
41752.5 0.473098
41753.0 0.439768
41753.6 0.410242
41754.1 0.383016
41754.6 0.358332
41755.2 0.335898
41755.7 0.315818
41756.2 0.297117
41756.8 0.280302
41757.3 0.264573
41757.8 0.250369
41758.4 0.237028
41758.9 0.224715
41760.0 0.202970
41761.1 0.184221
41762.1 0.167951
41763.2 0.153623
41764.3 0.141171
41765.4 0.130184
41766.4 0.120444
41767.5 0.111694
41768.6 0.103947
41769.6 0.0969930
41770.7 0.0907282
41771.8 0.0850149
41772.9 0.0798843
41775.0 0.0709610
41777.2 0.0634667
41779.3 0.0571694
41781.4 0.0517804
41783.6 0.0471751
41785.7 0.0431734
41787.9 0.0397059
41790.0 0.0366546
41792.2 0.0339797
41794.3 0.0316006
41796.5 0.0294945
41800.7 0.0259166
41805.0 0.0230171
41809.3 0.0206351
41813.6 0.0186544
41817.9 0.0169898
41822.2 0.0155776
41826.5 0.0143692
41830.8 0.0133273
41839.4 0.0116324
41847.9 0.0103245
41856.5 0.00929461
41865.1 0.00846961
41873.7 0.00779904
41882.3 0.00724713
41890.8 0.00678751
41899.4 0.00640211
41908.0 0.00607596
41916.6 0.00579813
41933.7 0.00535537
41950.9 0.00502566
41968.1 0.00477849
41985.2 0.00459400
42002.4 0.00445906
42019.5 0.00436501
42036.7 0.00430638
42053.9 0.00428027
42071.0 0.00428586
42088.2 0.00432459
42105.4 0.00440057
42122.5 0.00452159
42131.1 0.00460289
42139.7 0.00470112
42148.3 0.00481948
42156.8 0.00496220
42165.4 0.00513517
42174.0 0.00534569
42182.6 0.00560456
42191.2 0.00592674
42199.7 0.00633388
42204.0 0.00657879
42208.3 0.00685814
42212.6 0.00717868
42216.9 0.00754895
42221.2 0.00797986
42225.5 0.00848550
42229.8 0.00908433
42234.1 0.00980093
42238.4 0.0106686
42242.6 0.0117331
42244.8 0.0123601
42246.9 0.0130594
42249.1 0.0138505
42251.2 0.0147412
42253.4 0.0157590
42255.5 0.0169179
42257.7 0.0182582
42259.8 0.0198044
42262.0 0.0216187
42264.1 0.0237453
42265.2 0.0249644
42266.2 0.0262846
42267.3 0.0277307
42268.4 0.0293193
42269.5 0.0310866
42270.5 0.0330224
42271.6 0.0351687
42272.7 0.0375568
42273.8 0.0402501
42274.8 0.0432434
42275.9 0.0466138
42277.0 0.0504259
42278.0 0.0548014
42279.1 0.0597567
42280.2 0.0654490
42280.7 0.0686472
42281.3 0.0720265
42281.8 0.0757391
42282.3 0.0797520
42282.9 0.0840969
42283.4 0.0887188
42283.9 0.0938322
42284.5 0.0992916
42285.0 0.105354
42285.5 0.111852
42286.1 0.119097
42286.6 0.127047
42287.2 0.135788
42287.7 0.145234
42288.2 0.155851
42288.8 0.167367
42289.3 0.180361
42289.8 0.194506
42290.4 0.210517
42290.6 0.219189
42290.9 0.228342
42291.2 0.238003
42291.5 0.248203
42291.7 0.258971
42292.0 0.269905
42292.3 0.281878
42292.5 0.294511
42292.8 0.307834
42293.1 0.321343
42293.3 0.336102
42293.6 0.351629
42293.9 0.367942
42294.1 0.384406
42294.5 0.409120
42294.9 0.435320
42295.2 0.462937
42295.6 0.491045
42296.3 0.551734
42297.1 0.612969
42297.4 0.643157
42297.8 0.671815
42298.2 0.698106
42298.5 0.720581
42298.9 0.739643
42299.3 0.753843
42299.6 0.762558
42300.0 0.765393
42300.4 0.762371
42300.7 0.753475
42301.1 0.739112
42301.5 0.720485
42301.8 0.697325
42302.2 0.670948
42302.6 0.642234
42302.9 0.612845
42303.7 0.550783
42304.4 0.490950
42304.8 0.462091
42305.2 0.434523
42305.5 0.408375
42305.9 0.384362
42306.4 0.354563
42306.8 0.327797
42307.3 0.303318
42307.8 0.280987
42308.3 0.260234
42308.7 0.241760
42309.2 0.224948
42309.7 0.209647
42310.1 0.195427
42310.6 0.182746
42311.1 0.171171
42311.6 0.160594
42312.0 0.150716
42312.5 0.141860
42313.0 0.133731
42313.4 0.126257
42313.9 0.119235
42314.4 0.112899
42314.9 0.107046
42315.3 0.101632
42315.8 0.0965122
42316.3 0.0918647
42316.8 0.0875458
42317.2 0.0835268
42317.7 0.0797046
42318.2 0.0762149
42319.1 0.0699034
42320.1 0.0643104
42321.0 0.0594346
42322.0 0.0550734
42322.9 0.0512380
42323.8 0.0477789
42324.8 0.0447131
42325.7 0.0419277
42326.7 0.0394418
42327.6 0.0371686
42328.6 0.0351272
42329.5 0.0332497
42330.5 0.0315543
42331.4 0.0299868
42332.3 0.0285645
42334.2 0.0260391
42336.1 0.0238983
42338.0 0.0220502
42339.9 0.0204528
42341.8 0.0190632
42343.7 0.0178475
42345.6 0.0167783
42347.5 0.0158332
42349.3 0.0149941
42351.2 0.0142498
42353.1 0.0135800
42355.0 0.0129784
42358.8 0.0119465
42362.6 0.0110990
42366.3 0.0103975
42370.1 0.00980863
42373.9 0.00931196
42377.7 0.00889029
42381.4 0.00853117
42385.2 0.00822225
42389.0 0.00795624
42396.6 0.00752801
42404.1 0.00720570
42411.7 0.00696346
42419.2 0.00678209
42426.8 0.00664895
42434.3 0.00655414
42441.9 0.00649086
42457.0 0.00643920
42472.1 0.00646544
42487.2 0.00655313
42502.3 0.00669275
42517.4 0.00687915
42532.6 0.00711017
42547.7 0.00738584
42562.8 0.00770823
42577.9 0.00808039
42593.0 0.00850770
42608.1 0.00899719
42623.2 0.00955810
42638.3 0.0102025
42645.9 0.0105609
42653.4 0.0109459
42661.0 0.0113613
42668.6 0.0118091
42676.1 0.0122942
42683.7 0.0128196
42691.2 0.0133920
42698.8 0.0140158
42706.3 0.0147003
42713.9 0.0154528
42721.4 0.0162872
42729.0 0.0172168
42736.6 0.0182656
42744.1 0.0194629
42751.7 0.0208659
42755.4 0.0216732
42759.2 0.0225764
42763.0 0.0236183
42766.8 0.0248645
42770.6 0.0264509
42774.3 0.0286818
42778.1 0.0324317
42780.0 0.0356423
42781.9 0.0409520
42782.8 0.0451605
42783.8 0.0512113
42784.3 0.0554387
42784.7 0.0606895
42785.2 0.0674839
42785.7 0.0765073
42786.1 0.0891810
42786.6 0.106914
42786.9 0.119028
42787.1 0.133400
42787.3 0.152273
42787.6 0.175439
42787.8 0.207082
42788.0 0.247727
42788.3 0.306267
42788.4 0.344349
42788.5 0.386228
42788.6 0.441591
42788.7 0.509938
42788.9 0.595259
42789.0 0.692955
42789.1 0.827436
42789.2 1.00002
42789.3 1.22187
42789.4 1.50165
42789.6 1.91625
42789.7 2.38650
42789.9 2.80093
42789.9 2.92836
42790.0 2.97350
42790.1 2.92841
42790.1 2.80103
42790.3 2.38670
42790.4 1.91655
42790.6 1.50205
42790.7 1.26494
42790.8 1.06845
42790.9 0.908912
42791.0 0.779554
42791.1 0.674314
42791.2 0.588195
42791.3 0.517220
42791.4 0.463704
42791.6 0.371208
42791.7 0.307481
42791.9 0.257507
42792.1 0.221351
42792.3 0.191753
42792.5 0.169511
42792.7 0.150688
42792.9 0.136122
42793.3 0.113454
42793.7 0.0974114
42794.1 0.0854126
42794.5 0.0766438
42794.9 0.0698941
42795.3 0.0645997
42796.0 0.0569718
42796.8 0.0518883
42797.6 0.0483355
42798.4 0.0458504
42800.0 0.0427421
42803.1 0.0402424
42806.2 0.0398945
42809.3 0.0405175
42812.5 0.0417011
42815.6 0.0432736
42818.7 0.0451795
42821.8 0.0473955
42825.0 0.0499299
42828.1 0.0527995
42831.2 0.0560652
42834.3 0.0597643
42835.9 0.0618166
42837.5 0.0639973
42839.0 0.0663319
42840.6 0.0688354
42842.2 0.0715421
42843.7 0.0744369
42845.3 0.0775787
42846.8 0.0809525
42848.4 0.0846303
42850.0 0.0885979
42851.5 0.0929156
42853.1 0.0976267
42854.7 0.102816
42856.2 0.108478
42857.8 0.114711
42859.3 0.121599
42860.9 0.129287
42862.5 0.137792
42864.0 0.147298
42865.6 0.157968
42866.4 0.163876
42867.2 0.170080
42867.9 0.176685
42868.7 0.183723
42869.5 0.191235
42870.3 0.199262
42871.1 0.207853
42871.8 0.217058
42872.6 0.227069
42873.4 0.237698
42874.2 0.249141
42875.0 0.261479
42875.8 0.274804
42876.5 0.289218
42877.3 0.304838
42878.1 0.321792
42878.9 0.340474
42879.7 0.360576
42880.4 0.382510
42881.2 0.406483
42882.0 0.432728
42882.8 0.461506
42883.6 0.493109
42884.3 0.527859
42885.1 0.566627
42885.9 0.608824
42886.7 0.655334
42887.5 0.706595
42888.3 0.763054
42889.0 0.825140
42889.8 0.893236
42890.6 0.967623
42891.2 1.02814
42891.8 1.09228
42892.4 1.15987
42893.0 1.23060
42894.1 1.37919
42895.3 1.52984
42895.9 1.60372
42896.5 1.67387
42897.1 1.73826
42897.7 1.79388
42898.2 1.84059
42898.8 1.87548
42899.4 1.89704
42900.0 1.90429
42900.6 1.89716
42901.2 1.87574
42901.8 1.84102
42902.4 1.79452
42903.0 1.73814
42903.5 1.67395
42904.1 1.60410
42904.7 1.53186
42905.9 1.38091
42907.1 1.23467
42907.7 1.16452
42908.2 1.09751
42908.8 1.03395
42909.4 0.975005
42910.0 0.919600
42910.6 0.868569
42911.1 0.820029
42911.7 0.775523
42912.3 0.733333
42912.9 0.694743
42913.4 0.658219
42914.0 0.624845
42914.6 0.593272
42915.2 0.564421
42915.7 0.537117
42916.3 0.512150
42916.9 0.488500
42917.5 0.466851
42918.0 0.446660
42918.6 0.427815
42919.2 0.409917
42919.8 0.393486
42920.3 0.377856
42920.9 0.363483
42921.5 0.349789
42922.1 0.337178
42922.6 0.325142
42923.2 0.314040
42923.8 0.303428
42924.4 0.293624
42925.5 0.275556
42926.7 0.259520
42927.8 0.245366
42928.9 0.232621
42930.1 0.221224
42931.2 0.211011
42932.4 0.201841
42933.5 0.193595
42934.7 0.186167
42935.8 0.179468
42937.0 0.173472
42938.1 0.168005
42939.3 0.163063
42940.4 0.158596
42941.6 0.154591
42942.7 0.150939
42943.9 0.147642
42945.0 0.144668
42946.2 0.142012
42948.5 0.137445
42950.8 0.133804
42953.1 0.130958
42955.4 0.128807
42957.7 0.127249
42959.9 0.126229
42962.2 0.125680
42964.5 0.125561
42966.8 0.125832
42969.1 0.126462
42971.4 0.127425
42973.7 0.128691
42976.0 0.130253
42978.3 0.132080
42980.6 0.134173
42982.9 0.136503
42985.0 0.138843
42987.1 0.141371
42991.3 0.146939
42995.5 0.153167
42999.7 0.159950
43003.9 0.167231
43008.1 0.174868
43012.3 0.182747
43016.5 0.190705
43024.8 0.206097
43029.0 0.213072
43033.2 0.219219
43037.4 0.224323
43041.6 0.228144
43045.8 0.230523
43050.0 0.231347
43052.1 0.231161
43054.2 0.230576
43056.3 0.229600
43058.4 0.228253
43062.6 0.224481
43066.8 0.219451
43071.0 0.213359
43075.2 0.206474
43079.4 0.199030
43083.6 0.191262
43087.8 0.183364
43091.9 0.175562
43096.1 0.167973
43100.3 0.160761
43104.5 0.153992
43108.7 0.147778
43112.9 0.142164
43117.1 0.137201
43119.7 0.134440
43122.4 0.131973
43125.0 0.129793
43127.6 0.127930
43130.2 0.126382
43132.9 0.125179
43135.5 0.124329
43138.1 0.123862
43140.7 0.123801
43143.4 0.124180
43146.0 0.125039
43148.6 0.126421
43151.2 0.128393
43153.9 0.131012
43156.5 0.134383
43159.1 0.138587
43161.7 0.143786
43163.0 0.146791
43164.4 0.150103
43165.7 0.153777
43167.0 0.157788
43168.3 0.162195
43169.6 0.167036
43170.9 0.172395
43172.2 0.178240
43173.5 0.184661
43174.9 0.191720
43176.2 0.199548
43177.5 0.208105
43178.8 0.217536
43180.1 0.227944
43181.4 0.239535
43182.7 0.252269
43184.0 0.266378
43185.4 0.282037
43186.7 0.299584
43187.3 0.309094
43188.0 0.318980
43188.6 0.329581
43189.3 0.340609
43190.0 0.352443
43190.6 0.364764
43191.3 0.377993
43191.9 0.391992
43192.6 0.406810
43193.2 0.422252
43193.9 0.438848
43194.5 0.456147
43195.2 0.474738
43195.9 0.494115
43196.5 0.514933
43197.2 0.536961
43197.8 0.560258
43198.5 0.584497
43199.1 0.610476
43199.8 0.637451
43200.5 0.666288
43201.1 0.696140
43201.5 0.717169
43202.0 0.738361
43202.4 0.760693
43202.8 0.783141
43203.3 0.806730
43203.7 0.830365
43204.2 0.855113
43204.6 0.879811
43205.0 0.905557
43205.5 0.931124
43205.9 0.957631
43206.3 0.983792
43207.2 1.03712
43208.1 1.08960
43208.9 1.14137
43209.8 1.19054
43210.7 1.23567
43211.5 1.27526
43212.4 1.30784
43213.3 1.33207
43214.1 1.34690
43215.0 1.35163
43215.9 1.34614
43216.7 1.33056
43217.6 1.30559
43218.5 1.27230
43219.4 1.23201
43220.2 1.18622
43221.1 1.13641
43222.0 1.08464
43222.8 1.03096
43223.7 0.977059
43224.6 0.923829
43225.4 0.871964
43226.3 0.821973
43227.2 0.774209
43228.0 0.728891
43228.9 0.686609
43229.8 0.643291
43230.8 0.602960
43231.7 0.565521
43232.7 0.530839
43233.6 0.498757
43234.5 0.469107
43235.5 0.441718
43236.4 0.416676
43237.4 0.393282
43238.3 0.371659
43239.2 0.351660
43240.2 0.333150
43241.1 0.316003
43242.1 0.300102
43243.0 0.285342
43243.9 0.271768
43244.9 0.258998
43245.8 0.247106
43246.7 0.236017
43247.7 0.225665
43248.6 0.215990
43249.6 0.206937
43250.5 0.198457
43251.4 0.190587
43252.4 0.183115
43253.3 0.176093
43254.3 0.169485
43255.2 0.163261
43256.1 0.157393
43257.1 0.151854
43258.9 0.141723
43260.8 0.132594
43262.7 0.124384
43264.6 0.116974
43266.5 0.110298
43268.3 0.104199
43270.2 0.0986425
43272.1 0.0935645
43274.0 0.0889352
43275.8 0.0846584
43277.7 0.0807194
43279.6 0.0770830
43281.5 0.0737355
43283.4 0.0706141
43285.2 0.0677286
43287.1 0.0650273
43289.0 0.0625204
43290.9 0.0601649
43292.7 0.0579600
43294.6 0.0558925
43296.5 0.0539610
43298.4 0.0521343
43300.2 0.0504137
43304.0 0.0472659
43307.8 0.0444428
43311.5 0.0419121
43315.3 0.0396211
43319.0 0.0375496
43322.8 0.0356590
43326.5 0.0339367
43330.3 0.0323539
43334.0 0.0309025
43337.8 0.0295605
43341.5 0.0283229
43345.3 0.0271755
43349.0 0.0261090
43352.8 0.0251130
43356.6 0.0241857
43360.3 0.0233161
43364.1 0.0225034
43367.8 0.0217383
43371.6 0.0210208
43379.1 0.0197055
43386.6 0.0185316
43394.1 0.0174783
43401.6 0.0165286
43409.1 0.0156697
43416.6 0.0148876
43424.1 0.0141739
43431.6 0.0135204
43439.1 0.0129211
43446.7 0.0123683
43454.2 0.0118580
43461.7 0.0113857
43469.2 0.0109482
43476.7 0.0105411
43484.2 0.0101622
43491.7 0.00980888
43499.2 0.00947898
43506.7 0.00917055
43514.2 0.00888185
43529.2 0.00835809
43544.3 0.00789678
43559.3 0.00749033
43574.3 0.00713264
43589.3 0.00681956
43604.3 0.00654821
43619.4 0.00631889
43626.9 0.00622115
43634.4 0.00613623
43641.9 0.00606636
43649.4 0.00601550
43656.9 0.00599046
43664.4 0.00600461
43671.9 0.00608561
43679.4 0.00629855
43686.9 0.00683132
43690.7 0.00738977
43692.6 0.00782086
43694.4 0.00841849
43696.3 0.00928777
43698.2 0.0106094
43699.1 0.0115431
43700.1 0.0127549
43701.0 0.0143662
43701.9 0.0165451
43702.9 0.0196662
43703.4 0.0217420
43703.8 0.0243047
43704.3 0.0275187
43704.8 0.0316237
43705.2 0.0369802
43705.7 0.0439731
43706.2 0.0537989
43706.4 0.0603186
43706.6 0.0678729
43706.9 0.0775259
43707.1 0.0890097
43707.3 0.104132
43707.6 0.122752
43707.8 0.148265
43708.0 0.181155
43708.2 0.202872
43708.3 0.228721
43708.4 0.259773
43708.5 0.294008
43708.6 0.339393
43708.8 0.395603
43708.9 0.466019
43709.0 0.546942
43709.1 0.658762
43709.2 0.789369
43709.3 0.971342
43709.4 1.19729
43709.6 1.51708
43709.7 1.90254
43709.9 2.24521
43709.9 2.35114
43710.0 2.38871
43710.1 2.35114
43710.1 2.24522
43710.3 1.90255
43710.4 1.51709
43710.6 1.19730
43710.7 1.00636
