O-17(n,g) ENDFB-8.0
0.000224609 0.0404738
0.000232813 0.0397546
0.000241016 0.0390724
0.000249219 0.0384242
0.000257422 0.0378073
0.000265625 0.0372191
0.000275000 0.0365795
0.000284359 0.0359727
0.000293719 0.0353951
0.000293750 0.0353933
0.000293853 0.0353871
0.000293955 0.0353809
0.000294160 0.0353686
0.000294570 0.0353440
0.000295391 0.0352949
0.000297031 0.0351973
0.000300313 0.0350046
0.000306875 0.0346284
0.000320000 0.0339112
0.000335000 0.0331436
0.000350000 0.0324260
0.000359375 0.0320004
0.000368750 0.0315912
0.000378125 0.0311973
0.000387500 0.0308179
0.000396875 0.0304519
0.000406250 0.0300987
0.000425000 0.0294276
0.000443750 0.0287996
0.000462500 0.0282101
0.000481250 0.0276555
0.000500000 0.0271323
0.000515625 0.0267183
0.000531250 0.0263228
0.000546875 0.0259443
0.000562500 0.0255817
0.000578125 0.0252339
0.000593750 0.0248999
0.000609375 0.0245788
0.000625000 0.0242699
0.000640000 0.0239840
0.000667500 0.0234852
0.000695000 0.0230163
0.000722500 0.0225744
0.000750000 0.0221571
0.000781250 0.0217098
0.000812500 0.0212887
0.000843750 0.0208911
0.000875000 0.0205151
0.000906250 0.0201586
0.000937500 0.0198202
0.000968750 0.0194983
0.00100000 0.0191915
0.00103125 0.0188989
0.00106250 0.0186192
0.00109375 0.0183516
0.00112500 0.0180953
0.00115625 0.0178494
0.00118750 0.0176133
0.00121875 0.0173863
0.00125000 0.0171679
0.00128000 0.0169658
0.00133500 0.0166132
0.00139000 0.0162817
0.00144500 0.0159693
0.00150000 0.0156743
0.00156250 0.0153581
0.00162500 0.0150603
0.00168750 0.0147793
0.00175000 0.0145134
0.00181250 0.0142615
0.00187500 0.0140222
0.00193750 0.0137946
0.00200000 0.0135778
0.00207000 0.0133467
0.00214000 0.0131270
0.00221000 0.0129178
0.00228000 0.0127184
0.00235000 0.0125279
0.00242000 0.0123458
0.00249000 0.0121714
0.00256000 0.0120042
0.00256250 0.0119984
0.00256836 0.0119847
0.00257422 0.0119711
0.00258594 0.0119440
0.00260938 0.0118903
0.00265625 0.0117852
0.00275000 0.0115830
0.00284375 0.0113909
0.00293750 0.0112081
0.00303125 0.0110338
0.00312500 0.0108675
0.00321875 0.0107084
0.00331250 0.0105562
0.00340625 0.0104103
0.00350000 0.0102702
0.00359375 0.0101357
0.00368750 0.0100064
0.00378125 0.00988189
0.00387500 0.00976193
0.00396875 0.00964624
0.00406250 0.00953459
0.00425000 0.00932246
0.00443750 0.00912392
0.00462500 0.00893757
0.00481250 0.00876222
0.00500000 0.00859683
0.00512000 0.00849577
0.00526125 0.00838128
0.00540250 0.00827131
0.00554375 0.00816556
0.00568500 0.00806378
0.00582625 0.00796572
0.00596750 0.00787116
0.00610875 0.00777990
0.00625000 0.00769174
0.00640625 0.00759764
0.00656250 0.00750692
0.00671875 0.00741938
0.00687500 0.00733484
0.00718750 0.00717410
0.00750000 0.00702351
0.00781250 0.00688204
0.00812500 0.00674880
0.00843750 0.00662303
0.00875000 0.00650406
0.00906250 0.00639129
0.00937500 0.00628419
0.00968750 0.00618232
0.0100000 0.00608526
0.0103125 0.00599263
0.0106250 0.00590412
0.0109375 0.00581943
0.0112500 0.00573829
0.0115625 0.00566045
0.0118750 0.00558570
0.0121875 0.00551384
0.0125000 0.00544469
0.0128125 0.00537809
0.0131250 0.00531387
0.0134375 0.00525190
0.0137500 0.00519205
0.0143750 0.00507825
0.0150000 0.00497163
0.0156250 0.00487146
0.0162500 0.00477711
0.0168750 0.00468804
0.0175000 0.00460377
0.0181250 0.00452389
0.0187500 0.00444802
0.0193750 0.00437585
0.0200000 0.00430707
0.0206625 0.00423759
0.0213250 0.00417136
0.0219875 0.00410814
0.0226500 0.00404770
0.0233125 0.00398985
0.0239750 0.00393440
0.0246375 0.00388119
0.0253000 0.00383008
0.0259754 0.00377999
0.0266508 0.00373181
0.0273262 0.00368542
0.0280016 0.00364071
0.0286770 0.00359759
0.0293524 0.00355596
0.0307031 0.00347683
0.0320539 0.00340275
0.0334047 0.00333319
0.0347555 0.00326771
0.0361063 0.00320593
0.0369746 0.00316802
0.0378430 0.00313141
0.0395797 0.00306183
0.0413164 0.00299669
0.0430531 0.00293552
0.0447899 0.00287794
0.0465266 0.00282361
0.0482633 0.00277225
0.0500000 0.00272358
0.0506000 0.00270735
0.0520875 0.00266834
0.0535750 0.00263096
0.0550625 0.00259511
0.0565500 0.00256068
0.0580375 0.00252759
0.0595250 0.00249574
0.0610125 0.00246507
0.0625000 0.00243550
0.0640625 0.00240556
0.0656250 0.00237669
0.0671875 0.00234884
0.0687500 0.00232194
0.0718750 0.00227080
0.0750000 0.00222290
0.0781250 0.00217790
0.0812500 0.00213552
0.0843750 0.00209553
0.0875000 0.00205769
0.0906250 0.00202183
0.0937500 0.00198778
0.0968750 0.00195538
0.100000 0.00192452
0.103125 0.00189507
0.106250 0.00186693
0.109375 0.00184001
0.112500 0.00181422
0.115625 0.00178949
0.118750 0.00176573
0.121875 0.00174291
0.125000 0.00172094
0.128125 0.00169978
0.131250 0.00167939
0.134375 0.00165971
0.137500 0.00164071
0.143750 0.00160458
0.150000 0.00157073
0.156250 0.00153892
0.162500 0.00150898
0.168750 0.00148072
0.175000 0.00145398
0.181250 0.00142865
0.187500 0.00140459
0.193750 0.00138171
0.200000 0.00135990
0.208203 0.00133278
0.216406 0.00130720
0.224609 0.00128305
0.232813 0.00126018
0.241016 0.00123850
0.249219 0.00121792
0.257422 0.00119833
0.265625 0.00117966
0.275000 0.00115936
0.284375 0.00114006
0.293750 0.00112168
0.303125 0.00110415
0.312500 0.00108741
0.321875 0.00107142
0.331250 0.00105611
0.340625 0.00104145
0.350000 0.00102738
0.359375 0.00101388
0.368750 0.00100089
0.378125 0.000988391
0.387500 0.000976343
0.396875 0.000964720
0.406250 0.000953499
0.425000 0.000932169
0.443750 0.000912195
0.462500 0.000893447
0.500000 0.000859207
0.531250 0.000833556
0.562500 0.000810078
0.593750 0.000788417
0.625000 0.000768362
0.687500 0.000732520
0.750000 0.000701322
0.812500 0.000673760
0.875000 0.000649175
0.937500 0.000627070
1.00000 0.000607092
1.06250 0.000588985
1.12500 0.000572444
1.18750 0.000557122
1.25000 0.000542916
1.37500 0.000517597
1.50000 0.000495563
1.62500 0.000476086
1.75000 0.000458715
1.87500 0.000443091
2.00000 0.000428963
2.16406 0.000412419
2.32813 0.000397654
2.49219 0.000384228
2.65625 0.000372113
2.75000 0.000365736
2.93750 0.000353878
3.12500 0.000343086
3.31250 0.000333213
3.50000 0.000324128
3.87500 0.000307975
4.25000 0.000294046
4.62500 0.000281958
5.00000 0.000271076
5.46875 0.000259157
5.93750 0.000248716
5.94482 0.000248562
6.25000 0.000242438
6.87500 0.000231127
7.50000 0.000221232
8.12500 0.000212512
8.75000 0.000204816
9.37500 0.000197874
10.0000 0.000191553
10.9375 0.000183114
11.8750 0.000175731
11.8896 0.000175623
12.5000 0.000171318
13.1250 0.000167147
13.7500 0.000163322
15.0000 0.000156323
16.2500 0.000150157
17.5000 0.000144721
18.7500 0.000139819
20.0000 0.000135358
21.8750 0.000129383
23.7500 0.000124164
23.7793 0.000124087
23.8956 0.000123786
24.0118 0.000123491
24.2444 0.000122913
24.7095 0.000121772
25.6397 0.000119500
27.5000 0.000115408
29.3750 0.000111649
31.2500 0.000108225
33.1250 0.000105098
35.0000 0.000102259
38.7500 9.71633E-05
42.5000 9.27659E-05
46.2500 8.89453E-05
50.0000 8.55435E-05
53.1250 8.29760E-05
56.2500 8.06049E-05
62.5000 7.64734E-05
68.7500 7.28902E-05
75.0000 6.98119E-05
81.2500 6.70512E-05
87.5000 6.45943E-05
93.7500 6.24153E-05
100.000 6.04463E-05
106.250 5.86320E-05
112.500 5.69542E-05
125.000 5.40371E-05
137.500 5.15033E-05
150.000 4.93299E-05
162.500 4.73791E-05
175.000 4.56415E-05
187.500 4.41033E-05
200.000 4.27119E-05
208.203 4.18385E-05
216.406 4.10590E-05
232.813 3.95752E-05
249.219 3.82421E-05
265.625 3.70368E-05
275.000 3.63920E-05
312.500 3.41463E-05
331.250 3.31520E-05
350.000 3.22499E-05
387.500 3.06578E-05
425.000 2.92747E-05
462.500 2.80570E-05
500.000 2.69805E-05
531.250 2.61705E-05
562.500 2.54389E-05
625.000 2.41280E-05
656.250 2.35382E-05
687.500 2.29983E-05
750.000 2.20205E-05
812.500 2.11572E-05
875.000 2.03894E-05
937.500 1.96941E-05
1000.00 1.90646E-05
1062.50 1.84922E-05
1125.00 1.79753E-05
1250.00 1.70490E-05
1312.50 1.66322E-05
1375.00 1.62508E-05
1500.00 1.55598E-05
1625.00 1.49498E-05
1750.00 1.44073E-05
1875.00 1.39160E-05
2000.00 1.34711E-05
2164.06 1.29482E-05
2328.13 1.24911E-05
2492.19 1.20653E-05
2656.25 1.16828E-05
2750.00 1.14829E-05
3031.25 1.09348E-05
3312.50 1.04585E-05
3316.12 1.04526E-05
3500.00 1.01803E-05
3875.00 9.66940E-06
4250.00 9.23302E-06
4625.00 8.85603E-06
5000.00 8.51243E-06
5625.00 8.02261E-06
6250.00 7.61304E-06
6875.00 7.25877E-06
7500.00 6.94813E-06
7802.15 6.80841E-06
7812.50 6.80402E-06
7841.80 6.79183E-06
7871.09 6.77965E-06
7929.69 6.75528E-06
8046.88 6.70654E-06
8281.25 6.60906E-06
8750.00 6.42940E-06
10000.0 6.01494E-06
10554.4 5.85196E-06
10625.0 5.83311E-06
11175.0 5.68682E-06
11250.0 5.66882E-06
11875.0 5.51943E-06
12175.0 5.44780E-06
12500.0 5.37942E-06
13125.0 5.24807E-06
13264.5 5.21882E-06
13819.8 5.11621E-06
14375.0 5.01368E-06
14465.0 4.99711E-06
15000.0 4.90959E-06
15604.3 4.81085E-06
15625.0 4.80776E-06
15690.6 4.79812E-06
15756.2 4.78848E-06
15887.4 4.76920E-06
16149.8 4.73065E-06
16674.5 4.65358E-06
16875.0 4.62671E-06
17500.0 4.54305E-06
17671.0 4.52020E-06
18253.3 4.45104E-06
18835.5 4.38192E-06
20000.0 4.25019E-06
20937.5 4.15278E-06
21108.8 4.13502E-06
21786.3 4.07129E-06
22463.8 4.00868E-06
23818.9 3.89425E-06
26529.0 3.68763E-06
26562.5 3.68541E-06
27500.0 3.62425E-06
31208.6 3.39936E-06
31250.0 3.39719E-06
33125.0 3.29985E-06
33349.1 3.28824E-06
35000.0 3.21015E-06
40000.0 3.00321E-06
42500.0 2.91242E-06
50000.0 2.68590E-06
53058.0 2.60569E-06
53125.0 2.60411E-06
56250.0 2.53069E-06
56422.3 2.52665E-06
56869.5 2.51706E-06
57316.7 2.50748E-06
58211.2 2.48832E-06
60000.0 2.45002E-06
62500.0 2.40500E-06
70000.0 2.28000E-06
74833.2 2.20373E-06
75000.0 2.20134E-06
75625.0 2.19243E-06
76250.0 2.18351E-06
77500.0 2.16567E-06
80000.0 2.13000E-06
87500.0 2.03107E-06
90000.0 2.00001E-06
100000 1.90056E-06
106250 2.36351E-06
106500 2.38313E-06
107250 2.44506E-06
108000 2.50701E-06
109500 2.63468E-06
112500 2.90306E-06
112775 2.92818E-06
113522 2.99957E-06
114269 3.07099E-06
115763 3.21807E-06
118750 3.52587E-06
118801 3.53119E-06
118981 3.55082E-06
119160 3.57047E-06
119520 3.60977E-06
120240 3.68837E-06
121679 3.84989E-06
124558 4.18655E-06
125000 4.24107E-06
126154 4.38334E-06
127308 4.53205E-06
129616 4.83321E-06
134233 5.48177E-06
143465 6.96085E-06
143750 7.01188E-06
144531 7.15202E-06
145313 7.29213E-06
146875 7.57623E-06
150000 8.17290E-06
162500 1.09064E-05
175000 1.42280E-05
175230 1.42940E-05
175990 1.45219E-05
176751 1.47500E-05
178272 1.52084E-05
181315 1.61764E-05
187399 1.81994E-05
187500 1.82352E-05
187891 1.83746E-05
188281 1.85140E-05
189063 1.87928E-05
190625 1.93534E-05
193750 2.05294E-05
200000 2.29989E-05
225000 3.08414E-05
249885 4.00007E-05
250000 4.00480E-05
250391 4.02089E-05
250781 4.03697E-05
251563 4.06913E-05
253125 4.13346E-05
256250 4.26213E-05
262500 4.52180E-05
275000 5.07639E-05
300000 6.29977E-05
325000 7.10479E-05
350000 7.94360E-05
375000 8.80843E-05
400000 9.69984E-05
425000 0.000103000
450000 0.000109000
475000 0.000115000
500000 0.000120999
525000 0.000125500
550000 0.000130000
575000 0.000134500
600000 0.000138999
625000 0.000142000
650000 0.000145000
675000 0.000148000
700000 0.000150999
750000 0.000154500
800000 0.000158000
850000 0.000161500
900000 0.000165000
922470 0.000166573
950000 0.000168500
960000 0.000169200
1.00000E+06 0.000172000
1.18921E+06 0.000181868
1.20000E+06 0.000182376
1.35426E+06 0.000189639
1.40000E+06 0.000191633
1.49291E+06 0.000195684
1.60000E+06 0.000199981
1.72795E+06 0.000205115
1.80000E+06 0.000207733
2.00000E+06 0.000215000
2.20000E+06 0.000219000
2.40000E+06 0.000225000
2.60000E+06 0.000232000
2.80000E+06 0.000241000
2.99000E+06 0.000251767
3.00000E+06 0.000252333
3.10000E+06 0.000258000
3.20000E+06 0.000264000
3.23627E+06 0.000264907
3.40000E+06 0.000269000
3.60000E+06 0.000276000
3.79000E+06 0.000285500
3.80000E+06 0.000286000
3.90000E+06 0.000291000
4.00000E+06 0.000291000
4.06980E+06 0.000291233
4.30000E+06 0.000292000
4.40000E+06 0.000294000
4.60000E+06 0.000298000
4.80000E+06 0.000301000
4.82316E+06 0.000301232
5.00000E+06 0.000303000
5.10000E+06 0.000305000
5.20000E+06 0.000307000
5.30000E+06 0.000311000
5.37000E+06 0.000311700
5.38779E+06 0.000311878
5.40000E+06 0.000312000
5.50000E+06 0.000312000
5.52444E+06 0.000311267
5.60000E+06 0.000309000
5.69923E+06 0.000307015
5.70000E+06 0.000307000
5.80000E+06 0.000305000
5.90000E+06 0.000303000
6.00000E+06 0.000301000
6.03610E+06 0.000300278
6.07424E+06 0.000299515
6.10000E+06 0.000299000
6.17000E+06 0.000298300
6.20000E+06 0.000298000
6.21831E+06 0.000297817
6.29246E+06 0.000297075
6.30000E+06 0.000297000
6.40000E+06 0.000295000
6.50000E+06 0.000292000
6.60000E+06 0.000291000
6.70000E+06 0.000290000
6.73420E+06 0.000290342
6.80000E+06 0.000291000
6.90000E+06 0.000292000
6.96000E+06 0.000292600
7.00000E+06 0.000293000
7.10000E+06 0.000294000
7.20000E+06 0.000295000
7.30000E+06 0.000297000
7.40000E+06 0.000298000
7.50000E+06 0.000297000
7.60000E+06 0.000295000
7.76000E+06 0.000292600
7.80000E+06 0.000292000
8.00000E+06 0.000282000
8.36452E+06 0.000270018
8.48528E+06 0.000266049
9.00000E+06 0.000251000
9.34000E+06 0.000245321
9.48683E+06 0.000242868
1.00000E+07 0.000235000
1.01400E+07 0.000233320
1.09300E+07 0.000223840
1.10000E+07 0.000223000
1.17300E+07 0.000215700
1.20000E+07 0.000213000
1.22412E+07 0.000211794
1.30000E+07 0.000208000
1.33100E+07 0.000208000
1.40000E+07 0.000208000
1.41100E+07 0.000208770
1.45987E+07 0.000212191
1.49000E+07 0.000214300
1.50000E+07 0.000215000
1.57000E+07 0.000224100
1.60000E+07 0.000228000
1.70000E+07 0.000249000
1.72900E+07 0.000258280
1.80000E+07 0.000281000
1.80800E+07 0.000284889
1.84932E+07 0.000304977
1.87800E+07 0.000319703
1.90000E+07 0.000331000
1.92452E+07 0.000348981
1.96190E+07 0.000377800
1.96700E+07 0.000381978
2.00000E+07 0.000409000
