Dy-156(n,g) ENDFB-8.0
0.00112500 154.486
0.00115625 152.387
0.00118750 150.372
0.00121875 148.434
0.00125000 146.570
0.00128125 144.774
0.00131250 143.043
0.00134375 141.373
0.00137500 139.760
0.00143750 136.693
0.00150000 133.820
0.00156250 131.121
0.00162500 128.580
0.00168750 126.181
0.00175000 123.912
0.00181250 121.761
0.00187500 119.719
0.00193750 117.777
0.00200000 115.926
0.00209375 113.308
0.00218750 110.859
0.00228125 108.564
0.00237500 106.405
0.00246875 104.371
0.00256250 102.450
0.00265625 100.631
0.00275000 98.9066
0.00284375 97.2681
0.00293750 95.7087
0.00303125 94.2223
0.00312500 92.8034
0.00321875 91.4471
0.00331250 90.1488
0.00340625 88.9046
0.00350000 87.7107
0.00359375 86.5640
0.00368750 85.4614
0.00378125 84.4000
0.00387500 83.3775
0.00396875 82.3915
0.00406250 81.4399
0.00425000 79.6322
0.00443750 77.9405
0.00462500 76.3529
0.00481250 74.8592
0.00500000 73.4504
0.00515625 72.3358
0.00531250 71.2709
0.00546875 70.2520
0.00562500 69.2759
0.00578125 68.3398
0.00593750 67.4410
0.00609375 66.5771
0.00625000 65.7459
0.00640625 64.9453
0.00656250 64.1736
0.00671875 63.4291
0.00687500 62.7101
0.00718750 61.3433
0.00750000 60.0631
0.00781250 58.8608
0.00812500 57.7286
0.00843750 56.6601
0.00875000 55.6496
0.00906250 54.6919
0.00937500 53.7827
0.00968750 52.9181
0.0100000 52.0944
0.0103125 51.3087
0.0106250 50.5580
0.0109375 49.8399
0.0112500 49.1521
0.0115625 48.4926
0.0118750 47.8594
0.0121875 47.2508
0.0125000 46.6654
0.0128125 46.1016
0.0131250 45.5582
0.0134375 45.0340
0.0137500 44.5279
0.0143750 43.5658
0.0150000 42.6649
0.0156250 41.8188
0.0162500 41.0223
0.0168750 40.2707
0.0175000 39.5599
0.0181250 38.8866
0.0187500 38.2474
0.0193750 37.6396
0.0200000 37.0608
0.0206625 36.4765
0.0213250 35.9198
0.0219875 35.3887
0.0226500 34.8813
0.0233125 34.3960
0.0239750 33.9311
0.0246375 33.4853
0.0253000 33.0573
0.0264578 32.3488
0.0276156 31.6858
0.0287734 31.0638
0.0299313 30.4788
0.0310891 29.9273
0.0322469 29.4063
0.0334047 28.9129
0.0345625 28.4449
0.0355274 28.0728
0.0364922 27.7157
0.0374570 27.3726
0.0384219 27.0427
0.0393867 26.7253
0.0403516 26.4194
0.0422813 25.8400
0.0442109 25.2997
0.0461406 24.7944
0.0480703 24.3205
0.0500000 23.8750
0.0515625 23.5331
0.0531250 23.2069
0.0546875 22.8951
0.0562500 22.5967
0.0578125 22.3109
0.0593750 22.0368
0.0609375 21.7737
0.0625000 21.5209
0.0640625 21.2777
0.0656250 21.0436
0.0687500 20.6003
0.0718750 20.1871
0.0750000 19.8007
0.0781250 19.4387
0.0812500 19.0986
0.0843750 18.7784
0.0875000 18.4763
0.0906250 18.1908
0.0937500 17.9204
0.0968750 17.6639
0.100000 17.4202
0.103125 17.1883
0.106250 16.9674
0.109375 16.7566
0.112500 16.5552
0.115625 16.3627
0.118750 16.1784
0.121875 16.0018
0.125000 15.8325
0.128125 15.6700
0.131250 15.5138
0.137500 15.2190
0.143750 14.9452
0.150000 14.6903
0.156250 14.4524
0.162500 14.2300
0.168750 14.0216
0.175000 13.8260
0.181250 13.6420
0.187500 13.4687
0.193750 13.3053
0.200000 13.1510
0.209375 12.9350
0.218750 12.7355
0.228125 12.5510
0.237500 12.3800
0.246875 12.2214
0.256250 12.0739
0.265625 11.9367
0.275000 11.8088
0.284375 11.6895
0.293750 11.5781
0.303125 11.4741
0.312500 11.3769
0.321875 11.2860
0.331250 11.2010
0.340625 11.1216
0.350000 11.0474
0.359375 10.9782
0.368750 10.9138
0.382813 10.8251
0.396875 10.7450
0.410938 10.6732
0.425000 10.6091
0.443750 10.5348
0.462500 10.4722
0.500000 10.3796
0.531250 10.3315
0.562500 10.3066
0.625000 10.3213
0.687500 10.4146
0.750000 10.5816
0.812500 10.8217
0.875000 11.1396
0.937500 11.5367
0.968750 11.7664
1.00000 12.0222
1.03125 12.3039
1.06250 12.6137
1.09375 12.9539
1.12500 13.3273
1.15625 13.7375
1.18750 14.1883
1.21875 14.6843
1.25000 15.2311
1.28125 15.8349
1.31250 16.5035
1.34375 17.2459
1.37500 18.0732
1.40625 18.9987
1.43750 20.0383
1.46875 21.2114
1.50000 22.5385
1.52149 23.5577
1.54297 24.6805
1.56445 25.9205
1.58594 27.2938
1.60742 28.8210
1.62891 30.5266
1.65039 32.4412
1.67188 34.6019
1.69141 36.8183
1.70117 38.0300
1.71094 39.3186
1.72070 40.6912
1.73047 42.1553
1.74024 43.7195
1.75000 45.3930
1.76270 47.7499
1.77539 50.3373
1.78809 53.1889
1.80078 56.3443
1.81348 59.8509
1.82617 63.7635
1.83887 68.1489
1.84522 70.5437
1.85156 73.0879
1.86231 77.7732
1.87305 82.9987
1.88379 88.8535
1.88916 92.0496
1.89453 95.4451
1.89990 99.0571
1.90527 102.905
1.91065 107.009
1.91602 111.395
1.92139 116.087
1.92676 121.116
1.93213 126.516
1.93750 132.323
1.94434 140.373
1.95117 149.256
1.95801 159.093
1.96484 170.028
1.97168 182.230
1.97510 188.870
1.97852 195.906
1.98193 203.372
1.98535 211.303
1.98877 219.738
1.99219 228.720
1.99609 239.716
2.00000 251.568
2.00465 266.902
2.00929 283.746
2.01394 302.295
2.01858 322.777
2.02323 345.452
2.02787 370.619
2.03252 398.619
2.03484 413.803
2.03716 429.839
2.04096 458.084
2.04476 489.031
2.04856 522.978
2.05236 560.209
2.05426 580.168
2.05616 601.059
2.05806 622.931
2.05996 645.826
2.06186 669.782
2.06376 694.839
2.06566 721.035
2.06756 748.403
2.06989 783.507
2.07221 820.452
2.07453 859.313
2.07685 900.092
2.07918 942.844
2.08150 987.537
2.08382 1034.20
2.08614 1082.75
2.08847 1133.19
2.09079 1185.38
2.09311 1239.27
2.09543 1294.68
2.09776 1351.48
2.10008 1409.44
2.10240 1468.34
2.10472 1527.93
2.10662 1576.91
2.10851 1625.95
2.11041 1674.92
2.11230 1723.58
2.11610 1819.24
2.11989 1911.15
2.12414 2007.64
2.12840 2094.47
2.13265 2169.16
2.13691 2229.39
2.14018 2264.68
2.14345 2289.58
2.14673 2303.62
2.15000 2306.52
2.15262 2300.78
2.15524 2287.95
2.15786 2268.19
2.16048 2241.78
2.16309 2209.03
2.16571 2170.35
2.16833 2126.22
2.17095 2077.17
2.17428 2008.44
2.17762 1933.84
2.18095 1854.60
2.18429 1772.01
2.18762 1687.20
2.19095 1601.36
2.19429 1515.49
2.19762 1430.56
2.20286 1300.72
2.20810 1177.61
2.21072 1119.11
2.21334 1062.87
2.21597 1009.00
2.21859 957.568
2.22287 878.692
2.22716 806.379
2.22931 772.626
2.23145 740.450
2.23360 709.796
2.23574 680.617
2.23789 652.852
2.24003 626.473
2.24217 601.413
2.24432 577.615
2.24646 555.014
2.24861 533.574
2.25075 513.229
2.25289 493.924
2.25552 471.659
2.25814 450.774
2.26076 431.178
2.26338 412.786
2.26600 395.517
2.26862 379.292
2.27124 364.041
2.27386 349.702
2.27648 336.200
2.27910 323.483
2.28172 311.496
2.28435 300.190
2.28697 289.517
2.28959 279.434
2.29483 260.885
2.30007 244.251
2.30531 229.294
2.31055 215.803
2.31580 203.605
2.32104 192.540
2.32628 182.482
2.33152 173.314
2.33676 164.941
2.34200 157.274
2.34725 150.240
2.35249 143.776
2.35773 137.826
2.36297 132.336
2.36821 127.267
2.37345 122.577
2.37869 118.234
2.38394 114.205
2.38918 110.465
2.39442 106.990
2.39966 103.758
2.40490 100.750
2.41014 97.9478
2.42063 92.9008
2.43206 88.1391
2.44350 84.0443
2.45494 80.5234
2.46637 77.5016
2.47781 74.9164
2.48925 72.7170
2.50068 70.8601
2.51212 69.3101
2.52165 68.2311
2.53118 67.3304
2.54071 66.5958
2.55024 66.0175
2.55977 65.5868
2.56930 65.2968
2.58836 65.1168
2.59884 65.2352
2.60933 65.5027
2.61981 65.9172
2.63029 66.4772
2.64078 67.1830
2.65126 68.0356
2.66174 69.0373
2.67223 70.1917
2.68271 71.5034
2.69319 72.9782
2.70368 74.6234
2.71416 76.4475
2.72464 78.4609
2.73513 80.6748
2.74561 83.1028
2.75609 85.7604
2.77039 89.7867
2.78468 94.3247
2.79898 99.4379
2.81328 105.203
2.82757 111.714
2.83472 115.284
2.84187 119.084
2.84901 123.134
2.85616 127.453
2.86331 132.062
2.87046 136.985
2.88094 144.833
2.89142 153.514
2.90191 163.143
2.91239 173.855
2.92287 185.815
2.92812 192.322
2.93336 199.215
2.93860 206.528
2.94384 214.292
2.94908 222.547
2.95432 231.331
2.96195 245.154
2.96957 260.358
2.97720 277.136
2.98482 295.711
2.98863 305.756
2.99244 316.352
2.99626 327.542
3.00007 339.373
3.00388 351.892
3.00769 365.156
3.01150 379.224
3.01532 394.163
3.01818 405.987
3.02104 418.371
3.02389 431.357
3.02675 444.983
3.02961 459.292
3.03247 474.330
3.03390 482.140
3.03533 490.147
3.03676 498.367
3.03819 506.797
3.04081 522.842
3.04212 531.164
3.04343 539.686
3.04474 548.427
3.04605 557.381
3.04736 566.568
3.04867 575.983
3.04998 585.647
3.05129 595.554
3.05261 605.727
3.05392 616.159
3.05523 626.876
3.05654 637.870
3.05785 649.160
3.05916 660.755
3.06047 672.676
3.06178 684.914
3.06309 697.500
3.06440 710.427
3.06571 723.726
3.06702 737.390
3.06833 751.452
3.06964 765.905
3.07095 780.785
3.07226 796.084
3.07357 811.839
3.07488 828.043
3.07619 844.736
3.07750 861.909
3.07881 879.592
3.08012 897.803
3.08143 916.573
3.08274 935.894
3.08406 955.814
3.08537 976.321
3.08668 997.468
3.08799 1019.24
3.08930 1041.68
3.09061 1064.81
3.09192 1088.67
3.09323 1113.23
3.09454 1138.58
3.09585 1164.68
3.09716 1191.60
3.09847 1219.33
3.09978 1247.91
3.10109 1277.36
3.10240 1307.74
3.10371 1339.01
3.10502 1371.26
3.10633 1404.46
3.10764 1438.68
3.10895 1473.89
3.11026 1510.18
3.11157 1547.51
3.11288 1585.96
3.11419 1625.50
3.11551 1666.20
3.11682 1708.02
3.11944 1795.25
3.12206 1887.27
3.12468 1984.29
3.12730 2086.34
3.12992 2193.48
3.13254 2305.66
3.13516 2422.95
3.13778 2545.19
3.14040 2672.25
3.14302 2803.85
3.14564 2939.81
3.14826 3079.74
3.15089 3223.19
3.15351 3369.60
3.15613 3518.50
3.15875 3669.16
3.16137 3820.85
3.16399 3972.69
3.16890 4254.73
3.17381 4528.03
3.17872 4785.89
3.18363 5021.31
3.18692 5163.40
3.19022 5290.31
3.19352 5400.25
3.19681 5491.59
3.20011 5562.97
3.20341 5613.32
3.20670 5641.86
3.21000 5648.17
3.21264 5637.14
3.21528 5611.93
3.21791 5572.80
3.22055 5520.15
3.22451 5416.96
3.22846 5286.81
3.23242 5132.44
3.23638 4956.99
3.24033 4763.84
3.24429 4556.68
3.24824 4339.08
3.25220 4114.58
3.25689 3843.87
3.26159 3573.31
3.26628 3307.37
3.27098 3049.81
3.27567 2803.57
3.28036 2570.87
3.28506 2353.16
3.28975 2151.28
3.29445 1965.49
3.29679 1878.60
3.29914 1795.63
3.30149 1716.52
3.30383 1641.17
3.30618 1569.47
3.30853 1501.34
3.31087 1436.59
3.31322 1375.13
3.31557 1316.82
3.31792 1261.53
3.32026 1209.11
3.32261 1159.43
3.32496 1112.35
3.32730 1067.77
3.32965 1025.50
3.33200 985.455
3.33434 947.500
3.33669 911.520
3.33904 877.405
3.34138 845.047
3.34608 785.211
3.35077 731.235
3.35547 682.460
3.36016 638.291
3.36485 598.208
3.36805 572.969
3.37125 549.286
3.37445 527.026
3.37765 506.093
3.38086 486.374
3.38406 467.791
3.38726 450.253
3.39046 433.686
3.39366 418.014
3.39686 403.184
3.40326 375.807
3.40966 351.136
3.41606 328.831
3.42075 313.803
3.42545 299.788
3.43014 286.696
3.43483 274.448
3.43953 262.973
3.44422 252.207
3.44892 242.092
3.45361 232.578
3.45830 223.616
3.46300 215.166
3.46769 207.187
3.47238 199.649
3.48177 185.760
3.49116 173.281
3.50055 162.025
3.50993 151.837
3.51932 142.587
3.52871 134.164
3.53810 126.470
3.54748 119.425
3.55687 112.957
3.56626 107.006
3.57479 101.997
3.58333 97.3352
3.59186 92.9884
3.60040 88.9285
3.60893 85.1304
3.61746 81.5721
3.62600 78.2336
3.63453 75.0972
3.64307 72.1467
3.65160 69.3683
3.66014 66.7487
3.66867 64.2761
3.67720 61.9397
3.68574 59.7298
3.70281 55.6543
3.71219 53.5902
3.72158 51.6402
3.74036 48.0507
3.75913 44.8278
3.77791 41.9232
3.79668 39.2963
3.81546 36.9130
3.83423 34.7439
3.85301 32.7643
3.87690 30.4852
3.90080 28.4414
3.92470 26.6020
3.94859 24.9413
3.97249 23.4364
3.99638 22.0675
4.02028 20.8181
4.04417 19.6749
4.06295 18.8436
4.08172 18.0661
4.10050 17.3378
4.11927 16.6546
4.13805 16.0129
4.15682 15.4095
4.17560 14.8414
4.19437 14.3059
4.21315 13.8005
4.23193 13.3230
4.26948 12.4442
4.30703 11.6552
4.34458 10.9444
4.38554 10.2464
4.42650 9.61883
4.46747 9.05266
4.50843 8.54023
4.54940 8.07513
4.59036 7.65231
4.63132 7.26712
4.67229 6.91420
4.71325 6.58977
4.75422 6.29140
4.79518 6.01663
4.83614 5.76313
4.87711 5.52886
4.91807 5.31200
4.95904 5.11101
5.00000 4.92459
5.04456 4.73663
5.08912 4.56254
5.13367 4.40118
5.17823 4.25151
5.22279 4.11253
5.26735 3.98334
5.31190 3.86315
5.35646 3.75123
5.44558 3.54974
5.53469 3.37447
5.62381 3.22186
5.71292 3.08898
5.81824 2.95416
5.92356 2.84041
6.02888 2.74523
6.13419 2.66663
6.23951 2.60318
6.34483 2.55464
6.45015 2.51815
6.55546 2.49424
6.68509 2.48200
6.78230 2.48520
6.87952 2.49882
6.97674 2.52515
7.07395 2.56442
7.17117 2.61798
7.26838 2.68771
7.36560 2.77618
7.41421 2.82845
7.46282 2.88675
7.53168 2.98086
7.60054 3.09037
7.66940 3.21782
7.73826 3.36639
7.80713 3.53981
7.84156 3.63720
7.87599 3.74280
7.91042 3.85770
7.94485 3.98296
7.97928 4.11966
8.01371 4.26902
8.05827 4.48363
8.10283 4.72590
8.14738 5.00063
8.16966 5.15197
8.19194 5.31372
8.21422 5.48687
8.23650 5.67250
8.25878 5.87179
8.28106 6.08610
8.30333 6.31695
8.32561 6.56602
8.34789 6.83525
8.37017 7.12684
8.39447 7.47352
8.41878 7.85388
8.44308 8.27258
8.46739 8.73507
8.49169 9.24766
8.51599 9.81782
8.54030 10.4545
8.56460 11.1684
8.58688 11.9019
8.60916 12.7237
8.62030 13.1722
8.63144 13.6485
8.64258 14.1551
8.65372 14.6945
8.66486 15.2699
8.67600 15.8843
8.68714 16.5415
8.69828 17.2455
8.70942 18.0010
8.72056 18.8133
8.73169 19.6881
8.74283 20.6324
8.75600 21.8485
8.76916 23.1871
8.78233 24.6657
8.79549 26.3050
8.80866 28.1301
8.82182 30.1707
8.82841 31.2830
8.83499 32.4633
8.84157 33.7175
8.84815 35.0522
8.85929 37.5152
8.86486 38.8537
8.87043 40.2708
8.87600 41.7739
8.88157 43.3698
8.88714 45.0667
8.89271 46.8734
8.89828 48.8008
8.90385 50.8598
8.90942 53.0634
8.91499 55.4256
8.92056 57.9636
8.92613 60.6951
8.93170 63.6422
8.93727 66.8278
8.94132 69.3107
8.94537 71.9464
8.94942 74.7477
8.95347 77.7282
8.95752 80.9051
8.96157 84.2951
8.96562 87.9172
8.96967 91.7912
8.97372 95.9422
8.97777 100.394
8.98183 105.175
8.98588 110.313
8.98993 115.844
8.99398 121.800
8.99803 128.222
9.00208 135.148
9.00765 145.582
9.01043 151.228
9.01322 157.180
9.01600 163.457
9.01879 170.075
9.02157 177.054
9.02436 184.407
9.02714 192.160
9.02993 200.330
9.03271 208.935
9.03550 217.994
9.03828 227.528
9.04107 237.555
9.04385 248.095
9.04664 259.161
9.04917 269.700
9.05170 280.706
9.05423 292.189
9.05676 304.156
9.05929 316.626
9.06183 329.599
9.06436 343.092
9.06689 357.101
9.06942 371.641
9.07195 386.709
9.07448 402.307
9.07702 418.425
9.07955 435.073
9.08208 452.232
9.08461 469.906
9.08714 488.070
9.09018 510.516
9.09322 533.618
9.09600 555.348
9.09879 577.572
9.10157 600.252
9.10436 623.335
9.10714 646.791
9.10993 670.550
9.11271 694.572
9.11550 718.778
9.11828 743.126
9.12107 767.521
9.12664 816.172
9.13221 864.094
9.13777 910.614
9.14350 956.196
9.14922 998.768
9.15645 1047.11
9.16369 1087.95
9.16961 1114.88
9.17553 1135.32
9.18145 1148.84
9.18737 1155.13
9.19000 1155.55
9.19461 1152.80
9.19921 1145.61
9.20382 1134.09
9.20842 1118.41
9.21213 1102.89
9.21584 1084.93
9.21955 1064.70
9.22326 1042.37
9.23068 992.114
9.23810 935.770
9.24223 902.426
9.24635 868.016
9.25460 797.095
9.26285 725.170
9.27110 654.167
9.27935 585.704
9.28759 521.041
9.29172 490.426
9.29584 461.079
9.29997 433.050
9.30409 406.380
9.30822 381.084
9.31234 357.176
9.31647 334.647
9.32059 313.480
9.32472 293.636
9.32884 275.083
9.33296 257.766
9.33709 241.640
9.34103 227.301
9.34496 213.940
9.34890 201.505
9.35284 189.941
9.35677 179.197
9.36071 169.218
9.36465 159.954
9.36858 151.355
9.37252 143.373
9.37646 135.964
9.38040 129.083
9.38433 122.691
9.38827 116.749
9.39221 111.222
9.39614 106.077
9.40008 101.284
9.40420 96.6072
9.40833 92.2557
9.41245 88.2002
9.41658 84.4177
9.42070 80.8835
9.42483 77.5786
9.42895 74.4826
9.43308 71.5796
9.43720 68.8529
9.44132 66.2896
9.44545 63.8755
9.44957 61.6003
9.45782 57.4228
9.46607 53.6839
9.47170 51.3537
9.47732 49.1826
9.48294 47.1553
9.48857 45.2595
9.49419 43.4833
9.49982 41.8169
9.50544 40.2509
9.51107 38.7772
9.51669 37.3882
9.52231 36.0777
9.53356 33.6685
9.54481 31.5080
9.55606 29.5627
9.56431 28.2561
9.57256 27.0404
9.58081 25.9071
9.58906 24.8489
9.59730 23.8591
9.60555 22.9319
9.61380 22.0621
9.62205 21.2450
9.63030 20.4763
9.63855 19.7523
9.64680 19.0695
9.65505 18.4248
9.67154 17.2390
9.68804 16.1752
9.70604 15.1349
9.72404 14.2031
9.74204 13.3651
9.76003 12.6088
9.77803 11.9240
9.79603 11.3018
9.81403 10.7350
9.83202 10.2170
9.85302 9.66712
9.87402 9.16898
9.89501 8.71627
9.91601 8.30370
9.93701 7.92671
9.95801 7.58146
9.97900 7.26454
10.0000 6.97304
10.0202 6.71481
10.0403 6.47577
10.0604 6.25404
10.0806 6.04806
10.1007 5.85641
10.1209 5.67784
10.1611 5.35539
10.2014 5.07290
10.2417 4.82434
10.2820 4.60490
10.3223 4.41060
10.3525 4.27930
10.3827 4.15908
10.4129 4.04881
10.4431 3.94758
10.5035 3.76900
10.5639 3.61779
10.6244 3.48966
10.6848 3.38130
10.7452 3.28995
10.8056 3.21282
10.8660 3.14796
10.9265 3.09410
10.9869 3.05012
11.0473 3.01498
11.1077 2.98782
11.1681 2.96793
11.2286 2.95473
11.2890 2.94773
11.3998 2.94972
11.5105 2.96944
11.6213 3.00571
11.7321 3.05794
11.8428 3.12597
11.9536 3.21009
12.0644 3.31097
12.1752 3.42974
12.2859 3.56794
12.3967 3.72762
12.5075 3.91143
12.6182 4.12274
12.6736 4.24000
12.7290 4.36578
12.7844 4.50084
12.8398 4.64592
12.8952 4.80197
12.9506 4.96994
13.0059 5.15103
13.0613 5.34649
13.1318 5.61846
13.2023 5.91947
13.2728 6.25318
13.3433 6.62470
13.4138 7.04117
13.4843 7.50992
13.5195 7.76650
13.5548 8.03944
13.5900 8.33032
13.6253 8.64059
13.6806 9.17199
13.7360 9.76402
13.7914 10.4264
13.8191 10.7874
13.8468 11.1707
13.8745 11.5781
13.9022 12.0114
13.9299 12.4733
13.9576 12.9661
13.9853 13.4929
14.0130 14.0566
14.0407 14.6609
14.0683 15.3097
14.1011 16.1401
14.1338 17.0478
14.1665 18.0430
14.1993 19.1377
14.2320 20.3465
14.2647 21.6859
14.2974 23.1754
14.3302 24.8379
14.3566 26.3271
14.3830 27.9650
14.4095 29.7737
14.4359 31.7765
14.4623 34.0043
14.4888 36.4908
14.5020 37.8448
14.5152 39.2794
14.5284 40.8036
14.5416 42.4225
14.5517 43.7262
14.5618 45.0947
14.5718 46.5323
14.5819 48.0440
14.5920 49.6349
14.5970 50.4627
14.6021 51.3109
14.6071 52.1836
14.6121 53.0783
14.6172 53.9993
14.6222 54.9439
14.6269 55.8562
14.6316 56.7907
14.6364 57.7502
14.6411 58.7355
14.6458 59.7477
14.6505 60.7877
14.6552 61.8566
14.6600 62.9554
14.6669 64.6256
14.6738 66.3642
14.6807 68.1779
14.6842 69.1142
14.6877 70.0710
14.6927 71.4998
14.6962 72.5124
14.6996 73.5448
14.7031 74.6007
14.7065 75.6807
14.7125 77.6064
14.7155 78.5984
14.7185 79.6106
14.7215 80.6436
14.7245 81.6979
14.7275 82.7741
14.7305 83.8729
14.7339 85.1773
14.7374 86.5101
14.7408 87.8762
14.7443 89.2768
14.7478 90.7130
14.7512 92.1861
14.7547 93.6974
14.7581 95.2484
14.7616 96.8451
14.7651 98.4798
14.7685 100.159
14.7720 101.883
14.7755 103.656
14.7789 105.478
14.7824 107.351
14.7858 109.278
14.7893 111.266
14.7928 113.306
14.7962 115.406
14.7997 117.569
14.8031 119.798
14.8066 122.095
14.8101 124.463
14.8135 126.905
14.8170 129.432
14.8205 132.033
14.8239 134.719
14.8274 137.494
14.8308 140.371
14.8343 143.336
14.8378 146.404
14.8412 149.579
14.8447 152.876
14.8482 156.283
14.8516 159.814
14.8551 163.476
14.8585 167.276
14.8620 171.222
14.8655 175.321
14.8689 179.582
14.8724 184.027
14.8758 188.641
14.8793 193.447
14.8828 198.455
14.8862 203.678
14.8897 209.130
14.8931 214.823
14.8966 220.773
14.9001 227.015
14.9035 233.529
14.9070 240.353
14.9105 247.505
14.9139 255.008
14.9174 262.884
14.9208 271.157
14.9243 279.855
14.9278 289.032
14.9312 298.665
14.9347 308.813
14.9381 319.510
14.9416 330.826
14.9451 342.735
14.9485 355.309
14.9520 368.594
14.9555 382.677
14.9589 397.525
14.9624 413.232
14.9658 429.850
14.9693 447.439
14.9728 466.056
14.9762 485.766
14.9797 506.634
14.9828 526.695
14.9860 547.825
14.9891 570.078
14.9923 593.434
14.9954 618.096
14.9986 644.052
15.0017 671.360
15.0049 699.986
15.0080 730.170
15.0112 761.884
15.0143 795.187
15.0175 830.023
15.0206 866.670
15.0237 904.951
15.0269 945.162
15.0300 987.099
15.0335 1035.65
15.0370 1086.43
15.0404 1139.61
15.0439 1195.25
15.0473 1253.38
15.0508 1314.02
15.0543 1377.19
15.0577 1442.89
15.0612 1511.32
15.0647 1582.05
15.0681 1655.24
15.0716 1730.83
15.0785 1888.95
15.0854 2055.64
15.0923 2230.10
15.0993 2410.46
15.1062 2595.58
15.1131 2782.98
15.1270 3156.54
15.1339 3337.37
15.1408 3510.68
15.1480 3680.69
15.1553 3836.07
15.1625 3974.07
15.1697 4091.88
15.1773 4191.20
15.1849 4263.26
15.1924 4306.35
15.2000 4319.45
15.2028 4316.70
15.2072 4303.70
15.2117 4280.24
15.2162 4246.52
15.2207 4202.83
15.2252 4149.55
15.2296 4087.11
15.2341 4016.02
15.2386 3937.06
15.2446 3818.91
15.2506 3689.17
15.2567 3549.15
15.2627 3401.13
15.2740 3106.16
15.2854 2800.46
15.2968 2494.77
15.3081 2199.00
15.3138 2057.01
15.3195 1920.03
15.3251 1788.67
15.3308 1663.60
15.3365 1544.71
15.3422 1432.43
15.3479 1326.89
15.3535 1228.27
15.3592 1136.14
15.3649 1050.70
15.3706 971.439
15.3762 898.395
15.3824 825.137
15.3886 758.495
15.3917 727.426
15.3948 697.823
15.3979 669.631
15.4010 642.878
15.4041 617.336
15.4072 593.039
15.4134 548.031
15.4196 507.350
15.4258 470.596
15.4315 440.001
15.4371 412.119
15.4428 386.697
15.4485 363.539
15.4542 342.346
15.4598 322.964
15.4655 305.214
15.4712 288.959
15.4769 273.997
15.4826 260.226
15.4882 247.526
15.4939 235.813
15.4996 224.951
15.5053 214.893
