Sm-154(n,tot) ENDFB-8.0
0.00406250 65120.3
0.00425000 63894.7
0.00443750 62753.7
0.00462500 61688.4
0.00481250 60691.5
0.00500000 59756.3
0.00515585 59022.0
0.00531171 58323.6
0.00546756 57658.5
0.00562341 57024.4
0.00564453 56940.7
0.00570313 56711.3
0.00583984 56191.2
0.00597656 55691.3
0.00625000 54747.7
0.00656250 53752.4
0.00687500 52836.0
0.00718750 51989.7
0.00750000 51206.3
0.00781250 50479.3
0.00812500 49803.3
0.00843750 49173.6
0.00875000 48586.0
0.00906250 48037.0
0.00937500 47523.2
0.00968749 47041.9
0.00999999 46590.6
0.0100000 46590.6
0.0100000 46590.6
0.0100001 46590.5
0.0100002 46590.4
0.0100003 46590.2
0.0100006 46589.8
0.0100012 46588.9
0.0100025 46587.2
0.0100049 46583.8
0.0100098 46577.0
0.0100196 46563.3
0.0100391 46536.2
0.0101040 46446.7
0.0101689 46358.5
0.0102986 46185.3
0.0105581 45852.3
0.0110772 45235.4
0.0115962 44678.2
0.0121153 44174.4
0.0121153 44174.4
0.0121154 44174.3
0.0121154 44174.3
0.0121155 44174.2
0.0121157 44174.0
0.0121161 44173.7
0.0121168 44173.0
0.0121183 44171.6
0.0121213 44168.8
0.0121273 44163.3
0.0121394 44152.2
0.0121634 44130.2
0.0122476 44053.9
0.0123317 43978.8
0.0125000 43832.2
0.0130445 43389.4
0.0135890 42991.0
0.0141335 42632.8
0.0146780 42311.5
0.0146780 42311.5
0.0146781 42311.4
0.0146782 42311.4
0.0146783 42311.3
0.0146786 42311.1
0.0146793 42310.8
0.0146805 42310.1
0.0146831 42308.7
0.0146881 42305.9
0.0146981 42300.3
0.0147183 42289.1
0.0147585 42266.9
0.0148793 42201.4
0.0150000 42137.5
0.0153125 41979.5
0.0156250 41831.5
0.0162500 41564.2
0.0168750 41332.5
0.0175000 41133.5
0.0177828 41053.7
0.0177828 41053.7
0.0177829 41053.6
0.0177829 41053.6
0.0177831 41053.6
0.0177833 41053.5
0.0177838 41053.4
0.0177847 41053.1
0.0177866 41052.6
0.0177904 41051.6
0.0177979 41049.6
0.0178130 41045.5
0.0178433 41037.4
0.0179339 41013.4
0.0180246 40990.1
0.0182715 40929.7
0.0185185 40873.6
0.0190123 40773.9
0.0195062 40690.4
0.0200000 40622.1
0.0206625 40553.4
0.0213250 40509.5
0.0215616 40499.5
0.0224962 40488.5
0.0234308 40520.3
0.0243654 40592.4
0.0253000 40702.6
0.0261132 40828.1
0.0266870 40932.7
0.0272607 41050.2
0.0278344 41180.3
0.0284082 41322.8
0.0289819 41477.6
0.0295557 41644.3
0.0307031 42013.2
0.0316283 42344.5
0.0325548 42706.3
0.0334813 43097.7
0.0344079 43518.8
0.0353344 43969.3
0.0360792 44353.0
0.0368240 44755.8
0.0375688 45177.9
0.0383136 45619.4
0.0395256 46379.8
0.0401315 46779.7
0.0407375 47192.8
0.0414473 47693.9
0.0421571 48213.6
0.0428670 48752.2
0.0435768 49309.9
0.0442866 49887.1
0.0449964 50483.9
0.0457062 51100.8
0.0464160 51738.0
0.0466642 51965.7
0.0474982 52749.3
0.0483321 53562.2
0.0491661 54404.8
0.0500000 55277.6
0.0507793 56121.2
0.0515586 56992.1
0.0523379 57890.9
0.0531173 58818.0
0.0538966 59773.8
0.0546759 60758.6
0.0554552 61773.1
0.0562345 62817.3
0.0570148 63893.2
0.0577095 64876.7
0.0584041 65884.6
0.0590988 66916.9
0.0597934 67973.9
0.0604881 69055.5
0.0611827 70161.6
0.0618774 71292.3
0.0625720 72447.3
0.0632667 73626.4
0.0639613 74829.3
0.0646560 76055.7
0.0653506 77304.9
0.0660453 78576.5
0.0667399 79869.6
0.0681292 82517.0
0.0681515 82560.1
0.0682012 82656.2
0.0682508 82752.4
0.0683502 82945.2
0.0685489 83331.7
0.0689462 84109.2
0.0697409 85680.7
0.0705356 87272.5
0.0709330 88075.1
0.0713303 88881.9
0.0717277 89692.5
0.0721250 90506.3
0.0725224 91323.2
0.0729198 92142.6
0.0733171 92964.2
0.0737145 93787.3
0.0741118 94611.7
0.0745092 95436.7
0.0750111 96479.1
0.0755131 97520.6
0.0760150 98560.2
0.0765170 99596.5
0.0770189 100628
0.0775209 101655
0.0780228 102674
0.0785248 103684
0.0790267 104685
0.0795287 105674
0.0805326 107611
0.0815365 109484
0.0825404 111280
0.0825404 111280
0.0825405 111280
0.0825405 111280
0.0825406 111280
0.0825408 111280
0.0825411 111281
0.0825418 111282
0.0825432 111285
0.0825460 111290
0.0825516 111299
0.0825628 111319
0.0825852 111358
0.0826383 111450
0.0826913 111542
0.0827974 111725
0.0830095 112088
0.0834337 112801
0.0842821 114171
0.0851306 115459
0.0859790 116657
0.0868274 117758
0.0876759 118753
0.0885243 119636
0.0893728 120401
0.0901159 120968
0.0908591 121436
0.0916023 121801
0.0923455 122060
0.0930887 122212
0.0938318 122255
0.0945750 122187
0.0953182 122007
0.0958137 121826
0.0965568 121462
0.0973000 120989
0.0979750 120464
0.0984812 120013
0.0989874 119514
0.0994937 118967
0.0999999 118373
0.100000 118373
0.100000 118372
0.100001 118372
0.100001 118372
0.100002 118371
0.100004 118368
0.100007 118364
0.100014 118355
0.100028 118338
0.100057 118303
0.100114 118233
0.100227 118092
0.100503 117737
0.100779 117370
0.101332 116595
0.101884 115771
0.102437 114897
0.102989 113978
0.103542 113013
0.104094 112006
0.104646 110959
0.105751 108752
0.106856 106411
0.107961 103954
0.109066 101400
0.109821 99606.9
0.110577 97783.3
0.112088 94065.1
0.113598 90287.5
0.115109 86489.3
0.116620 82705.2
0.118131 78965.3
0.119642 75295.1
0.121153 71715.6
0.121153 71715.1
0.121154 71713.7
0.121154 71712.3
0.121156 71709.5
0.121158 71703.9
0.121163 71692.9
0.121172 71671.0
0.121191 71626.9
0.121245 71500.7
0.121299 71374.9
0.121407 71123.7
0.121623 70623.1
0.122055 69628.7
0.122919 67668.5
0.123783 65748.3
0.124647 63870.1
0.125511 62034.9
0.126375 60244.0
0.127240 58498.3
0.128104 56798.4
0.128980 55121.8
0.129855 53492.7
0.130731 51910.8
0.131607 50375.9
0.132483 48887.4
0.133359 47444.8
0.134235 46047.4
0.135111 44694.5
0.135873 43552.0
0.136636 42441.9
0.137399 41363.5
0.138161 40316.2
0.138924 39299.2
0.139686 38311.8
0.140449 37353.4
0.141212 36423.2
0.141905 35601.2
0.142598 34801.5
0.143291 34023.2
0.143985 33266.1
0.144678 32529.2
0.145371 31812.4
0.146064 31114.9
0.146758 30436.3
0.146780 30414.7
0.146780 30414.5
0.146781 30413.9
0.146781 30413.4
0.146782 30412.4
0.146785 30410.3
0.146789 30406.1
0.146797 30397.8
0.146815 30381.2
0.146849 30347.8
0.146987 30216.1
0.147124 30085.2
0.147398 29825.4
0.147947 29314.3
0.149045 28324.5
0.150143 27376.6
0.151240 26468.7
0.152338 25598.8
0.153436 24765.5
0.154534 23966.7
0.155631 23201.2
0.156394 22688.1
0.157157 22189.7
0.157919 21705.6
0.158682 21235.2
0.159444 20778.3
0.160207 20334.2
0.160970 19902.6
0.161732 19483.2
0.162495 19075.4
0.163257 18679.0
0.164020 18293.5
0.164782 17918.6
0.165545 17553.9
0.166308 17199.2
0.167070 16854.0
0.167833 16518.2
0.169082 15987.3
0.170332 15479.3
0.171581 14993.0
0.172830 14527.3
0.174080 14081.2
0.175329 13653.6
0.176579 13243.7
0.177828 12850.5
0.177828 12850.4
0.177829 12850.3
0.177829 12850.1
0.177830 12849.8
0.177833 12849.1
0.177837 12847.8
0.177845 12845.1
0.177863 12839.8
0.177897 12829.1
0.178035 12787.0
0.178172 12745.0
0.178447 12661.7
0.178996 12497.2
0.180095 12177.1
0.181194 11868.2
0.182293 11570.1
0.183392 11282.2
0.184491 11004.3
0.185590 10735.7
0.186689 10476.3
0.188215 10130.5
0.189740 9800.45
0.191265 9485.30
0.192790 9184.22
0.194315 8896.39
0.195841 8621.11
0.197366 8357.71
0.198891 8105.55
0.200000 7928.87
0.200870 7794.03
0.201741 7662.42
0.202611 7533.94
0.203482 7408.51
0.205222 7166.39
0.206963 6935.40
0.208704 6714.87
0.210445 6504.24
0.212185 6302.92
0.213926 6110.42
0.215443 5949.48
0.215443 5949.46
0.215444 5949.41
0.215444 5949.37
0.215445 5949.28
0.215446 5949.12
0.215450 5948.78
0.215456 5948.11
0.215469 5946.77
0.215495 5944.08
0.215547 5938.71
0.215707 5922.14
0.215866 5905.64
0.216186 5872.83
0.216826 5808.00
0.218105 5681.40
0.219385 5558.73
0.220664 5439.84
0.221943 5324.59
0.223223 5212.84
0.224502 5104.45
0.225781 4999.30
0.227393 4871.26
0.229004 4747.95
0.230615 4629.12
0.232227 4514.58
0.233838 4404.13
0.235449 4297.58
0.237061 4194.76
0.238672 4095.52
0.240869 3965.64
0.243067 3841.73
0.245264 3723.44
0.247461 3610.45
0.249658 3502.45
0.251856 3399.18
0.254053 3300.35
0.256250 3205.74
0.258633 3107.63
0.261016 3013.93
0.261016 3013.93
0.261017 3013.90
0.261017 3013.88
0.261018 3013.84
0.261021 3013.75
0.261025 3013.58
0.261034 3013.23
0.261052 3012.54
0.261088 3011.16
0.261160 3008.40
0.261377 3000.12
0.261593 2991.89
0.262025 2975.52
0.262890 2943.18
0.264620 2880.06
0.266350 2818.95
0.268080 2759.78
0.269810 2702.46
0.271540 2646.92
0.273270 2593.09
0.275000 2540.91
0.276611 2493.73
0.278223 2447.87
0.279834 2403.29
0.281445 2359.93
0.283057 2317.76
0.284668 2276.74
0.286279 2236.83
0.287891 2197.99
0.289502 2160.17
0.291113 2123.36
0.292725 2087.51
0.294336 2052.59
0.295947 2018.57
0.297559 1985.43
0.299170 1953.13
0.300781 1921.65
0.302712 1884.96
0.304643 1849.37
0.306574 1814.82
0.308505 1781.30
0.310436 1748.74
0.312366 1717.13
0.314297 1686.42
0.316228 1656.59
0.316228 1656.59
0.316229 1656.58
0.316229 1656.57
0.316230 1656.56
0.316232 1656.53
0.316236 1656.48
0.316243 1656.36
0.316258 1656.14
0.316287 1655.69
0.316346 1654.80
0.316463 1653.02
0.316731 1648.96
0.316998 1644.92
0.317534 1636.90
0.318604 1621.03
0.320746 1590.03
0.322887 1559.98
0.325028 1530.86
0.327170 1502.61
0.329311 1475.21
0.331453 1448.63
0.333594 1422.84
0.335645 1398.85
0.337695 1375.53
0.339746 1352.85
0.341797 1330.81
0.343848 1309.36
0.345899 1288.50
0.347949 1268.21
0.350000 1248.46
0.353691 1214.23
0.357382 1181.62
0.361073 1150.53
0.364763 1120.87
0.368454 1092.57
0.372145 1065.56
0.375836 1039.76
0.379527 1015.11
0.383119 992.171
0.383119 992.169
0.383120 992.166
0.383120 992.163
0.383121 992.156
0.383123 992.143
0.383128 992.116
0.383136 992.062
0.383153 991.955
0.383188 991.742
0.383256 991.314
0.383393 990.461
0.383897 987.335
0.384400 984.228
0.385408 978.072
0.387422 965.982
0.391451 942.668
0.395480 920.458
0.399509 899.292
0.403538 879.116
0.407567 859.879
0.411596 841.534
0.415625 824.038
0.420313 804.699
0.425000 786.397
0.429895 768.333
0.434790 751.284
0.439685 735.197
0.444580 720.023
0.449474 705.719
0.454369 692.243
0.459264 679.559
0.464159 667.634
0.464426 667.004
0.464693 666.377
0.465245 665.088
0.465797 663.808
0.466900 661.276
0.469107 656.321
0.473520 646.836
0.477933 637.902
0.482347 629.503
0.486760 621.622
0.491173 614.241
0.500000 600.922
0.507793 590.694
0.515585 581.846
0.523378 574.345
0.531171 568.168
0.535067 565.571
0.538963 563.300
0.542859 561.355
0.546756 559.737
0.550652 558.448
0.554548 557.491
0.562341 556.588
0.562546 556.583
0.562752 556.578
0.563344 556.571
0.563937 556.572
0.565123 556.599
0.567494 556.749
0.572236 557.443
0.576979 558.671
0.581721 560.443
0.586463 562.773
0.591206 565.677
0.600690 573.287
0.610175 583.474
0.619660 596.481
0.629144 612.613
0.638629 632.263
0.643295 643.371
0.647961 655.522
0.652627 668.796
0.657292 683.275
0.659625 690.997
0.661958 699.056
0.664291 707.467
0.666624 716.242
0.668957 725.398
0.671290 734.950
0.675956 755.314
0.681417 781.454
0.684900 799.541
0.688382 818.826
0.691865 839.397
0.695347 861.352
0.698830 884.797
0.702312 909.849
0.705795 936.636
0.709277 965.302
0.715109 1017.95
0.720940 1077.17
0.726772 1143.98
0.729688 1180.62
0.732604 1219.64
0.735519 1261.25
0.738435 1305.66
0.741351 1353.12
0.744267 1403.91
0.747183 1458.33
0.750098 1516.72
0.753014 1579.45
0.755930 1646.95
0.759596 1739.32
0.763261 1841.05
0.766927 1953.39
0.770593 2077.79
0.772426 2145.03
0.774258 2215.94
0.776091 2290.79
0.777924 2369.82
0.779757 2453.37
0.781590 2541.74
0.783423 2635.28
0.785255 2734.37
0.788179 2904.93
0.791102 3092.46
0.792564 3193.22
0.794026 3299.01
0.795487 3410.11
0.796949 3526.81
0.798411 3649.46
0.799872 3778.37
0.801334 3913.88
0.802796 4056.35
0.804257 4206.16
0.805719 4363.66
0.807181 4529.25
0.808642 4703.29
0.810738 4968.31
0.812833 5252.60
0.814928 5557.21
0.817023 5883.12
0.819118 6231.16
0.821214 6601.97
0.823309 6995.97
0.825404 7413.26
0.825404 7413.30
0.825405 7413.40
0.825405 7413.50
0.825406 7413.71
0.825408 7414.10
0.825412 7414.90
0.825420 7416.47
0.825435 7419.65
0.825466 7425.98
0.825528 7438.68
0.825652 7464.12
0.825899 7515.25
0.826499 7640.48
0.827098 7767.57
0.828297 8027.26
0.830696 8568.00
0.833094 9135.38
0.835492 9726.20
0.837890 10336.3
0.840289 10960.2
0.845085 12222.8
0.847969 12969.3
0.850853 13686.7
0.853736 14357.6
0.856620 14964.1
0.859504 15489.0
0.862388 15916.5
0.865271 16233.2
0.868155 16428.9
0.870078 16488.9
0.872000 16491.2
0.873923 16436.1
0.875845 16324.2
0.877407 16192.6
0.878969 16026.1
0.880531 15826.0
0.882093 15594.5
0.885217 15045.4
0.888341 14398.3
0.891465 13674.7
0.894589 12896.7
0.897714 12085.9
0.900838 11262.5
0.905117 10146.1
0.909396 9075.72
0.911535 8566.27
0.913675 8077.23
0.915814 7610.20
0.917954 7166.26
0.920043 6755.61
0.922132 6367.74
0.924221 6002.44
0.926310 5659.31
0.928400 5337.69
0.930489 5036.80
0.932578 4755.70
0.934667 4493.39
0.936471 4281.15
0.938275 4081.47
0.940080 3893.63
0.941884 3716.98
0.943688 3550.82
0.945492 3394.54
0.947297 3247.50
0.949101 3109.11
0.950905 2978.81
0.952709 2856.08
0.954514 2740.41
0.956318 2631.33
0.958122 2528.39
0.959926 2431.21
0.961731 2339.38
0.963535 2252.55
0.965624 2157.83
0.967713 2068.89
0.969802 1985.31
0.971891 1906.68
0.973980 1832.63
0.976069 1762.84
0.978159 1696.99
0.980248 1634.81
0.982337 1576.03
0.984426 1520.41
0.988604 1417.82
0.992782 1325.51
0.996960 1242.16
0.999999 1186.54
1.00000 1186.52
1.00000 1186.45
1.00001 1186.38
1.00002 1186.24
1.00003 1185.97
1.00006 1185.43
1.00012 1184.33
1.00034 1180.59
1.00055 1176.87
1.00098 1169.49
1.00183 1154.93
1.00353 1126.67
1.00693 1073.28
1.01033 1023.74
1.01374 977.702
1.01714 934.828
1.02054 894.856
1.02394 857.509
1.02735 822.581
1.03272 771.855
1.03809 725.939
1.04346 684.243
1.04883 646.265
1.05420 611.576
1.05957 579.805
1.06494 550.632
1.07031 523.777
1.07569 498.993
1.08106 476.078
1.08643 454.840
1.09180 435.117
1.09717 416.765
1.10254 399.660
1.10791 383.689
1.11328 368.754
1.11865 354.766
1.12402 341.645
1.12940 329.322
1.13477 317.730
1.14014 306.813
1.14551 296.519
1.15625 277.611
1.16316 266.512
1.17007 256.155
1.17698 246.474
1.18389 237.408
1.19080 228.905
1.19771 220.916
1.20462 213.398
1.21153 206.317
1.21153 206.315
1.21154 206.310
1.21154 206.305
1.21155 206.296
1.21157 206.277
1.21161 206.239
1.21168 206.165
1.21183 206.016
1.21213 205.717
1.21332 204.551
1.21450 203.397
1.21687 201.122
1.22160 196.706
1.23107 188.370
1.24053 180.643
1.25000 173.464
1.26074 165.910
1.27149 158.922
1.28223 152.439
1.29297 146.413
1.30371 140.801
1.31445 135.565
1.32520 130.671
1.33594 126.089
1.34668 121.790
1.35742 117.752
1.36817 113.952
1.37891 110.371
1.40039 103.797
1.42188 97.9099
1.44484 92.2657
1.46780 87.1965
1.46780 87.1961
1.46781 87.1944
1.46782 87.1928
1.46783 87.1894
1.46786 87.1829
1.46793 87.1697
1.46805 87.1434
1.46831 87.0907
1.46881 86.9857
1.47076 86.5810
1.47271 86.1801
1.47661 85.3883
1.48440 83.8452
1.50000 80.9113
1.51563 78.1592
1.53125 75.5785
1.54688 73.1561
1.56250 70.8789
1.59375 66.7023
1.62500 62.9592
1.65625 59.5943
1.68750 56.5567
1.71875 53.8025
1.75000 51.2933
1.77828 49.2082
1.77828 49.2080
1.77829 49.2076
1.77829 49.2072
1.77831 49.2063
1.77833 49.2046
1.77838 49.2013
1.77847 49.1947
1.77866 49.1813
1.77904 49.1546
1.77979 49.1012
1.78151 48.9802
1.78323 48.8598
1.78668 48.6208
1.79356 48.1498
1.80732 47.2347
1.83485 45.5046
1.86237 43.8949
1.88990 42.3943
1.91742 40.9914
1.94495 39.6776
1.97248 38.4465
2.00000 37.2925
2.03861 35.7875
2.07722 34.3986
2.11582 33.1154
2.15443 31.9316
2.15443 31.9315
2.15444 31.9313
2.15445 31.9311
2.15446 31.9307
2.15449 31.9299
2.15454 31.9284
2.15464 31.9252
2.15486 31.9190
2.15528 31.9064
2.15614 31.8814
2.15784 31.8315
2.16389 31.6558
2.16994 31.4823
2.18204 31.1417
2.20624 30.4844
2.25465 29.2546
2.30305 28.1304
2.35145 27.1015
2.39985 26.1584
2.44826 25.2927
2.49666 24.4973
2.54506 23.7677
2.61016 22.8740
2.61016 22.8740
2.61017 22.8739
2.61018 22.8738
2.61019 22.8736
2.61022 22.8732
2.61028 22.8725
2.61039 22.8710
2.61062 22.8680
2.61107 22.8621
2.61198 22.8503
2.61381 22.8266
2.61809 22.7713
2.62238 22.7165
2.63095 22.6082
2.64809 22.3971
2.68237 21.9954
2.75092 21.2581
2.81948 20.6109
2.88804 20.0435
2.95660 19.5467
3.02516 19.1196
3.05944 18.9317
3.09372 18.7587
3.11086 18.6786
3.12800 18.6028
3.14514 18.5308
3.16228 18.4629
3.16570 18.4498
3.16913 18.4370
3.17838 18.4031
3.18764 18.3706
3.20615 18.3099
3.22467 18.2544
3.24318 18.2039
3.31724 18.0504
3.37969 17.9859
3.44215 17.9847
3.50460 18.0519
3.56706 18.1946
3.62951 18.4219
3.69197 18.7460
3.70758 18.8439
3.72319 18.9492
3.73100 19.0046
3.73881 19.0620
3.74661 19.1213
3.75442 19.1827
3.76223 19.2461
3.76613 19.2785
3.77003 19.3115
3.77394 19.3450
3.77784 19.3791
3.78565 19.4488
3.79346 19.5208
3.80126 19.5951
3.80907 19.6717
3.81688 19.7508
3.83119 19.9026
3.83381 19.9314
3.83642 19.9604
3.84504 20.0583
3.85365 20.1596
3.87088 20.3732
3.88812 20.6016
3.90535 20.8454
3.93981 21.3823
3.97427 21.9922
4.00873 22.6858
4.04319 23.4778
4.07766 24.3845
4.11212 25.4239
4.14051 26.3954
4.16890 27.4875
4.19729 28.7186
4.22567 30.1112
4.25406 31.6924
4.28245 33.4954
4.29665 34.4925
4.31084 35.5610
4.32503 36.7075
4.33923 37.9393
4.35768 39.6821
4.37613 41.6049
4.39459 43.7333
4.41304 46.0980
4.43149 48.7353
4.44994 51.6880
4.46840 55.0076
4.47762 56.8238
4.48685 58.7562
4.50313 62.4812
4.51941 66.6641
4.52755 68.9511
4.53569 71.3830
4.54383 73.9727
4.55197 76.7335
4.56012 79.6817
4.56826 82.8339
4.57640 86.2102
4.58454 89.8316
4.59268 93.7238
4.60082 97.9137
4.60896 102.434
4.61710 107.320
4.62322 111.261
4.62934 115.453
4.63547 119.916
4.64159 124.676
4.64159 124.678
4.64160 124.682
4.64160 124.686
4.64161 124.694
4.64163 124.711
4.64167 124.744
4.64176 124.809
4.64192 124.942
4.64225 125.206
4.64290 125.736
4.64421 126.810
4.64682 129.002
4.65533 136.584
4.66383 144.937
4.67233 154.170
4.68084 164.415
4.68934 175.832
4.69359 182.039
4.69784 188.612
4.70209 195.585
4.70635 202.989
4.71060 210.864
4.71485 219.250
4.71870 227.322
4.72254 235.891
4.72639 245.001
4.73024 254.700
4.73409 265.041
4.73794 276.086
4.74178 287.902
4.74563 300.561
4.74948 314.155
4.75333 328.777
4.75718 344.535
4.76102 361.546
4.76487 379.957
4.76872 399.918
4.77257 421.603
4.77641 445.201
4.77890 461.559
4.78138 478.873
4.78387 497.210
4.78635 516.647
4.78883 537.261
4.79132 559.137
4.79380 582.366
4.79629 607.043
4.79877 633.269
4.80125 661.151
4.80374 690.801
4.80622 722.336
4.80871 755.878
4.81119 791.556
4.81367 829.500
4.81616 869.845
4.81811 903.324
4.82006 938.439
4.82201 975.257
4.82396 1013.83
4.82592 1054.26
4.82787 1096.59
4.83177 1187.22
4.83568 1286.26
4.83958 1394.11
4.84348 1511.21
4.84739 1637.80
4.85129 1774.11
4.85519 1920.11
4.85910 2075.75
4.86300 2240.60
4.86690 2414.23
4.87081 2595.77
4.87471 2784.29
4.87861 2978.44
4.88713 3414.00
4.89565 3849.32
4.90003 4065.73
4.90442 4272.22
4.90880 4465.20
4.91319 4641.06
4.91628 4753.02
4.91938 4853.68
4.92247 4942.02
4.92556 5017.11
4.92866 5078.20
4.93175 5124.64
4.93485 5155.91
4.93794 5171.70
4.94000 5173.54
4.94206 5168.41
4.94542 5145.32
4.94877 5104.24
4.95212 5045.69
4.95547 4970.46
4.95882 4879.44
4.96217 4773.82
4.96552 4654.80
4.96888 4523.85
4.97370 4317.11
4.97853 4093.35
4.98336 3857.27
4.98819 3613.55
5.00000 3011.91
5.00750 2644.74
5.01125 2469.67
5.01500 2301.64
5.01875 2141.27
5.02251 1989.15
5.02626 1845.63
5.03001 1710.91
5.03376 1584.98
5.03751 1467.77
5.04126 1359.10
5.04501 1258.70
5.04876 1166.17
5.05251 1081.15
5.05626 1003.18
5.06001 931.828
5.06240 889.635
5.06479 849.808
5.06717 812.227
5.06956 776.791
5.07195 743.354
5.07433 711.821
5.07672 682.084
5.07911 654.050
5.08149 627.595
5.08388 602.635
5.08627 579.080
5.08865 556.852
5.09104 535.850
5.09343 516.005
5.09581 497.244
5.09820 479.506
5.10195 453.515
5.10570 429.640
5.10945 407.671
5.11320 387.426
5.11695 368.726
5.12070 351.425
5.12446 335.390
5.12821 320.504
5.13196 306.653
5.13571 293.745
5.13946 281.695
5.14321 270.431
5.14696 259.878
5.15071 249.981
5.15446 240.681
5.15821 231.934
5.16196 223.691
5.16571 215.915
5.17321 201.626
5.18071 188.819
5.18822 177.291
5.19572 166.872
5.20322 157.422
5.21072 148.821
5.21822 140.969
5.22504 134.407
5.23186 128.338
5.23868 122.711
5.24550 117.485
5.25232 112.621
5.25914 108.087
5.26596 103.853
5.27277 99.8924
5.27959 96.1821
5.28641 92.7021
5.29323 89.4326
5.30005 86.3580
5.30687 83.4622
5.31369 80.7324
5.32733 75.7217
5.33619 72.7533
5.34506 69.9882
5.35392 67.4083
5.36278 64.9976
5.37165 62.7420
5.38051 60.6285
5.38937 58.6458
5.39823 56.7834
5.41596 53.3831
5.43369 50.3636
5.45141 47.6721
5.46914 45.2653
5.48842 42.9285
5.50771 40.8475
5.52699 38.9901
5.54627 37.3296
5.56556 35.8431
5.58484 34.5117
5.60413 33.3195
5.62341 32.2530
5.62341 32.2529
5.62342 32.2527
5.62342 32.2524
5.62343 32.2519
5.62345 32.2510
5.62349 32.2491
5.62356 32.2453
5.62370 32.2376
5.62400 32.2224
