B-11(n,tot) ENDFB-8.0
0.000875000 10.0827
0.000906250 9.94347
0.000937500 9.81178
0.000968750 9.68700
0.00100000 9.56859
0.00103125 9.45604
0.00106250 9.34891
0.00109375 9.24680
0.00112500 9.14935
0.00115625 9.05625
0.00118750 8.96718
0.00121875 8.88189
0.00125000 8.80013
0.00128122 8.72175
0.00131244 8.64647
0.00134366 8.57410
0.00137489 8.50447
0.00143733 8.37282
0.00149977 8.25039
0.00150000 8.24995
0.00150073 8.24857
0.00150147 8.24718
0.00150293 8.24442
0.00150586 8.23890
0.00151172 8.22793
0.00152344 8.20619
0.00154688 8.16354
0.00159375 8.08143
0.00164063 8.00328
0.00168750 7.92883
0.00168859 7.92714
0.00169243 7.92120
0.00169627 7.91529
0.00170394 7.90353
0.00171930 7.88029
0.00175000 7.83484
0.00181250 7.74639
0.00187500 7.66300
0.00193750 7.58423
0.00200000 7.50971
0.00209375 7.40516
0.00209443 7.40443
0.00209699 7.40169
0.00209955 7.39895
0.00210467 7.39350
0.00211492 7.38266
0.00213540 7.36126
0.00217638 7.31950
0.00225832 7.23996
0.00234027 7.16530
0.00242222 7.09508
0.00250416 7.02890
0.00258611 6.96644
0.00266805 6.90739
0.00275000 6.85147
0.00284281 6.79161
0.00293563 6.73515
0.00302844 6.68180
0.00312125 6.63131
0.00321406 6.58346
0.00330688 6.53805
0.00339969 6.49489
0.00349250 6.45383
0.00350000 6.45060
0.00352344 6.44058
0.00354688 6.43069
0.00359375 6.41125
0.00368750 6.37374
0.00378125 6.33794
0.00387500 6.30374
0.00396875 6.27104
0.00406250 6.23973
0.00425000 6.18098
0.00443750 6.12687
0.00462500 6.07688
0.00481250 6.03056
0.00500000 5.98753
0.00515625 5.95393
0.00531250 5.92222
0.00546875 5.89223
0.00562500 5.86384
0.00578125 5.83692
0.00593750 5.81136
0.00609375 5.78706
0.00625000 5.76393
0.00640625 5.74189
0.00656250 5.72087
0.00671875 5.70079
0.00687500 5.68160
0.00718750 5.64566
0.00750000 5.61264
0.00781250 5.58220
0.00812500 5.55406
0.00843750 5.52796
0.00875000 5.50370
0.00906250 5.48108
0.00937500 5.45996
0.00968750 5.44018
0.0100000 5.42162
0.0103076 5.40444
0.0106151 5.38825
0.0109227 5.37297
0.0112303 5.35851
0.0112500 5.35761
0.0113281 5.35408
0.0114063 5.35059
0.0115625 5.34375
0.0118750 5.33062
0.0121875 5.31816
0.0125000 5.30632
0.0131250 5.28432
0.0137500 5.26430
0.0143750 5.24603
0.0150000 5.22926
0.0156250 5.21384
0.0162500 5.19960
0.0168750 5.18641
0.0175000 5.17416
0.0181231 5.16278
0.0187462 5.15216
0.0187500 5.15210
0.0187598 5.15194
0.0187695 5.15178
0.0187891 5.15146
0.0188281 5.15082
0.0189063 5.14955
0.0190625 5.14703
0.0193750 5.14213
0.0200000 5.13279
0.0206625 5.12350
0.0213250 5.11479
0.0219875 5.10660
0.0226500 5.09889
0.0239750 5.08474
0.0253000 5.07207
0.0261684 5.06446
0.0270367 5.05733
0.0279051 5.05065
0.0287734 5.04437
0.0305102 5.03288
0.0322469 5.02263
0.0339836 5.01342
0.0357203 5.00510
0.0374570 4.99755
0.0391938 4.99067
0.0405445 4.98572
0.0418953 4.98110
0.0445969 4.97268
0.0472984 4.96521
0.0500000 4.95856
0.0531250 4.95170
0.0562500 4.94559
0.0593750 4.94013
0.0625000 4.93521
0.0656250 4.93076
0.0687500 4.92671
0.0718750 4.92302
0.0750000 4.91962
0.0781250 4.91650
0.0812500 4.91362
0.0843750 4.91095
0.0875000 4.90847
0.0937500 4.90400
0.100000 4.90009
0.106250 4.89664
0.112500 4.89356
0.118750 4.89081
0.125000 4.88833
0.131244 4.88609
0.137489 4.88405
0.143733 4.88219
0.149977 4.88048
0.150000 4.88047
0.150073 4.88045
0.150147 4.88044
0.150293 4.88040
0.150586 4.88032
0.151172 4.88017
0.152344 4.87987
0.154688 4.87928
0.159375 4.87816
0.168750 4.87610
0.168859 4.87608
0.169243 4.87600
0.169627 4.87592
0.170394 4.87576
0.171929 4.87545
0.175000 4.87485
0.187500 4.87259
0.200000 4.87062
0.209375 4.86929
0.209443 4.86928
0.209699 4.86925
0.209955 4.86921
0.210467 4.86914
0.211492 4.86901
0.213540 4.86874
0.217638 4.86821
0.225832 4.86722
0.242222 4.86544
0.258611 4.86389
0.275000 4.86251
0.293563 4.86114
0.312125 4.85993
0.330688 4.85886
0.349250 4.85789
0.350000 4.85786
0.352344 4.85774
0.354688 4.85763
0.359375 4.85741
0.368750 4.85699
0.387500 4.85620
0.406250 4.85548
0.425000 4.85483
0.462500 4.85368
0.500000 4.85270
0.531250 4.85199
0.562500 4.85136
0.593750 4.85079
0.625000 4.85028
0.687500 4.84939
0.750000 4.84865
0.812500 4.84803
0.875000 4.84749
0.937500 4.84702
1.00000 4.84661
1.06250 4.84625
1.12500 4.84592
1.25000 4.84537
1.37489 4.84492
1.49977 4.84454
1.50000 4.84454
1.50073 4.84453
1.50147 4.84453
1.50293 4.84453
1.50586 4.84452
1.51172 4.84450
1.52344 4.84447
1.54688 4.84441
1.59375 4.84429
1.68750 4.84407
1.68859 4.84407
1.75000 4.84394
1.87500 4.84370
2.00000 4.84349
2.09375 4.84334
2.09443 4.84334
2.09699 4.84334
2.09955 4.84333
2.10467 4.84333
2.11492 4.84331
2.13540 4.84328
2.17638 4.84323
2.25832 4.84312
2.42222 4.84293
2.58611 4.84276
2.75000 4.84261
2.93563 4.84246
3.12125 4.84233
3.49250 4.84211
3.50000 4.84211
3.52344 4.84209
3.54688 4.84208
3.59375 4.84206
3.68750 4.84201
3.87500 4.84192
4.25000 4.84177
4.62500 4.84165
5.00000 4.84154
5.62500 4.84139
6.25000 4.84127
6.87500 4.84117
7.50000 4.84108
8.75000 4.84095
10.0000 4.84085
11.2500 4.84077
12.5000 4.84071
13.7500 4.84065
15.0000 4.84061
15.0025 4.84061
15.0123 4.84061
15.0220 4.84061
15.0416 4.84061
15.0806 4.84061
15.1586 4.84060
15.3147 4.84060
15.6269 4.84059
16.2513 4.84057
17.5000 4.84054
20.0000 4.84048
22.5000 4.84044
25.0000 4.84040
27.5000 4.84038
30.0000 4.84035
32.5000 4.84033
35.0000 4.84031
37.5000 4.84030
40.0000 4.84028
42.5000 4.84027
45.0000 4.84026
47.5000 4.84025
50.0000 4.84024
56.2500 4.84022
62.5000 4.84020
68.6749 4.84019
68.7500 4.84019
68.9453 4.84019
69.1406 4.84019
69.5313 4.84019
70.3125 4.84019
71.8750 4.84018
75.0000 4.84018
87.5000 4.84016
100.000 4.84015
118.750 4.84013
118.841 4.84013
125.000 4.84012
150.000 4.84011
175.000 4.84010
200.000 4.84009
225.000 4.84008
250.000 4.84008
275.000 4.84007
300.000 4.84007
325.000 4.84007
350.000 4.84006
375.000 4.84006
400.000 4.84006
425.000 4.84006
450.000 4.84005
475.000 4.84005
500.000 4.84005
562.500 4.84005
625.000 4.84004
750.000 4.84004
875.000 4.84004
1000.00 4.84003
1250.00 4.84003
1437.10 4.84003
1437.50 4.84003
1500.00 4.84003
1750.00 4.84003
2000.00 4.84002
2250.00 4.84002
2500.00 4.84002
2750.00 4.84002
3000.00 4.84002
3250.00 4.84002
3500.00 4.84002
3750.00 4.84002
4000.00 4.84002
4250.00 4.84002
4500.00 4.84002
4750.00 4.84001
5000.00 4.84001
5625.00 4.84001
6250.00 4.84001
7500.00 4.84001
8750.00 4.84001
10000.0 4.84002
10689.6 4.84362
11379.3 4.84724
12068.9 4.85086
12758.5 4.85447
13491.3 4.85832
14224.1 4.86216
14956.9 4.86601
15689.6 4.86985
16653.7 4.87491
17617.8 4.87998
18581.9 4.88505
19064.0 4.88758
19546.0 4.89432
19570.8 4.91742
19595.6 4.94467
19620.4 4.97216
19645.2 5.01145
19670.0 5.07006
19694.8 5.13006
19719.6 5.19430
19732.0 5.24556
19744.4 5.31835
19759.9 5.41877
19775.4 5.51991
19790.9 5.62107
19806.3 5.72218
19821.8 5.82338
19837.3 5.92494
19845.0 5.97905
19852.8 6.05045
19856.6 6.10318
19860.5 6.17498
19864.4 6.27047
19868.2 6.39083
19872.2 6.53921
19876.2 6.70603
19884.2 7.07170
19892.2 7.45212
19900.1 7.83531
19908.1 8.22485
19912.1 8.43240
19916.1 8.66560
19918.1 8.80103
19920.1 8.95417
19922.0 9.13138
19924.0 9.33885
19926.0 9.58416
19928.0 9.87062
19930.0 10.2040
19932.0 10.5875
19934.0 11.0338
19936.1 11.5331
19938.1 12.0829
19940.2 12.6763
19942.2 13.3153
19944.2 13.9907
19946.3 14.7090
19948.3 15.4665
19950.3 16.2792
19952.4 17.1538
19954.4 18.1204
19956.4 19.1970
19957.5 19.7914
19958.5 20.4274
19959.5 21.1098
19960.5 21.8357
19961.5 22.6242
19962.5 23.4727
19963.6 24.3854
19964.6 25.3560
19966.0 26.8171
19967.4 28.4066
19968.8 30.1514
19970.2 32.0280
19971.6 34.0624
19972.9 36.2217
19974.3 38.5137
19975.7 40.9295
19977.1 43.4766
19978.5 46.1048
19981.3 51.6085
19986.9 62.8296
19988.5 65.9748
19990.2 68.9002
19991.8 71.5505
19993.4 73.8505
19995.1 75.7288
19996.7 77.1229
19998.4 77.9839
20000.0 78.2807
20001.5 78.0391
20003.1 77.3048
20004.6 76.1016
20006.1 74.4788
20007.6 72.4631
20009.2 70.1364
20010.7 67.5278
20012.2 64.7320
20015.3 58.7178
20018.3 52.5478
20021.4 46.5249
20022.9 43.6352
20024.4 40.8823
20026.1 37.9477
20027.8 35.2042
20029.6 32.6660
20031.3 30.3418
20033.0 28.2339
20034.7 26.3391
20036.4 24.6485
20038.1 23.1562
20039.8 21.8268
20041.5 20.6492
20043.2 19.6017
20044.9 18.6625
20046.6 17.8116
20048.4 17.0313
20050.1 16.3067
20051.8 15.6303
20054.8 14.4921
20057.9 13.4515
20061.0 12.4998
20062.5 12.0617
20064.1 11.6536
20065.6 11.2718
20067.1 10.9201
20068.7 10.5992
20070.2 10.3108
20071.8 10.0503
20073.3 9.81965
20074.8 9.61389
20076.4 9.43322
20079.4 9.13016
20082.5 8.88966
20085.6 8.68925
20088.7 8.51397
20100.9 7.89248
20112.3 7.33613
20123.7 6.79855
20129.3 6.56089
20135.0 6.36703
20137.9 6.29041
20140.7 6.22745
20146.4 6.13673
20152.1 6.07794
20157.7 6.03432
20169.1 5.95882
20191.8 5.81159
20210.8 5.68847
20229.8 5.56543
20248.8 5.44250
20267.8 5.33021
20277.3 5.29357
20286.8 5.27206
20305.8 5.24309
20343.8 5.18804
20371.3 5.15523
20398.9 5.13560
20426.5 5.11681
20454.0 5.10063
20519.6 5.09699
20585.1 5.09597
20716.2 5.09391
20978.4 5.08981
21502.7 5.08160
22027.1 5.07340
22551.4 5.06519
22922.7 5.05939
23612.7 5.04861
24202.7 5.03938
24792.7 5.03016
25382.7 5.02095
25972.8 5.01173
26170.9 5.00863
26869.5 4.99772
27416.9 4.98917
27872.2 4.98206
28481.3 4.97254
28896.0 4.96607
29310.7 4.95971
30140.1 4.95061
31798.8 4.93239
31873.5 4.93157
32177.1 4.92824
32480.6 4.92491
33087.8 4.91824
34302.1 4.90491
36730.6 4.87825
37052.5 4.87471
37861.7 4.86583
38670.9 4.85694
40289.4 4.83917
43526.3 4.80363
50000.0 4.73256
58374.3 4.64980
66748.7 4.60143
67456.0 4.59734
69474.4 4.58568
71492.7 4.57402
75529.4 4.55071
75592.0 4.55034
75740.3 4.54949
75888.6 4.54863
76185.3 4.54692
76778.5 4.54349
77965.0 4.53664
80338.0 4.52293
85084.0 4.49551
94576.0 4.44068
95225.6 4.43693
100000 4.40937
110000 4.36740
120000 4.32178
125000 4.29540
125544 4.29253
130000 4.26902
135000 4.24264
140000 4.21627
150000 4.16603
160000 4.11581
170000 4.07416
180000 4.03253
190000 3.99921
200000 3.98082
210000 3.97518
220000 3.96953
239010 3.91998
240000 3.91542
250000 3.86002
260000 3.80459
270000 3.74321
280000 3.68182
300000 3.57001
320000 3.46188
340000 3.48032
360000 3.53011
370000 3.54725
380000 3.56469
385000 3.67000
390000 3.82955
395000 4.03786
400000 4.29033
405000 4.63628
410000 5.11573
415000 5.80156
420000 6.54903
425000 7.02407
430000 7.23795
435000 6.88424
440000 6.31936
445000 5.58073
450000 5.04038
455000 4.60303
460000 4.26035
465000 4.01016
470000 3.81009
470050 3.80827
470205 3.80283
470359 3.79740
470669 3.78656
471288 3.76486
472525 3.72148
475000 3.63482
480000 3.49011
484924 3.37612
485000 3.37443
485313 3.36835
485625 3.36235
486250 3.35035
487500 3.32635
490000 3.27843
495000 3.20326
500000 3.15007
520000 3.00090
540000 2.88405
560000 2.77855
580000 2.68151
600000 2.59359
620000 2.51323
640000 2.46123
660000 2.38662
680000 2.29248
700000 2.22002
720000 2.16216
740000 2.08793
760000 2.01275
780000 1.94335
800000 1.88002
820000 1.83099
840000 1.80292
860000 1.77666
880000 1.73914
900000 1.68003
920000 1.64069
940000 1.63526
960000 1.64460
980000 1.68784
990000 1.65153
1.00000E+06 1.61498
1.00200E+06 1.60171
1.00400E+06 1.58638
1.00600E+06 1.55432
1.00800E+06 1.33914
1.01000E+06 1.22817
1.01199E+06 1.18136
1.01200E+06 1.18100
1.01400E+06 1.06600
1.01600E+06 1.14023
1.01800E+06 1.29542
1.02000E+06 1.49523
1.02200E+06 1.62408
1.02400E+06 1.75800
1.02600E+06 1.85576
1.02800E+06 1.89080
1.03000E+06 1.91286
1.03331E+06 1.92439
1.04000E+06 1.94773
1.04959E+06 1.94091
1.05000E+06 1.94062
1.06197E+06 1.99683
1.08082E+06 2.08532
1.10000E+06 2.17537
1.12419E+06 2.34004
1.14000E+06 2.44767
1.15000E+06 2.54806
1.16000E+06 2.69856
1.16148E+06 2.72032
1.18000E+06 2.99319
1.20000E+06 3.39401
1.22000E+06 3.97235
1.22426E+06 4.08076
1.24000E+06 4.48188
1.24277E+06 4.55446
1.25000E+06 4.74417
1.25500E+06 4.87713
1.26000E+06 4.99569
1.26500E+06 5.03924
1.27000E+06 5.00000
1.27106E+06 4.98252
1.27500E+06 4.91759
1.28000E+06 4.83188
1.28500E+06 4.74478
1.29000E+06 4.66020
1.30000E+06 4.49195
1.31210E+06 4.22403
1.32000E+06 4.04903
1.32278E+06 3.99640
1.33219E+06 3.81796
1.34000E+06 3.66997
1.34049E+06 3.66249
1.35000E+06 3.51576
1.35512E+06 3.44571
1.36000E+06 3.37900
1.36621E+06 3.30804
1.37458E+06 3.21231
1.38000E+06 3.15028
1.38723E+06 3.08893
1.40000E+06 2.98057
1.42436E+06 2.84409
1.45000E+06 2.70041
1.46169E+06 2.65999
1.50000E+06 2.52750
1.55000E+06 2.42465
1.60000E+06 2.33554
1.61217E+06 2.32202
1.63369E+06 2.29812
1.65000E+06 2.28000
1.65002E+06 2.28001
1.66238E+06 2.28400
1.68108E+06 2.29005
1.70000E+06 2.29616
1.71219E+06 2.34494
1.72000E+06 2.37618
1.72293E+06 2.39427
1.73238E+06 2.45269
1.74000E+06 2.49979
1.74069E+06 2.50704
1.74800E+06 2.58380
1.75000E+06 2.60486
1.76000E+06 2.75540
1.76085E+06 2.75236
1.77056E+06 2.71776
1.77787E+06 2.69168
1.78000E+06 2.68411
1.78890E+06 2.61876
1.80000E+06 2.53731
1.80609E+06 2.47081
1.81182E+06 2.40826
1.81721E+06 2.34944
1.82000E+06 2.31903
1.82228E+06 2.31336
1.82704E+06 2.30153
1.83601E+06 2.27926
1.84000E+06 2.26933
1.84389E+06 2.25597
1.85000E+06 2.23494
1.85081E+06 2.23193
1.85689E+06 2.20930
1.86222E+06 2.18943
1.86690E+06 2.17200
1.87512E+06 2.14139
1.88131E+06 2.11835
1.89063E+06 2.08364
1.90000E+06 2.04876
1.92452E+06 2.03403
1.94312E+06 2.02286
1.95000E+06 2.01873
1.97136E+06 1.99068
2.00000E+06 1.95305
2.05000E+06 1.87258
2.10000E+06 1.84297
2.15000E+06 1.84125
2.20000E+06 1.79496
2.22406E+06 1.79801
2.24533E+06 1.80071
2.25000E+06 1.80130
2.26410E+06 1.81751
2.28066E+06 1.83655
2.29525E+06 1.85332
2.30000E+06 1.85878
2.31935E+06 1.93533
2.31935E+06 1.93535
2.32000E+06 1.93840
2.32100E+06 1.94482
2.34000E+06 2.06722
2.34050E+06 2.07004
2.35000E+06 2.12346
2.35524E+06 2.16341
2.36000E+06 2.19977
2.37751E+06 2.35746
2.38000E+06 2.37985
2.40000E+06 2.54188
2.40155E+06 2.55381
2.40305E+06 2.56537
2.40450E+06 2.57659
2.40591E+06 2.58745
2.40728E+06 2.59799
2.40860E+06 2.60821
2.40988E+06 2.61811
2.41113E+06 2.62770
2.41233E+06 2.63701
2.41350E+06 2.64603
2.41463E+06 2.65478
2.41573E+06 2.66325
2.41679E+06 2.67146
2.41782E+06 2.67943
2.41882E+06 2.68715
2.41979E+06 2.69463
2.42000E+06 2.69625
2.42073E+06 2.69675
2.42164E+06 2.69739
2.42252E+06 2.69801
2.42337E+06 2.69861
2.42413E+06 2.69915
2.42420E+06 2.69920
2.42581E+06 2.70034
2.42731E+06 2.70141
2.42872E+06 2.70243
2.43005E+06 2.70339
2.43129E+06 2.70431
2.43246E+06 2.70517
2.43355E+06 2.70598
2.43457E+06 2.70676
2.43553E+06 2.70749
2.43644E+06 2.70819
2.43728E+06 2.70884
2.43887E+06 2.71010
2.44000E+06 2.71101
2.44026E+06 2.71029
2.44147E+06 2.70690
2.44254E+06 2.70394
2.44347E+06 2.70137
2.44510E+06 2.69691
2.44545E+06 2.69596
2.44632E+06 2.69359
2.44724E+06 2.69112
2.44862E+06 2.68746
2.45000E+06 2.68385
2.45620E+06 2.64606
2.46000E+06 2.62289
2.46163E+06 2.61393
2.46425E+06 2.59950
2.46639E+06 2.58775
2.47057E+06 2.56485
2.47789E+06 2.52476
2.48000E+06 2.51327
2.48340E+06 2.49215
2.48754E+06 2.46650
2.49376E+06 2.42805
2.49751E+06 2.40497
2.50000E+06 2.38964
2.50620E+06 2.36782
2.51000E+06 2.35449
2.51163E+06 2.35121
2.52000E+06 2.33456
2.52117E+06 2.34134
2.52275E+06 2.35057
2.52835E+06 2.38324
2.53000E+06 2.39295
2.53374E+06 2.42910
2.54000E+06 2.48975
2.54184E+06 2.52519
2.54186E+06 2.52547
2.55000E+06 2.68236
2.55500E+06 2.74641
2.55800E+06 2.82816
2.56000E+06 2.93508
2.56300E+06 3.03495
2.56700E+06 2.92693
2.57000E+06 2.90734
2.57076E+06 2.89468
2.57488E+06 2.82576
2.58000E+06 2.74018
2.59000E+06 2.55541
2.60000E+06 2.39689
2.60620E+06 2.30362
2.61000E+06 2.24654
2.61207E+06 2.23399
2.61708E+06 2.20360
2.62000E+06 2.18600
2.62344E+06 2.16423
2.62527E+06 2.15261
2.63143E+06 2.11375
2.63414E+06 2.09674
2.64000E+06 2.05991
2.64070E+06 2.05779
2.64421E+06 2.04725
2.65000E+06 2.02989
2.65369E+06 2.01974
2.66000E+06 2.00240
2.66261E+06 1.99754
2.67099E+06 1.98192
2.67888E+06 1.96723
2.68000E+06 1.96514
2.68629E+06 1.95945
2.69326E+06 1.95315
2.70000E+06 1.94707
2.70638E+06 1.93988
2.71791E+06 1.92690
2.72489E+06 1.91904
2.72804E+06 1.91550
2.73693E+06 1.90552
2.74473E+06 1.89676
2.75000E+06 1.89084
2.75845E+06 1.88950
2.76878E+06 1.88786
2.77655E+06 1.88663
2.78825E+06 1.88477
2.80000E+06 1.88290
2.85000E+06 1.88850
2.89828E+06 1.88961
2.90000E+06 1.88965
2.95000E+06 1.78991
3.00000E+06 1.74420
3.05000E+06 1.67774
3.10000E+06 1.64216
3.15000E+06 1.61662
3.20000E+06 1.57109
3.22490E+06 1.55636
3.24887E+06 1.54233
3.25000E+06 1.54166
3.27490E+06 1.52364
3.30000E+06 1.50571
3.32358E+06 1.50943
3.32491E+06 1.50964
3.35000E+06 1.51391
3.37491E+06 1.50498
3.40000E+06 1.49633
3.42000E+06 1.52071
3.42491E+06 1.52757
3.44000E+06 1.54923
3.45000E+06 1.55711
3.46000E+06 1.56442
3.47491E+06 1.58344
3.48000E+06 1.59013
3.50000E+06 1.62898
3.52000E+06 1.65921
3.53000E+06 1.66981
3.54000E+06 1.67288
3.55000E+06 1.66992
3.56000E+06 1.66575
3.57491E+06 1.66018
3.58000E+06 1.65838
3.60000E+06 1.65424
3.62000E+06 1.64477
3.64000E+06 1.61919
3.64899E+06 1.61061
3.65000E+06 1.60964
3.66000E+06 1.60308
3.68000E+06 1.59069
3.68617E+06 1.58730
3.70000E+06 1.57970
3.74265E+06 1.55777
3.75000E+06 1.55399
3.80000E+06 1.52398
3.85000E+06 1.50300
3.89872E+06 1.46891
3.90000E+06 1.46801
3.95000E+06 1.43159
4.00000E+06 1.38188
4.05000E+06 1.30743
4.10000E+06 1.28258
4.15000E+06 1.27666
4.20000E+06 1.30182
4.25000E+06 1.30448
4.30000E+06 1.31234
4.31000E+06 1.30915
4.32000E+06 1.30680
4.33000E+06 1.30673
4.34000E+06 1.30825
4.35000E+06 1.31076
4.36000E+06 1.31437
4.37000E+06 1.31916
4.38000E+06 1.32530
4.39000E+06 1.33375
4.40000E+06 1.34293
4.41000E+06 1.35019
4.42000E+06 1.35505
4.42452E+06 1.35673
4.43000E+06 1.35876
4.44000E+06 1.36262
4.44608E+06 1.36581
4.45000E+06 1.36787
4.46000E+06 1.37604
4.46504E+06 1.38358
4.47000E+06 1.39102
4.48000E+06 1.40889
4.49000E+06 1.42072
4.49840E+06 1.42169
4.50000E+06 1.42188
4.51000E+06 1.43577
4.52000E+06 1.47762
4.52359E+06 1.49519
4.53000E+06 1.52657
4.54000E+06 1.68894
4.54257E+06 1.70927
4.55000E+06 1.76803
4.56000E+06 1.69395
4.57000E+06 1.61235
4.57120E+06 1.60836
4.58000E+06 1.57897
4.59000E+06 1.57882
4.60000E+06 1.62898
4.61000E+06 1.66802
4.62000E+06 1.70033
4.63000E+06 1.72433
4.64000E+06 1.74511
4.64921E+06 1.75849
4.65000E+06 1.75965
4.66000E+06 1.76752
4.67000E+06 1.77171
4.68000E+06 1.77026
4.69000E+06 1.76426
4.70000E+06 1.75718
4.71000E+06 1.74961
4.72000E+06 1.73954
4.72400E+06 1.73753
4.73000E+06 1.73451
4.74000E+06 1.74905
4.75000E+06 1.77591
4.76000E+06 1.80495
4.77000E+06 1.82558
4.78000E+06 1.82697
4.79000E+06 1.81309
4.80000E+06 1.79500
4.81000E+06 1.82444
4.82000E+06 1.87000
4.83000E+06 1.88026
4.84000E+06 1.85236
4.84924E+06 1.81512
4.85000E+06 1.81205
4.85213E+06 1.80349
4.86000E+06 1.77377
4.87000E+06 1.73602
4.88000E+06 1.70174
4.88650E+06 1.68714
4.89000E+06 1.67927
4.90000E+06 1.66998
4.90622E+06 1.66687
4.91000E+06 1.66517
4.91167E+06 1.66471
4.91463E+06 1.66405
4.91645E+06 1.66365
4.92000E+06 1.66301
4.92063E+06 1.66283
4.92796E+06 1.66122
4.93000E+06 1.66094
4.93346E+06 1.66055
4.93759E+06 1.66036
4.94000E+06 1.66045
4.94379E+06 1.66115
4.95000E+06 1.66298
4.95713E+06 1.66512
4.96000E+06 1.66598
4.97000E+06 1.67194
4.97494E+06 1.67439
4.98000E+06 1.67703
