Pd-108(n,g) ENDFB-8.0
0.000609375 54.5534
0.000625000 53.8672
0.000640625 53.2063
0.000656250 52.5691
0.000671875 51.9543
0.000687500 51.3606
0.000718750 50.2318
0.000750000 49.1742
0.000781250 48.1808
0.000812500 47.2453
0.000843750 46.3622
0.000875000 45.5269
0.000906250 44.7351
0.000937500 43.9833
0.000968750 43.2682
0.00100000 42.5868
0.00103125 41.9367
0.00106250 41.3155
0.00109375 40.7211
0.00112500 40.1516
0.00115625 39.6054
0.00118750 39.0808
0.00121875 38.5766
0.00125000 38.0915
0.00128125 37.6241
0.00131250 37.1736
0.00134375 36.7389
0.00137500 36.3191
0.00143750 35.5209
0.00150000 34.7731
0.00156250 34.0707
0.00162500 33.4092
0.00168750 32.7848
0.00175000 32.1942
0.00181250 31.6343
0.00187500 31.1027
0.00193750 30.5971
0.00200000 30.1153
0.00209375 29.4335
0.00218750 28.7961
0.00228125 28.1983
0.00237500 27.6363
0.00246875 27.1066
0.00256250 26.6063
0.00265625 26.1327
0.00275000 25.6835
0.00284375 25.2567
0.00293750 24.8506
0.00303125 24.4634
0.00312500 24.0938
0.00321875 23.7404
0.00331250 23.4022
0.00340625 23.0780
0.00350000 22.7670
0.00359375 22.4682
0.00368750 22.1808
0.00378125 21.9042
0.00387500 21.6378
0.00396875 21.3808
0.00406250 21.1328
0.00425000 20.6616
0.00443750 20.2206
0.00462500 19.8067
0.00481250 19.4172
0.00500000 19.0499
0.00515625 18.7592
0.00531250 18.4815
0.00546875 18.2157
0.00562500 17.9611
0.00578125 17.7169
0.00593750 17.4824
0.00609375 17.2570
0.00625000 17.0401
0.00640625 16.8311
0.00656250 16.6297
0.00671875 16.4354
0.00687500 16.2477
0.00718750 15.8908
0.00750000 15.5566
0.00781250 15.2425
0.00812500 14.9468
0.00843750 14.6677
0.00875000 14.4036
0.00906250 14.1534
0.00937500 13.9157
0.00968750 13.6897
0.0100000 13.4743
0.0103125 13.2688
0.0106250 13.0725
0.0109375 12.8846
0.0112500 12.7046
0.0115625 12.5320
0.0118750 12.3663
0.0121875 12.2069
0.0125000 12.0536
0.0128125 11.9060
0.0131250 11.7636
0.0134375 11.6263
0.0137500 11.4936
0.0143750 11.2414
0.0150000 11.0052
0.0156250 10.7832
0.0162500 10.5742
0.0168750 10.3770
0.0175000 10.1903
0.0181250 10.0134
0.0187500 9.84549
0.0193750 9.68572
0.0200000 9.53352
0.0206625 9.37979
0.0213250 9.23328
0.0219875 9.09346
0.0226500 8.95982
0.0233125 8.83194
0.0239750 8.70939
0.0246375 8.59183
0.0253000 8.47893
0.0264578 8.29191
0.0276156 8.11680
0.0287734 7.95240
0.0299313 7.79766
0.0310891 7.65166
0.0322469 7.51362
0.0334047 7.38283
0.0345625 7.25866
0.0355274 7.15986
0.0364922 7.06500
0.0374570 6.97383
0.0384219 6.88611
0.0393867 6.80163
0.0403516 6.72020
0.0413164 6.64164
0.0422813 6.56578
0.0442109 6.42160
0.0461406 6.28659
0.0480703 6.15980
0.0500000 6.04044
0.0515625 5.94876
0.0531250 5.86116
0.0546875 5.77736
0.0562500 5.69708
0.0578125 5.62009
0.0593750 5.54617
0.0609375 5.47513
0.0625000 5.40678
0.0640625 5.34097
0.0656250 5.27754
0.0671875 5.21634
0.0687500 5.15725
0.0718750 5.04491
0.0750000 4.93966
0.0781250 4.84078
0.0812500 4.74766
0.0843750 4.65977
0.0875000 4.57665
0.0906250 4.49788
0.0937500 4.42310
0.0968750 4.35199
0.100000 4.28425
0.103125 4.21962
0.106250 4.15789
0.109375 4.09883
0.112500 4.04226
0.115625 3.98801
0.118750 3.93593
0.121875 3.88589
0.125000 3.83774
0.128125 3.79139
0.131250 3.74673
0.134375 3.70366
0.137500 3.66207
0.143750 3.58302
0.150000 3.50895
0.156250 3.43936
0.162500 3.37385
0.168750 3.31204
0.175000 3.25359
0.181250 3.19822
0.187500 3.14569
0.193750 3.09575
0.200000 3.04822
0.209375 2.98097
0.218750 2.91809
0.228125 2.85915
0.237500 2.80377
0.246875 2.75161
0.256250 2.70237
0.265625 2.65580
0.275000 2.61166
0.284375 2.56975
0.293750 2.52990
0.303125 2.49193
0.312500 2.45572
0.321875 2.42112
0.331250 2.38802
0.340625 2.35633
0.350000 2.32594
0.359375 2.29677
0.368750 2.26874
0.378125 2.24178
0.387500 2.21584
0.396875 2.19086
0.406250 2.16679
0.425000 2.12109
0.443750 2.07831
0.462500 2.03822
0.500000 1.96524
0.531250 1.91060
0.562500 1.86060
0.625000 1.77252
0.687500 1.69725
0.750000 1.63209
0.812500 1.57506
0.875000 1.52486
0.937500 1.48019
1.00000 1.44008
1.06250 1.40402
1.12500 1.37147
1.18750 1.34202
1.25000 1.31531
1.37500 1.26914
1.50000 1.23142
1.62500 1.20133
1.75000 1.17896
1.84375 1.16761
1.93750 1.16072
2.00000 1.15994
2.07142 1.16331
2.14283 1.17249
2.21424 1.18942
2.24995 1.20164
2.28566 1.21690
2.31958 1.23502
2.35350 1.25760
2.38742 1.28563
2.42134 1.32045
2.45527 1.36392
2.47223 1.38965
2.48919 1.41854
2.50615 1.45109
2.52311 1.48793
2.54007 1.52979
2.55703 1.57760
2.57399 1.63244
2.59095 1.69565
2.60791 1.76891
2.62487 1.85434
2.63336 1.90246
2.64184 1.95470
2.65032 2.01156
2.65880 2.07358
2.66728 2.14141
2.67576 2.21577
2.68424 2.29754
2.69272 2.38772
2.70254 2.50424
2.71236 2.63584
2.72218 2.78525
2.72709 2.86763
2.73200 2.95576
2.73691 3.05020
2.74182 3.15155
2.74673 3.26050
2.75163 3.37780
2.75654 3.50437
2.76145 3.64118
2.76636 3.78934
2.77127 3.95010
2.77797 4.19238
2.78466 4.46510
2.78801 4.61447
2.79136 4.77340
2.79471 4.94277
2.79805 5.12335
2.80140 5.31617
2.80475 5.52214
2.80810 5.74248
2.81144 5.97825
2.81479 6.23085
2.81814 6.50152
2.82149 6.79186
2.82483 7.10326
2.82974 7.60176
2.83465 8.15471
2.83956 8.76780
2.84447 9.44672
2.84938 10.1975
2.85429 11.0254
2.85920 11.9357
2.86411 12.9319
2.86902 14.0173
2.87393 15.1924
2.87884 16.4560
2.88375 17.8039
2.88866 19.2294
2.89357 20.7217
2.90339 23.8462
2.91324 27.0301
2.91816 28.5766
2.92309 30.0539
2.92801 31.4311
2.93294 32.6778
2.93786 33.7648
2.94279 34.6655
2.94709 35.2823
2.95139 35.7276
2.95570 35.9926
2.96000 36.0724
2.96466 35.9482
2.96932 35.6086
2.97399 35.0623
2.97865 34.3227
2.98331 33.4071
2.98797 32.3365
2.99263 31.1342
2.99729 29.8255
3.00227 28.3411
3.00724 26.7954
3.01718 23.6336
3.02712 20.5423
3.03209 19.0718
3.03706 17.6704
3.04241 16.2479
3.04777 14.9240
3.05313 13.7020
3.05848 12.5825
3.06116 12.0604
3.06384 11.5628
3.06651 11.0893
3.06919 10.6392
3.07187 10.2116
3.07455 9.80581
3.07722 9.42083
3.07990 9.05605
3.08258 8.71031
3.08526 8.38286
3.08794 8.07282
3.09061 7.77942
3.09597 7.23867
3.10132 6.75402
3.10668 6.31923
3.11203 5.92884
3.11739 5.57765
3.12274 5.26111
3.12761 4.99994
3.13248 4.76142
3.13735 4.54303
3.14222 4.34274
3.14709 4.15860
3.15195 3.98902
3.15682 3.83245
3.16169 3.68768
3.16656 3.55349
3.17143 3.42893
3.17630 3.31305
3.18117 3.20510
3.18603 3.10433
3.19090 3.01014
3.20064 2.83926
3.20697 2.73923
3.21330 2.64686
3.21963 2.56136
3.22595 2.48206
3.23228 2.40838
3.23861 2.33979
3.25127 2.21606
3.26393 2.10773
3.27659 2.01230
3.28924 1.92776
3.30190 1.85248
3.31456 1.78510
3.32722 1.72455
3.33987 1.66992
3.35253 1.62043
3.36519 1.57546
3.37785 1.53447
3.39051 1.49699
3.40316 1.46263
3.42848 1.40194
3.45379 1.35013
3.47911 1.30544
3.50443 1.26654
3.52779 1.23491
3.55116 1.20676
3.57453 1.18158
3.59790 1.15894
3.64464 1.12002
3.69137 1.08791
3.73227 1.06404
3.77316 1.04322
3.81406 1.02494
3.85495 1.00880
3.93674 0.981643
4.01853 0.959915
4.10032 0.941826
4.18211 0.926404
4.34569 0.901785
4.50927 0.883092
4.67284 0.868483
4.83642 0.856149
5.00000 0.845870
5.31250 0.830727
5.62500 0.819548
5.93750 0.811283
6.25000 0.805278
6.71875 0.799708
7.18750 0.797266
7.50000 0.797234
8.12500 0.800404
8.75000 0.807466
9.37500 0.818052
10.0000 0.831953
10.6250 0.849149
11.2500 0.869671
11.8750 0.893628
12.5000 0.921200
13.1250 0.952639
13.7500 0.988271
14.3750 1.02851
15.0000 1.07384
15.6250 1.12490
16.2500 1.18242
16.8750 1.24730
17.5000 1.32063
18.1250 1.40357
18.4375 1.44911
18.7500 1.49790
19.0625 1.55004
19.3750 1.60583
19.6875 1.66559
20.0000 1.72980
20.3553 1.80866
20.7106 1.89436
21.0659 1.98776
21.4212 2.08969
21.7765 2.20018
21.9542 2.25986
22.1318 2.32247
22.3095 2.38815
22.4871 2.45711
22.6648 2.52941
22.7536 2.56695
22.8424 2.60550
22.9440 2.65083
23.0455 2.69752
23.1470 2.74563
23.2485 2.79519
23.3500 2.84627
23.4008 2.87240
23.4515 2.89894
23.5023 2.92591
23.5531 2.95331
23.6038 2.98114
23.6546 3.00941
23.7022 3.03633
23.7498 3.06366
23.7973 3.09140
23.8449 3.11956
23.8925 3.14815
23.9401 3.17717
23.9877 3.20666
24.0353 3.23660
24.0702 3.25885
24.1051 3.28136
24.1400 3.30413
24.1748 3.32716
24.2097 3.35047
24.2446 3.37403
24.2795 3.39789
24.3144 3.42201
24.3588 3.45314
24.3811 3.46888
24.4033 3.48473
24.4255 3.50071
24.4477 3.51680
24.4699 3.53302
24.4921 3.54936
24.5127 3.56466
24.5333 3.58006
24.5452 3.58899
24.5571 3.59796
24.5690 3.60697
24.5809 3.61601
24.6015 3.63177
24.6221 3.64765
24.6428 3.66365
24.6634 3.67976
24.6840 3.69598
24.7046 3.71233
24.7459 3.74538
24.7808 3.77372
24.8157 3.80242
24.8506 3.83148
24.8855 3.86089
24.9204 3.89069
24.9552 3.92085
24.9901 3.95141
25.0250 3.98235
25.0599 4.01370
25.0948 4.04545
25.1297 4.07761
25.1646 4.11019
25.1995 4.14320
25.2344 4.17663
25.2693 4.21051
25.3042 4.24484
25.3455 4.28601
25.3867 4.32783
25.4279 4.37031
25.4692 4.41348
25.5104 4.45734
25.5517 4.50192
25.5929 4.54722
25.6341 4.59326
25.6690 4.63282
25.7039 4.67292
25.7388 4.71359
25.7737 4.75482
25.8086 4.79665
25.8435 4.83906
25.8784 4.88208
25.9133 4.92572
25.9482 4.97000
25.9831 5.01491
26.0180 5.06049
26.0529 5.10673
26.0878 5.15366
26.1227 5.20128
26.1925 5.29867
26.2623 5.39902
26.3321 5.50245
26.4018 5.60908
26.4716 5.71904
26.5414 5.83251
26.6112 5.94959
26.6810 6.07047
26.7508 6.19530
26.8206 6.32427
26.8904 6.45755
26.9602 6.59534
27.0300 6.73785
27.0998 6.88531
27.1696 7.03793
27.2393 7.19597
27.3091 7.35970
27.3789 7.52940
27.4487 7.70534
27.5185 7.88784
27.5883 8.07724
27.6581 8.27391
27.7279 8.47819
27.7977 8.69051
27.8675 8.91128
27.9373 9.14101
28.0071 9.38012
28.0769 9.62916
28.1466 9.88869
28.2164 10.1594
28.2862 10.4418
28.3560 10.7366
28.4258 11.0446
28.4956 11.3666
28.5654 11.7035
28.6352 12.0561
28.7050 12.4255
28.7748 12.8128
28.8446 13.2192
28.9144 13.6459
28.9841 14.0943
29.0539 14.5661
29.1237 15.0627
29.1935 15.5859
29.2633 16.1378
29.3331 16.7204
29.4029 17.3362
29.4727 17.9877
29.5425 18.6777
29.6123 19.4094
29.6821 20.1861
29.7519 21.0118
29.8217 21.8905
29.8915 22.8271
29.9612 23.8265
30.0310 24.8947
30.1008 26.0382
30.1706 27.2644
30.2404 28.5812
30.3102 29.9979
30.3800 31.5251
30.4498 33.1746
30.5196 34.9597
30.5894 36.8961
30.6592 39.0012
30.6941 40.1234
30.7290 41.2958
30.7639 42.5212
30.7987 43.8026
30.8336 45.1444
30.8685 46.5494
30.9034 48.0227
30.9383 49.5678
30.9732 51.1906
31.0081 52.8952
31.0430 54.6885
31.0779 56.5755
31.1128 58.5641
31.1477 60.6607
31.1826 62.8743
31.2175 65.2127
31.2714 69.0971
31.3254 73.3436
31.3793 77.9994
31.4063 80.4980
31.4332 83.1191
31.4602 85.8732
31.4871 88.7673
31.5141 91.8136
31.5411 95.0207
31.5680 98.4031
31.5950 101.971
31.6220 105.742
31.6489 109.728
31.6838 115.238
31.7187 121.182
31.7536 127.605
31.7885 134.560
31.8234 142.113
31.8583 150.328
31.8932 159.292
31.9281 169.094
31.9630 179.851
31.9979 191.683
32.0153 198.052
32.0328 204.750
32.0502 211.801
32.0677 219.224
32.0851 227.058
32.1026 235.327
32.1200 244.066
32.1375 253.306
32.1549 263.098
32.1724 273.482
32.1898 284.507
32.2073 296.221
32.2215 306.373
32.2358 317.069
32.2501 328.349
32.2644 340.250
32.2787 352.837
32.2929 366.145
32.3072 380.254
32.3215 395.209
32.3358 411.104
32.3500 427.998
32.3643 446.005
32.3786 465.200
32.3929 485.725
32.4071 507.677
32.4214 531.230
32.4357 556.515
32.4531 590.078
32.4706 626.917
32.4880 667.487
32.5055 712.326
32.5229 762.068
32.5317 789.024
32.5404 817.466
32.5491 847.576
32.5578 879.412
32.5665 913.145
32.5753 948.924
32.5840 986.958
32.5927 1027.34
32.6014 1070.34
32.6102 1116.09
32.6189 1164.91
32.6276 1216.93
32.6363 1272.47
32.6451 1331.82
32.6538 1395.33
32.6625 1463.21
32.6712 1535.94
32.6800 1613.72
32.6887 1697.12
32.6974 1786.34
32.7061 1881.90
32.7148 1984.22
32.7216 2068.36
32.7283 2156.90
32.7351 2250.17
32.7418 2348.38
32.7486 2451.75
32.7553 2560.48
32.7620 2674.78
32.7688 2794.84
32.7755 2921.06
32.7823 3053.22
32.7890 3191.69
32.7957 3336.60
32.8025 3488.10
32.8092 3646.27
32.8227 3982.99
32.8314 4215.65
32.8402 4459.47
32.8489 4714.86
32.8576 4980.96
32.8663 5258.00
32.8751 5544.81
32.8925 6145.77
32.9099 6777.26
32.9274 7429.14
32.9623 8742.95
32.9835 9504.76
32.9941 9863.68
33.0047 10202.7
33.0152 10518.0
33.0258 10805.8
33.0364 11062.6
33.0470 11285.0
33.0603 11511.1
33.0735 11674.7
33.0868 11772.2
33.1000 11801.8
33.1108 11775.3
33.1215 11703.8
33.1323 11588.3
33.1431 11430.7
33.1538 11232.7
33.1646 10997.5
33.1754 10727.7
33.1861 10427.2
33.1968 10101.8
33.2075 9753.87
33.2289 9005.00
33.2502 8212.39
33.2716 7406.11
33.2942 6569.62
33.3054 6164.65
33.3167 5772.50
33.3280 5394.55
33.3393 5033.14
33.3505 4688.87
33.3618 4363.19
33.3731 4056.06
33.3844 3768.19
33.3956 3499.00
33.4069 3248.63
33.4182 3016.13
33.4295 2801.24
33.4407 2602.76
33.4520 2420.19
33.4592 2311.64
33.4664 2208.83
33.4736 2111.52
33.4807 2019.58
33.4879 1932.50
33.4951 1850.27
33.5023 1772.42
33.5094 1698.94
33.5166 1629.38
33.5238 1563.72
33.5310 1501.55
33.5381 1442.85
33.5453 1387.25
33.5525 1334.72
33.5597 1284.93
33.5668 1237.86
33.5781 1168.76
33.5894 1105.23
33.6007 1046.72
33.6119 992.817
33.6232 942.981
33.6345 896.914
33.6458 854.184
33.6570 814.552
33.6683 777.665
33.6796 743.336
33.6909 711.279
33.7021 681.348
33.7134 653.307
33.7247 627.043
33.7360 602.364
33.7472 579.183
33.7585 557.338
33.7698 536.763
33.7811 517.325
33.7923 498.971
33.8149 465.141
33.8374 434.723
33.8600 407.263
33.8825 382.382
33.9051 359.758
33.9276 339.121
33.9461 323.553
33.9645 309.050
33.9830 295.515
34.0014 282.864
34.0199 271.018
34.0383 259.911
34.0568 249.480
34.0752 239.672
34.0937 230.436
34.1121 221.728
34.1306 213.509
34.1490 205.742
34.1859 191.434
34.2228 178.576
34.2454 171.346
34.2679 164.551
34.2905 158.154
34.3130 152.124
34.3356 146.434
34.3581 141.058
34.4032 131.160
34.4483 122.270
34.4934 114.256
34.5385 107.006
34.5836 100.424
34.6329 93.9128
34.6821 88.0160
34.7313 82.6578
34.7805 77.7747
34.8297 73.3123
34.8789 69.2235
34.9281 65.4672
34.9773 62.0078
35.0224 59.0701
35.0675 56.3355
35.1126 53.7850
35.1577 51.4026
35.2028 49.1740
35.2479 47.0863
35.2930 45.1280
35.3381 43.2888
35.3832 41.5588
35.4283 39.9303
35.4734 38.3951
35.5185 36.9463
35.5636 35.5776
35.6087 34.2830
35.6989 31.8960
35.7891 29.7482
35.8793 27.8091
35.9695 26.0523
36.0597 24.4559
36.1499 23.0006
36.2401 21.6707
36.3303 20.4520
36.4205 19.3326
36.4902 18.5289
36.5599 17.7743
36.6296 17.0649
36.6993 16.3974
36.7690 15.7683
36.8387 15.1743
36.9084 14.6126
36.9781 14.0809
37.1175 13.0995
37.2569 12.2162
37.3963 11.4187
37.5357 10.6962
37.6259 10.2643
37.7161 9.85790
37.8063 9.47497
37.8965 9.11376
37.9867 8.77263
38.0769 8.45019
38.2573 7.85608
38.4377 7.32206
38.6181 6.84039
38.7985 6.40446
38.9789 6.00870
39.1594 5.64832
39.3398 5.31931
39.5202 5.01811
39.7006 4.74174
39.8810 4.48753
40.0614 4.25322
40.2418 4.03680
40.4222 3.83674
40.5944 3.65993
40.7666 3.49491
40.9388 3.34040
41.1110 3.19590
41.2832 3.06064
41.4554 2.93388
41.6276 2.81490
41.7998 2.70311
41.9720 2.59793
42.1442 2.49887
42.3164 2.40546
42.4886 2.31730
42.6608 2.23400
42.8330 2.15522
43.1774 2.00998
43.5383 1.87348
43.8991 1.75090
44.2599 1.64044
44.6207 1.54061
44.9815 1.45010
45.3423 1.36783
45.7031 1.29286
46.0639 1.22438
46.3099 1.18104
46.5559 1.14020
47.0479 1.06529
47.2940 1.03101
47.5400 0.998863
48.0320 0.938891
48.5240 0.884984
49.0160 0.836441
49.5080 0.792629
50.0000 0.753054
50.4367 0.721191
50.8733 0.691792
51.3100 0.664670
51.7466 0.639922
52.1833 0.617137
52.6199 0.596041
53.0566 0.576732
53.4932 0.558992
53.9299 0.542554
54.3666 0.527483
54.8032 0.513691
55.2399 0.500944
55.6765 0.489265
56.1132 0.478645
56.9865 0.460008
57.7010 0.447287
58.4155 0.436612
59.1301 0.427828
59.8446 0.420809
60.5591 0.415461
61.2736 0.411717
61.9881 0.409535
62.7027 0.408891
63.5760 0.410199
64.4493 0.413768
65.3226 0.419699
66.1959 0.428133
67.0692 0.439150
67.9425 0.453059
68.8158 0.470111
69.6891 0.490633
70.4434 0.511586
71.1976 0.535901
71.5747 0.549396
71.9518 0.564009
72.3289 0.579624
72.7060 0.596465
73.0831 0.614591
73.4602 0.634003
73.8373 0.655035
74.2145 0.677543
74.5916 0.701862
74.9687 0.727808
75.3458 0.756094
75.7229 0.786711
76.1596 0.825342
76.5962 0.867780
77.0329 0.914503
77.4695 0.966067
77.9062 1.02313
78.3428 1.08646
78.7795 1.15696
79.2161 1.23574
79.5932 1.31142
79.9703 1.39525
80.3475 1.48840
80.7246 1.59229
80.9131 1.64878
81.1017 1.70861
81.2902 1.77205
81.4788 1.83934
81.6673 1.91069
81.8559 1.98650
82.0445 2.06738
82.2330 2.15379
82.3422 2.20648
82.4513 2.26124
82.5605 2.31821
82.6697 2.37750
82.7788 2.43925
82.8334 2.47108
82.8880 2.50357
82.9426 2.53674
82.9972 2.57061
83.0517 2.60520
83.1063 2.64053
83.1609 2.67662
83.2155 2.71349
83.2701 2.75117
83.3246 2.78968
83.3792 2.82905
83.4338 2.86929
83.4884 2.91044
83.5430 2.95252
83.5876 2.98766
83.6323 3.02346
83.6770 3.05994
83.7216 3.09710
83.7663 3.13498
83.8109 3.17358
83.8556 3.21294
83.9002 3.25305
83.9226 3.27341
83.9449 3.29396
83.9672 3.31472
83.9896 3.33568
84.0218 3.36633
84.0541 3.39741
84.0863 3.42894
84.1186 3.46093
84.1657 3.50853
84.2128 3.55716
84.2600 3.60684
84.3071 3.65761
84.3543 3.70949
84.4014 3.76253
84.4485 3.81675
84.4957 3.87218
84.5230 3.90485
84.5503 3.93795
84.5775 3.97148
84.6048 4.00546
84.6321 4.03989
84.6594 4.07478
84.6867 4.11014
84.7140 4.14597
84.7413 4.18229
84.7686 4.21911
84.7959 4.25643
84.8232 4.29426
84.8504 4.33261
84.8777 4.37150
84.9050 4.41093
84.9323 4.45090
84.9596 4.49146
84.9869 4.53257
85.0142 4.57427
85.0415 4.61656
85.0688 4.65946
85.0961 4.70298
85.1234 4.74712
85.1506 4.79191
85.1779 4.83737
85.2052 4.88348
85.2598 4.97775
85.3144 5.07486
85.3690 5.17491
85.4236 5.27804
85.4781 5.38436
85.5327 5.49400
85.5873 5.60711
85.6419 5.72383
85.6965 5.84433
85.7510 5.96876
85.8056 6.09731
85.8602 6.23017
85.9148 6.36750
85.9694 6.50953
86.0240 6.65646
86.0785 6.80856
86.1331 6.96602
86.1877 7.12913
86.2423 7.29815
86.2969 7.47340
86.3515 7.65514
86.4060 7.84373
86.4606 8.03950
86.5152 8.24284
86.5698 8.45414
86.6244 8.67382
86.6789 8.90234
86.7335 9.14021
86.7881 9.38787
86.8427 9.64592
86.8973 9.91493
86.9519 10.1956
87.0064 10.4885
87.0610 10.7944
87.1156 11.1142
87.1702 11.4486
87.2248 11.7986
87.2793 12.1651
87.3339 12.5492
87.3885 12.9520
87.4431 13.3749
87.4977 13.8192
87.5522 14.2863
87.6068 14.7779
87.6614 15.2956
87.7160 15.8414
87.7706 16.4174
87.8252 17.0258
87.8797 17.6692
87.9343 18.3503
87.9889 19.0721
88.0435 19.8380
88.0981 20.6516
88.1526 21.5170
88.2072 22.4387
88.2618 23.4218
88.3164 24.4718
88.3710 25.5951
88.4255 26.7987
88.4801 28.0908
88.5347 29.4798
88.5893 30.9762
88.6439 32.5910
88.6985 34.3378
88.7531 36.2308
88.8076 38.2875
88.8622 40.5273
88.8895 41.7230
88.9168 42.9732
88.9441 44.2814
88.9714 45.6514
88.9987 47.0871
89.0260 48.5928
89.0532 50.1733
89.0805 51.8336
89.1078 53.5794
89.1351 55.4166
89.1624 57.3519
89.1897 59.3925
89.2170 61.5463
89.2443 63.8220
89.2716 66.2293
89.2989 68.7785
89.3212 70.9782
89.3435 73.2878
89.3658 75.7149
89.3882 78.2678
89.4105 80.9557
89.4328 83.7885
89.4552 86.7771
89.4775 89.9335
89.4998 93.2710
89.5222 96.8043
89.5445 100.549
89.5668 104.524
89.5891 108.749
89.6115 113.246
89.6338 118.039
89.6561 123.156
89.6834 129.898
89.7107 137.239
89.7380 145.254
89.7653 154.033
89.7926 163.682
89.8199 174.325
89.8335 180.066
89.8472 186.109
89.8608 192.485
89.8744 199.209
89.8881 206.319
89.9017 213.840
89.9154 221.803
89.9290 230.239
89.9427 239.197
89.9563 248.708
89.9700 258.830
89.9836 269.599
89.9973 281.084
90.0109 293.328
90.0246 306.413
90.0382 320.388
90.0518 335.348
90.0655 351.351
90.0791 368.506
90.0928 386.880
90.1052 404.749
90.1176 423.779
90.1300 444.082
90.1424 465.712
90.1548 488.793
90.1672 513.378
90.1796 539.603
90.1920 567.524
90.2044 597.284
90.2168 628.936
90.2292 662.633
90.2416 698.419
90.2540 736.451
90.2664 776.763
90.2789 819.512
90.2913 864.713
90.3049 917.439
90.3185 973.321
90.3322 1032.52
90.3458 1094.99
90.3595 1160.88
90.3731 1230.09
90.3868 1302.70
90.4004 1378.56
90.4141 1457.69
90.4277 1539.86
90.4550 1712.85
90.4823 1895.77
90.5096 2086.15
90.5642 2476.10
90.5915 2667.49
90.6187 2850.35
90.6499 3042.19
90.6654 3129.28
90.6810 3209.27
90.6965 3281.45
90.7121 3344.97
90.7276 3399.22
90.7432 3443.57
90.7574 3475.03
90.7716 3497.54
90.7858 3510.90
90.8000 3514.98
90.8154 3508.91
90.8308 3491.97
90.8462 3464.35
90.8616 3426.40
90.8769 3378.47
90.8923 3321.10
90.9077 3254.89
90.9231 3180.60
90.9479 3045.72
90.9727 2895.19
90.9974 2732.52
91.0222 2561.52
91.0708 2215.18
91.1194 1874.49
91.1437 1712.31
91.1680 1557.98
91.1923 1412.77
91.2166 1277.59
91.2288 1213.84
91.2409 1152.78
91.2531 1094.39
91.2652 1038.65
91.2774 985.543
91.2895 935.028
91.3017 887.057
91.3138 841.570
91.3260 798.498
91.3381 757.766
91.3503 719.290
91.3624 682.985
91.3746 648.760
91.3867 616.523
91.3989 586.181
91.4110 557.638
91.4232 530.781
