Sr-84(n,g) ENDFB-8.0
Energy(eV) XS(b)
1993.88 0.139385
1994.30 0.131196
1994.73 0.123703
1995.15 0.116861
1995.57 0.110568
1996.00 0.104794
1996.50 0.0985348
1997.00 0.0928431
1997.50 0.0876306
1998.00 0.0828621
1999.00 0.0744324
2000.00 0.0672484
2000.67 0.0630132
2001.34 0.0591825
2002.01 0.0557017
2002.68 0.0525290
2004.02 0.0469679
2005.36 0.0422823
2006.64 0.0384601
2007.92 0.0351543
2009.20 0.0322743
2010.48 0.0297524
2011.76 0.0275305
2013.04 0.0255661
2014.32 0.0238196
2015.60 0.0222602
2016.94 0.0207982
2018.28 0.0194900
2020.96 0.0172529
2023.64 0.0154216
2026.32 0.0139053
2028.63 0.0127983
2030.95 0.0118448
2033.26 0.0110131
2035.58 0.0102868
2040.21 0.00908820
2044.84 0.00815125
2050.20 0.00730706
2055.56 0.00665532
2060.92 0.00614868
2066.28 0.00575546
2074.08 0.00533694
2081.88 0.00505898
2089.68 0.00489297
2097.48 0.00482078
2108.20 0.00485776
2118.92 0.00504745
2124.28 0.00520236
2129.64 0.00540246
2135.00 0.00565228
2140.36 0.00595816
2147.67 0.00648464
2154.99 0.00716712
2158.64 0.00757802
2162.30 0.00805067
2165.95 0.00859212
2169.61 0.00921462
2174.97 0.0103073
2180.33 0.0116731
2183.01 0.0124863
2185.69 0.0134055
2188.37 0.0144496
2191.05 0.0156419
2194.71 0.0175604
2198.36 0.0199013
2200.19 0.0212673
2202.02 0.0227984
2203.84 0.0245174
2205.67 0.0264537
2208.35 0.0297723
2209.69 0.0316860
2211.03 0.0338016
2212.37 0.0361502
2213.71 0.0387633
2215.05 0.0416844
2216.39 0.0449638
2217.49 0.0479576
2218.59 0.0512724
2219.68 0.0549558
2220.78 0.0590601
2221.88 0.0636582
2222.97 0.0688198
2224.07 0.0746580
2225.17 0.0812928
2225.84 0.0858146
2226.51 0.0907263
2227.18 0.0960815
2227.85 0.101935
2228.52 0.108352
2229.19 0.115405
2229.86 0.123184
2230.53 0.131790
2231.20 0.141362
2231.87 0.152017
2232.54 0.163945
2233.21 0.177356
2233.88 0.192509
2234.55 0.209719
2234.88 0.219214
2235.22 0.229377
2235.55 0.240271
2235.89 0.251969
2236.28 0.266947
2236.68 0.283320
2237.08 0.301270
2237.47 0.321013
2237.87 0.342799
2238.26 0.366923
2238.66 0.393737
2239.06 0.423660
2239.39 0.451773
2239.73 0.482838
2240.06 0.517289
2240.40 0.555645
2240.73 0.598533
2240.90 0.621978
2241.07 0.646709
2241.23 0.673145
2241.40 0.701104
2241.57 0.731074
2241.74 0.762865
2242.01 0.820067
2242.15 0.851072
2242.29 0.883928
2242.42 0.918792
2242.56 0.955837
2242.70 0.995258
2242.83 1.03727
2242.97 1.08246
2243.11 1.13045
2243.25 1.18187
2243.38 1.23707
2243.52 1.29646
2243.66 1.36052
2243.79 1.42978
2243.93 1.50487
2244.05 1.57541
2244.17 1.65082
2244.29 1.73230
2244.40 1.82062
2244.52 1.91663
2244.64 2.02139
2244.70 2.07742
2244.76 2.13611
2244.82 2.19764
2244.88 2.26223
2244.97 2.37810
2245.02 2.44051
2245.07 2.50441
2245.12 2.57260
2245.17 2.64254
2245.22 2.71576
2245.27 2.79249
2245.34 2.90693
2245.41 3.02767
2245.48 3.15902
2245.54 3.29803
2245.61 3.44973
2245.68 3.61076
2245.72 3.69846
2245.75 3.78699
2245.78 3.87897
2245.82 3.97456
2245.86 4.09789
2245.90 4.22732
2245.94 4.36322
2245.99 4.50597
2246.03 4.65595
2246.07 4.81359
2246.11 4.97932
2246.15 5.15360
2246.20 5.33690
2246.24 5.52974
2246.28 5.73263
2246.32 5.94611
2246.36 6.17077
2246.41 6.40717
2246.45 6.65594
2246.49 6.91132
2246.53 7.18641
2246.57 7.47581
2246.62 7.78022
2246.66 8.10034
2246.70 8.43690
2246.74 8.79066
2246.78 9.16236
2246.82 9.54326
2246.87 9.95271
2246.91 10.3824
2246.95 10.8332
2246.99 11.2943
2247.03 11.7891
2247.08 12.3073
2247.12 12.8497
2247.16 13.4032
2247.20 13.9957
2247.24 14.6146
2247.28 15.2608
2247.33 15.9347
2247.37 16.6372
2247.41 17.3687
2247.45 18.1299
2247.49 18.9213
2247.54 19.7433
2247.58 20.5963
2247.62 21.4806
2247.66 22.3744
2247.70 23.3212
2247.75 24.2999
2247.83 26.3273
2247.91 28.5042
2248.00 30.8037
2248.08 33.2209
2248.16 35.7488
2248.25 38.3782
2248.33 41.0976
2248.42 43.8936
2248.50 46.7158
2248.67 52.5362
2248.83 58.3245
2249.00 63.9260
2249.17 69.1368
2249.25 71.5444
2249.34 73.7750
2249.42 75.8040
2249.50 77.5886
2249.59 79.2191
2249.68 80.5598
2249.77 81.5932
2249.86 82.3057
2249.93 82.6463
2250.00 82.7563
2250.06 82.6785
2250.15 82.2367
2250.25 81.4110
2250.34 80.2143
2250.44 78.6649
2250.57 76.0394
2250.70 72.8792
2250.82 69.3563
2250.95 65.5198
2251.07 61.5975
2251.19 57.5188
2251.43 49.2217
2251.55 44.8985
2251.68 40.7301
2251.80 36.7348
2251.93 32.9545
2252.00 30.9718
2252.07 29.0951
2252.13 27.2722
2252.20 25.5579
2252.27 23.9030
2252.34 22.3560
2252.41 20.8711
2252.48 19.4905
2252.54 18.2836
2252.60 17.1447
2252.67 16.0721
2252.73 15.0792
2252.79 14.1320
2252.85 13.2446
2252.92 12.4145
2252.98 11.6511
2253.04 10.9271
2253.10 10.2526
2253.17 9.62482
2253.23 9.05017
2253.29 8.50746
2253.35 8.01143
2253.42 7.54362
2253.48 7.11653
2253.54 6.71409
2253.61 6.34121
2253.67 5.99577
2253.73 5.68062
2253.79 5.38373
2253.86 5.10857
2253.92 4.85345
2253.98 4.62042
2254.04 4.40050
2254.11 4.19623
2254.17 4.00633
2254.23 3.83234
2254.30 3.66757
2254.36 3.51630
2254.42 3.37274
2254.48 3.24063
2254.57 3.05979
2254.67 2.89691
2254.76 2.74812
2254.85 2.61179
2254.94 2.48523
2255.03 2.36994
2255.12 2.26343
2255.21 2.16476
2255.30 2.07217
2255.40 1.98693
2255.49 1.90740
2255.58 1.83303
2255.67 1.76333
2255.76 1.69789
2255.85 1.63634
2255.94 1.57834
2256.07 1.50336
2256.19 1.43450
2256.32 1.37006
2256.44 1.31058
2256.57 1.25467
2256.69 1.20285
2256.82 1.15394
2256.95 1.10844
2257.07 1.06536
2257.20 1.02515
2257.32 0.986960
2257.45 0.951220
2257.57 0.917189
2257.70 0.885259
2257.95 0.826346
2258.20 0.773077
2258.45 0.724924
2258.70 0.681238
2258.95 0.641623
2259.20 0.605298
2259.45 0.572035
2259.70 0.541491
2259.95 0.513481
2260.21 0.487525
2260.46 0.463520
2260.71 0.441270
2260.96 0.420606
2261.21 0.401379
2261.46 0.383455
2261.71 0.366720
2261.96 0.351128
2262.21 0.336465
2262.46 0.322710
2262.96 0.297688
2263.47 0.275454
2263.97 0.255682
2264.47 0.237953
2264.97 0.222053
2265.47 0.207683
2265.97 0.194702
2266.48 0.182891
2266.98 0.172153
2267.48 0.162324
2267.98 0.153340
2268.71 0.141542
2269.44 0.131074
2270.17 0.121741
2270.90 0.113393
2271.63 0.105872
2272.36 0.0990881
2273.09 0.0929331
2273.82 0.0873477
2274.82 0.0804539
2275.82 0.0743617
2276.83 0.0689410
2277.83 0.0641057
2278.83 0.0597660
2279.84 0.0558639
2280.84 0.0523390
2281.84 0.0491441
2282.85 0.0462365
2283.85 0.0435879
2285.86 0.0389456
2287.86 0.0350258
2289.87 0.0316914
2291.88 0.0288251
2293.88 0.0263401
2295.89 0.0241738
2297.89 0.0222762
2299.90 0.0206031
2301.91 0.0191219
2303.91 0.0178038
2305.92 0.0166256
2309.93 0.0146154
2313.95 0.0129734
2317.96 0.0116152
2321.97 0.0104794
2325.44 0.00964233
2328.90 0.00891661
2332.37 0.00827782
2335.83 0.00771588
2342.76 0.00677708
2349.69 0.00602988
2357.72 0.00534185
2365.75 0.00479543
2373.77 0.00435527
2381.80 0.00399656
2389.46 0.00371511
2397.12 0.00347792
2412.44 0.00311045
2427.76 0.00284638
2443.08 0.00265546
2462.05 0.00249335
2481.02 0.00239267
2499.99 0.00233684
2518.96 0.00231702
2535.01 0.00232679
2551.07 0.00235618
2567.12 0.00240520
2583.17 0.00247473
2599.22 0.00256288
2615.27 0.00267324
2631.32 0.00280649
2647.37 0.00296400
2672.18 0.00326832
2684.58 0.00345252
2696.99 0.00366206
2709.39 0.00390085
2721.79 0.00417042
2734.20 0.00448231
2746.60 0.00484179
2762.65 0.00539379
2770.68 0.00571370
2778.70 0.00606952
2786.73 0.00646437
2794.75 0.00690694
2802.78 0.00740375
2810.80 0.00796243
2817.00 0.00844558
2823.21 0.00897972
2829.41 0.00957230
2835.61 0.0102321
2841.81 0.0109698
2848.01 0.0117911
2854.22 0.0127239
2860.42 0.0137817
2868.44 0.0153757
2872.46 0.0162862
2876.47 0.0172856
2880.48 0.0183860
2884.49 0.0196020
2888.51 0.0209499
2892.52 0.0224495
2896.35 0.0240456
2900.18 0.0258264
2904.01 0.0278231
2907.84 0.0300716
2911.67 0.0326171
2915.50 0.0355129
2919.33 0.0388289
2923.16 0.0426302
2925.17 0.0448648
2927.18 0.0472866
2929.18 0.0499175
2931.19 0.0527791
2933.20 0.0559029
2935.20 0.0593182
2937.21 0.0630645
2939.21 0.0671864
2941.22 0.0717382
2943.23 0.0767768
2945.23 0.0823803
2947.24 0.0886300
2949.25 0.0956369
2951.25 0.103521
2953.26 0.112438
2954.26 0.117343
2955.26 0.122580
2956.63 0.130322
2958.00 0.138825
2959.37 0.148193
2960.74 0.158536
2962.11 0.170010
2962.79 0.176231
2963.47 0.182810
2964.16 0.189772
2964.84 0.197144
2965.53 0.204957
2966.21 0.213248
2966.73 0.219958
2967.26 0.226978
2967.78 0.234356
2968.31 0.242088
2968.83 0.250228
2969.36 0.258774
2969.62 0.263214
2969.88 0.267771
2970.14 0.272447
2970.40 0.277249
2970.64 0.281761
2970.88 0.286366
2971.12 0.291085
2971.36 0.295923
2971.57 0.300192
2971.72 0.303316
2971.86 0.306490
2972.09 0.311479
2972.32 0.316592
2972.55 0.321833
2972.77 0.327182
2972.98 0.332154
2973.19 0.337215
2973.60 0.347694
2974.01 0.358698
2974.42 0.370207
2974.83 0.382312
2975.24 0.394990
2975.65 0.408344
2975.85 0.415260
2976.06 0.422355
2976.38 0.433799
2976.70 0.445678
2977.02 0.458054
2977.34 0.470955
2977.65 0.484412
2977.97 0.498457
2978.29 0.513124
2978.61 0.528452
2978.86 0.541004
2979.11 0.554010
2979.36 0.567492
2979.62 0.581475
2979.87 0.595984
2980.12 0.611044
2980.37 0.626684
2980.62 0.642869
2980.87 0.659760
2981.12 0.677327
2981.37 0.695608
2981.62 0.714641
2981.87 0.734468
2982.12 0.755134
2982.38 0.776687
2982.63 0.799087
2982.88 0.822568
2983.13 0.847102
2983.38 0.872752
2983.63 0.899478
2983.88 0.927567
2984.13 0.956995
2984.38 0.987849
2984.63 1.02009
2984.88 1.05408
2985.13 1.08979
2985.38 1.12735
2985.63 1.16673
2985.89 1.20838
2986.14 1.25230
2986.39 1.29867
2986.64 1.34745
2986.89 1.39925
2987.14 1.45409
2987.39 1.51221
2987.64 1.57389
2987.89 1.63942
2988.14 1.70912
2988.39 1.78335
2988.64 1.86219
2988.90 1.94670
2989.15 2.03708
2989.40 2.13388
2989.65 2.23728
2989.90 2.34881
2990.15 2.46883
2990.40 2.59823
2990.65 2.73740
2990.90 2.88858
2991.15 3.05248
2991.28 3.14001
2991.40 3.23056
2991.53 3.32580
2991.65 3.42443
2991.78 3.52829
2991.91 3.63597
2992.03 3.74948
2992.16 3.86731
2992.28 3.99165
2992.41 4.12087
2992.53 4.25628
2992.66 4.39827
2992.78 4.54846
2992.91 4.70491
2993.03 4.87059
2993.16 5.04336
2993.29 5.22654
2993.41 5.41777
2993.54 5.61908
2993.66 5.83109
2993.79 6.05633
2993.91 6.29193
2994.04 6.54038
2994.16 6.80249
2994.29 7.08136
2994.41 7.37343
2994.54 7.68177
2994.66 8.00731
2994.77 8.30596
2994.88 8.61614
2994.99 8.94423
2995.10 9.28487
2995.21 9.64500
2995.31 10.0187
2995.42 10.4097
2995.53 10.8187
2995.64 11.2502
2995.75 11.6968
2995.85 12.1630
2995.96 12.6489
2996.07 13.1598
2996.18 13.6864
2996.29 14.2334
2996.40 14.8008
2996.52 15.4883
2996.65 16.1969
2996.77 16.9370
2996.90 17.6957
2997.15 19.2858
2997.40 20.9423
2997.61 22.3854
2997.82 23.8437
2998.25 26.7120
2998.46 28.0682
2998.67 29.3336
2998.88 30.4783
2999.09 31.4695
2999.32 32.3409
2999.55 32.9834
2999.77 33.3761
3000.00 33.5057
3000.15 33.4438
3000.28 33.3063
3000.40 33.0922
3000.52 32.8035
3000.64 32.4430
3000.77 32.0143
3000.89 31.5214
3001.14 30.3668
3001.38 29.0109
3001.63 27.5031
3001.87 25.8900
3002.12 24.2234
3002.57 21.1059
3002.80 19.5873
3003.03 18.1319
3003.26 16.7416
3003.48 15.4387
3003.71 14.2178
3003.94 13.0923
3004.17 12.0345
3004.40 11.0677
3004.63 10.1876
3004.75 9.77840
3004.87 9.38884
3004.98 9.01811
3005.10 8.66542
3005.33 8.01100
3005.56 7.41931
3005.79 6.88646
3006.03 6.40214
3006.26 5.96348
3006.49 5.56563
3006.72 5.20573
3006.95 4.87674
3007.18 4.57681
3007.42 4.30284
3007.65 4.05312
3007.83 3.87293
3008.01 3.70515
3008.19 3.54784
3008.36 3.40016
3008.54 3.26137
3008.72 3.13080
3008.90 3.00781
3009.08 2.89184
3009.26 2.78179
3009.44 2.67839
3009.62 2.58061
3009.80 2.48804
3010.16 2.31712
3010.51 2.16310
3010.75 2.07130
3010.98 1.98519
3011.21 1.90432
3011.44 1.82826
3011.67 1.75665
3011.91 1.68916
3012.14 1.62546
3012.37 1.56555
3012.60 1.50865
3012.83 1.45478
3013.30 1.35555
3013.76 1.26593
3014.22 1.18508
3014.69 1.11158
3015.15 1.04472
3015.61 0.983712
3016.08 0.928022
3016.54 0.876837
3017.00 0.829884
3017.47 0.786528
3017.93 0.746578
3018.40 0.709525
3018.86 0.675166
3019.32 0.643240
3019.79 0.613585
3020.25 0.585873
3020.71 0.560050
3021.18 0.535847
3021.64 0.513229
3022.10 0.491973
3022.57 0.472056
3023.03 0.453289
3023.49 0.435660
3023.96 0.419009
3024.42 0.403332
3024.89 0.388491
3025.35 0.374488
3026.28 0.348618
3027.20 0.325377
3028.13 0.304376
3029.06 0.285377
3029.99 0.268097
3030.91 0.252368
3031.84 0.237994
3032.77 0.224826
3033.48 0.215384
3034.20 0.206546
3034.92 0.198241
3035.63 0.190450
3037.07 0.176198
3038.50 0.163494
3039.93 0.152121
3041.37 0.141911
3042.80 0.132712
3044.23 0.124403
3046.09 0.114773
3047.94 0.106250
3049.79 0.0986613
3051.65 0.0918842
3053.50 0.0858008
3055.36 0.0803260
3057.21 0.0753765
3059.07 0.0708925
3061.09 0.0664626
3063.11 0.0624567
3065.14 0.0588228
3067.16 0.0555170
3069.18 0.0525016
3071.20 0.0497468
3073.23 0.0472312
3075.25 0.0449146
3078.96 0.0411192
3082.67 0.0378372
3086.38 0.0349832
3090.09 0.0324891
3093.79 0.0302995
3097.50 0.0283699
3101.21 0.0266635
3104.92 0.0251504
3108.63 0.0238050
3112.34 0.0226065
3116.05 0.0215375
3119.76 0.0205832
3123.47 0.0197310
3127.17 0.0189703
3134.59 0.0176886
3140.32 0.0168969
3146.06 0.0162374
3151.79 0.0157053
3157.52 0.0152888
3163.25 0.0149787
3168.98 0.0147689
3174.71 0.0146552
3180.45 0.0146357
3186.52 0.0147180
3192.58 0.0149088
3198.65 0.0152129
3204.72 0.0156382
3210.79 0.0161961
3216.86 0.0169016
3222.93 0.0177709
3229.00 0.0188451
3232.71 0.0196139
3236.42 0.0204799
3240.13 0.0214551
3243.83 0.0225535
3247.54 0.0237924
3251.25 0.0251922
3254.96 0.0267770
3258.67 0.0285760
3261.70 0.0302331
3264.74 0.0320810
3267.77 0.0341492
3270.81 0.0364701
3273.84 0.0390857
3276.88 0.0420371
3279.91 0.0453838
3282.94 0.0492179
3284.80 0.0518359
3286.65 0.0546912
3288.51 0.0578127
3290.36 0.0612319
3292.22 0.0649916
3294.07 0.0691332
3295.93 0.0737146
3297.78 0.0787941
3299.64 0.0844522
3301.49 0.0907723
3303.35 0.0978691
3305.20 0.105866
3307.05 0.114930
3308.91 0.125248
3309.84 0.130954
3310.76 0.137069
3311.69 0.143636
3312.62 0.150698
3313.88 0.161230
3315.15 0.172920
3316.41 0.185956
3317.67 0.200520
3318.94 0.216905
3319.57 0.225875
3320.20 0.235427
3320.84 0.245611
3321.47 0.256481
3322.10 0.268098
3322.73 0.280531
3323.17 0.289775
3323.62 0.299468
3324.06 0.309685
3324.50 0.320417
3324.94 0.331749
3325.39 0.343672
3325.83 0.356286
3326.27 0.369584
3326.59 0.379590
3326.90 0.389979
3327.22 0.400804
3327.38 0.406388
3327.54 0.412091
3327.62 0.415172
3327.92 0.426274
3328.21 0.437832
3328.51 0.449870
3328.80 0.462415
3329.12 0.476495
3329.43 0.491184
3329.75 0.506566
3330.07 0.522687
3330.38 0.539594
3330.70 0.557339
3331.01 0.575979
3331.17 0.585654
3331.33 0.595576
3331.56 0.610610
3331.79 0.626225
3332.03 0.642449
3332.26 0.659242
3332.49 0.676783
3332.72 0.695038
3332.95 0.714045
3333.18 0.733760
3333.42 0.754397
3333.65 0.775923
3333.88 0.798387
3334.11 0.821845
3334.34 0.846358
3334.58 0.871988
3334.81 0.898805
3335.04 0.926760
3335.27 0.956175
3335.50 0.987018
3335.73 1.01938
3335.97 1.05322
3336.20 1.08894
3336.43 1.12634
3336.66 1.16589
3336.89 1.20737
3337.12 1.25132
3337.36 1.29771
3337.59 1.34673
3337.82 1.39860
3338.05 1.45352
3338.28 1.51175
3338.52 1.57355
3338.75 1.63923
3338.98 1.70911
3339.21 1.78356
3339.44 1.86299
3339.67 1.94745
3339.91 2.03819
3340.14 2.13542
3340.37 2.23975
3340.60 2.35140
3340.83 2.47211
3340.95 2.53596
3341.07 2.60230
3341.18 2.67126
3341.30 2.74298
3341.41 2.81760
3341.53 2.89460
3341.64 2.97548
3341.76 3.05975
3341.88 3.14760
3341.99 3.23924
3342.11 3.33488
3342.22 3.43474
3342.34 3.53906
3342.46 3.64714
3342.57 3.76113
3342.69 3.88041
3342.80 4.00528
3342.92 4.13608
3343.04 4.27315
3343.15 4.41688
3343.27 4.56765
3343.38 4.72451
3343.50 4.89061
3343.61 5.06509
3343.73 5.24847
3343.85 5.44127
3343.96 5.64404
3344.08 5.85736
3344.19 6.08184
3344.31 6.31603
3344.43 6.56466
3344.54 6.82642
3344.66 7.10201
3344.77 7.39215
3344.89 7.69756
3345.01 8.01897
3345.12 8.35711
3345.24 8.71271
3345.35 9.08646
3345.47 9.47904
3345.59 9.89106
3345.70 10.3231
3345.82 10.7757
3345.93 11.2492
3346.05 11.7440
3346.16 12.2557
3346.29 12.8454
3346.42 13.4558
3346.54 14.0961
3346.67 14.7557
3346.80 15.4439
3346.92 16.1485
3347.18 17.6162
3347.35 18.6548
3347.52 19.7149
3347.86 21.8626
3348.21 23.9728
3348.55 25.9369
3348.73 26.8845
3348.91 27.7407
3349.09 28.4953
3349.28 29.1341
3349.46 29.6471
3349.64 30.0184
3349.82 30.2435
3350.00 30.3179
3350.15 30.2675
3350.29 30.1200
3350.41 29.9296
3350.53 29.6778
3350.64 29.3668
3350.76 28.9993
3351.00 28.1076
3351.23 27.0367
3351.47 25.8108
3351.70 24.4759
3351.94 23.0568
3352.18 21.6000
3352.68 18.4839
3352.93 16.9841
3353.18 15.5541
3353.43 14.2092
3353.68 12.9591
3353.81 12.3690
3353.93 11.8086
3354.06 11.2690
3354.18 10.7584
3354.31 10.2570
3354.44 9.78443
3354.57 9.33609
3354.70 8.91117
3354.82 8.50881
3354.95 8.12807
3355.08 7.76801
3355.21 7.42766
3355.34 7.10602
3355.46 6.80213
3355.59 6.51502
3355.72 6.24377
3355.85 5.98745
3355.98 5.74520
3356.10 5.51619
3356.23 5.29960
3356.36 5.09469
3356.49 4.90073
3356.62 4.71706
3356.74 4.54302
3357.00 4.22150
3357.26 3.93183
3357.51 3.67020
3357.77 3.43328
3358.02 3.21820
3358.28 3.02244
3358.47 2.89038
3358.65 2.76736
3358.84 2.65196
3359.03 2.54358
3359.21 2.44114
3359.40 2.34524
3359.58 2.25486
3359.77 2.16958
3359.96 2.08861
3360.14 2.01248
3360.52 1.87216
3360.89 1.74566
3361.26 1.63183
3361.52 1.55956
3361.77 1.49223
3362.03 1.42917
3362.29 1.37002
3362.54 1.31446
3362.80 1.26221
3363.05 1.21302
3363.31 1.16665
3363.57 1.12272
3363.82 1.08139
3364.33 1.00530
3364.85 0.936972
3365.36 0.875390
3365.87 0.819591
3366.38 0.769065
3366.90 0.723080
3367.41 0.681108
3367.92 0.642698
3368.43 0.607460
3368.94 0.575056
3369.46 0.545190
3369.92 0.519996
3370.39 0.496516
3370.85 0.474595
3371.32 0.454138
3371.78 0.434935
3372.25 0.416960
3372.72 0.400041
3373.18 0.384164
3373.65 0.369183
3374.11 0.355063
3374.58 0.341739
3375.04 0.329181
3375.97 0.306038
3376.91 0.285261
3377.93 0.264751
3378.95 0.246402
3379.98 0.229889
3381.00 0.215003
3382.03 0.201512
3383.05 0.189270
3384.08 0.178116
3385.10 0.167925
3386.40 0.156174
3387.71 0.145622
3389.01 0.136114
3390.32 0.127530
3391.62 0.119742
3392.92 0.112647
3394.23 0.106186
3394.88 0.103279
3395.53 0.100984
3396.09 0.100411
3396.65 0.103166
3396.93 0.106918
3397.21 0.113107
3397.49 0.122556
3397.77 0.136160
3398.05 0.154882
3398.32 0.179355
3398.60 0.210149
3398.88 0.247395
3399.16 0.290902
3399.44 0.339476
3399.72 0.391879
3400.00 0.446344
3400.00 0.805848
4000.00 0.757864
5000.00 0.699749
6000.00 0.656817
7200.00 0.616392
8000.00 0.593737
10000.0 0.546682
12000.0 0.508741
14000.0 0.476916
16000.0 0.449598
18000.0 0.425789
20000.0 0.404807
22000.0 0.386157
24000.0 0.369466
26000.0 0.354440
28000.0 0.340846
30000.0 0.328495
32000.0 0.317227
34000.0 0.306914
36000.0 0.297444
38000.0 0.288725
40000.0 0.280676
42000.0 0.273227
44000.0 0.266318
46000.0 0.259897
48000.0 0.253919
50000.0 0.248341
60000.0 0.225317
72000.0 0.205457
85000.0 0.190030
100000 0.177159
113346 0.169233
125000 0.162312
150000 0.152175
170000 0.145973
200000 0.138596
250000 0.128961
300000 0.121771
350000 0.115832
364348 0.114497
400000 0.111182
500000 0.104055
582539 0.100054
586061 0.0998832
591830 0.0996036
600000 0.0992075
653765 0.0974660
664088 0.0971316
684126 0.0964825
693639 0.0961744
700000 0.0959683
723190 0.0954927
734828 0.0952540
740799 0.0951315
799496 0.0939275
800000 0.0939172
802740 0.0938748
802740 0.0939412
802836 0.0939307
802836 0.0939307
825606 0.0914367
839977 0.0898627
890578 0.0843204
919926 0.0811059
955347 0.0772263
990000 0.0734308
990000 0.0734308
1.00000E+06 0.0723355
1.01404E+06 0.0723285
1.05351E+06 0.0723089
1.06566E+06 0.0723029
1.08185E+06 0.0722949
1.11525E+06 0.0722783
1.13245E+06 0.0722697
1.47169E+06 0.0721013
1.47169E+06 0.0721013
1.50000E+06 0.0720872
1.52005E+06 0.0717631
1.52006E+06 0.0717630
1.78917E+06 0.0674121
1.78917E+06 0.0674121
2.00000E+06 0.0640036
2.08143E+06 0.0630852
2.08143E+06 0.0630851
2.09994E+06 0.0628764
2.09994E+06 0.0628763
2.32585E+06 0.0603284
2.32585E+06 0.0603283
2.41873E+06 0.0592807
2.47774E+06 0.0586152
2.50000E+06 0.0583641
3.00000E+06 0.0460353
3.50000E+06 0.0369412
4.00000E+06 0.0301307
5.00000E+06 0.0198221
5.23822E+06 0.0181260
6.00000E+06 0.0127020
6.47491E+06 0.0106525
7.00000E+06 0.00838633
8.00000E+06 0.00538323
8.96650E+06 0.00336367
9.00000E+06 0.00329367
1.00000E+07 0.00201581
1.10000E+07 0.00132006
1.20000E+07 0.000930810
1.20613E+07 0.000917525
1.20613E+07 0.000917523
1.30000E+07 0.000713950
1.40000E+07 0.000575580
1.50000E+07 0.000479624
1.60000E+07 0.000415149
1.70000E+07 0.000346439
1.80000E+07 0.000283560
1.90000E+07 0.000226697
2.00000E+07 0.000180196
