Cu-63(n,tot) ENDFB-8.0
0.00168750 23.0370
0.00175000 22.7028
0.00181250 22.3865
0.00187500 22.0864
0.00193750 21.8012
0.00200000 21.5298
0.00209375 21.1461
0.00218750 20.7879
0.00228125 20.4524
0.00237500 20.1373
0.00246875 19.8407
0.00256250 19.5608
0.00265625 19.2962
0.00275000 19.0454
0.00284375 18.8074
0.00293750 18.5810
0.00303125 18.3654
0.00312500 18.1597
0.00321875 17.9633
0.00331250 17.7754
0.00340625 17.5954
0.00350000 17.4228
0.00359375 17.2571
0.00368750 17.0979
0.00378125 16.9447
0.00387500 16.7972
0.00396875 16.6550
0.00406250 16.5179
0.00425000 16.2576
0.00443750 16.0141
0.00462500 15.7859
0.00481250 15.5713
0.00500000 15.3690
0.00515625 15.2091
0.00531250 15.0563
0.00546875 14.9103
0.00562500 14.7704
0.00578125 14.6364
0.00593750 14.5077
0.00609375 14.3840
0.00625000 14.2651
0.00640625 14.1506
0.00656250 14.0403
0.00671875 13.9339
0.00687500 13.8312
0.00718750 13.6360
0.00750000 13.4533
0.00781250 13.2817
0.00812500 13.1203
0.00843750 12.9680
0.00875000 12.8240
0.00906250 12.6877
0.00937500 12.5582
0.00968750 12.4352
0.0100000 12.3180
0.0103125 12.2062
0.0106250 12.0994
0.0109375 11.9973
0.0112500 11.8995
0.0115625 11.8058
0.0118750 11.7158
0.0121875 11.6293
0.0125000 11.5461
0.0128125 11.4660
0.0131250 11.3888
0.0134375 11.3143
0.0137500 11.2425
0.0143750 11.1058
0.0150000 10.9779
0.0156250 10.8577
0.0162500 10.7447
0.0168750 10.6380
0.0175000 10.5371
0.0181250 10.4415
0.0187500 10.3508
0.0193750 10.2645
0.0200000 10.1823
0.0206625 10.0993
0.0213250 10.0203
0.0219875 9.94482
0.0226500 9.87275
0.0233125 9.80379
0.0239750 9.73772
0.0246375 9.67436
0.0253000 9.61352
0.0264578 9.51277
0.0276156 9.41846
0.0287734 9.32994
0.0299313 9.24664
0.0310891 9.16806
0.0322469 9.09377
0.0334047 9.02340
0.0345625 8.95662
0.0355274 8.90348
0.0364922 8.85248
0.0374570 8.80346
0.0384219 8.75631
0.0393867 8.71091
0.0403516 8.66715
0.0413164 8.62494
0.0422813 8.58418
0.0442109 8.50673
0.0461406 8.43421
0.0480703 8.36611
0.0500000 8.30202
0.0515625 8.25279
0.0531250 8.20575
0.0546875 8.16076
0.0562500 8.11766
0.0578125 8.07634
0.0593750 8.03666
0.0609375 7.99853
0.0625000 7.96184
0.0640625 7.92651
0.0656250 7.89246
0.0671875 7.85960
0.0687500 7.82788
0.0718750 7.76757
0.0750000 7.71107
0.0781250 7.65800
0.0812500 7.60802
0.0843750 7.56084
0.0875000 7.51622
0.0906250 7.47393
0.0937500 7.43378
0.0968750 7.39559
0.100000 7.35921
0.103125 7.32450
0.106250 7.29133
0.109375 7.25960
0.112500 7.22921
0.115625 7.20006
0.118750 7.17207
0.121875 7.14517
0.125000 7.11929
0.128125 7.09436
0.131250 7.07034
0.134375 7.04716
0.137500 7.02478
0.143750 6.98223
0.150000 6.94235
0.156250 6.90487
0.162500 6.86958
0.168750 6.83626
0.175000 6.80474
0.181250 6.77488
0.187500 6.74652
0.193750 6.71955
0.200000 6.69387
0.209375 6.65750
0.218750 6.62349
0.228125 6.59158
0.237500 6.56158
0.246875 6.53329
0.256250 6.50657
0.265625 6.48128
0.275000 6.45728
0.284375 6.43448
0.293750 6.41278
0.303125 6.39209
0.312500 6.37233
0.321875 6.35344
0.331250 6.33535
0.340625 6.31802
0.350000 6.30138
0.359375 6.28539
0.368750 6.27002
0.378125 6.25522
0.387500 6.24096
0.396875 6.22722
0.406250 6.21395
0.425000 6.18873
0.443750 6.16510
0.462500 6.14289
0.500000 6.10232
0.531250 6.07182
0.562500 6.04381
0.593750 6.01801
0.625000 5.99415
0.687500 5.95135
0.750000 5.91393
0.812500 5.88084
0.875000 5.85138
0.937500 5.82484
1.00000 5.80069
1.06250 5.77864
1.12500 5.75841
1.18750 5.73974
1.25000 5.72244
1.37500 5.69133
1.50000 5.66402
1.62500 5.63978
1.75000 5.61809
1.87500 5.59848
2.00000 5.58055
2.18750 5.55639
2.37500 5.53495
2.56250 5.51569
2.75000 5.49828
2.93750 5.48238
3.12500 5.46773
3.31250 5.45419
3.50000 5.44160
3.68750 5.42984
3.87500 5.41881
4.25000 5.39862
4.62500 5.38049
5.00000 5.36405
5.31250 5.35142
5.62500 5.33958
5.93750 5.32847
6.25000 5.31797
6.87500 5.29858
7.50000 5.28094
8.12500 5.26471
8.75000 5.24966
9.37500 5.23558
10.0000 5.22231
10.6250 5.20975
11.2500 5.19780
11.8750 5.18638
12.5000 5.17543
13.7500 5.15474
15.0000 5.13540
16.2500 5.11716
17.5000 5.09985
18.7500 5.08332
20.0000 5.06745
21.8750 5.04474
23.7500 5.02313
25.6250 5.00246
27.5000 4.98261
29.3750 4.96346
31.2500 4.94494
33.1250 4.92698
35.0000 4.90953
36.8750 4.89254
38.7500 4.87598
40.6250 4.85982
42.5000 4.84402
46.2500 4.81344
50.0000 4.78408
53.1250 4.76045
56.2500 4.73752
59.3750 4.71523
62.5000 4.69354
65.6250 4.67242
68.7500 4.65183
71.8750 4.63174
75.0000 4.61212
78.1250 4.59295
81.2500 4.57421
87.5000 4.53792
93.7500 4.50312
100.000 4.46967
106.250 4.43746
112.500 4.40641
118.750 4.37644
125.000 4.34745
131.250 4.31939
137.500 4.29219
143.750 4.26580
150.000 4.24017
156.250 4.21524
162.500 4.19097
168.750 4.16733
175.000 4.14426
181.250 4.12175
187.500 4.09974
193.750 4.07821
200.000 4.05713
207.878 4.03119
215.757 4.00593
223.635 3.98108
231.513 3.95688
239.391 3.93298
247.269 3.90964
263.026 3.86390
278.782 3.81949
286.660 3.79759
294.539 3.77591
302.417 3.75431
310.295 3.73286
326.051 3.69003
342.202 3.64598
350.277 3.62376
358.352 3.60133
366.427 3.57861
374.502 3.55556
382.578 3.53213
386.615 3.52028
388.634 3.51433
390.653 3.50841
392.228 3.50383
393.804 3.49934
394.493 3.49744
395.183 3.49560
395.872 3.49387
396.561 3.49230
397.251 3.49099
397.595 3.49052
397.940 3.49022
398.285 3.49019
398.629 3.49058
398.802 3.49101
398.974 3.49167
399.146 3.49266
399.319 3.49415
399.503 3.49664
399.596 3.49844
399.688 3.50078
399.780 3.50387
399.873 3.50797
399.965 3.51345
400.057 3.52079
400.150 3.53061
400.196 3.53667
400.242 3.54362
400.288 3.55161
400.334 3.56071
400.380 3.57109
400.427 3.58282
400.473 3.59610
400.519 3.61100
400.565 3.62766
400.611 3.64614
400.657 3.66660
400.704 3.68903
400.750 3.71357
400.796 3.74013
400.857 3.77882
400.919 3.82093
400.981 3.86631
401.042 3.91436
401.104 3.96462
401.165 4.01617
401.288 4.11965
401.347 4.16707
401.405 4.21198
401.464 4.25336
401.522 4.29024
401.556 4.30918
401.590 4.32609
401.624 4.34088
401.657 4.35342
401.714 4.36917
401.771 4.37780
401.812 4.37948
401.865 4.37605
401.918 4.36635
401.948 4.35810
401.978 4.34797
402.038 4.32230
402.080 4.30037
402.122 4.27555
402.164 4.24812
402.206 4.21842
402.250 4.18449
402.295 4.14882
402.385 4.07417
402.475 3.99783
402.565 3.92312
402.615 3.88240
402.666 3.84340
402.717 3.80639
402.768 3.77169
402.819 3.73930
402.870 3.70939
402.921 3.68200
402.972 3.65715
403.022 3.63468
403.073 3.61454
403.124 3.59661
403.175 3.58077
403.226 3.56679
403.277 3.55455
403.328 3.54388
403.379 3.53462
403.465 3.52159
403.552 3.51145
403.639 3.50359
403.726 3.49748
403.813 3.49270
403.899 3.48891
403.986 3.48588
404.073 3.48340
404.246 3.47960
404.420 3.47676
404.594 3.47452
404.767 3.47266
405.114 3.46966
405.461 3.46725
405.809 3.46519
406.156 3.46338
406.587 3.46134
407.018 3.45947
407.879 3.45601
408.741 3.45279
409.603 3.44970
411.135 3.44436
412.667 3.43912
413.960 3.43472
415.253 3.43032
417.838 3.42151
420.424 3.41262
423.009 3.40362
428.180 3.38519
433.351 3.36628
438.522 3.34671
443.693 3.32633
448.864 3.30522
454.035 3.28313
458.249 3.26433
462.462 3.24478
466.676 3.22437
470.889 3.20299
475.103 3.18060
479.316 3.15700
481.423 3.14474
483.529 3.13210
485.636 3.11911
487.743 3.10576
490.807 3.08557
493.871 3.06443
496.936 3.04225
500.000 3.01894
502.723 2.99719
505.446 2.97436
506.807 2.96253
508.169 2.95037
509.530 2.93794
510.892 2.92513
512.253 2.91202
513.614 2.89851
514.976 2.88466
516.337 2.87041
517.699 2.85581
519.060 2.84073
520.422 2.82520
521.783 2.80920
523.447 2.78899
525.111 2.76801
526.775 2.74624
528.439 2.72363
530.103 2.70014
531.767 2.67575
533.431 2.65042
534.263 2.63740
535.095 2.62413
536.607 2.59939
538.120 2.57384
538.876 2.56077
539.633 2.54750
540.389 2.53405
541.145 2.52042
541.902 2.50662
542.658 2.49267
543.415 2.47857
544.171 2.46435
544.927 2.45004
545.684 2.43566
546.440 2.42125
547.196 2.40684
548.028 2.39107
548.860 2.37547
549.692 2.36014
550.524 2.34520
551.356 2.33083
552.188 2.31721
553.020 2.30459
553.852 2.29328
554.684 2.28363
555.516 2.27612
555.932 2.27334
556.348 2.27132
556.764 2.27016
557.180 2.26996
557.596 2.27086
558.012 2.27297
558.428 2.27646
558.844 2.28151
559.260 2.28830
559.676 2.29707
560.092 2.30807
560.508 2.32157
561.000 2.34120
561.491 2.36538
561.983 2.39490
562.475 2.43070
562.966 2.47389
563.458 2.52570
563.949 2.58765
564.441 2.66155
564.819 2.72794
565.197 2.80392
565.576 2.89093
565.954 2.99062
566.332 3.10501
566.710 3.23642
567.088 3.38763
567.466 3.56194
567.655 3.65902
567.845 3.76345
568.034 3.87587
568.223 3.99699
568.412 4.12760
568.601 4.26858
568.790 4.42093
568.979 4.58566
569.187 4.78281
569.395 4.99838
569.603 5.23445
569.811 5.49337
570.019 5.77786
570.227 6.09099
570.435 6.43635
570.643 6.81805
570.747 7.02400
570.851 7.24089
570.955 7.46944
571.059 7.71044
571.163 7.96473
571.267 8.23324
571.371 8.51695
571.475 8.81697
571.579 9.13447
571.683 9.47073
571.787 9.82717
571.891 10.2053
571.995 10.6069
572.099 11.0338
572.203 11.4879
572.307 11.9712
572.439 12.6337
572.572 13.3539
572.704 14.1385
572.836 14.9944
572.969 15.9314
573.101 16.9582
573.167 17.5096
573.234 18.0881
573.300 18.6955
573.366 19.3327
573.470 20.4036
573.574 21.5636
573.678 22.8239
573.782 24.1962
573.886 25.6937
573.990 27.3321
574.094 29.1294
574.198 31.1064
574.250 32.1700
574.302 33.2881
574.354 34.4645
574.406 35.7033
574.458 37.0091
574.510 38.3866
574.562 39.8414
574.614 41.3761
574.666 43.0032
574.718 44.7267
574.770 46.5544
574.822 48.4948
574.874 50.5572
574.926 52.7518
574.978 55.0899
575.030 57.5791
575.082 60.2477
575.134 63.0960
575.186 66.1454
575.238 69.4141
575.290 72.9218
575.342 76.6904
575.394 80.7436
575.446 85.1075
575.498 89.8101
575.550 94.8822
575.602 100.357
575.654 106.269
575.706 112.658
575.758 119.564
575.810 127.031
575.862 135.103
575.914 143.828
575.966 153.257
576.018 163.439
576.070 174.428
576.122 186.274
576.174 199.032
576.226 212.750
576.278 227.479
576.330 243.263
576.382 260.144
576.434 278.157
576.486 297.330
576.538 317.684
576.590 339.227
576.642 361.958
576.694 385.863
576.746 410.910
576.798 437.056
576.850 464.236
576.902 492.373
577.006 551.096
577.110 612.147
577.316 735.188
577.420 794.229
577.523 849.171
577.578 875.957
577.632 900.793
577.687 923.420
577.742 943.562
577.796 961.075
577.851 975.704
577.906 987.341
577.960 995.818
578.033 1002.09
578.070 1003.04
578.129 1001.45
578.188 996.010
578.248 986.819
578.307 974.019
578.366 957.800
578.425 938.393
578.485 916.069
578.544 891.128
578.641 845.440
578.738 795.098
578.836 741.638
578.933 686.545
579.029 631.586
579.126 577.546
579.222 525.406
579.319 475.933
579.367 452.355
579.415 429.683
579.464 407.863
579.512 387.011
579.560 367.057
579.608 348.090
579.657 330.068
579.705 312.980
579.751 297.497
579.797 282.868
579.843 269.006
579.889 255.946
579.935 243.603
579.981 232.001
580.027 221.059
580.073 210.790
580.119 201.118
580.165 192.053
580.211 183.521
580.257 175.528
580.303 168.008
580.349 160.964
580.395 154.349
580.441 148.136
580.490 142.016
580.538 136.293
580.586 130.914
580.634 125.878
580.683 121.138
580.731 116.693
580.779 112.511
580.827 108.574
580.876 104.856
580.924 101.355
580.972 98.0433
581.020 94.9192
581.069 91.9572
581.117 89.1575
581.213 83.9838
581.270 81.1617
581.327 78.5069
581.384 76.0017
581.441 73.6346
581.498 71.3953
581.555 69.2743
581.669 65.3538
581.783 61.8103
581.897 58.6002
582.011 55.6783
582.125 53.0095
582.222 50.9259
582.318 48.9866
582.415 47.1780
582.511 45.4895
582.608 43.9072
582.704 42.4234
582.801 41.0297
582.897 39.7200
582.994 38.4847
583.090 37.3194
583.187 36.2185
583.283 35.1783
583.380 34.1922
583.476 33.2573
583.669 31.5278
583.862 29.9624
584.055 28.5417
584.248 27.2464
584.441 26.0628
584.634 24.9766
584.827 23.9782
585.020 23.0571
585.213 22.2058
585.379 21.5207
585.546 20.8784
585.713 20.2745
585.879 19.7066
586.046 19.1711
586.213 18.6660
586.379 18.1883
586.546 17.7365
586.713 17.3083
586.879 16.9023
587.046 16.5166
587.212 16.1502
587.546 15.4693
587.879 14.8507
588.072 14.5177
588.265 14.2017
588.458 13.9014
588.651 13.6160
589.037 13.0849
589.423 12.6017
589.809 12.1604
590.194 11.7560
590.580 11.3843
590.966 11.0417
591.212 10.8374
591.457 10.6428
591.949 10.2806
592.440 9.95038
592.931 9.64854
593.422 9.37152
593.913 9.11641
594.404 8.88061
594.895 8.66222
595.281 8.50163
595.667 8.35000
596.053 8.20659
596.439 8.07078
596.825 7.94200
597.211 7.81974
597.597 7.70353
597.983 7.59296
598.369 7.48762
598.755 7.38718
599.140 7.29130
599.526 7.19970
600.298 7.02826
601.070 6.87094
601.842 6.72608
602.614 6.59234
603.385 6.46848
604.157 6.35349
604.929 6.24646
605.701 6.14660
606.473 6.05323
607.244 5.96576
607.911 5.89456
608.578 5.82715
609.244 5.76322
609.911 5.70238
610.577 5.64435
611.244 5.58902
611.911 5.53623
612.577 5.48582
613.244 5.43763
613.910 5.39150
615.243 5.30497
616.576 5.22529
617.910 5.15166
618.681 5.11153
619.453 5.07309
620.225 5.03623
620.997 5.00084
622.541 4.93416
624.084 4.87240
625.628 4.81500
627.171 4.76149
628.715 4.71146
630.259 4.66454
631.171 4.63814
632.083 4.61267
632.995 4.58805
633.907 4.56426
634.819 4.54123
635.732 4.51894
636.644 4.49734
637.556 4.47641
638.258 4.46078
638.959 4.44556
639.661 4.43076
640.362 4.41642
640.713 4.40943
641.064 4.40257
641.415 4.39586
641.766 4.38932
642.117 4.38295
642.467 4.37680
642.818 4.37089
643.169 4.36527
643.520 4.36001
643.871 4.35518
644.221 4.35090
644.572 4.34731
644.748 4.34583
644.923 4.34461
645.099 4.34368
645.274 4.34310
645.449 4.34291
645.625 4.34320
645.800 4.34404
645.976 4.34554
646.169 4.34813
646.362 4.35191
646.555 4.35720
646.651 4.36054
646.747 4.36442
646.844 4.36892
646.940 4.37414
647.037 4.38020
647.133 4.38722
647.230 4.39539
647.326 4.40493
647.423 4.41611
647.519 4.42927
647.633 4.44803
647.690 4.45898
647.747 4.47117
647.804 4.48478
647.861 4.50002
647.918 4.51712
647.975 4.53635
648.032 4.55809
648.089 4.58260
648.146 4.61036
648.203 4.64183
648.260 4.67755
648.317 4.71815
648.374 4.76430
648.431 4.81677
648.473 4.85965
648.515 4.90673
648.557 4.95839
648.598 5.01491
648.640 5.07698
648.681 5.14476
648.723 5.21906
648.765 5.30000
648.806 5.38848
648.848 5.48461
648.890 5.58936
648.931 5.70276
648.973 5.82589
649.015 5.95867
649.056 6.10225
649.098 6.25640
649.146 6.44967
649.194 6.65841
649.243 6.88404
649.291 7.12602
649.339 7.38564
649.387 7.66196
649.436 7.95543
649.484 8.26581
649.532 8.59333
649.580 8.93593
649.629 9.29409
649.677 9.66515
649.773 10.4429
649.870 11.2535
650.063 12.8993
650.159 13.6870
650.256 14.4164
650.308 14.7808
650.356 15.0852
650.403 15.3627
650.451 15.6119
650.498 15.8295
650.542 16.0017
650.586 16.1438
650.630 16.2547
650.674 16.3335
650.722 16.3820
650.770 16.3912
650.818 16.3611
650.866 16.2919
650.914 16.1847
650.963 16.0362
651.013 15.8510
651.062 15.6305
651.111 15.3778
651.163 15.0768
651.216 14.7464
651.268 14.3892
651.320 14.0105
651.425 13.2021
651.529 12.3532
651.672 11.1849
651.743 10.6143
651.814 10.0631
651.866 9.67329
651.919 9.29903
651.971 8.94028
652.023 8.59953
652.075 8.27625
652.128 7.97217
652.180 7.68635
652.232 7.41985
652.263 7.27086
652.294 7.12828
652.325 6.99202
652.356 6.86237
652.386 6.73835
652.417 6.62025
652.448 6.50791
652.479 6.40149
652.510 6.30012
652.541 6.20398
652.572 6.11286
652.603 6.02686
652.633 5.94521
652.664 5.86800
652.695 5.79503
652.726 5.72633
652.752 5.67092
652.778 5.61836
652.831 5.52070
652.883 5.43210
652.935 5.35205
652.987 5.27948
653.040 5.21391
653.092 5.15441
653.144 5.10057
653.196 5.05162
653.249 5.00722
653.301 4.96671
653.353 4.92983
653.405 4.89604
653.458 4.86514
653.510 4.83675
653.562 4.81059
653.647 4.77198
653.733 4.73783
653.818 4.70743
653.904 4.68017
653.989 4.65557
654.075 4.63323
654.160 4.61284
654.246 4.59414
654.331 4.57689
654.417 4.56093
654.502 4.54611
654.588 4.53229
654.759 4.50725
654.930 4.48513
655.082 4.46750
655.234 4.45147
655.386 4.43682
655.538 4.42336
655.690 4.41095
655.842 4.39944
655.994 4.38873
656.146 4.37873
656.450 4.36055
656.754 4.34439
657.058 4.32989
657.362 4.31675
657.647 4.30547
657.932 4.29503
658.217 4.28533
658.502 4.27627
658.787 4.26776
659.072 4.25974
659.642 4.24494
660.212 4.23148
660.782 4.21911
661.352 4.20762
661.922 4.19688
662.454 4.18743
662.986 4.17845
663.518 4.16988
664.050 4.16168
665.114 4.14620
666.177 4.13176
667.241 4.11819
668.305 4.10531
669.369 4.09303
670.433 4.08128
671.649 4.06842
672.865 4.05610
674.081 4.04426
675.297 4.03285
676.513 4.02182
677.729 4.01119
680.161 3.99084
682.593 3.97159
685.025 3.95334
687.456 3.93598
689.888 3.91941
692.016 3.90551
694.144 3.89212
696.272 3.87919
698.400 3.86671
702.656 3.84293
706.912 3.82058
711.167 3.79962
715.423 3.77963
719.679 3.76064
723.935 3.74257
730.318 3.71703
733.510 3.70480
736.702 3.69303
743.086 3.67034
749.470 3.64888
752.661 3.63852
755.853 3.62844
759.045 3.61852
762.237 3.60882
765.429 3.59931
768.621 3.58993
771.813 3.58070
775.004 3.57157
777.436 3.56468
779.716 3.55825
781.996 3.55184
784.276 3.54542
786.556 3.53898
788.836 3.53249
789.976 3.52922
791.116 3.52592
792.256 3.52260
793.396 3.51925
794.536 3.51589
795.675 3.51251
796.435 3.51027
797.195 3.50805
797.955 3.50590
798.715 3.50387
799.171 3.50274
799.627 3.50173
800.083 3.50088
800.539 3.50026
800.919 3.50002
801.299 3.50013
801.679 3.50074
802.059 3.50212
802.287 3.50348
802.515 3.50538
802.743 3.50805
802.971 3.51177
803.123 3.51508
803.275 3.51930
803.427 3.52475
803.579 3.53189
803.665 3.53690
803.750 3.54282
803.836 3.54985
803.921 3.55823
804.007 3.56825
804.092 3.58029
804.178 3.59475
804.263 3.61216
804.349 3.63311
804.434 3.65829
804.520 3.68849
804.605 3.72458
804.648 3.74517
804.691 3.76755
804.733 3.79196
804.776 3.81843
804.819 3.84722
804.862 3.87834
804.904 3.91199
804.947 3.94831
804.992 3.98983
805.037 4.03455
805.082 4.08272
805.128 4.13447
805.173 4.19006
805.218 4.24937
805.263 4.31260
805.308 4.37982
805.353 4.45126
805.398 4.52662
805.443 4.60604
805.489 4.68949
805.534 4.77688
805.579 4.86811
805.669 5.06140
805.773 5.30137
805.878 5.55479
806.087 6.08033
806.210 6.38487
806.272 6.53053
806.334 6.66928
806.386 6.78042
806.438 6.88440
806.491 6.98068
806.543 7.06801
806.581 7.12561
806.634 7.19669
806.686 7.25664
806.739 7.30501
806.792 7.34136
806.870 7.37250
806.921 7.37774
806.973 7.37109
807.024 7.35266
807.075 7.32267
807.127 7.28054
807.179 7.22720
807.253 7.13305
807.327 7.01935
807.390 6.90953
807.453 6.78908
807.516 6.65926
807.578 6.52215
807.761 6.09593
807.944 5.66023
808.012 5.50137
808.081 5.34730
808.149 5.19920
808.217 5.05820
808.286 4.92463
808.354 4.79922
808.423 4.68227
808.491 4.57407
808.543 4.49842
808.594 4.42767
808.645 4.36147
808.697 4.29993
808.748 4.24268
808.799 4.18974
808.851 4.14072
808.902 4.09561
808.954 4.05402
809.005 4.01588
809.056 3.98083
809.108 3.94879
809.159 3.91941
809.210 3.89262
809.262 3.86809
809.313 3.84573
809.404 3.81063
809.496 3.78076
809.553 3.76436
809.610 3.74949
809.724 3.72375
809.838 3.70239
809.952 3.68448
810.066 3.66933
810.180 3.65636
810.294 3.64513
810.408 3.63532
810.591 3.62191
810.774 3.61068
810.956 3.60110
811.139 3.59280
811.413 3.58221
811.687 3.57333
811.960 3.56574
812.234 3.55918
812.508 3.55342
812.782 3.54833
813.056 3.54378
813.330 3.53968
813.878 3.53258
814.425 3.52660
815.156 3.51989
815.886 3.51421
816.434 3.51046
816.981 3.50706
818.077 3.50105
819.172 3.49584
820.268 3.49121
821.729 3.48567
823.189 3.48064
824.650 3.47599
826.110 3.47164
827.571 3.46752
829.032 3.46358
831.953 3.45611
833.414 3.45254
836.883 3.44439
840.352 3.43658
843.821 3.42904
847.290 3.42171
854.228 3.40755
861.166 3.39390
868.104 3.38064
875.042 3.36770
888.918 3.34256
896.222 3.32969
903.525 3.31693
910.828 3.30431
918.132 3.29178
923.609 3.28242
929.086 3.27306
934.564 3.26368
940.041 3.25424
945.519 3.24470
950.996 3.23498
956.474 3.22499
959.212 3.21985
961.951 3.21458
964.872 3.20878
968.159 3.20197
969.802 3.19841
971.445 3.19474
973.089 3.19092
974.732 3.18694
976.375 3.18276
978.018 3.17836
979.114 3.17529
980.209 3.17209
981.031 3.16961
981.853 3.16706
982.674 3.16444
983.496 3.16179
984.317 3.15913
984.728 3.15781
985.139 3.15653
985.550 3.15529
985.961 3.15413
986.371 3.15308
986.782 3.15219
987.170 3.15157
987.558 3.15124
987.946 3.15134
988.334 3.15204
988.528 3.15271
988.722 3.15364
988.916 3.15490
989.110 3.15657
989.304 3.15875
989.498 3.16156
989.692 3.16521
989.886 3.16992
990.103 3.17694
990.211 3.18135
990.320 3.18655
990.428 3.19270
990.537 3.20004
990.645 3.20884
990.753 3.21950
990.862 3.23250
990.970 3.24845
991.079 3.26814
991.187 3.29258
991.295 3.32300
991.350 3.34093
991.404 3.36095
991.458 3.38331
991.512 3.40829
991.566 3.43616
991.621 3.46726
991.681 3.50585
991.740 3.54921
991.800 3.59796
991.860 3.65265
991.920 3.71388
991.980 3.78229
992.040 3.85851
992.100 3.94323
992.160 4.03729
992.220 4.14104
992.280 4.25532
992.340 4.38076
992.399 4.51796
992.459 4.66749
992.519 4.82983
992.579 5.00538
992.642 5.20395
992.705 5.41756
992.768 5.64626
992.830 5.88948
992.893 6.14763
992.956 6.41930
993.019 6.70453
993.081 7.00131
993.173 7.45210
993.264 7.92032
993.446 8.88258
993.572 9.53894
993.697 10.1638
993.755 10.4313
993.812 10.6852
993.869 10.9233
993.926 11.1431
994.006 11.4170
994.077 11.6262
994.149 11.7968
994.237 11.9494
994.324 12.0378
994.340 12.0468
994.384 12.0604
994.428 12.0573
994.515 12.0019
994.563 11.9445
994.618 11.8543
994.674 11.7399
994.729 11.6023
994.785 11.4431
994.843 11.2547
994.901 11.0465
995.017 10.5776
995.133 10.0542
995.249 9.49468
