Sc-45(n,tot) ENDFB-8.0
0.0125000 61.3299
0.0128125 60.8432
0.0131250 60.3741
0.0134375 59.9215
0.0137500 59.4847
0.0143750 58.6544
0.0150000 57.8770
0.0156250 57.1471
0.0162500 56.4600
0.0168750 55.8117
0.0175000 55.1986
0.0181250 54.6178
0.0187500 54.0665
0.0193750 53.5423
0.0200000 53.0430
0.0206625 52.5388
0.0213250 52.0585
0.0219875 51.6002
0.0226500 51.1622
0.0233125 50.7432
0.0239750 50.3418
0.0246375 49.9568
0.0253000 49.5872
0.0264578 48.9750
0.0276156 48.4019
0.0287734 47.8641
0.0299313 47.3579
0.0310891 46.8804
0.0322469 46.4290
0.0334047 46.0014
0.0345625 45.5956
0.0355274 45.2727
0.0364922 44.9628
0.0374570 44.6650
0.0384219 44.3785
0.0393867 44.1026
0.0403516 43.8368
0.0413164 43.5803
0.0422813 43.3327
0.0442109 42.8621
0.0461406 42.4215
0.0480703 42.0077
0.0500000 41.6183
0.0515625 41.3192
0.0531250 41.0334
0.0546875 40.7601
0.0562500 40.4982
0.0578125 40.2471
0.0593750 40.0060
0.0609375 39.7743
0.0625000 39.5514
0.0640625 39.3367
0.0656250 39.1298
0.0671875 38.9302
0.0687500 38.7374
0.0718750 38.3709
0.0750000 38.0276
0.0781250 37.7051
0.0812500 37.4014
0.0843750 37.1148
0.0875000 36.8437
0.0906250 36.5867
0.0937500 36.3427
0.0968750 36.1107
0.100000 35.8896
0.103125 35.6787
0.106250 35.4772
0.109375 35.2844
0.112500 35.0997
0.115625 34.9226
0.118750 34.7525
0.121875 34.5891
0.125000 34.4318
0.128125 34.2803
0.131250 34.1343
0.134375 33.9935
0.137500 33.8574
0.143750 33.5988
0.150000 33.3565
0.156250 33.1287
0.162500 32.9143
0.168750 32.7118
0.175000 32.5203
0.181250 32.3387
0.187500 32.1664
0.193750 32.0025
0.200000 31.8463
0.209375 31.6253
0.218750 31.4185
0.228125 31.2246
0.237500 31.0422
0.246875 30.8702
0.256250 30.7078
0.265625 30.5540
0.275000 30.4081
0.284375 30.2695
0.293750 30.1375
0.303125 30.0117
0.312500 29.8915
0.321875 29.7766
0.331250 29.6666
0.340625 29.5612
0.350000 29.4600
0.359375 29.3627
0.368750 29.2692
0.378125 29.1792
0.387500 29.0924
0.396875 29.0088
0.406250 28.9280
0.425000 28.7745
0.443750 28.6307
0.462500 28.4956
0.500000 28.2485
0.531250 28.0627
0.562500 27.8921
0.593750 27.7349
0.625000 27.5895
0.687500 27.3284
0.750000 27.1001
0.812500 26.8981
0.875000 26.7181
0.937500 26.5558
1.00000 26.4080
1.06250 26.2730
1.12500 26.1490
1.18750 26.0345
1.25000 25.9283
1.37500 25.7370
1.50000 25.5688
1.62500 25.4192
1.75000 25.2852
1.87500 25.1637
2.00000 25.0524
2.18750 24.9020
2.37500 24.7681
2.56250 24.6474
2.75000 24.5380
2.93750 24.4377
3.12500 24.3449
3.31250 24.2588
3.50000 24.1786
3.87500 24.0325
4.25000 23.9021
4.62500 23.7841
5.00000 23.6764
5.31250 23.5930
5.62500 23.5145
5.93750 23.4403
6.25000 23.3699
6.87500 23.2386
7.50000 23.1178
8.12500 23.0056
8.75000 22.9005
9.37500 22.8012
10.0000 22.7067
10.6250 22.6164
11.2500 22.5299
11.8750 22.4465
12.5000 22.3659
13.7500 22.2120
15.0000 22.0660
16.2500 21.9267
17.5000 21.7928
18.7500 21.6637
20.0000 21.5384
21.8750 21.3571
23.7500 21.1823
25.6250 21.0131
27.5000 20.8487
29.3750 20.6886
31.2500 20.5323
33.1250 20.3794
35.0000 20.2295
36.8750 20.0825
38.7500 19.9382
42.5000 19.6567
46.2500 19.3839
50.0000 19.1188
53.1250 18.9035
56.2500 18.6926
59.3750 18.4861
62.5000 18.2837
65.6250 18.0852
68.7500 17.8904
75.0000 17.5113
81.2500 17.1454
87.5000 16.7917
93.7500 16.4495
100.000 16.1180
106.250 15.7968
112.500 15.4853
118.750 15.1829
125.000 14.8895
131.250 14.6044
137.500 14.3274
143.750 14.0580
150.000 13.7961
156.250 13.5413
162.500 13.2934
168.750 13.0520
175.000 12.8170
187.500 12.3650
200.000 11.9355
208.128 11.6677
216.255 11.4084
224.382 11.1573
232.510 10.9140
240.637 10.6782
248.765 10.4496
265.019 10.0127
281.274 9.60107
297.529 9.21283
313.784 8.84621
330.039 8.49963
342.230 8.25338
354.421 8.01605
366.612 7.78707
378.803 7.56641
390.994 7.35657
403.185 7.15248
409.281 7.05424
415.376 6.95785
421.472 6.86302
427.567 6.77056
432.393 6.69903
434.806 6.66394
437.219 6.62938
439.632 6.59549
440.838 6.57886
442.044 6.56246
443.251 6.54639
444.457 6.53073
445.664 6.51558
446.267 6.50825
446.870 6.50111
447.505 6.49384
448.140 6.48686
448.775 6.48025
449.410 6.47411
450.045 6.46853
450.680 6.46366
450.997 6.46155
451.315 6.45969
451.632 6.45813
451.950 6.45691
452.299 6.45602
452.648 6.45570
452.997 6.45605
453.347 6.45722
453.696 6.45939
453.871 6.46091
454.045 6.46276
454.220 6.46500
454.394 6.46765
454.569 6.47078
454.744 6.47445
454.950 6.47957
455.156 6.48568
455.363 6.49296
455.569 6.50162
455.672 6.50655
455.775 6.51194
455.879 6.51782
455.982 6.52424
456.085 6.53127
456.188 6.53898
456.291 6.54743
456.394 6.55670
456.474 6.56448
456.553 6.57285
456.633 6.58189
456.712 6.59164
456.791 6.60220
456.871 6.61365
456.950 6.62609
457.029 6.63960
457.109 6.65436
457.188 6.67048
457.268 6.68814
457.347 6.70750
457.426 6.72885
457.506 6.75242
457.585 6.77851
457.664 6.80744
457.752 6.84310
457.795 6.86262
457.839 6.88334
457.883 6.90544
457.926 6.92891
457.970 6.95398
458.014 6.98064
458.057 7.00915
458.101 7.03950
458.145 7.07198
458.188 7.10659
458.232 7.14363
458.275 7.18311
458.319 7.22539
458.363 7.27044
458.406 7.31867
458.450 7.37003
458.494 7.42498
458.537 7.48344
458.581 7.54591
458.625 7.61229
458.668 7.68308
458.712 7.75817
458.756 7.83808
458.799 7.92263
458.843 8.01237
458.887 8.10706
458.930 8.20724
458.974 8.31259
459.018 8.42365
459.061 8.53998
459.109 8.67358
459.156 8.81348
459.204 8.95984
459.252 9.11252
459.347 9.43619
459.442 9.78105
459.530 10.1131
459.617 10.4554
459.791 11.1505
459.879 11.4926
459.967 11.8199
460.055 12.1255
460.142 12.4014
460.196 12.5513
460.249 12.6860
460.302 12.8044
460.355 12.9053
460.408 12.9878
460.461 13.0506
460.514 13.0933
460.567 13.1154
460.600 13.1187
460.653 13.1071
460.706 13.0747
460.759 13.0220
460.813 12.9493
460.866 12.8574
460.919 12.7476
460.972 12.6208
461.025 12.4782
461.126 12.1707
461.226 11.8230
461.326 11.4457
461.427 11.0507
461.636 10.2169
461.740 9.81409
461.845 9.43120
461.897 9.24903
461.949 9.07375
462.001 8.90578
462.053 8.74539
462.106 8.59279
462.158 8.44805
462.210 8.31120
462.262 8.18218
462.305 8.08213
462.348 7.98738
462.390 7.89755
462.433 7.81252
462.476 7.73213
462.518 7.65622
462.561 7.58461
462.604 7.51711
462.647 7.45341
462.689 7.39361
462.732 7.33737
462.775 7.28449
462.817 7.23481
462.860 7.18813
462.903 7.14427
462.946 7.10308
462.998 7.05601
463.050 7.01248
463.102 6.97211
463.154 6.93466
463.207 6.89990
463.259 6.86759
463.311 6.83755
463.363 6.80956
463.415 6.78348
463.468 6.75913
463.520 6.73636
463.572 6.71506
463.624 6.69509
463.676 6.67634
463.729 6.65872
463.781 6.64214
463.862 6.61834
463.942 6.59655
464.023 6.57652
464.104 6.55808
464.184 6.54102
464.265 6.52520
464.346 6.51049
464.426 6.49679
464.507 6.48398
464.588 6.47198
464.668 6.46071
464.749 6.45013
464.910 6.43071
465.072 6.41335
465.176 6.40303
465.281 6.39338
465.385 6.38431
465.489 6.37577
465.698 6.36008
465.907 6.34600
466.116 6.33326
466.325 6.32166
466.533 6.31102
466.742 6.30121
466.942 6.29251
467.141 6.28438
467.340 6.27675
467.539 6.26956
467.739 6.26275
467.938 6.25628
468.137 6.25012
468.337 6.24424
468.735 6.23319
469.134 6.22295
469.533 6.21337
469.931 6.20435
470.235 6.19779
470.729 6.18761
471.222 6.17793
471.716 6.16867
472.209 6.15975
472.703 6.15113
473.196 6.14277
473.690 6.13461
474.183 6.12664
475.170 6.11117
476.158 6.09620
477.145 6.08161
478.132 6.06732
479.499 6.04794
480.865 6.02894
482.232 6.01025
483.599 5.99183
486.332 5.95554
489.066 5.91987
494.533 5.85005
500.000 5.78173
507.813 5.68634
515.625 5.59327
523.438 5.50234
531.250 5.41348
546.875 5.24148
562.500 5.07667
578.125 4.91866
593.750 4.76707
609.375 4.62155
625.000 4.48183
656.250 4.21841
687.500 3.97458
718.750 3.74852
750.000 3.53858
781.250 3.34330
812.500 3.16137
843.750 2.99164
875.000 2.83310
906.250 2.68483
937.500 2.54601
953.125 2.47992
968.750 2.41599
984.375 2.35414
992.188 2.32399
1000.00 2.29439
1008.83 2.26162
1013.24 2.24554
1017.66 2.22970
1022.07 2.21413
1026.48 2.19890
1028.69 2.19145
1030.90 2.18416
1033.11 2.17705
1035.31 2.17018
1036.82 2.16566
1038.33 2.16132
1039.84 2.15722
1041.35 2.15346
1042.86 2.15013
1043.62 2.14869
1044.37 2.14742
1045.13 2.14638
1045.88 2.14561
1046.64 2.14517
1047.39 2.14514
1047.86 2.14537
1048.32 2.14584
1048.93 2.14687
1049.54 2.14849
1050.15 2.15088
1050.76 2.15424
1051.07 2.15638
1051.37 2.15888
1051.68 2.16181
1051.98 2.16524
1052.29 2.16926
1052.59 2.17398
1052.90 2.17955
1053.20 2.18614
1053.52 2.19440
1053.84 2.20438
1054.16 2.21658
1054.32 2.22375
1054.48 2.23170
1054.64 2.24068
1054.80 2.25082
1054.96 2.26232
1055.12 2.27536
1055.28 2.29045
1055.44 2.30781
1055.60 2.32820
1055.75 2.35204
1055.91 2.38048
1055.99 2.39670
1056.07 2.41446
1056.15 2.43393
1056.23 2.45531
1056.31 2.47881
1056.39 2.50432
1056.47 2.53275
1056.55 2.56406
1056.63 2.59855
1056.71 2.63654
1056.79 2.67836
1056.87 2.72438
1056.95 2.77497
1057.03 2.82978
1057.09 2.87409
1057.15 2.92063
1057.21 2.97028
1057.27 3.02319
1057.32 3.07950
1057.38 3.13936
1057.44 3.20289
1057.50 3.27021
1057.56 3.34145
1057.61 3.41671
1057.67 3.49605
1057.73 3.57956
1057.79 3.66728
1057.85 3.75922
1057.90 3.85540
1057.96 3.95577
1058.04 4.10100
1058.12 4.25384
1058.20 4.41392
1058.28 4.58073
1058.44 4.93180
1058.60 5.29782
1058.98 6.17838
1059.14 6.52833
1059.22 6.69162
1059.30 6.84305
1059.39 7.00833
1059.48 7.15363
1059.58 7.27857
1059.67 7.38122
1059.75 7.45266
1059.84 7.50414
1059.92 7.53497
1060.00 7.54476
1060.07 7.53741
1060.18 7.49672
1060.28 7.42211
1060.39 7.31381
1060.50 7.17611
1060.58 7.05346
1060.66 6.91829
1060.74 6.77066
1060.82 6.61214
1060.85 6.55232
1060.93 6.38382
1061.01 6.20855
1061.16 5.84645
1061.42 5.23889
1061.55 4.94180
1061.68 4.65569
1061.76 4.48757
1061.84 4.32568
1061.92 4.17060
1061.99 4.02457
1062.07 3.88415
1062.15 3.75146
1062.23 3.62658
1062.31 3.51096
1062.38 3.40554
1062.46 3.30839
1062.54 3.21672
1062.61 3.13272
1062.69 3.05388
1062.76 2.98198
1062.84 2.91565
1062.91 2.85456
1062.99 2.79768
1063.06 2.74617
1063.14 2.69894
1063.21 2.65568
1063.29 2.61556
1063.36 2.57936
1063.44 2.54624
1063.51 2.51594
1063.63 2.47441
1063.74 2.43811
1063.86 2.40633
1063.97 2.37867
1064.09 2.35407
1064.20 2.33233
1064.32 2.31304
1064.43 2.29598
1064.55 2.28057
1064.66 2.26670
1064.78 2.25418
1064.89 2.24291
1065.12 2.22314
1065.35 2.20646
1065.56 2.19300
1065.78 2.18126
1065.99 2.17092
1066.21 2.16174
1066.42 2.15353
1066.64 2.14614
1066.85 2.13945
1067.07 2.13337
1067.50 2.12269
1067.93 2.11362
1068.36 2.10578
1068.79 2.09893
1069.13 2.09402
1069.48 2.08954
1070.16 2.08163
1070.85 2.07481
1071.54 2.06881
1072.34 2.06261
1073.15 2.05706
1073.95 2.05201
1074.75 2.04735
1075.56 2.04301
1076.36 2.03893
1077.16 2.03506
1077.96 2.03136
1079.57 2.02438
1081.17 2.01781
1082.78 2.01152
1084.39 2.00547
1086.56 1.99754
1088.74 1.98985
1090.92 1.98234
1093.10 1.97498
1095.28 1.96775
1097.46 1.96060
1101.82 1.94653
1106.17 1.93272
1110.53 1.91912
1119.25 1.89243
1126.59 1.87040
1133.93 1.84874
1148.61 1.80644
1163.29 1.76538
1177.96 1.72552
1207.32 1.64913
1236.68 1.57693
1266.04 1.50869
1295.40 1.44419
1324.76 1.38324
1354.12 1.32566
1394.48 1.25200
1434.85 1.18366
1475.22 1.12067
1515.59 1.06309
1555.96 1.01002
1596.32 0.961896
1636.69 0.918238
1677.06 0.878676
1713.76 0.846791
1750.45 0.818281
1787.15 0.793074
1823.85 0.771202
1867.89 0.749919
1911.93 0.733173
1955.96 0.722012
2000.00 0.715621
2022.33 0.714580
2053.03 0.715653
2083.73 0.719391
2114.43 0.726061
2145.13 0.736004
2175.83 0.748973
2206.53 0.765596
2237.23 0.785875
2267.93 0.809856
2298.63 0.838472
2329.33 0.871407
2360.03 0.909288
2390.73 0.952933
2421.43 1.00214
2452.13 1.05838
2467.48 1.08891
2482.83 1.12198
2513.53 1.19339
2533.77 1.24585
2554.00 1.30285
2574.23 1.36471
2594.47 1.43188
2614.70 1.50489
2624.82 1.54295
2634.94 1.58345
2645.05 1.62587
2655.17 1.67024
2665.29 1.71646
2670.35 1.74051
2675.41 1.76516
2682.38 1.80023
2685.87 1.81832
2689.36 1.83684
2692.85 1.85589
2696.34 1.87564
2698.08 1.88589
2699.83 1.89650
2701.57 1.90766
2703.31 1.91967
2704.27 1.92687
2705.23 1.93471
2706.19 1.94359
2706.67 1.94863
2707.15 1.95428
2707.63 1.96085
2708.11 1.96880
2708.59 1.97895
2709.07 1.99263
2709.31 2.00146
2709.55 2.01206
2709.79 2.02489
2710.03 2.04045
2710.27 2.05935
2710.51 2.08221
2710.75 2.10973
2710.99 2.14244
2711.13 2.16383
2711.26 2.18709
2711.40 2.21246
2711.54 2.24001
2711.67 2.27001
2711.81 2.30203
2711.94 2.33627
2712.08 2.37267
2712.35 2.45182
2712.63 2.53758
2712.90 2.62848
2713.17 2.72104
2713.40 2.79800
2713.63 2.87162
2713.86 2.93950
2714.09 2.99924
2714.22 3.02889
2714.35 3.05459
2714.48 3.07640
2714.61 3.09371
2714.80 3.11119
2715.00 3.11786
2715.13 3.11621
2715.26 3.10969
2715.39 3.09839
2715.52 3.08264
2715.67 3.06018
2715.81 3.03302
2715.95 3.00124
2716.10 2.96577
2716.25 2.92385
2716.40 2.87907
2716.71 2.78272
2717.33 2.58343
2717.50 2.52955
2717.67 2.47808
2717.85 2.42951
2718.02 2.38420
2718.20 2.34238
2718.37 2.30419
2718.54 2.26965
2718.72 2.23887
2718.89 2.21138
2719.06 2.18717
2719.24 2.16603
2719.41 2.14781
2719.59 2.13205
2719.76 2.11859
2719.93 2.10717
2720.11 2.09760
2720.35 2.08662
2720.60 2.07823
2720.84 2.07185
2721.09 2.06711
2721.58 2.06120
2722.07 2.05851
2722.56 2.05784
2723.05 2.05851
2723.54 2.06010
2724.03 2.06239
2724.85 2.06749
2725.67 2.07398
2726.49 2.08190
2727.31 2.09153
2727.72 2.09718
2728.13 2.10350
2728.54 2.11071
2728.94 2.11906
2729.35 2.12895
2729.76 2.14102
2730.17 2.15624
2730.38 2.16551
2730.58 2.17616
2730.77 2.18730
2730.95 2.20008
2731.13 2.21490
2731.32 2.23215
2731.50 2.25230
2731.69 2.27587
2731.87 2.30347
2732.05 2.33577
2732.24 2.37349
2732.42 2.41743
2732.61 2.46840
2732.79 2.52724
2732.97 2.59476
2733.16 2.67170
2733.34 2.75874
2733.53 2.85637
2733.71 2.96553
2733.89 3.08507
2734.08 3.21529
2734.26 3.35557
2734.45 3.50490
2734.63 3.66185
2735.00 3.99075
2735.41 4.35884
2735.61 4.53430
2735.82 4.69684
2735.93 4.78002
2736.04 4.85671
2736.15 4.92757
2736.27 4.99069
2736.38 5.04889
2736.50 5.09758
2736.62 5.13678
2736.74 5.16607
2736.87 5.18695
2737.00 5.19434
2737.07 5.19297
2737.18 5.18353
2737.28 5.16546
2737.39 5.13859
2737.50 5.10367
2737.67 5.02917
2737.85 4.93564
2738.04 4.81470
2738.23 4.67751
2738.40 4.53931
2738.58 4.39262
2738.92 4.08503
2739.27 3.77594
2739.45 3.62655
2739.62 3.48304
2739.79 3.34685
2739.97 3.21905
2740.14 3.10042
2740.31 2.99199
2740.42 2.93203
2740.52 2.87550
2740.62 2.82236
2740.73 2.77256
2740.83 2.72603
2740.93 2.68267
2741.04 2.64238
2741.14 2.60537
2741.34 2.53890
2741.55 2.48281
2741.75 2.43539
2741.96 2.39596
2742.17 2.36306
2742.37 2.33587
2742.58 2.31349
2742.78 2.29519
2742.99 2.28009
2743.19 2.26775
2743.40 2.25756
2743.60 2.24922
2743.86 2.24086
2744.11 2.23427
2744.62 2.22482
2745.12 2.21878
2745.63 2.21496
2746.14 2.21265
2746.64 2.21144
2747.15 2.21105
2747.65 2.21128
2748.67 2.21313
2749.68 2.21630
2750.69 2.22037
2751.70 2.22511
2753.09 2.23241
2754.49 2.24037
2755.88 2.24881
2757.27 2.25761
2760.05 2.27603
2762.84 2.29527
2765.62 2.31515
2768.40 2.33555
2771.19 2.35644
2773.97 2.37771
2778.02 2.40936
2781.82 2.43976
2785.61 2.47090
2793.20 2.53529
2800.80 2.60243
2808.39 2.67254
2815.98 2.74577
2823.57 2.82348
2838.76 2.98695
2853.94 3.16604
2869.12 3.36290
2884.31 3.58017
2899.49 3.82068
2910.63 4.01439
2921.76 4.22435
2932.90 4.45262
2944.03 4.70196
2955.16 4.97387
2966.30 5.27285
2977.43 5.60197
2988.57 5.96481
2999.70 6.36873
3005.27 6.58643
3010.84 6.81760
3021.97 7.32000
3027.54 7.59430
3033.11 7.88640
3038.68 8.19512
3044.24 8.52430
3049.81 8.87711
3055.38 9.25167
3060.94 9.65195
3066.51 10.0836
3072.08 10.5447
3077.65 11.0386
3083.72 11.6240
3089.79 12.2534
3095.87 12.9446
3101.94 13.6990
3108.01 14.5252
3114.09 15.4319
3120.16 16.4304
3126.23 17.5327
3131.80 18.6476
3137.37 19.8755
3142.94 21.2324
3148.50 22.7362
3154.07 24.4087
3156.86 25.3160
3159.64 26.2749
3162.42 27.2899
3165.21 28.3650
3167.99 29.5052
3170.77 30.7149
3175.58 32.9871
3177.99 34.2177
3180.39 35.5177
3182.79 36.8916
3185.20 38.3457
3187.60 39.8851
3190.01 41.5169
3192.41 43.2489
3194.81 45.0866
3197.22 47.0404
3199.62 49.1175
3202.03 51.3237
3204.43 53.6667
3206.83 56.1748
3209.24 58.8581
3212.02 62.1977
3214.81 65.8095
3217.59 69.7205
3220.37 73.9589
3223.16 78.5610
3225.94 83.5597
3228.72 88.9986
3231.51 94.9173
3234.29 101.367
3237.08 108.397
3239.86 116.061
3242.64 124.413
3245.43 133.515
3248.21 143.417
3250.99 154.180
3253.78 165.843
3255.74 174.639
3257.70 183.905
3259.67 193.634
3261.63 203.821
3263.60 214.454
3265.56 225.518
3269.49 248.591
3277.34 295.988
3279.31 307.351
3281.27 318.159
3283.24 328.209
3285.20 337.293
3287.65 346.967
3290.10 354.469
3292.55 359.510
3295.00 361.896
3297.45 361.550
3299.44 359.284
3301.43 355.322
3303.42 349.792
3305.41 342.859
3307.40 334.707
3309.39 325.546
3313.38 304.998
3321.34 260.276
3325.32 238.249
3329.30 217.445
3332.34 202.594
3335.39 188.723
3338.43 175.863
3341.47 163.998
3344.52 153.088
3347.56 143.081
3350.60 133.914
3353.64 125.527
3356.61 118.025
3359.58 111.148
3362.55 104.839
3365.52 99.0477
3368.50 93.7249
3371.47 88.8316
3374.44 84.3272
3377.41 80.1766
3379.84 77.0206
3382.27 74.0655
3383.48 72.6568
3384.70 71.2946
3385.91 69.9772
3387.13 68.7037
3388.07 67.7430
3389.02 66.8080
3389.96 65.8987
3390.91 65.0155
3391.38 64.5836
3391.85 64.1596
3392.33 63.7421
3392.80 63.3330
3393.27 62.9314
3393.74 62.5394
3394.22 62.1566
3394.45 61.9698
3394.69 61.7860
3395.09 61.4780
3395.30 61.3284
3395.50 61.1828
3395.70 61.0403
3395.90 60.9027
3396.11 60.7692
3396.31 60.6420
3396.51 60.5205
3396.71 60.4072
3396.92 60.3020
3397.12 60.2076
3397.32 60.1248
3397.52 60.0565
3397.73 60.0045
3397.83 59.9857
3397.93 59.9720
3398.05 59.9632
3398.17 59.9628
3398.28 59.9714
3398.40 59.9898
3398.52 60.0189
3398.64 60.0594
3398.76 60.1123
3398.87 60.1783
3398.99 60.2592
3399.11 60.3546
3399.23 60.4658
3399.35 60.5938
3399.46 60.7395
3399.58 60.9037
3399.70 61.0871
3399.82 61.2903
3399.94 61.5160
3400.06 61.7607
3400.17 62.0266
3400.29 62.3139
3400.41 62.6226
3400.53 62.9524
3400.65 63.3028
3400.76 63.6734
3400.97 64.3552
3401.17 65.0836
3401.37 65.8574
3401.57 66.6581
3401.95 68.1682
3402.32 69.6362
3402.57 70.5590
3402.82 71.3762
3403.01 71.8892
3403.19 72.3113
3403.32 72.5474
3403.45 72.7308
3403.58 72.8606
3403.71 72.9347
3403.85 72.9487
3404.00 72.8855
3404.14 72.7564
3404.27 72.5618
3404.41 72.3000
3404.55 71.9768
3404.66 71.6473
3404.78 71.2743
3404.90 70.8605
3405.02 70.4086
3405.26 69.3939
3405.49 68.2693
3405.73 67.0550
3405.97 65.7913
3406.44 63.2098
3406.68 61.9434
3406.92 60.7285
3407.05 60.0877
3407.18 59.4725
3407.31 58.8749
3407.44 58.3056
3407.57 57.7566
3407.70 57.2370
3407.83 56.7391
3407.95 56.2705
3408.07 55.8607
3408.19 55.4719
3408.31 55.1038
3408.43 54.7586
3408.55 54.4297
3408.67 54.1220
3408.79 53.8294
3408.90 53.5559
3409.02 53.2960
3409.14 53.0512
3409.26 52.8206
3409.38 52.6049
3409.50 52.3997
3409.62 52.2076
3409.73 52.0243
3409.85 51.8523
3409.95 51.7162
3410.05 51.5871
3410.14 51.4631
3410.24 51.3441
3410.44 51.1190
3410.63 50.9095
3410.82 50.7122
3411.02 50.5273
3411.21 50.3521
3411.41 50.1851
3411.60 50.0244
3411.80 49.8706
3411.99 49.7220
3412.18 49.5778
3412.38 49.4376
3412.57 49.3008
3412.96 49.0359
3413.31 48.8077
3413.65 48.5864
3414.00 48.3697
