Ga-69(n,g) ENDFB-8.0
Energy(eV) XS(b)
1356.87 2.25186
1356.90 2.15977
1356.93 2.07266
1356.96 1.99027
1356.99 1.91234
1357.05 1.76894
1357.12 1.63865
1357.18 1.52395
1357.24 1.41959
1357.30 1.32752
1357.37 1.24351
1357.43 1.16915
1357.49 1.10207
1357.55 1.04141
1357.63 0.973914
1357.70 0.914662
1357.78 0.861038
1357.86 0.813551
1357.93 0.770186
1358.01 0.731432
1358.09 0.696165
1358.16 0.663933
1358.24 0.633980
1358.32 0.606756
1358.39 0.581583
1358.47 0.558226
1358.62 0.515935
1358.77 0.479154
1358.89 0.453581
1359.01 0.430230
1359.13 0.408819
1359.24 0.389114
1359.36 0.370923
1359.48 0.354080
1359.72 0.324017
1359.95 0.297765
1360.19 0.274859
1360.42 0.254570
1360.66 0.236644
1360.96 0.216222
1361.27 0.198476
1361.57 0.182949
1361.88 0.169279
1362.18 0.157178
1362.49 0.146411
1362.79 0.136786
1363.10 0.128145
1363.51 0.117715
1363.93 0.108606
1364.35 0.100601
1364.76 0.0935278
1365.18 0.0872450
1365.59 0.0816374
1366.01 0.0766106
1366.42 0.0720970
1367.04 0.0662297
1367.65 0.0611511
1368.26 0.0567194
1368.87 0.0528297
1369.48 0.0493973
1370.09 0.0463537
1370.70 0.0436426
1371.31 0.0412176
1372.14 0.0383030
1372.97 0.0357712
1373.80 0.0335603
1374.63 0.0316214
1375.46 0.0299063
1376.30 0.0283829
1377.96 0.0258123
1379.18 0.0242528
1380.40 0.0229163
1381.62 0.0217632
1382.84 0.0207633
1385.28 0.0191313
1387.72 0.0178807
1390.16 0.0169094
1392.60 0.0161473
1395.04 0.0155513
1397.48 0.0150869
1399.92 0.0147284
1402.36 0.0144565
1404.80 0.0142566
1407.24 0.0141201
1410.79 0.0140109
1414.34 0.0139890
1419.22 0.0140824
1424.10 0.0142943
1428.98 0.0146111
1433.86 0.0150253
1438.74 0.0155307
1443.62 0.0161299
1448.50 0.0168252
1453.38 0.0176217
1458.26 0.0185316
1463.14 0.0195637
1468.02 0.0207355
1472.90 0.0220689
1477.78 0.0235846
1482.66 0.0253201
1485.10 0.0262797
1487.54 0.0273130
1489.98 0.0284212
1492.42 0.0296118
1495.31 0.0311441
1498.19 0.0328244
1501.07 0.0346532
1503.96 0.0366863
1506.84 0.0389384
1509.72 0.0414412
1512.61 0.0442345
1515.49 0.0473653
1517.93 0.0503229
1520.37 0.0536083
1522.81 0.0572737
1525.25 0.0613824
1526.47 0.0636266
1527.69 0.0660119
1528.91 0.0685509
1530.13 0.0712576
1531.35 0.0741477
1532.57 0.0772388
1533.79 0.0805507
1535.01 0.0841056
1536.45 0.0886548
1537.90 0.0936160
1539.34 0.0990402
1540.78 0.105022
1542.22 0.111634
1543.66 0.118962
1545.11 0.127114
1546.55 0.136224
1547.77 0.144799
1548.99 0.154292
1550.21 0.164844
1551.43 0.176623
1552.04 0.183034
1552.65 0.189832
1553.26 0.197049
1553.87 0.204721
1554.48 0.212888
1555.09 0.221595
1555.70 0.230891
1556.31 0.240831
1557.08 0.254523
1557.86 0.269478
1558.64 0.285902
1559.41 0.303960
1560.19 0.323954
1560.97 0.346122
1561.74 0.370822
1562.13 0.384242
1562.52 0.398450
1563.07 0.420269
1563.35 0.431918
1563.63 0.444041
1563.91 0.456756
1564.18 0.470006
1564.46 0.483874
1564.74 0.498398
1565.04 0.515204
1565.35 0.532921
1565.65 0.551621
1565.96 0.571377
1566.26 0.592273
1566.57 0.614397
1566.87 0.637849
1567.18 0.662654
1567.48 0.689096
1567.63 0.702989
1567.79 0.717230
1567.94 0.732027
1568.09 0.747205
1568.24 0.762987
1568.40 0.779187
1568.55 0.796044
1568.70 0.813361
1568.85 0.831394
1569.01 0.849935
1569.16 0.869258
1569.31 0.889142
1569.46 0.909882
1569.62 0.931243
1569.77 0.953544
1569.92 0.976689
1570.08 1.00072
1570.23 1.02552
1570.38 1.05146
1570.53 1.07825
1570.69 1.10631
1570.84 1.13532
1570.99 1.16573
1571.14 1.19722
1571.30 1.23027
1571.45 1.26452
1571.60 1.30051
1571.75 1.33787
1571.91 1.37718
1572.06 1.41803
1572.28 1.48115
1572.50 1.54873
1572.61 1.58433
1572.72 1.62121
1572.83 1.65943
1572.94 1.69871
1573.06 1.73982
1573.17 1.78248
1573.28 1.82679
1573.39 1.87283
1573.50 1.92069
1573.61 1.97046
1573.72 2.02226
1573.83 2.07570
1573.98 2.15374
1574.14 2.23586
1574.29 2.32351
1574.44 2.41597
1574.59 2.51491
1574.75 2.61954
1574.90 2.73182
1575.05 2.85091
1575.20 2.97909
1575.36 3.11547
1575.51 3.26276
1575.66 3.42003
1575.81 3.59051
1575.97 3.77325
1576.12 3.97216
1576.27 4.18630
1576.42 4.42045
1576.58 4.67377
1576.65 4.81076
1576.73 4.95216
1576.81 5.10008
1576.88 5.25494
1576.96 5.41936
1577.03 5.58956
1577.11 5.76812
1577.19 5.95561
1577.26 6.15527
1577.34 6.36257
1577.42 6.58073
1577.49 6.81049
1577.57 7.05594
1577.64 7.31156
1577.72 7.58140
1577.80 7.86645
1577.87 8.17186
1577.95 8.49086
1578.03 8.82854
1578.10 9.18621
1578.18 9.57040
1578.25 9.97264
1578.33 10.3994
1578.41 10.8522
1578.48 11.3394
1578.56 11.8503
1578.64 12.3927
1578.71 12.9688
1578.77 13.4406
1578.83 13.9348
1578.89 14.4524
1578.95 14.9946
1579.01 15.5622
1579.07 16.1563
1579.12 16.7779
1579.18 17.4280
1579.24 18.1074
1579.30 18.8173
1579.36 19.5583
1579.42 20.3314
1579.48 21.1373
1579.54 21.9766
1579.65 23.7424
1579.73 24.9792
1579.81 26.2587
1579.88 27.5967
1579.96 28.9926
1580.04 30.4456
1580.11 31.9542
1580.19 33.5161
1580.26 35.1287
1580.42 38.5140
1580.57 42.0525
1580.72 45.6951
1580.87 49.3565
1581.05 53.5790
1581.23 57.6369
1581.41 61.3947
1581.49 63.1273
1581.58 64.7147
1581.67 66.1925
1581.76 67.5072
1581.85 68.6445
1581.94 69.5822
1582.03 70.3306
1582.12 70.8696
1582.21 71.1930
1582.30 71.2968
1582.37 71.2229
1582.49 70.8034
1582.61 70.0209
1582.72 68.8908
1582.84 67.4350
1582.96 65.6811
1583.07 63.6612
1583.19 61.4115
1583.31 58.9918
1583.47 55.4170
1583.63 51.6594
1583.95 43.9758
1584.20 38.2044
1584.32 35.4612
1584.44 32.8412
1584.57 30.3589
1584.69 28.0244
1584.82 25.8433
1584.94 23.8175
1585.01 22.7571
1585.08 21.7581
1585.14 20.8042
1585.21 19.8944
1585.28 19.0151
1585.35 18.1906
1585.42 17.4065
1585.49 16.6613
1585.55 15.9436
1585.62 15.2726
1585.69 14.6360
1585.76 14.0324
1585.83 13.4519
1585.90 12.9100
1585.96 12.3965
1586.03 11.9098
1586.10 11.4421
1586.17 11.0054
1586.24 10.5915
1586.30 10.1991
1586.44 9.46892
1586.58 8.81639
1586.71 8.22361
1586.85 7.69190
1586.99 7.21021
1587.12 6.77283
1587.24 6.42532
1587.36 6.10446
1587.48 5.80766
1587.59 5.53485
1587.71 5.27935
1587.83 5.04173
1587.95 4.82036
1588.06 4.61549
1588.18 4.42232
1588.30 4.24150
1588.42 4.07199
1588.54 3.91417
1588.65 3.76450
1588.77 3.62361
1588.89 3.49083
1589.01 3.36657
1589.14 3.22970
1589.28 3.10229
1589.42 2.98178
1589.55 2.86929
1589.69 2.76261
1589.83 2.66278
1589.96 2.56789
1590.10 2.47888
1590.37 2.31439
1590.64 2.16666
1590.92 2.03348
1591.19 1.91344
1591.38 1.83781
1591.56 1.76692
1591.75 1.70038
1591.93 1.63785
1592.12 1.57902
1592.31 1.52360
1592.68 1.42199
1593.05 1.33124
1593.42 1.24986
1593.79 1.17663
1594.17 1.11052
1594.44 1.06602
1594.71 1.02459
1594.98 0.985962
1595.26 0.949905
1595.53 0.916206
1595.80 0.884676
1596.08 0.855145
1596.35 0.827556
1596.89 0.777163
1597.44 0.732723
1597.99 0.693280
1598.53 0.658324
1598.88 0.638055
1599.23 0.619290
1599.57 0.601860
1599.92 0.585668
1600.61 0.556660
1601.31 0.531664
1602.00 0.510148
1602.70 0.491746
1603.39 0.476086
1604.08 0.462905
1604.58 0.454885
1605.08 0.447961
1605.57 0.442076
1606.07 0.437182
1606.56 0.433240
1607.06 0.430216
1607.56 0.428086
1608.05 0.426828
1608.85 0.426602
1609.64 0.428558
1610.43 0.432712
1611.23 0.439105
1612.02 0.447848
1612.81 0.459052
1613.61 0.472927
1614.40 0.489673
1615.10 0.506947
1615.79 0.526862
1616.49 0.549767
1617.18 0.575969
1617.87 0.606003
1618.57 0.640325
1618.92 0.659303
1619.26 0.679611
1619.61 0.701350
1619.96 0.724633
1620.50 0.764702
1621.05 0.809470
1621.59 0.859606
1622.14 0.915798
1622.41 0.946545
1622.69 0.979206
1622.96 1.01393
1623.23 1.05089
1623.50 1.09025
1623.78 1.13223
1624.05 1.17705
1624.32 1.22477
1624.69 1.29550
1625.07 1.37326
1625.44 1.45899
1625.81 1.55379
1626.18 1.65895
1626.37 1.71588
1626.55 1.77600
1626.74 1.83954
1626.93 1.90675
1627.11 1.97793
1627.30 2.05337
1627.57 2.17254
1627.84 2.30284
1628.12 2.44565
1628.39 2.60198
1628.66 2.77481
1628.80 2.86752
1628.93 2.96502
1629.07 3.06840
1629.21 3.17651
1629.34 3.29046
1629.48 3.41065
1629.62 3.53848
1629.75 3.67257
1629.89 3.81541
1630.03 3.96548
1630.16 4.12561
1630.30 4.29411
1630.44 4.47419
1630.57 4.66399
1630.71 4.86715
1630.84 5.08159
1630.98 5.31144
1631.12 5.55441
1631.25 5.81516
1631.39 6.09110
1631.53 6.38530
1631.66 6.69910
1631.81 7.06701
1631.96 7.46199
1632.11 7.88597
1632.26 8.33777
1632.41 8.82545
1632.56 9.34797
1632.70 9.90710
1632.85 10.5003
1632.99 11.0842
1633.13 11.6975
1633.26 12.3498
1633.40 13.0315
1633.54 13.7520
1633.67 14.4998
1633.81 15.2783
1633.94 16.0849
1634.14 17.2965
1634.34 18.5405
1634.73 21.0733
1634.92 22.3176
1635.12 23.5124
1635.32 24.6290
1635.51 25.6382
1635.64 26.2082
1635.76 26.7131
1635.88 27.1548
1636.01 27.5209
1636.13 27.8124
1636.25 28.0208
1636.38 28.1469
1636.50 28.1868
1636.64 28.1268
1636.76 27.9955
1636.87 27.7920
1636.99 27.5183
1637.10 27.1810
1637.22 26.7779
1637.33 26.3160
1637.56 25.2410
1637.79 23.9903
1638.02 22.6210
1638.25 21.1679
1638.48 19.6869
1638.80 17.6252
1639.12 15.6539
1639.28 14.7180
1639.44 13.8294
1639.60 12.9803
1639.76 12.1829
1639.92 11.4645
1640.07 10.7890
1640.22 10.1558
1640.37 9.56354
1640.53 9.01065
1640.68 8.49529
1640.83 8.01544
1640.99 7.57180
1641.13 7.19055
1641.26 6.83632
1641.40 6.50476
1641.54 6.19434
1641.68 5.90364
1641.82 5.63129
1641.96 5.37599
1642.10 5.13653
1642.24 4.91178
1642.38 4.70068
1642.52 4.50225
1642.65 4.31559
1642.79 4.13985
1642.93 3.97425
1643.07 3.81809
1643.21 3.67069
1643.36 3.51786
1643.52 3.37417
1643.67 3.23894
1643.82 3.11154
1643.98 2.99141
1644.13 2.87801
1644.28 2.77087
1644.43 2.66956
1644.74 2.48280
1645.05 2.31490
1645.35 2.16345
1645.66 2.02639
1645.96 1.90198
1646.27 1.78875
1646.58 1.68539
1646.88 1.59081
1647.19 1.50405
1647.49 1.42428
1647.80 1.35077
1648.11 1.28309
1648.41 1.22025
1648.72 1.16198
1649.02 1.10784
1649.33 1.05745
1649.64 1.01047
1649.94 0.966607
1650.25 0.925583
1650.55 0.887164
1650.86 0.851134
1651.17 0.817302
1651.47 0.785492
1651.78 0.755548
1652.08 0.727325
1652.39 0.700694
1652.70 0.675538
1653.00 0.651826
1653.61 0.607962
1654.22 0.568504
1654.84 0.532879
1655.45 0.500605
1656.06 0.471272
1656.67 0.444532
1657.28 0.420088
1657.90 0.397718
1658.37 0.381658
1658.84 0.366597
1659.31 0.352455
1659.79 0.339159
1660.26 0.326640
1660.73 0.314833
1661.68 0.293158
1662.62 0.273714
1663.57 0.256248
1664.52 0.240473
1665.46 0.226205
1666.07 0.217673
1666.68 0.209645
1667.30 0.202081
1667.91 0.194946
1669.13 0.181839
1670.36 0.170109
1671.58 0.159550
1672.80 0.150019
1674.03 0.141386
1675.25 0.133545
1676.09 0.128595
1676.92 0.123948
1677.75 0.119567
1678.59 0.115444
1680.26 0.107879
1681.93 0.101137
1683.59 0.0950690
1685.26 0.0895867
1686.93 0.0846281
1688.60 0.0801326
1689.82 0.0770943
1691.05 0.0742552
1692.27 0.0715985
1693.50 0.0691113
1694.72 0.0667760
1695.94 0.0645826
1698.39 0.0605806
1700.84 0.0570267
1703.29 0.0538622
1705.73 0.0510333
1708.18 0.0484999
1709.85 0.0469222
1711.52 0.0454550
1714.86 0.0428185
1718.19 0.0405299
1721.53 0.0385578
1724.87 0.0368328
1728.21 0.0353371
1731.54 0.0340475
1734.88 0.0329440
1738.00 0.0320671
1741.11 0.0313269
1744.23 0.0307142
1747.34 0.0302221
1750.46 0.0298456
1753.57 0.0295817
1756.69 0.0294290
1759.80 0.0293878
1763.81 0.0295011
1767.81 0.0298082
1771.82 0.0303205
1775.82 0.0310551
1779.83 0.0320360
1783.83 0.0332929
1785.83 0.0340287
1787.84 0.0348603
1789.84 0.0357881
1791.84 0.0368181
1794.29 0.0382314
1796.74 0.0398331
1799.18 0.0416494
1801.63 0.0437084
1804.08 0.0460476
1806.53 0.0487082
1808.97 0.0517447
1811.42 0.0552188
1813.31 0.0582552
1815.20 0.0616430
1817.09 0.0654364
1818.99 0.0696982
1820.88 0.0745017
1822.77 0.0799192
1823.71 0.0829048
1824.66 0.0860951
1825.61 0.0895119
1826.55 0.0931669
1827.77 0.0982971
1829.00 0.103927
1830.22 0.110122
1831.45 0.116953
1832.67 0.124522
1833.89 0.132931
1835.12 0.142307
1835.73 0.147404
1836.34 0.152793
1837.45 0.163462
1838.57 0.175364
1839.12 0.181854
1839.68 0.188720
1840.23 0.196007
1840.79 0.203748
1841.35 0.211997
1841.90 0.220766
1842.46 0.230116
1843.02 0.240096
1843.57 0.250783
1844.13 0.262204
1844.68 0.274455
1845.24 0.287625
1845.69 0.298892
1846.13 0.310864
1846.58 0.323599
1847.02 0.337161
1847.47 0.351624
1847.91 0.367067
1848.36 0.383581
1848.80 0.401267
1849.41 0.427715
1850.02 0.456937
1850.64 0.489336
1851.25 0.525391
1851.55 0.544963
1851.86 0.565672
1852.17 0.587607
1852.47 0.610865
1852.78 0.635557
1853.08 0.661800
1853.39 0.689728
1853.70 0.719389
1854.06 0.757184
1854.42 0.798086
1854.78 0.842451
1855.14 0.890548
1855.50 0.943111
1855.87 1.00039
1856.05 1.03112
1856.23 1.06332
1856.41 1.09707
1856.59 1.13228
1856.89 1.19621
1857.20 1.26580
1857.35 1.30293
1857.51 1.34174
1857.66 1.38233
1857.81 1.42483
1857.97 1.46933
1858.12 1.51599
1858.27 1.56493
1858.42 1.61632
1858.58 1.67032
1858.73 1.72710
1858.88 1.78688
1859.04 1.84943
1859.16 1.90384
1859.29 1.96026
1859.41 2.01926
1859.54 2.08101
1859.66 2.14621
1859.79 2.21401
1859.91 2.28512
1860.04 2.35977
1860.16 2.43884
1860.29 2.52133
1860.41 2.60816
1860.54 2.69962
1860.66 2.79606
1860.79 2.89785
1860.91 3.00540
1861.04 3.11916
1861.19 3.26756
1861.34 3.42699
1861.50 3.59859
1861.65 3.78362
1861.80 3.98352
1861.96 4.19992
1862.11 4.43467
1862.26 4.68988
1862.42 4.96792
1862.57 5.27152
1862.65 5.43493
1862.72 5.60375
1862.80 5.78287
1862.87 5.96812
1862.95 6.16488
1863.03 6.36858
1863.10 6.58517
1863.18 6.80961
1863.26 7.04846
1863.33 7.29621
1863.41 7.55656
1863.49 7.83028
1863.56 8.12201
1863.64 8.42501
1863.72 8.74811
1863.79 9.08382
1863.87 9.44193
1863.94 9.81407
1864.02 10.2111
1864.10 10.6236
1864.17 11.0635
1864.25 11.5205
1864.33 12.0076
1864.40 12.5132
1864.48 13.0517
1864.56 13.6100
1864.63 14.2038
1864.71 14.8186
1864.78 15.3850
1864.84 15.9657
1864.97 17.1969
1865.11 18.5230
1865.24 19.9456
1865.37 21.4646
1865.50 23.0776
1865.63 24.7805
1865.77 26.5664
1865.92 28.7275
1866.07 30.9673
1866.23 33.2608
1866.38 35.5775
1866.61 39.0401
1866.84 42.3232
1866.96 43.8700
1867.07 45.3061
1867.19 46.6268
1867.30 47.8143
1867.48 49.3294
1867.56 49.9444
1867.65 50.4487
1867.74 50.8495
1867.83 51.1341
1867.91 51.3067
1868.00 51.3617
1868.09 51.2987
1868.23 50.9430
1868.38 50.2872
1868.52 49.3452
1868.66 48.1384
1868.81 46.6935
1868.95 45.0416
1869.09 43.2165
1869.23 41.2542
1869.44 38.2734
1869.64 35.2029
1869.85 32.1063
1870.05 29.0937
1870.25 26.3234
1870.44 23.7173
1870.54 22.4851
1870.64 21.3034
1870.74 20.1738
1870.84 19.1079
1871.00 17.4537
1871.08 16.6847
1871.16 15.9503
1871.24 15.2497
1871.32 14.5823
1871.40 13.9471
1871.48 13.3430
1871.56 12.7621
1871.64 12.2175
1871.72 11.7007
1871.80 11.2105
1871.88 10.7458
1871.96 10.3053
1872.04 9.88788
1872.12 9.49233
1872.22 9.03594
1872.31 8.60867
1872.41 8.20857
1872.51 7.83378
1872.61 7.48255
1872.71 7.15322
1872.80 6.84424
1872.90 6.55415
1873.00 6.28160
1873.10 6.02532
1873.20 5.78414
1873.29 5.55698
1873.39 5.34284
1873.49 5.14078
1873.59 4.94996
1873.68 4.77137
1873.88 4.43892
1874.08 4.14028
1874.27 3.87107
1874.47 3.62758
1874.66 3.40663
1874.86 3.20554
1875.06 3.02197
1875.25 2.85476
1875.44 2.70728
1875.63 2.57110
1875.81 2.44507
1876.00 2.32820
1876.19 2.21961
1876.37 2.11853
1876.56 2.02429
1876.75 1.93671
1876.93 1.85434
1877.12 1.77716
1877.31 1.70475
1877.49 1.63673
1877.68 1.57273
1877.87 1.51246
1878.06 1.45562
1878.24 1.40224
1878.44 1.34913
1878.63 1.29902
1878.83 1.25167
1879.03 1.20690
1879.42 1.12434
1879.81 1.05024
1880.20 0.983136
1880.59 0.922482
1880.98 0.867199
1881.37 0.816920
1881.62 0.787060
1881.87 0.758939
1882.37 0.707099
1882.87 0.660383
1883.37 0.618302
1883.87 0.580109
1884.37 0.545468
1884.86 0.513823
1885.36 0.484950
1885.75 0.463928
1886.15 0.444269
1886.54 0.425859
1886.93 0.408641
1887.32 0.392433
1887.71 0.377198
1888.11 0.362862
1888.50 0.349389
1888.89 0.336650
1889.28 0.324623
1890.06 0.302540
1890.85 0.282755
1891.63 0.264977
1892.41 0.248947
1893.20 0.234507
1893.98 0.221473
1894.76 0.209716
1895.55 0.199125
1896.33 0.189665
1897.11 0.181299
1897.90 0.174064
1898.61 0.168563
1899.32 0.164327
1900.03 0.161826
1900.39 0.161558
1900.74 0.162355
1901.10 0.164931
1901.28 0.167311
1901.46 0.170807
1901.63 0.175879
1901.81 0.183176
1901.99 0.193602
1902.17 0.208388
1902.35 0.229168
1902.44 0.242444
1902.52 0.258047
1902.61 0.276322
1902.70 0.297646
1902.79 0.322431
1902.88 0.351115
1902.97 0.384165
1903.06 0.422070
1903.15 0.465332
1903.24 0.514460
1903.33 0.569960
1903.41 0.632320
1903.50 0.702000
1903.59 0.779413
1903.66 0.839081
1903.72 0.901857
1903.78 0.969844
1903.84 1.04094
1903.91 1.11745
1903.97 1.19694
1904.03 1.28055
1904.09 1.36821
1904.15 1.46130
1904.22 1.55670
1904.28 1.65568
1904.34 1.75798
1904.47 1.97312
1904.59 2.19585
1904.91 2.78888
1905.07 3.07488
1905.15 3.21074
1905.23 3.33995
1905.31 3.46260
1905.39 3.57429
1905.47 3.67533
1905.55 3.76451
1905.64 3.85191
1905.74 3.92043
1905.84 3.97097
1905.94 3.99993
1906.00 4.00342
1906.01 4.00326
1906.04 4.00156
1906.06 3.99821
1906.11 3.98652
1906.23 3.93843
1906.30 3.89347
1906.37 3.83740
1906.45 3.75513
1906.53 3.67047
1906.60 3.57539
1906.69 3.45482
1906.79 3.30592
1906.88 3.14735
1906.98 2.97828
1907.07 2.80463
1907.35 2.28613
1907.49 2.03214
1907.63 1.78836
1907.70 1.67085
1907.77 1.55904
1907.84 1.45006
1907.91 1.34731
1907.98 1.24803
1908.05 1.15522
1908.12 1.06629
1908.19 0.983813
1908.28 0.876570
1908.38 0.780281
1908.48 0.692632
1908.57 0.615010
1908.67 0.545281
1908.77 0.484308
1908.86 0.430196
1908.96 0.383421
1909.06 0.342359
1909.15 0.307226
1909.25 0.276672
1909.35 0.250753
1909.44 0.228383
1909.54 0.209529
1909.63 0.193495
1909.73 0.179882
1909.92 0.158442
1910.12 0.143001
1910.31 0.131769
1910.50 0.123490
1910.69 0.117168
1910.89 0.112223
1911.27 0.104919
1911.64 0.0998348
1912.00 0.0957788
1912.73 0.0894277
1913.46 0.0844868
1914.19 0.0804129
1914.91 0.0769212
1915.64 0.0738587
1917.10 0.0686347
1917.96 0.0659741
1918.81 0.0635455
1920.53 0.0592238
1922.24 0.0554577
1923.95 0.0521318
1925.67 0.0491592
1927.38 0.0464825
1929.10 0.0440570
1930.81 0.0418494
1933.55 0.0386990
1936.29 0.0359457
1939.03 0.0335301
1941.78 0.0313919
1944.52 0.0294827
1947.26 0.0277784
1950.00 0.0262525
1952.74 0.0248839
1955.83 0.0235098
1958.91 0.0222935
1962.00 0.0212219
1965.08 0.0202884
1968.17 0.0194937
1971.25 0.0188495
1974.34 0.0183901
1977.42 0.0182140
1978.88 0.0182799
1980.34 0.0184939
1981.79 0.0189281
1983.25 0.0197092
1984.71 0.0210730
1985.43 0.0221137
1986.16 0.0235384
1986.89 0.0255545
1987.62 0.0285212
1987.98 0.0305779
1988.35 0.0332543
1988.71 0.0369343
1989.08 0.0424168
1989.26 0.0463344
1989.44 0.0514409
1989.62 0.0582660
1989.80 0.0675294
1989.99 0.0802243
1990.17 0.0976879
1990.35 0.121672
1990.44 0.136785
1990.53 0.154400
1990.62 0.175119
1990.72 0.198880
1990.81 0.226310
1990.90 0.257851
1990.99 0.293967
1991.08 0.335134
1991.17 0.381836
1991.26 0.434555
1991.35 0.493756
1991.44 0.559878
1991.53 0.633318
1991.63 0.714414
1991.72 0.803431
1991.81 0.900540
1991.90 1.00581
1991.99 1.11916
1992.06 1.20769
1992.12 1.30035
1992.19 1.39699
1992.26 1.49735
1992.39 1.70809
1992.52 1.92799
1992.79 2.38808
1992.93 2.61710
1993.06 2.83656
1993.16 2.99600
1993.26 3.14490
1993.37 3.28073
1993.47 3.40112
1993.58 3.51293
1993.69 3.60099
1993.75 3.63713
1993.81 3.66589
1993.92 3.69934
1994.00 3.70639
1994.01 3.70631
1994.03 3.70503
1994.06 3.70223
1994.11 3.69209
1994.17 3.67291
1994.23 3.64586
1994.32 3.58951
1994.36 3.56427
1994.43 3.50606
1994.50 3.43264
1994.58 3.35055
1994.65 3.25839
1994.73 3.15948
1994.81 3.03579
1994.90 2.90414
1995.07 2.62315
1995.41 2.03272
1995.52 1.85725
1995.62 1.68848
1995.72 1.52630
1995.83 1.37203
1995.93 1.22535
1996.03 1.08982
1996.14 0.964459
1996.24 0.849498
1996.34 0.743978
1996.45 0.649740
1996.55 0.565372
1996.65 0.490399
1996.76 0.424250
1996.86 0.366285
1996.96 0.315824
1997.06 0.272169
1997.20 0.223135
1997.34 0.183454
1997.48 0.151619
1997.62 0.126433
1997.75 0.106334
1997.89 0.0905938
1998.03 0.0781158
1998.17 0.0683691
1998.30 0.0606264
1998.44 0.0544964
1998.72 0.0456945
1998.99 0.0398415
1999.27 0.0357318
1999.63 0.0318219
2000.00 0.0289681
2000.73 0.0249852
2001.47 0.0223049
2002.20 0.0203766
2002.93 0.0189327
2004.40 0.0169113
2005.87 0.0155640
2007.33 0.0146039
2008.80 0.0138834
2011.73 0.0128602
2015.48 0.0119880
2019.23 0.0113621
2022.98 0.0108704
2026.73 0.0104658
2034.22 0.00982588
2041.72 0.00931923
2048.89 0.00892793
2056.06 0.00860218
2063.23 0.00833063
2070.40 0.00810594
2077.57 0.00792027
2084.74 0.00777168
2091.91 0.00765705
2099.08 0.00757476
2109.51 0.00751683
2120.91 0.00755323
2126.62 0.00762692
2132.32 0.00775983
2138.02 0.00799255
2140.88 0.00816711
2143.73 0.00842268
2146.58 0.00875253
2149.43 0.00928190
2152.28 0.0101543
2153.71 0.0108009
2155.13 0.0117037
2156.11 0.0125594
2157.09 0.0136997
2158.07 0.0152609
2159.04 0.0174926
2159.70 0.0195886
2160.35 0.0224791
2161.00 0.0267265
2161.33 0.0297480
2161.65 0.0338274
2161.98 0.0397554
2162.14 0.0438268
2162.30 0.0489904
2162.47 0.0556321
2162.63 0.0642671
2162.79 0.0755731
2162.96 0.0904249
2163.12 0.109929
2163.28 0.135455
2163.44 0.168656
2163.53 0.188861
2163.61 0.211472
2163.69 0.237333
2163.77 0.266110
2163.85 0.298825
2163.93 0.334994
2164.02 0.375835
2164.10 0.420669
2164.18 0.470278
2164.26 0.524960
2164.35 0.589662
2164.43 0.660852
2164.52 0.738801
2164.61 0.822706
2164.69 0.914664
2164.78 1.01263
2164.87 1.11886
2164.95 1.23079
2165.04 1.35079
2165.13 1.47726
2165.21 1.60972
2165.30 1.74595
2165.47 2.03292
2165.64 2.33089
2165.80 2.59630
2165.95 2.85593
2166.10 3.10192
2166.26 3.32482
2166.33 3.42709
2166.41 3.51977
2166.49 3.60443
2166.56 3.67807
2166.65 3.75304
2166.74 3.81095
2166.86 3.85853
2166.97 3.87994
2167.00 3.88107
2167.01 3.88096
2167.04 3.87952
2167.06 3.87652
2167.12 3.86552
2167.21 3.83130
2167.29 3.79158
2167.36 3.74157
2167.47 3.64403
2167.59 3.52507
2167.71 3.37444
2167.83 3.20425
2167.90 3.09989
2168.04 2.87872
2168.55 1.98900
2168.68 1.77371
2168.81 1.56842
2168.88 1.47032
2168.94 1.37557
2169.01 1.28438
2169.07 1.19823
2169.15 1.09828
2169.23 1.00401
2169.31 0.915499
2169.39 0.832758
2169.46 0.755738
2169.54 0.684343
2169.62 0.618429
2169.70 0.558560
2169.77 0.502971
2169.85 0.452235
2169.93 0.406098
2170.01 0.364798
2170.09 0.326989
2170.16 0.292953
2170.24 0.262410
2170.32 0.235414
2170.47 0.189271
2170.63 0.152910
2170.79 0.124507
2170.94 0.102598
2171.10 0.0855601
2171.25 0.0725086
2171.41 0.0623748
2171.56 0.0545783
2171.77 0.0467273
2171.98 0.0409906
2172.19 0.0366922
2172.39 0.0333913
2172.81 0.0286116
2173.22 0.0252785
2173.64 0.0227815
2174.05 0.0208267
2174.88 0.0179628
2175.61 0.0161929
2176.34 0.0148641
2177.79 0.0130316
2179.24 0.0118623
2180.70 0.0110573
2182.15 0.0104820
2183.60 0.0100649
2186.51 0.00952554
2189.41 0.00922222
2192.32 0.00905055
2198.13 0.00890001
2204.22 0.00891528
2210.30 0.00902526
2216.39 0.00919858
2222.48 0.00942167
2228.57 0.00968701
2234.65 0.00999361
2240.74 0.0103413
2246.83 0.0107313
2252.92 0.0111680
2259.01 0.0116541
2265.09 0.0121955
2271.18 0.0127990
2277.27 0.0134707
2283.36 0.0142216
2289.45 0.0150618
2295.53 0.0160032
2301.34 0.0170137
2307.15 0.0181480
2312.97 0.0194254
2318.78 0.0208740
2324.59 0.0225215
2330.40 0.0244021
2336.21 0.0265677
2339.12 0.0277698
