Kr-83(n,g) ENDFB-8.0
1.29345E+06 0.0279675
1.53530E+06 0.0255150
1.54780E+06 0.0254880
1.54780E+06 0.0254880
1.75000E+06 0.0229210
2.00000E+06 0.0201080
2.25000E+06 0.0180090
2.50000E+06 0.0161430
2.75000E+06 0.0143370
3.00000E+06 0.0126030
3.25000E+06 0.0110050
3.50000E+06 0.00952200
3.75000E+06 0.00819660
4.00000E+06 0.00699710
4.25000E+06 0.00587560
4.50000E+06 0.00493940
4.75000E+06 0.00414770
5.00000E+06 0.00350160
5.25000E+06 0.00295340
5.50000E+06 0.00249800
5.75000E+06 0.00212220
6.00000E+06 0.00181010
6.25000E+06 0.00156100
6.56610E+06 0.00130750
6.75000E+06 0.00118580
7.00000E+06 0.00104650
7.25000E+06 0.000931400
7.55320E+06 0.000819360
7.63970E+06 0.000792190
8.00000E+06 0.000697440
8.25000E+06 0.000647450
8.50000E+06 0.000607210
8.75000E+06 0.000574970
8.99130E+06 0.000549670
9.00140E+06 0.000548730
9.30000E+06 0.000524420
9.60000E+06 0.000505330
9.89140E+06 0.000490760
1.00000E+07 0.000486000
1.02500E+07 0.000476500
1.05770E+07 0.000502330
1.07500E+07 0.000517170
1.10000E+07 0.000538610
1.12500E+07 0.000560050
1.15000E+07 0.000581490
1.17500E+07 0.000602930
1.20000E+07 0.000631880
1.22500E+07 0.000665050
1.25000E+07 0.000698220
1.27500E+07 0.000731390
1.30000E+07 0.000764560
1.32500E+07 0.000797730
1.35000E+07 0.000830900
1.37500E+07 0.000864070
1.40000E+07 0.000880670
1.42500E+07 0.000897270
1.45000E+07 0.000913860
1.47500E+07 0.000930460
1.50000E+07 0.000947060
1.52500E+07 0.000963660
1.55000E+07 0.000980260
1.57500E+07 0.000996860
1.60000E+07 0.00101350
1.62500E+07 0.00102110
1.65000E+07 0.00102880
1.67500E+07 0.00103650
1.70000E+07 0.00104410
1.72500E+07 0.00105180
1.75000E+07 0.00105940
1.77500E+07 0.00106710
1.80000E+07 0.00107480
1.83000E+07 0.00108500
1.86520E+07 0.00110310
1.86522E+07 0.00110311
1.90000E+07 0.00112110
1.92500E+07 0.00112160
1.95000E+07 0.00112210
1.97500E+07 0.00112264
2.00000E+07 0.00112317
