Gd-157(n,tot) ENDFB-8.0
2.18750 5.05293
2.37500 5.04234
2.56250 5.03257
2.75000 5.02349
2.93750 5.01498
3.12500 5.00694
3.31250 4.99930
3.50000 4.99201
3.87500 4.97827
4.25000 4.96544
4.62500 4.95330
5.00000 4.94171
5.31250 4.93238
5.62500 4.92329
6.25000 4.90566
6.87500 4.88858
7.50000 4.87184
7.96875 4.85943
8.43750 4.84709
8.75000 4.83888
9.37500 4.82246
10.0000 4.80598
10.6250 4.78937
11.2500 4.77259
11.8750 4.75558
12.5000 4.73831
13.1250 4.72071
13.7500 4.70277
14.3750 4.68443
15.0000 4.66567
15.6250 4.64644
16.2500 4.62671
16.8750 4.60644
17.5000 4.58561
18.1250 4.56418
18.7500 4.54213
19.3750 4.51945
19.6875 4.50787
20.0000 4.49612
20.4890 4.47742
20.9780 4.45835
21.2226 4.44870
21.4671 4.43896
21.7116 4.42916
21.9561 4.41928
22.4451 4.39940
22.9341 4.37943
23.1786 4.36947
23.4231 4.35954
23.6676 4.34970
23.9121 4.33997
24.1953 4.32893
24.4784 4.31820
24.7615 4.30790
25.0446 4.29817
25.3277 4.28918
25.6108 4.28114
25.8939 4.27433
26.1771 4.26908
26.4216 4.26613
26.6661 4.26501
26.9106 4.26615
27.0328 4.26772
27.1551 4.27007
27.2774 4.27329
27.3996 4.27745
27.5219 4.28270
27.6441 4.28913
27.7664 4.29684
27.8886 4.30594
28.0109 4.31681
28.1331 4.32960
28.2747 4.34707
28.4162 4.36780
28.5578 4.39228
28.6994 4.42109
28.8409 4.45492
28.9825 4.49458
29.1240 4.54104
29.2656 4.59548
29.4071 4.65929
29.4779 4.69523
29.5487 4.73419
29.6195 4.77643
29.6903 4.82226
29.7610 4.87201
29.8318 4.92605
29.9026 4.98482
29.9734 5.04877
30.0442 5.11842
30.1149 5.19437
30.1857 5.27728
30.2565 5.36788
30.3273 5.46698
30.3980 5.57543
30.4753 5.70564
30.5525 5.84993
30.6297 6.01043
30.7069 6.18940
30.7841 6.38933
30.8613 6.61313
30.9385 6.86436
31.0157 7.14724
31.0865 7.43868
31.1573 7.76557
31.2281 8.13345
31.2989 8.54890
31.3343 8.77689
31.3696 9.01987
31.4050 9.27911
31.4404 9.55599
31.4758 9.85206
31.5112 10.1690
31.5466 10.5088
31.5820 10.8733
31.6335 11.4531
31.6849 12.0988
31.7364 12.8202
31.7879 13.6288
31.8136 14.0702
31.8394 14.5391
31.8651 15.0376
31.8908 15.5681
31.9166 16.1336
31.9423 16.7371
31.9681 17.3819
31.9938 18.0714
32.0131 18.6208
32.0324 19.1995
32.0517 19.8098
32.0710 20.4541
32.0903 21.1351
32.1000 21.4899
32.1096 21.8549
32.1193 22.2304
32.1289 22.6168
32.1386 23.0145
32.1482 23.4241
32.1643 24.1344
32.1723 24.5032
32.1804 24.8810
32.1884 25.2689
32.1965 25.6664
32.2045 26.0742
32.2126 26.4927
32.2214 26.9662
32.2303 27.4536
32.2391 27.9555
32.2479 28.4719
32.2560 28.9557
32.2640 29.4523
32.2721 29.9627
32.2801 30.4876
32.2890 31.0826
32.2978 31.6964
32.3067 32.3299
32.3155 32.9831
32.3244 33.6584
32.3332 34.3560
32.3421 35.0768
32.3509 35.8211
32.3597 36.5916
32.3686 37.3887
32.3774 38.2136
32.3863 39.0665
32.3927 39.7070
32.3992 40.3631
32.4056 41.0374
32.4120 41.7286
32.4185 42.4393
32.4249 43.1680
32.4313 43.9178
32.4378 44.6869
32.4466 45.7804
32.4555 46.9164
32.4643 48.0970
32.4732 49.3233
32.4820 50.6005
32.4908 51.9284
32.4997 53.3131
32.5085 54.7544
32.5174 56.2590
32.5262 57.8288
32.5351 59.4679
32.5439 61.1783
32.5528 62.9685
32.5616 64.8414
32.5705 66.8024
32.5793 68.8547
32.5882 71.0093
32.5970 73.2706
32.6059 75.6460
32.6147 78.1407
32.6236 80.7691
32.6324 83.5381
32.6413 86.4584
32.6501 89.5381
32.6589 92.7971
32.6678 96.2464
32.6766 99.9018
32.6855 103.777
32.6943 107.900
32.7032 112.289
32.7120 116.969
32.7209 121.963
32.7297 127.313
32.7386 133.051
32.7474 139.218
32.7563 145.853
32.7607 149.372
32.7651 153.024
32.7695 156.822
32.7740 160.777
32.7784 164.905
32.7828 169.199
32.7872 173.677
32.7916 178.352
32.7961 183.246
32.8005 188.349
32.8049 193.699
32.8093 199.286
32.8138 205.152
32.8182 211.286
32.8226 217.719
32.8270 224.470
32.8315 231.576
32.8359 239.028
32.8403 246.882
32.8447 255.126
32.8492 263.826
32.8536 272.970
32.8580 282.607
32.8624 292.768
32.8669 303.512
32.8713 314.825
32.8757 326.797
32.8801 339.412
32.8846 352.770
32.8890 366.854
32.8934 381.738
32.8978 397.472
32.9022 414.143
32.9067 431.728
32.9111 450.362
32.9155 470.016
32.9199 490.839
32.9244 512.796
32.9288 535.994
32.9332 560.498
32.9376 586.431
32.9421 613.742
32.9465 642.623
32.9509 673.010
32.9553 705.109
32.9598 738.842
32.9642 774.348
32.9686 811.693
32.9730 851.033
32.9774 892.255
32.9819 935.605
32.9863 980.948
32.9907 1028.54
32.9951 1078.23
32.9996 1130.15
33.0040 1184.36
33.0104 1267.49
33.0169 1355.48
33.0233 1448.65
33.0297 1546.73
33.0362 1649.97
33.0426 1758.00
33.0490 1870.99
33.0555 1988.43
33.0643 2157.16
33.0732 2333.12
33.0820 2515.68
33.0908 2703.16
33.1085 3087.79
33.1262 3472.32
33.1439 3840.36
33.1528 4012.45
33.1616 4173.52
33.1706 4322.58
33.1795 4455.82
33.1884 4571.40
33.1973 4667.55
33.2055 4737.28
33.2137 4788.52
33.2218 4820.59
33.2300 4833.07
33.2333 4832.54
33.2439 4809.02
33.2545 4752.82
33.2652 4665.18
33.2758 4548.32
33.2866 4401.88
33.2974 4231.16
33.3082 4039.90
33.3191 3832.16
33.3303 3603.57
33.3415 3366.54
33.3639 2884.08
33.3752 2646.29
33.3864 2415.62
33.3976 2194.53
33.4088 1985.13
33.4165 1849.71
33.4241 1721.00
33.4318 1598.89
33.4395 1483.84
33.4471 1375.61
33.4548 1274.44
33.4624 1180.08
33.4701 1092.37
33.4757 1032.05
33.4813 975.194
33.4869 921.590
33.4925 871.119
33.4981 823.574
33.5037 778.997
33.5094 737.169
33.5150 697.957
33.5206 661.164
33.5262 626.789
33.5318 594.634
33.5374 564.570
33.5430 536.471
33.5486 510.217
33.5542 485.691
33.5599 462.781
33.5655 441.342
33.5711 421.347
33.5767 402.662
33.5823 385.193
33.5879 368.826
33.5935 353.539
33.5991 339.225
33.6048 325.812
33.6104 313.213
33.6160 301.411
33.6216 290.325
33.6272 279.902
33.6328 270.076
33.6384 260.837
33.6440 252.123
33.6497 243.898
33.6594 230.723
33.6690 218.748
33.6787 207.816
33.6884 197.806
33.6981 188.602
33.7078 180.131
33.7175 172.305
33.7272 165.054
33.7369 158.313
33.7466 152.043
33.7563 146.193
33.7660 140.722
33.7757 135.591
33.7854 130.780
33.7950 126.255
33.8047 121.994
33.8160 117.356
33.8272 113.017
33.8384 108.943
33.8496 105.118
33.8609 101.515
33.8721 98.1213
33.8833 94.9157
33.8945 91.8886
33.9058 89.0214
33.9170 86.3073
33.9394 81.2860
33.9619 76.7493
33.9843 72.6346
33.9976 70.3791
34.0109 68.2446
34.0374 64.2986
34.0639 60.7367
34.0905 57.5090
34.1170 54.5737
34.1435 51.8953
34.1700 49.4437
34.1966 47.1940
34.2190 45.4300
34.2415 43.7825
34.2639 42.2409
34.2864 40.7963
34.3088 39.4402
34.3313 38.1656
34.3537 36.9658
34.3762 35.8354
34.3986 34.7681
34.4211 33.7595
34.4435 32.8054
34.4659 31.9022
34.4884 31.0455
34.5108 30.2324
34.5557 28.7255
34.6006 27.3599
34.6455 26.1182
34.6904 24.9855
34.7353 23.9492
34.7802 22.9979
34.8251 22.1227
34.8700 21.3152
34.9149 20.5687
34.9516 19.9987
34.9884 19.4625
35.0251 18.9572
35.0618 18.4804
35.0986 18.0298
35.1353 17.6035
35.1720 17.1996
35.2088 16.8164
35.2455 16.4526
35.2822 16.1068
35.3557 15.4648
35.4292 14.8816
35.5026 14.3503
35.5475 14.0484
35.5924 13.7622
35.6373 13.4907
35.6822 13.2328
35.7720 12.7541
35.8618 12.3197
35.9516 11.9240
36.0414 11.5624
36.1312 11.2308
36.2210 10.9259
36.3271 10.5959
36.4332 10.2950
36.5393 10.0197
36.6455 9.76701
36.7516 9.53463
36.8577 9.32030
36.9638 9.12169
37.0699 8.93714
37.1597 8.79100
37.2495 8.65334
37.3393 8.52347
37.4291 8.40077
37.5189 8.28466
37.6087 8.17468
37.6985 8.07035
37.7883 7.97127
37.8781 7.87704
37.9679 7.78736
38.0576 7.70189
38.1474 7.62035
38.3270 7.46807
38.5066 7.32868
38.6862 7.20063
38.8658 7.08261
39.0454 6.97349
39.2249 6.87231
39.4045 6.77821
39.5841 6.69049
39.7637 6.60850
39.9433 6.53175
40.1147 6.46312
40.2861 6.39824
40.4575 6.33675
40.6290 6.27851
40.8004 6.22329
40.9718 6.17083
41.1432 6.12091
41.3146 6.07336
41.4861 6.02798
41.6575 5.98462
41.8289 5.94315
42.0003 5.90341
42.3432 5.82869
42.6860 5.75963
43.0452 5.69258
43.4044 5.63026
43.7635 5.57211
44.1227 5.51762
44.4819 5.46637
44.8410 5.41799
45.2002 5.37217
45.5594 5.32864
45.8369 5.29650
46.1145 5.26557
46.3920 5.23536
46.6695 5.20630
47.2246 5.15053
47.7797 5.09775
48.3348 5.04751
48.8899 4.99944
49.4449 4.95321
50.0000 4.90856
50.6335 4.85921
51.2670 4.81128
51.9006 4.76452
52.5341 4.71867
52.9432 4.68948
53.3524 4.66057
53.7615 4.63192
54.1707 4.60356
54.5798 4.57556
54.9890 4.54819
55.1935 4.53489
55.3981 4.52215
55.6027 4.51033
55.7050 4.50504
55.8072 4.50042
55.9128 4.49674
55.9656 4.49552
56.0184 4.49493
56.0712 4.49517
56.1240 4.49665
56.1504 4.49803
56.1768 4.50000
56.2032 4.50273
56.2296 4.50648
56.2560 4.51162
56.2692 4.51486
56.2824 4.51866
56.2956 4.52313
56.3088 4.52838
56.3220 4.53457
56.3352 4.54185
56.3459 4.54873
56.3566 4.55658
56.3673 4.56557
56.3781 4.57581
56.3888 4.58751
56.3995 4.60083
56.4102 4.61596
56.4210 4.63314
56.4317 4.65260
56.4424 4.67455
56.4531 4.69928
56.4639 4.72698
56.4746 4.75795
56.4853 4.79239
56.4960 4.83054
56.5067 4.87262
56.5129 4.89877
56.5191 4.92633
56.5253 4.95530
56.5315 4.98566
56.5439 5.05084
56.5562 5.12178
56.5686 5.19850
56.5810 5.28063
56.5934 5.36783
56.6057 5.45954
56.6222 5.58762
56.6387 5.72021
56.6717 5.98765
56.6899 6.12843
56.7080 6.25854
56.7171 6.31816
56.7262 6.37327
56.7352 6.42343
56.7443 6.46802
56.7536 6.50744
56.7629 6.54013
56.7721 6.56577
56.7814 6.58403
56.7907 6.59473
56.8000 6.59768
56.8086 6.59345
56.8173 6.58254
56.8259 6.56505
56.8345 6.54116
56.8469 6.49611
56.8593 6.43927
56.8692 6.38654
56.8790 6.32770
56.8888 6.26343
56.8986 6.19453
56.9192 6.03827
56.9397 5.87179
56.9734 5.59469
56.9902 5.46078
57.0070 5.33346
57.0201 5.24008
57.0332 5.15242
57.0463 5.07090
57.0594 4.99583
57.0659 4.96066
57.0725 4.92717
57.0790 4.89527
57.0856 4.86496
57.0921 4.83616
57.0986 4.80892
57.1052 4.78317
57.1117 4.75886
57.1183 4.73591
57.1248 4.71434
57.1314 4.69403
57.1379 4.67500
57.1445 4.65712
57.1510 4.64040
57.1575 4.62476
57.1641 4.61013
57.1706 4.59644
57.1772 4.58368
57.1902 4.56066
57.2033 4.54064
57.2164 4.52326
57.2295 4.50814
57.2426 4.49499
57.2557 4.48353
57.2688 4.47350
57.2819 4.46470
57.2949 4.45693
57.3080 4.45004
57.3211 4.44389
57.3361 4.43762
57.3510 4.43203
57.3660 4.42701
57.3809 4.42245
57.4108 4.41446
57.4408 4.40759
57.4669 4.40227
57.4931 4.39745
57.5455 4.38892
57.5978 4.38145
57.6501 4.37474
57.7025 4.36858
57.7548 4.36283
57.8595 4.35222
57.9642 4.34241
58.0689 4.33313
58.2783 4.31551
58.5774 4.29147
58.8765 4.26805
59.1757 4.24483
59.4748 4.22160
60.0730 4.17487
60.6713 4.12737
61.2695 4.07883
61.8678 4.02908
62.4660 3.97798
63.0642 3.92537
63.4232 3.89301
63.7821 3.86003
64.1411 3.82642
64.5000 3.79213
65.0384 3.73935
65.5768 3.68489
66.1153 3.62868
66.3845 3.59993
66.6537 3.57069
66.9229 3.54103
67.1921 3.51087
67.4613 3.48030
67.7305 3.44927
67.9997 3.41786
68.2689 3.38599
68.5382 3.35372
68.8074 3.32110
69.1065 3.28452
69.4056 3.24767
69.7047 3.21071
70.0038 3.17385
70.3030 3.13744
70.6021 3.10211
70.7516 3.08519
70.9012 3.06906
71.0508 3.05420
71.2003 3.04154
71.2788 3.03631
71.3574 3.03264
71.4359 3.03139
71.5144 3.03435
71.5537 3.03856
71.5929 3.04584
71.6322 3.05787
71.6518 3.06650
71.6714 3.07747
71.6911 3.09140
71.7107 3.10902
71.7303 3.13125
71.7500 3.15914
71.7696 3.19392
71.7892 3.23698
71.7990 3.26209
71.8089 3.28981
71.8187 3.32041
71.8285 3.35401
71.8388 3.39274
71.8491 3.43520
71.8593 3.48165
71.8696 3.53228
71.8799 3.58730
71.8902 3.64676
71.9005 3.71081
71.9107 3.77952
71.9210 3.85298
71.9313 3.93102
71.9416 4.01361
71.9519 4.10061
71.9724 4.28691
71.9930 4.48709
72.0678 5.26007
72.0883 5.45805
72.1089 5.63619
72.1192 5.71570
72.1295 5.78758
72.1398 5.85115
72.1500 5.90572
72.1592 5.94635
72.1684 5.97892
72.1776 6.00320
72.1867 6.01893
72.2000 6.02630
72.2173 6.00848
72.2345 5.96020
72.2441 5.92074
72.2537 5.87276
72.2729 5.75290
72.2938 5.59058
72.3147 5.40192
72.3336 5.21379
72.3792 4.73244
72.4020 4.49338
72.4248 4.26545
72.4399 4.12241
72.4551 3.98797
72.4703 3.86295
72.4855 3.74793
72.5007 3.64297
72.5159 3.54810
72.5311 3.46306
72.5463 3.38747
72.5614 3.32065
72.5766 3.26201
72.5918 3.21083
72.6070 3.16642
72.6222 3.12798
72.6374 3.09487
72.6526 3.06636
72.6677 3.04188
72.6829 3.02084
72.6981 3.00276
72.7285 2.97370
72.7665 2.94718
72.8044 2.92792
72.8424 2.91334
72.8804 2.90183
72.9563 2.88445
73.0322 2.87158
73.1841 2.85334
73.3360 2.84134
73.4878 2.83379
73.6397 2.83010
73.7916 2.83015
73.9434 2.83413
74.1105 2.84347
74.2775 2.85864
74.4446 2.88051
74.6116 2.91011
74.7787 2.94873
74.9458 2.99789
75.1128 3.05944
75.2799 3.13560
75.4089 3.20616
75.5380 3.28852
75.6671 3.38440
75.7962 3.49573
75.9253 3.62480
75.9898 3.69683
76.0544 3.77440
76.1189 3.85798
76.1835 3.94802
76.2480 4.04508
76.3126 4.14968
76.3524 4.21835
76.3923 4.29026
76.4322 4.36563
76.4720 4.44460
76.5119 4.52739
76.5517 4.61416
76.5916 4.70517
76.6315 4.80059
76.6732 4.90561
76.7150 5.01602
76.7568 5.13220
76.7985 5.25443
76.8327 5.35920
76.8669 5.46848
76.9010 5.58249
76.9352 5.70146
76.9656 5.81157
76.9884 5.89697
77.0111 5.98487
77.0339 6.07536
77.0567 6.16851
77.0776 6.25637
77.0985 6.34657
77.1194 6.43924
77.1402 6.53446
77.1611 6.63231
77.1820 6.73288
77.2029 6.83624
77.2238 6.94250
77.2446 7.05181
77.2655 7.16414
77.2864 7.27967
77.3073 7.39850
77.3282 7.52080
77.3491 7.64657
77.3699 7.77598
77.3908 7.90917
77.4117 8.04633
77.4326 8.18746
77.4535 8.33278
77.4743 8.48244
77.4952 8.63658
77.5161 8.79538
77.5370 8.95900
77.5579 9.12761
77.5788 9.30150
77.5996 9.48067
77.6205 9.66543
77.6414 9.85597
77.6623 10.0526
77.6832 10.2554
77.7040 10.4647
77.7249 10.6807
77.7449 10.8935
77.7648 11.1128
77.7847 11.3390
77.8047 11.5723
77.8246 11.8131
77.8445 12.0615
77.8645 12.3179
77.8844 12.5827
77.9043 12.8562
77.9243 13.1386
77.9442 13.4304
77.9641 13.7319
77.9840 14.0436
78.0040 14.3659
78.0239 14.6992
78.0438 15.0440
78.0647 15.4184
78.0856 15.8064
78.1065 16.2088
78.1274 16.6263
78.1483 17.0599
78.1691 17.5098
78.1900 17.9772
78.2109 18.4627
78.2318 18.9677
78.2527 19.4925
78.2735 20.0384
78.2944 20.6066
78.3153 21.1980
78.3362 21.8141
78.3571 22.4560
78.3779 23.1252
78.3988 23.8235
78.4197 24.5518
78.4406 25.3121
78.4615 26.1063
78.4824 26.9367
78.5032 27.8046
78.5241 28.7126
78.5450 29.6631
78.5659 30.6593
78.5868 31.7028
78.6077 32.7972
78.6285 33.9457
78.6494 35.1524
78.6703 36.4199
78.6912 37.7529
78.7121 39.1558
78.7311 40.4964
78.7500 41.9020
78.7690 43.3774
78.7880 44.9274
78.8070 46.5577
78.8260 48.2719
78.8449 50.0769
78.8639 51.9791
78.8829 53.9863
78.9019 56.1043
78.9209 58.3423
78.9399 60.7094
78.9588 63.2171
78.9778 65.8738
78.9968 68.6930
79.0158 71.6881
79.0367 75.2059
79.0576 78.9753
79.0784 83.0229
79.0993 87.3772
79.1202 92.0725
79.1411 97.1409
79.1620 102.627
79.1828 108.578
79.2037 115.054
79.2246 122.113
79.2455 129.835
79.2664 138.310
79.2768 142.862
79.2873 147.644
79.2977 152.672
79.3081 157.964
79.3186 163.541
79.3290 169.425
79.3395 175.639
79.3499 182.212
79.3603 189.178
79.3708 196.559
79.3812 204.396
79.3917 212.730
79.4021 221.606
79.4125 231.073
79.4230 241.187
79.4334 252.008
79.4439 263.616
79.4543 276.064
79.4648 289.447
79.4752 303.856
79.4856 319.393
79.4961 336.172
79.5065 354.316
79.5170 373.961
79.5265 393.268
79.5359 414.042
79.5454 436.435
79.5549 460.589
79.5644 486.687
79.5739 514.838
79.5834 545.244
79.5929 578.092
79.6024 613.619
79.6119 651.959
79.6214 693.368
79.6309 738.074
79.6404 786.315
79.6498 838.337
79.6593 894.389
79.6688 954.728
79.6793 1026.44
79.6897 1103.92
79.7002 1187.58
79.7106 1277.75
79.7210 1374.72
79.7315 1478.80
79.7419 1590.23
79.7524 1709.23
79.7628 1835.99
79.7732 1970.62
79.7837 2113.18
79.7941 2263.67
79.8046 2422.01
79.8150 2588.03
79.8254 2761.46
79.8359 2941.97
79.8463 3129.27
79.8568 3322.45
79.8776 3724.21
79.8985 4140.82
79.9194 4564.04
79.9422 5021.92
79.9650 5462.12
79.9858 5837.36
80.0067 6173.69
80.0224 6393.69
80.0380 6581.39
80.0537 6733.29
80.0693 6846.40
80.0847 6917.56
80.1000 6947.78
80.1051 6948.65
80.1218 6919.72
80.1384 6842.96
80.1550 6720.27
80.1717 6554.73
80.1851 6392.06
80.1986 6206.39
80.2120 6000.10
80.2255 5776.38
80.2388 5540.43
80.2521 5293.14
80.2787 4776.52
80.3077 4201.11
80.3367 3638.54
80.3500 3390.57
80.3634 3151.20
80.3767 2921.69
80.3900 2703.21
80.4033 2496.16
80.4166 2301.22
80.4299 2118.64
80.4432 1948.62
80.4565 1790.80
80.4698 1645.14
80.4831 1511.04
80.4898 1448.26
80.4964 1388.21
80.5031 1330.73
80.5097 1275.90
80.5164 1223.58
80.5230 1173.67
80.5297 1126.02
80.5363 1080.70
80.5430 1037.54
80.5496 996.461
80.5593 940.211
80.5690 887.934
80.5787 839.380
80.5883 794.348
80.5980 752.510
80.6077 713.686
80.6174 677.658
80.6271 644.256
80.6367 613.213
