Ru-101(n,g) ENDFB-8.0
25.4855 0.587413
25.4985 0.571886
25.5114 0.557894
25.5244 0.545248
25.5373 0.533796
25.5632 0.513885
25.5891 0.497232
25.6082 0.486631
25.6273 0.477200
25.6654 0.461170
25.7036 0.448078
25.7417 0.437194
25.7799 0.428010
25.8181 0.420157
25.8562 0.413366
25.8944 0.407431
25.9707 0.397535
26.0470 0.389599
26.1233 0.383085
26.1996 0.377639
26.3305 0.370053
26.4613 0.363993
26.5921 0.359040
26.7230 0.354928
26.9846 0.348625
27.2463 0.343910
27.5079 0.340455
27.7696 0.338017
28.0312 0.336436
28.2929 0.335630
28.7726 0.335987
29.2523 0.338525
29.7320 0.343197
30.2117 0.350047
30.6914 0.359164
31.1711 0.370775
31.6508 0.385155
31.8907 0.393502
32.1305 0.402693
32.4576 0.416752
32.7847 0.432769
33.1117 0.451036
33.4388 0.471881
33.7659 0.495706
33.9294 0.509083
34.0929 0.523540
34.2565 0.539228
34.4200 0.556345
34.5835 0.575162
34.7471 0.596060
34.8670 0.613017
34.9869 0.631672
35.1069 0.652474
35.2268 0.676198
35.3467 0.704046
35.4067 0.720069
35.4666 0.737948
35.5266 0.758211
35.5866 0.781610
35.6465 0.809276
35.6765 0.825219
35.7065 0.842956
35.7392 0.864823
35.7719 0.889986
35.8046 0.919390
35.8373 0.954331
35.8659 0.990879
35.8802 1.01176
35.8945 1.03472
35.9089 1.06003
35.9232 1.08803
35.9375 1.11910
35.9518 1.15365
35.9661 1.19217
35.9804 1.23515
35.9947 1.28317
36.0090 1.33683
36.0233 1.39676
36.0376 1.46363
36.0520 1.53809
36.0663 1.62078
36.0813 1.71690
36.0962 1.82333
36.1112 1.94055
36.1262 2.06888
36.1412 2.20838
36.1562 2.35888
36.1712 2.51984
36.1862 2.69041
36.2066 2.93622
36.2271 3.19291
36.2680 3.71466
36.2831 3.90157
36.2983 4.07947
36.3135 4.24478
36.3286 4.39400
36.3475 4.55232
36.3570 4.61844
36.3664 4.67493
36.3759 4.72141
36.3853 4.75735
36.3948 4.78249
36.4042 4.79656
36.4100 4.79967
36.4195 4.79570
36.4289 4.78060
36.4384 4.75455
36.4478 4.71788
36.4572 4.67089
36.4667 4.61416
36.4856 4.47361
36.5061 4.28581
36.5265 4.06918
36.5470 3.83226
36.5675 3.58373
36.6119 3.04335
36.6340 2.78838
36.6562 2.55158
36.6753 2.36454
36.6945 2.19511
36.7041 2.11712
36.7136 2.04373
36.7232 1.97472
36.7328 1.91014
36.7424 1.84974
36.7519 1.79352
36.7615 1.74119
36.7711 1.69270
36.7807 1.64774
36.7902 1.60624
36.8094 1.53265
36.8255 1.47948
36.8457 1.42289
36.8658 1.37579
36.8860 1.33671
36.9061 1.30437
36.9263 1.27764
36.9464 1.25562
36.9666 1.23750
36.9868 1.22266
37.0271 1.20077
37.0674 1.18680
37.1077 1.17864
37.1480 1.17487
37.2004 1.17497
37.2528 1.17945
37.3052 1.18737
37.3576 1.19812
37.4624 1.22656
37.5673 1.26273
37.6721 1.30574
37.7769 1.35558
37.8817 1.41331
37.9341 1.44586
37.9865 1.48154
38.0389 1.52127
38.0913 1.56651
38.1437 1.61975
38.1699 1.65057
38.1961 1.68508
38.2223 1.72416
38.2485 1.76879
38.2747 1.82013
38.3009 1.87938
38.3272 1.94773
38.3534 2.02610
38.3796 2.11511
38.4058 2.21474
38.4299 2.31546
38.4541 2.42312
38.5025 2.64965
38.5464 2.84915
38.5683 2.93885
38.5903 3.01768
38.6135 3.08638
38.6397 3.14228
38.6527 3.16101
38.6658 3.17340
38.6862 3.18012
38.7065 3.17212
38.7298 3.14653
38.7481 3.11554
38.7665 3.07679
38.8104 2.96363
38.8543 2.84134
38.8982 2.73068
38.9201 2.68420
38.9421 2.64495
38.9691 2.60715
39.0028 2.57602
39.0366 2.56149
39.0703 2.56133
39.1041 2.57313
39.1378 2.59458
39.1716 2.62378
39.2391 2.69970
39.3066 2.79305
39.3741 2.90000
39.4417 3.01899
39.5092 3.14962
39.5834 3.30707
39.6577 3.47973
39.7320 3.66896
39.8062 3.87637
39.8805 4.10409
39.9548 4.35453
40.0290 4.63069
40.1033 4.93601
40.1776 5.27471
40.2518 5.65168
40.2890 5.85640
40.3261 6.07297
40.3632 6.30238
40.4003 6.54566
40.4375 6.80403
40.4746 7.07861
40.5117 7.37086
40.5489 7.68234
40.5860 8.01486
40.6231 8.37017
40.6603 8.75050
40.6974 9.15827
40.7447 9.72132
40.7919 10.3398
40.8392 11.0213
40.8864 11.7749
40.9337 12.6115
40.9810 13.5438
41.0046 14.0505
41.0282 14.5873
41.0519 15.1564
41.0755 15.7607
41.1126 16.7888
41.1498 17.9242
41.1869 19.1829
41.2240 20.5841
41.2426 21.3452
41.2612 22.1509
41.2797 23.0047
41.2983 23.9103
41.3169 24.8729
41.3354 25.8967
41.3540 26.9881
41.3725 28.1523
41.3928 29.5150
41.4131 30.9830
41.4333 32.5694
41.4536 34.2861
41.4806 36.8075
41.4941 38.1791
41.5076 39.6335
41.5211 41.1788
41.5346 42.8209
41.5481 44.5700
41.5616 46.4360
41.5751 48.4319
41.5886 50.5677
41.6021 52.8593
41.6156 55.3233
41.6291 57.9806
41.6426 60.8487
41.6561 63.9541
41.6696 67.3249
41.6789 69.8151
41.6882 72.4548
41.6975 75.2625
41.7067 78.2462
41.7160 81.4277
41.7253 84.8170
41.7346 88.4358
41.7439 92.3040
41.7532 96.4482
41.7624 100.883
41.7717 105.639
41.7810 110.744
41.7903 116.234
41.7996 122.130
41.8089 128.473
41.8181 135.299
41.8245 140.253
41.8308 145.464
41.8371 150.945
41.8435 156.711
41.8498 162.777
41.8561 169.157
41.8624 175.867
41.8688 182.924
41.8751 190.344
41.8814 198.142
41.8878 206.337
41.8941 214.945
41.9004 223.984
41.9068 233.469
41.9131 243.419
41.9194 253.834
41.9287 270.048
41.9380 287.366
41.9473 305.852
41.9565 325.550
41.9658 346.523
41.9751 368.758
41.9844 392.304
41.9937 417.179
42.0030 443.421
42.0122 470.971
42.0215 499.875
42.0308 530.045
42.0401 561.504
42.0494 594.131
42.0587 627.887
42.0679 662.685
42.0772 698.462
42.0865 735.018
42.1051 810.022
42.1236 886.483
42.1422 962.790
42.1625 1043.93
42.1827 1120.42
42.1937 1159.12
42.2047 1195.31
42.2157 1228.67
42.2266 1258.78
42.2436 1298.15
42.2605 1328.04
42.2774 1347.62
42.2859 1353.36
42.2944 1356.34
42.3000 1356.79
42.3113 1353.97
42.3205 1348.06
42.3296 1338.97
42.3388 1326.76
42.3480 1311.54
42.3572 1293.43
42.3663 1272.58
42.3755 1249.15
42.3847 1223.34
42.3973 1184.30
42.4099 1141.66
42.4225 1096.01
42.4351 1047.94
42.4597 949.312
42.4844 848.065
42.5057 761.422
42.5269 677.759
42.5376 637.577
42.5482 598.721
42.5589 561.327
42.5695 525.533
42.5818 486.110
42.5941 448.978
42.6064 414.179
42.6188 381.744
42.6311 351.593
42.6434 323.702
42.6557 297.994
42.6680 274.395
42.6803 252.759
42.6927 232.992
42.7050 214.971
42.7173 198.586
42.7296 183.685
42.7419 170.161
42.7543 157.896
42.7666 146.786
42.7789 136.705
42.7912 127.564
42.8035 119.270
42.8158 111.744
42.8282 104.895
42.8405 98.6594
42.8528 92.9734
42.8651 87.7830
42.8774 83.0285
42.8897 78.6680
42.9021 74.6607
42.9144 70.9728
42.9267 67.5660
42.9390 64.4149
42.9513 61.4940
42.9636 58.7829
42.9760 56.2575
42.9883 53.9022
43.0006 51.7016
43.0129 49.6417
43.0252 47.7101
43.0376 45.8960
43.0499 44.1893
43.0622 42.5827
43.0745 41.0657
43.0868 39.6325
43.1115 36.9928
43.1361 34.6195
43.1607 32.4775
43.1775 31.1329
43.1943 29.8732
43.2111 28.6911
43.2279 27.5808
43.2447 26.5353
43.2615 25.5500
43.2783 24.6203
43.2951 23.7424
43.3287 22.1246
43.3623 20.6713
43.3959 19.3600
43.4295 18.1724
43.4541 17.3709
43.4788 16.6227
43.5034 15.9226
43.5280 15.2671
43.5527 14.6518
43.5773 14.0739
43.6019 13.5301
43.6266 13.0181
43.6512 12.5350
43.6758 12.0791
43.7251 11.2402
43.7744 10.4876
43.8237 9.80976
43.8729 9.19694
43.9222 8.64126
43.9715 8.13572
44.0207 7.67446
44.0700 7.25238
44.1193 6.86532
44.1686 6.50946
44.2178 6.18152
44.2649 5.89183
44.3119 5.62283
44.3589 5.37252
44.4060 5.13919
44.4530 4.92132
44.5000 4.71759
44.5471 4.52681
44.5941 4.34794
44.6411 4.18001
44.6881 4.02217
44.7352 3.87363
44.7822 3.73370
44.8292 3.60173
44.8763 3.47715
44.9703 3.24803
45.0689 3.03341
45.1674 2.84134
45.2660 2.66887
45.3645 2.51356
45.4631 2.37335
45.5616 2.24653
45.6601 2.13166
45.7587 2.02756
45.8572 1.93327
45.9558 1.84811
46.0543 1.77167
46.1528 1.70390
46.2514 1.64543
46.3499 1.59823
46.3992 1.58024
46.4485 1.56748
46.4977 1.56199
46.5224 1.56290
46.5470 1.56695
46.5829 1.57982
46.6187 1.60321
46.6366 1.61976
46.6545 1.64006
46.6724 1.66453
46.6904 1.69355
46.7083 1.72751
46.7262 1.76669
46.7463 1.81734
46.7665 1.87508
46.7867 1.93984
46.8068 2.01123
46.8270 2.08865
46.8471 2.17099
46.8874 2.34463
46.9351 2.54683
46.9590 2.63725
46.9828 2.71492
47.0003 2.76138
47.0235 2.80721
47.0468 2.83232
47.0584 2.83656
47.0700 2.83512
47.0816 2.82794
47.0933 2.81510
47.1165 2.77284
47.1398 2.71001
47.1594 2.64265
47.1791 2.56434
47.1988 2.47730
47.2184 2.38391
47.2794 2.07870
47.3099 1.93085
47.3403 1.79380
47.3680 1.68133
47.3819 1.62988
47.3957 1.58176
47.4096 1.53690
47.4235 1.49531
47.4373 1.45686
47.4512 1.42143
47.4733 1.37064
47.4969 1.32392
47.5204 1.28380
47.5440 1.24937
47.5675 1.21979
47.5911 1.19427
47.6146 1.17213
47.6382 1.15280
47.6617 1.13578
47.7088 1.10712
47.7559 1.08375
47.8030 1.06411
47.8501 1.04719
47.9443 1.01911
48.0385 0.996459
48.1327 0.977732
48.2269 0.962112
48.3155 0.949811
48.4042 0.939566
48.5815 0.924553
48.7588 0.916282
48.9361 0.914716
49.0580 0.917792
49.1799 0.924588
49.3018 0.935446
49.4237 0.950806
49.5457 0.971275
49.6676 0.997655
49.7895 1.03099
49.8504 1.05068
49.9114 1.07265
50.0000 1.10920
50.0868 1.15107
50.1737 1.20004
50.2605 1.25742
50.3039 1.28978
50.3473 1.32490
50.3907 1.36306
50.4342 1.40458
50.4776 1.44983
50.5210 1.49922
50.5644 1.55325
50.6078 1.61245
50.6512 1.67749
50.6946 1.74913
50.7381 1.82830
50.7815 1.91600
50.8249 2.01352
50.8683 2.12236
50.9117 2.24433
50.9551 2.38156
50.9985 2.53674
51.0202 2.62209
51.0419 2.71318
51.0617 2.80152
51.0814 2.89549
51.1011 2.99572
51.1209 3.10266
51.1406 3.21706
51.1603 3.33953
