O-18(n,g) ENDFB-8.0
0.000968750 0.000788082
0.00100000 0.000775671
0.00103125 0.000763828
0.00106250 0.000752511
0.00109375 0.000741683
0.00112500 0.000731309
0.00118750 0.000711804
0.00125000 0.000693781
0.00131250 0.000677061
0.00137500 0.000661494
0.00143750 0.000646954
0.00150000 0.000633333
0.00156250 0.000620537
0.00162500 0.000608486
0.00168750 0.000597112
0.00175000 0.000586352
0.00181250 0.000576154
0.00187500 0.000566470
0.00193750 0.000557258
0.00200000 0.000548482
0.00209375 0.000536062
0.00218750 0.000524449
0.00228125 0.000513560
0.00237500 0.000503322
0.00246875 0.000493673
0.00256250 0.000484558
0.00265625 0.000475930
0.00275000 0.000467747
0.00293750 0.000452573
0.00312500 0.000438786
0.00331250 0.000426187
0.00350000 0.000414614
0.00368750 0.000403936
0.00387500 0.000394042
0.00406250 0.000384841
0.00425000 0.000376256
0.00443750 0.000368222
0.00462500 0.000360681
0.00500000 0.000346892
0.00531250 0.000336535
0.00562500 0.000327053
0.00593750 0.000318330
0.00625000 0.000310270
0.00656250 0.000302793
0.00687500 0.000295831
0.00750000 0.000283237
0.00812500 0.000272126
0.00875000 0.000262227
0.00937500 0.000253336
0.0100000 0.000245292
0.0106250 0.000237968
0.0112500 0.000231264
0.0125000 0.000219396
0.0137500 0.000209187
0.0150000 0.000200282
0.0162500 0.000192425
0.0175000 0.000185425
0.0200000 0.000173450
0.0226500 0.000162987
0.0253000 0.000154214
0.0274227 0.000148125
0.0295453 0.000142704
0.0337906 0.000133439
0.0380359 0.000125772
0.0422813 0.000119291
0.0461406 0.000114194
0.0500000 0.000109698
0.0562500 0.000103424
0.0625000 9.81157E-05
0.0687500 9.35491E-05
0.0750000 8.95667E-05
0.0812500 8.60537E-05
0.0875000 8.29245E-05
0.100000 7.75698E-05
0.112500 7.31327E-05
0.125000 6.93781E-05
0.137500 6.61482E-05
0.150000 6.33319E-05
0.162500 6.08481E-05
0.175000 5.86358E-05
0.200000 5.48487E-05
0.218750 5.24438E-05
0.237500 5.03303E-05
0.256250 4.84547E-05
0.275000 4.67752E-05
0.312500 4.38806E-05
0.350000 4.14622E-05
0.387500 3.94037E-05
0.425000 3.76243E-05
0.500000 3.46891E-05
0.625000 3.10268E-05
0.750000 2.83221E-05
0.875000 2.62233E-05
1.00000 2.45310E-05
1.25000 2.19393E-05
1.50000 2.00268E-05
1.75000 1.85428E-05
2.00000 1.73453E-05
2.75000 1.47918E-05
3.50000 1.31117E-05
4.25000 1.18980E-05
5.00000 1.09698E-05
6.25000 9.81172E-06
7.50000 8.95646E-06
8.75000 8.29260E-06
10.0000 7.75739E-06
12.5000 6.93801E-06
15.0000 6.33332E-06
17.5000 5.86380E-06
20.0000 5.48516E-06
27.5000 4.67775E-06
35.0000 4.14651E-06
42.5000 3.76289E-06
50.0000 3.46933E-06
62.5000 3.10320E-06
75.0000 2.83290E-06
87.5000 2.62292E-06
100.000 2.45366E-06
125.000 2.19478E-06
150.000 2.00371E-06
175.000 1.85527E-06
200.000 1.73562E-06
275.000 1.48055E-06
350.000 1.31275E-06
425.000 1.19163E-06
500.000 1.09895E-06
625.000 9.83408E-07
750.000 8.98154E-07
875.000 8.31936E-07
1000.00 7.78586E-07
1250.00 6.97059E-07
1500.00 6.36941E-07
1750.00 5.90268E-07
2000.00 5.52683E-07
2750.00 4.72708E-07
3500.00 4.20239E-07
4250.00 3.82480E-07
5000.00 3.53667E-07
6250.00 3.17885E-07
7500.00 2.91620E-07
8750.00 2.71324E-07
10000.0 2.55060E-07
12500.0 2.30410E-07
15000.0 2.12447E-07
17500.0 1.98674E-07
20000.0 1.87730E-07
27500.0 1.65075E-07
35000.0 1.50944E-07
42500.0 1.41371E-07
50000.0 1.34579E-07
62500.0 1.27095E-07
75000.0 1.22655E-07
87500.0 1.20194E-07
100000 1.19146E-07
137652 1.21857E-07
175305 1.30923E-07
267344 1.79013E-07
359383 2.88363E-07
403311 3.87577E-07
447238 5.52549E-07
472340 7.01462E-07
495350 8.99835E-07
518359 1.19624E-06
528818 1.38324E-06
539277 1.61543E-06
549736 1.91414E-06
560195 2.29839E-06
565948 2.56221E-06
571700 2.87279E-06
577453 3.24125E-06
583205 3.68218E-06
588958 4.21824E-06
591834 4.52792E-06
594710 4.87337E-06
597586 5.25451E-06
600463 5.68230E-06
603339 6.16034E-06
606215 6.69217E-06
609091 7.29872E-06
611967 7.97742E-06
614844 8.74441E-06
617720 9.62034E-06
620596 1.06061E-05
623472 1.17360E-05
624910 1.23507E-05
626349 1.30203E-05
629225 1.44673E-05
631943 1.60339E-05
633302 1.68725E-05
634661 1.77797E-05
636020 1.87190E-05
637379 1.97081E-05
638738 2.07513E-05
640097 2.18440E-05
642815 2.41432E-05
645533 2.65662E-05
650969 3.14166E-05
653762 3.35957E-05
655158 3.45305E-05
656555 3.53356E-05
657951 3.59921E-05
659348 3.64449E-05
660744 3.67167E-05
662141 3.67855E-05
663000 3.67208E-05
664719 3.63615E-05
666008 3.58777E-05
667297 3.52627E-05
668586 3.45289E-05
669875 3.36847E-05
672453 3.16817E-05
675031 2.94720E-05
685344 2.06049E-05
687881 1.87491E-05
690418 1.70445E-05
692955 1.55203E-05
695492 1.41456E-05
698029 1.29067E-05
700567 1.18132E-05
703104 1.08309E-05
705641 9.94749E-06
708243 9.14872E-06
710845 8.42961E-06
713448 7.78561E-06
716050 7.21193E-06
718652 6.69232E-06
721255 6.22713E-06
723857 5.80685E-06
726459 5.42396E-06
731664 4.76621E-06
736868 4.21928E-06
742073 3.76069E-06
747277 3.37329E-06
751536 3.10097E-06
755794 2.86224E-06
764311 2.46144E-06
772827 2.14230E-06
781344 1.88481E-06
791753 1.63517E-06
802162 1.43700E-06
812571 1.27769E-06
822981 1.14828E-06
837175 1.00913E-06
851369 9.02104E-07
865564 8.18305E-07
879758 7.53101E-07
900576 6.83926E-07
921395 6.38323E-07
942213 6.11723E-07
963031 6.01678E-07
993313 6.15955E-07
1.02359E+06 6.68785E-07
1.05388E+06 7.76742E-07
1.06902E+06 8.63004E-07
1.08416E+06 9.83296E-07
1.09409E+06 1.08937E-06
1.10403E+06 1.22521E-06
1.11397E+06 1.40331E-06
1.12390E+06 1.64292E-06
1.12911E+06 1.80356E-06
1.13431E+06 1.99592E-06
1.13952E+06 2.22851E-06
1.14472E+06 2.51272E-06
1.14992E+06 2.86632E-06
1.15513E+06 3.30865E-06
1.15773E+06 3.57021E-06
1.16033E+06 3.86693E-06
1.16294E+06 4.20144E-06
1.16554E+06 4.57609E-06
1.16828E+06 5.03014E-06
1.17103E+06 5.53914E-06
1.17377E+06 6.11886E-06
1.17652E+06 6.76227E-06
1.17927E+06 7.47944E-06
1.18201E+06 8.25766E-06
1.18476E+06 9.07026E-06
1.18750E+06 9.89558E-06
1.19063E+06 1.07803E-05
1.19375E+06 1.15152E-05
1.19531E+06 1.17949E-05
1.19688E+06 1.20007E-05
1.19844E+06 1.21247E-05
1.20000E+06 1.21622E-05
1.20156E+06 1.21126E-05
1.20313E+06 1.19796E-05
1.20440E+06 1.18108E-05
1.20567E+06 1.15999E-05
1.20820E+06 1.10773E-05
1.21074E+06 1.04507E-05
1.21328E+06 9.79534E-06
1.21836E+06 8.51329E-06
1.22344E+06 7.47204E-06
1.22787E+06 6.86080E-06
1.23230E+06 6.60341E-06
1.23504E+06 6.68503E-06
1.23778E+06 7.03986E-06
1.24051E+06 7.83039E-06
1.24188E+06 8.53169E-06
1.24325E+06 9.41317E-06
1.24462E+06 1.07603E-05
1.24599E+06 1.26666E-05
1.24667E+06 1.39821E-05
1.24736E+06 1.55969E-05
1.24804E+06 1.76642E-05
1.24873E+06 2.02655E-05
1.24935E+06 2.33660E-05
1.24998E+06 2.73938E-05
1.25061E+06 3.27392E-05
1.25124E+06 3.99821E-05
1.25158E+06 4.50504E-05
1.25192E+06 5.11794E-05
1.25226E+06 5.86494E-05
1.25260E+06 6.78323E-05
1.25292E+06 7.81832E-05
1.25308E+06 8.41958E-05
1.25323E+06 9.08112E-05
1.25339E+06 9.81876E-05
1.25355E+06 0.000106364
1.25370E+06 0.000115423
1.25386E+06 0.000125375
1.25401E+06 0.000136350
1.25417E+06 0.000148319
1.25432E+06 0.000161374
1.25448E+06 0.000175496
1.25464E+06 0.000190692
1.25479E+06 0.000206581
1.25495E+06 0.000222946
1.25510E+06 0.000239327
1.25555E+06 0.000280690
1.25566E+06 0.000287961
1.25578E+06 0.000293325
1.25589E+06 0.000296645
1.25600E+06 0.000297716
1.25614E+06 0.000295858
1.25628E+06 0.000290559
1.25642E+06 0.000282184
1.25656E+06 0.000271348
1.25667E+06 0.000262131
1.25677E+06 0.000252141
1.25687E+06 0.000241618
1.25697E+06 0.000230886
1.25718E+06 0.000209240
1.25738E+06 0.000188252
1.25779E+06 0.000150756
1.25800E+06 0.000134856
1.25820E+06 0.000120788
1.25839E+06 0.000109568
1.25857E+06 9.96125E-05
1.25876E+06 9.07923E-05
1.25894E+06 8.30183E-05
1.25931E+06 6.99208E-05
1.25968E+06 5.95713E-05
1.26005E+06 5.12732E-05
1.26042E+06 4.45874E-05
1.26079E+06 3.91153E-05
1.26116E+06 3.46162E-05
1.26160E+06 3.02495E-05
1.26203E+06 2.66908E-05
1.26247E+06 2.37706E-05
1.26291E+06 2.13244E-05
1.26365E+06 1.80324E-05
1.26439E+06 1.55151E-05
1.26512E+06 1.35475E-05
1.26586E+06 1.19834E-05
1.26680E+06 1.04179E-05
1.26774E+06 9.19682E-06
1.26869E+06 8.23018E-06
1.26963E+06 7.44313E-06
1.27113E+06 6.47138E-06
1.27263E+06 5.74039E-06
1.27413E+06 5.17559E-06
1.27563E+06 4.72969E-06
1.27750E+06 4.29400E-06
1.27875E+06 4.05918E-06
1.28000E+06 3.85862E-06
1.28500E+06 3.29086E-06
1.29000E+06 2.95108E-06
1.29500E+06 2.73675E-06
1.30000E+06 2.59877E-06
1.30500E+06 2.51140E-06
1.31000E+06 2.45979E-06
1.31500E+06 2.43491E-06
1.32000E+06 2.43091E-06
1.33000E+06 2.47107E-06
1.34000E+06 2.56098E-06
1.35000E+06 2.68990E-06
1.36000E+06 2.85068E-06
1.37125E+06 3.06413E-06
1.38250E+06 3.29725E-06
1.40500E+06 3.78644E-06
1.41625E+06 4.01351E-06
1.42750E+06 4.21249E-06
1.43313E+06 4.30017E-06
1.43875E+06 4.37852E-06
1.45000E+06 4.51122E-06
1.46424E+06 4.63964E-06
1.47848E+06 4.75533E-06
1.49272E+06 4.87995E-06
1.49984E+06 4.95313E-06
1.50695E+06 5.03740E-06
1.52119E+06 5.21100E-06
1.53543E+06 5.38900E-06
1.54967E+06 5.52079E-06
1.55679E+06 5.55241E-06
1.56391E+06 5.56126E-06
1.57234E+06 5.52300E-06
1.58117E+06 5.42946E-06
1.59000E+06 5.28443E-06
1.59500E+06 5.18122E-06
1.60000E+06 5.06501E-06
1.60500E+06 4.93777E-06
1.61000E+06 4.79825E-06
1.61500E+06 4.65862E-06
1.62000E+06 4.50947E-06
1.64000E+06 3.90866E-06
1.66000E+06 3.34563E-06
1.67000E+06 3.09509E-06
1.68000E+06 2.86501E-06
1.68924E+06 2.67517E-06
1.69848E+06 2.50334E-06
1.70772E+06 2.34925E-06
1.71696E+06 2.21506E-06
1.72620E+06 2.09723E-06
1.73544E+06 1.99628E-06
1.74468E+06 1.91493E-06
1.75392E+06 1.85141E-06
1.76969E+06 1.80269E-06
1.80122E+06 2.24945E-06
1.80989E+06 2.83384E-06
1.81856E+06 4.29676E-06
1.82102E+06 5.12547E-06
1.82349E+06 6.29342E-06
1.82472E+06 7.09193E-06
1.82595E+06 8.09523E-06
1.82718E+06 9.35216E-06
1.82841E+06 1.09794E-05
1.82881E+06 1.16007E-05
1.82974E+06 1.33257E-05
1.83068E+06 1.54796E-05
1.83161E+06 1.82096E-05
1.83255E+06 2.17068E-05
1.83309E+06 2.41918E-05
1.83363E+06 2.70900E-05
1.83418E+06 3.04760E-05
1.83472E+06 3.44326E-05
1.83503E+06 3.69686E-05
1.83533E+06 3.97297E-05
1.83564E+06 4.27301E-05
1.83595E+06 4.59813E-05
1.83626E+06 4.94793E-05
1.83657E+06 5.32160E-05
1.83687E+06 5.71720E-05
1.83718E+06 6.13126E-05
1.83754E+06 6.62089E-05
1.83789E+06 7.11252E-05
1.83824E+06 7.58991E-05
1.83859E+06 8.03077E-05
1.83930E+06 8.70580E-05
1.83965E+06 8.89036E-05
1.84000E+06 8.95267E-05
1.84019E+06 8.93056E-05
1.84039E+06 8.87057E-05
1.84058E+06 8.77539E-05
1.84077E+06 8.64586E-05
1.84096E+06 8.48324E-05
1.84115E+06 8.29428E-05
1.84154E+06 7.85206E-05
1.84178E+06 7.54519E-05
1.84201E+06 7.22423E-05
1.84249E+06 6.56293E-05
1.84296E+06 5.91126E-05
1.84344E+06 5.29372E-05
1.84439E+06 4.22455E-05
1.84533E+06 3.38446E-05
1.84618E+06 2.80168E-05
1.84703E+06 2.34523E-05
1.84788E+06 1.98513E-05
1.84873E+06 1.69975E-05
1.84958E+06 1.47098E-05
1.85043E+06 1.28588E-05
1.85127E+06 1.13425E-05
1.85212E+06 1.00893E-05
1.85320E+06 8.78885E-06
1.85428E+06 7.74016E-06
1.85536E+06 6.88835E-06
1.85644E+06 6.18048E-06
1.85814E+06 5.29850E-06
1.85983E+06 4.61861E-06
1.86153E+06 4.08345E-06
1.86323E+06 3.65574E-06
1.86554E+06 3.19885E-06
1.86786E+06 2.84733E-06
1.87248E+06 2.34450E-06
1.87649E+06 2.04965E-06
1.88050E+06 1.83387E-06
1.88852E+06 1.54383E-06
1.89716E+06 1.35116E-06
1.90580E+06 1.22303E-06
1.92308E+06 1.06800E-06
1.94282E+06 9.70963E-07
1.96256E+06 9.16486E-07
1.98231E+06 8.87621E-07
2.00205E+06 8.77417E-07
2.01933E+06 8.81853E-07
2.03660E+06 8.97641E-07
2.05388E+06 9.25068E-07
2.07115E+06 9.65013E-07
2.08226E+06 9.98672E-07
2.09337E+06 1.03879E-06
2.10447E+06 1.08597E-06
2.11558E+06 1.14097E-06
2.12668E+06 1.20461E-06
2.13779E+06 1.27782E-06
2.14890E+06 1.36156E-06
2.16000E+06 1.45686E-06
2.16875E+06 1.54123E-06
2.17750E+06 1.63389E-06
2.18625E+06 1.73514E-06
2.19500E+06 1.84505E-06
2.20375E+06 1.96348E-06
2.21250E+06 2.08992E-06
2.22125E+06 2.22345E-06
2.23000E+06 2.36267E-06
2.23875E+06 2.50574E-06
2.24750E+06 2.65043E-06
2.26500E+06 2.93531E-06
2.27375E+06 3.07165E-06
2.28250E+06 3.20283E-06
2.29125E+06 3.32973E-06
2.30000E+06 3.45484E-06
2.31000E+06 3.60055E-06
2.31813E+06 3.72538E-06
2.32625E+06 3.85897E-06
2.34250E+06 4.15118E-06
2.35875E+06 4.43846E-06
2.36688E+06 4.55945E-06
2.37500E+06 4.66579E-06
2.38296E+06 4.77861E-06
2.39091E+06 4.95251E-06
2.40682E+06 5.94186E-06
2.40869E+06 6.18228E-06
2.41150E+06 6.63158E-06
2.41431E+06 7.22045E-06
2.41712E+06 7.99871E-06
2.41993E+06 9.03918E-06
2.42215E+06 1.01242E-05
2.42437E+06 1.15140E-05
2.42659E+06 1.33212E-05
2.42771E+06 1.44257E-05
2.42882E+06 1.56965E-05
2.43010E+06 1.74158E-05
2.43139E+06 1.94459E-05
2.43268E+06 2.18409E-05
2.43397E+06 2.46618E-05
2.43472E+06 2.65417E-05
2.43547E+06 2.85893E-05
2.43623E+06 3.08170E-05
2.43698E+06 3.32211E-05
2.43849E+06 3.84836E-05
2.44000E+06 4.40904E-05
2.44125E+06 4.85879E-05
2.44188E+06 5.06178E-05
2.44250E+06 5.24039E-05
2.44313E+06 5.38721E-05
2.44375E+06 5.49610E-05
2.44438E+06 5.56114E-05
2.44500E+06 5.57831E-05
2.44544E+06 5.56122E-05
2.44588E+06 5.52127E-05
2.44675E+06 5.37307E-05
2.44763E+06 5.15468E-05
2.44851E+06 4.87874E-05
2.45201E+06 3.59914E-05
2.45284E+06 3.31636E-05
2.45367E+06 3.05225E-05
2.45449E+06 2.80791E-05
2.45532E+06 2.58554E-05
2.45615E+06 2.38336E-05
2.45697E+06 2.19992E-05
2.45780E+06 2.03487E-05
2.45863E+06 1.88525E-05
2.46020E+06 1.64097E-05
2.46177E+06 1.43976E-05
2.46334E+06 1.27297E-05
2.46491E+06 1.13404E-05
2.46705E+06 9.79968E-06
2.46919E+06 8.57533E-06
2.47133E+06 7.57945E-06
2.47347E+06 6.76562E-06
2.47661E+06 5.81945E-06
2.47975E+06 5.08441E-06
2.48289E+06 4.50114E-06
2.48603E+06 4.03080E-06
2.49089E+06 3.46487E-06
2.49574E+06 3.03603E-06
2.50545E+06 2.42910E-06
2.51230E+06 2.13036E-06
2.51915E+06 1.89847E-06
2.53286E+06 1.56250E-06
2.54542E+06 1.34795E-06
2.55798E+06 1.18685E-06
2.57054E+06 1.06145E-06
2.58310E+06 9.61127E-07
2.60366E+06 8.35232E-07
2.62422E+06 7.40336E-07
2.64477E+06 6.66694E-07
2.66533E+06 6.08380E-07
2.69045E+06 5.52928E-07
2.71558E+06 5.10042E-07
2.76582E+06 4.51989E-07
2.83891E+06 4.19262E-07
2.88231E+06 4.31836E-07
2.92570E+06 4.89302E-07
2.94854E+06 5.60514E-07
2.97138E+06 7.03008E-07
2.98394E+06 8.49333E-07
2.99651E+06 1.10299E-06
3.00793E+06 1.54078E-06
3.01364E+06 1.91655E-06
3.01649E+06 2.16717E-06
3.01935E+06 2.48406E-06
3.02163E+06 2.79989E-06
3.02363E+06 3.13605E-06
3.02563E+06 3.53843E-06
3.02763E+06 4.03187E-06
3.02962E+06 4.63774E-06
3.03119E+06 5.21631E-06
3.03276E+06 5.90583E-06
3.03355E+06 6.29872E-06
3.03433E+06 6.73056E-06
3.03512E+06 7.20372E-06
3.03590E+06 7.72058E-06
3.03672E+06 8.31351E-06
3.03754E+06 8.96116E-06
3.03835E+06 9.67380E-06
3.03917E+06 1.04523E-05
3.03998E+06 1.12997E-05
3.04080E+06 1.22199E-05
3.04161E+06 1.32053E-05
3.04243E+06 1.42513E-05
3.04337E+06 1.55306E-05
3.04432E+06 1.68425E-05
3.04527E+06 1.81407E-05
3.04621E+06 1.93644E-05
3.04811E+06 2.12760E-05
3.04905E+06 2.17951E-05
3.05000E+06 2.19764E-05
3.05048E+06 2.19129E-05
3.05096E+06 2.17568E-05
3.05144E+06 2.15193E-05
3.05191E+06 2.11976E-05
3.05239E+06 2.07889E-05
3.05287E+06 2.03160E-05
3.05335E+06 1.97921E-05
3.05383E+06 1.92206E-05
3.05436E+06 1.85400E-05
3.05489E+06 1.78310E-05
3.05595E+06 1.63731E-05
3.05701E+06 1.49321E-05
3.05807E+06 1.35370E-05
3.06019E+06 1.10746E-05
3.06231E+06 9.07574E-06
3.06424E+06 7.62979E-06
3.06616E+06 6.47413E-06
3.06809E+06 5.54884E-06
3.07002E+06 4.80551E-06
3.07195E+06 4.20502E-06
3.07388E+06 3.71484E-06
3.07581E+06 3.31048E-06
3.07774E+06 2.97490E-06
3.08072E+06 2.56036E-06
3.08370E+06 2.24071E-06
3.08669E+06 1.98778E-06
3.08967E+06 1.78637E-06
3.09353E+06 1.58262E-06
3.09738E+06 1.42511E-06
3.10124E+06 1.30145E-06
3.10510E+06 1.20342E-06
3.11282E+06 1.06246E-06
3.12054E+06 9.69709E-07
3.12825E+06 9.08527E-07
3.13597E+06 8.69117E-07
3.14298E+06 8.47760E-07
3.14649E+06 8.40682E-07
3.14825E+06 8.37895E-07
3.14912E+06 8.36502E-07
3.14956E+06 8.37966E-07
3.14978E+06 1.14725E-05
3.14979E+06 1.37151E-05
3.14979E+06 1.63555E-05
3.14980E+06 1.94476E-05
3.14981E+06 2.30493E-05
3.14982E+06 2.72221E-05
3.14982E+06 3.20307E-05
3.14984E+06 4.28785E-05
3.14985E+06 5.77817E-05
3.14986E+06 7.65615E-05
3.14988E+06 9.97241E-05
3.14989E+06 0.000125523
3.14990E+06 0.000158196
3.14992E+06 0.000196042
3.14995E+06 0.000283021
3.14997E+06 0.000385257
3.15000E+06 0.000496258
3.15000E+06 0.00100000
3.30000E+06 0.00100263
3.40000E+06 0.00100439
3.50000E+06 0.00100614
3.70000E+06 0.00100965
3.80000E+06 0.00101140
4.00000E+06 0.00101491
4.10000E+06 0.00101667
4.20000E+06 0.00101842
4.25000E+06 0.00101930
4.50000E+06 0.00102368
4.70000E+06 0.00102719
4.90000E+06 0.00103070
5.00000E+06 0.00103246
5.28380E+06 0.00103744
5.28865E+06 0.00103752
5.29706E+06 0.00103767
5.32201E+06 0.00103811
5.32201E+06 0.00103811
5.36596E+06 0.00103888
5.36596E+06 0.00103888
5.43257E+06 0.00104005
5.43257E+06 0.00104005
5.50000E+06 0.00104123
5.62095E+06 0.00104335
5.62095E+06 0.00104335
5.75000E+06 0.00104561
5.78375E+06 0.00104621
5.78375E+06 0.00104621
6.00000E+06 0.00105000
6.00001E+06 0.00105000
6.24500E+06 0.00105306
6.24500E+06 0.00105306
6.25000E+06 0.00105313
6.50000E+06 0.00105625
6.56890E+06 0.00105711
6.57490E+06 0.00105719
6.59505E+06 0.00105744
6.59505E+06 0.00105744
6.64436E+06 0.00105805
6.64436E+06 0.00105806
6.68781E+06 0.00105860
6.68781E+06 0.00105860
6.74537E+06 0.00105932
6.74537E+06 0.00105932
6.75000E+06 0.00105938
6.76452E+06 0.00105956
6.76452E+06 0.00105956
6.88125E+06 0.00106102
6.88126E+06 0.00106102
7.00000E+06 0.00106250
7.12178E+06 0.00106402
7.12179E+06 0.00106402
7.24569E+06 0.00106557
7.24569E+06 0.00106557
7.25000E+06 0.00106563
7.30845E+06 0.00106636
7.30845E+06 0.00106636
7.50000E+06 0.00106875
7.74597E+06 0.00107183
7.74597E+06 0.00107183
7.87196E+06 0.00107340
7.87196E+06 0.00107340
8.00000E+06 0.00107500
8.25000E+06 0.00107813
8.37214E+06 0.00107965
8.37214E+06 0.00107965
8.48500E+06 0.00108106
8.49278E+06 0.00108116
8.50000E+06 0.00108125
8.53042E+06 0.00108163
8.58775E+06 0.00108235
8.68264E+06 0.00108353
8.68264E+06 0.00108353
8.79468E+06 0.00108493
8.87231E+06 0.00108590
8.87231E+06 0.00108590
8.93103E+06 0.00108664
8.93103E+06 0.00108664
9.00000E+06 0.00108750
9.03046E+06 0.00108788
9.03046E+06 0.00108788
9.08786E+06 0.00108860
9.08786E+06 0.00108860
9.18919E+06 0.00108987
9.32390E+06 0.00109155
9.32390E+06 0.00109155
9.37245E+06 0.00109216
9.37245E+06 0.00109216
9.50000E+06 0.00109375
9.71560E+06 0.00109645
9.71560E+06 0.00109645
9.87258E+06 0.00109841
9.87259E+06 0.00109841
1.00000E+07 0.00110000
1.02470E+07 0.00110000
1.02470E+07 0.00110000
1.03727E+07 0.00110000
1.05000E+07 0.00110000
1.08728E+07 0.00110000
1.08728E+07 0.00110000
1.10000E+07 0.00110000
1.15000E+07 0.00110000
1.20000E+07 0.00110000
1.25000E+07 0.00110000
1.28560E+07 0.00110000
1.28679E+07 0.00110000
1.28918E+07 0.00110000
1.28919E+07 0.00110000
1.29729E+07 0.00110000
1.29729E+07 0.00110000
1.30000E+07 0.00110000
1.30307E+07 0.00110000
1.30885E+07 0.00110000
1.30885E+07 0.00110000
1.31902E+07 0.00110000
1.31902E+07 0.00110000
1.33442E+07 0.00110000
1.33442E+07 0.00110000
1.35000E+07 0.00110000
1.36233E+07 0.00110000
1.38104E+07 0.00110000
1.38104E+07 0.00110000
1.40000E+07 0.00110000
1.40010E+07 0.00110000
1.40137E+07 0.00110000
1.40317E+07 0.00110000
1.40317E+07 0.00110000
1.40730E+07 0.00110000
1.40894E+07 0.00110000
1.40894E+07 0.00110000
1.41234E+07 0.00110000
1.41234E+07 0.00110000
1.41909E+07 0.00110000
1.41909E+07 0.00110000
1.43104E+07 0.00110000
1.43104E+07 0.00110000
1.43446E+07 0.00110000
1.43446E+07 0.00110000
1.44680E+07 0.00110000
1.45000E+07 0.00110000
1.45000E+07 0.00110000
1.45000E+07 0.00110000
