Ge-74(n,g) ENDFB-8.0
0.000843750 2.84145
0.000875000 2.79025
0.000906250 2.74172
0.000937500 2.69564
0.000968750 2.65180
0.00100000 2.61004
0.00103125 2.57019
0.00106250 2.53211
0.00109375 2.49568
0.00112500 2.46077
0.00115625 2.42729
0.00118750 2.39514
0.00121875 2.36423
0.00125000 2.33449
0.00128125 2.30585
0.00131250 2.27823
0.00134375 2.25158
0.00137500 2.22585
0.00143750 2.17692
0.00150000 2.13109
0.00156250 2.08803
0.00162500 2.04748
0.00168750 2.00921
0.00175000 1.97300
0.00181250 1.93869
0.00187500 1.90610
0.00193750 1.87511
0.00200000 1.84557
0.00209375 1.80378
0.00218750 1.76471
0.00228125 1.72806
0.00237500 1.69361
0.00246875 1.66114
0.00256250 1.63047
0.00265625 1.60144
0.00275000 1.57391
0.00284375 1.54775
0.00293750 1.52285
0.00303125 1.49911
0.00312500 1.47645
0.00321875 1.45479
0.00331250 1.43406
0.00340625 1.41418
0.00350000 1.39512
0.00359375 1.37680
0.00368750 1.35918
0.00378125 1.34223
0.00387500 1.32589
0.00396875 1.31014
0.00406250 1.29493
0.00425000 1.26604
0.00443750 1.23901
0.00462500 1.21363
0.00481250 1.18976
0.00500000 1.16723
0.00515625 1.14941
0.00531250 1.13238
0.00546875 1.11609
0.00562500 1.10048
0.00578125 1.08551
0.00593750 1.07113
0.00609375 1.05731
0.00625000 1.04401
0.00640625 1.03119
0.00656250 1.01884
0.00671875 1.00693
0.00687500 0.995419
0.00718750 0.973539
0.00750000 0.953040
0.00781250 0.933784
0.00812500 0.915650
0.00843750 0.898533
0.00875000 0.882341
0.00906250 0.866994
0.00937500 0.852421
0.00968750 0.838559
0.0100000 0.825352
0.0103125 0.812750
0.0106250 0.800708
0.0109375 0.789186
0.0112500 0.778148
0.0115625 0.767560
0.0118750 0.757394
0.0121875 0.747621
0.0125000 0.738217
0.0128125 0.729159
0.0131250 0.720426
0.0134375 0.712000
0.0137500 0.703863
0.0143750 0.688392
0.0150000 0.673898
0.0156250 0.660283
0.0162500 0.647460
0.0168750 0.635356
0.0175000 0.623906
0.0181250 0.613053
0.0187500 0.602748
0.0193750 0.592945
0.0200000 0.583605
0.0206625 0.574171
0.0213250 0.565180
0.0219875 0.556599
0.0226500 0.548397
0.0233125 0.540547
0.0239750 0.533026
0.0246375 0.525810
0.0253000 0.518879
0.0264578 0.507399
0.0276156 0.496648
0.0287734 0.486555
0.0299313 0.477053
0.0310891 0.468087
0.0322469 0.459609
0.0334047 0.451575
0.0345625 0.443948
0.0355274 0.437879
0.0364922 0.432052
0.0374570 0.426451
0.0384219 0.421062
0.0393867 0.415872
0.0403516 0.410869
0.0413164 0.406042
0.0422813 0.401381
0.0442109 0.392521
0.0461406 0.384222
0.0480703 0.376429
0.0500000 0.369091
0.0515625 0.363454
0.0531250 0.358067
0.0546875 0.352914
0.0562500 0.347976
0.0578125 0.343241
0.0593750 0.338694
0.0609375 0.334324
0.0625000 0.330119
0.0640625 0.326069
0.0656250 0.322165
0.0671875 0.318398
0.0687500 0.314760
0.0718750 0.307843
0.0750000 0.301362
0.0781250 0.295273
0.0812500 0.289537
0.0843750 0.284123
0.0875000 0.279001
0.0906250 0.274146
0.0937500 0.269536
0.0968750 0.265151
0.100000 0.260973
0.103125 0.256987
0.106250 0.253177
0.109375 0.249533
0.112500 0.246041
0.115625 0.242692
0.118750 0.239477
0.121875 0.236386
0.125000 0.233412
0.128125 0.230548
0.131250 0.227788
0.134375 0.225125
0.137500 0.222553
0.143750 0.217663
0.150000 0.213080
0.156250 0.208774
0.162500 0.204717
0.168750 0.200887
0.175000 0.197265
0.181250 0.193833
0.187500 0.190574
0.193750 0.187475
0.200000 0.184523
0.209375 0.180345
0.218750 0.176437
0.228125 0.172770
0.237500 0.169323
0.246875 0.166074
0.256250 0.163005
0.265625 0.160100
0.275000 0.157345
0.284375 0.154728
0.293750 0.152237
0.303125 0.149862
0.312500 0.147595
0.321875 0.145428
0.331250 0.143353
0.340625 0.141365
0.350000 0.139457
0.359375 0.137624
0.368750 0.135862
0.378125 0.134166
0.387500 0.132533
0.396875 0.130958
0.406250 0.129440
0.425000 0.126553
0.443750 0.123849
0.462500 0.121309
0.500000 0.116673
0.531250 0.113192
0.562500 0.109997
0.593750 0.107057
0.625000 0.104342
0.687500 0.0994765
0.750000 0.0952333
0.812500 0.0914897
0.875000 0.0881643
0.937500 0.0851764
1.00000 0.0824637
1.06250 0.0799941
1.12500 0.0777334
1.18750 0.0756538
1.25000 0.0737321
1.37500 0.0702897
1.50000 0.0672871
1.62500 0.0646378
1.75000 0.0622834
1.87500 0.0601680
2.00000 0.0582459
2.18750 0.0556791
2.37500 0.0534246
2.56250 0.0514221
2.75000 0.0496316
2.93750 0.0480149
3.12500 0.0465421
3.31250 0.0451960
3.50000 0.0439594
3.87500 0.0417608
4.25000 0.0398594
4.62500 0.0381938
5.00000 0.0367203
5.31250 0.0356134
5.62500 0.0345982
5.93750 0.0336640
6.25000 0.0328005
6.87500 0.0312531
7.50000 0.0299027
8.12500 0.0287105
8.75000 0.0276491
9.37500 0.0266951
10.0000 0.0258303
10.6250 0.0250424
11.2500 0.0243208
11.8750 0.0236565
12.5000 0.0230424
13.7500 0.0219413
15.0000 0.0209797
16.2500 0.0201304
17.5000 0.0193736
18.7500 0.0186930
20.0000 0.0180756
21.8750 0.0172498
23.7500 0.0165229
25.6250 0.0158762
27.5000 0.0152963
29.3750 0.0147720
31.2500 0.0142944
33.1250 0.0138574
35.0000 0.0134553
36.8750 0.0130837
38.7500 0.0127389
42.5000 0.0121178
46.2500 0.0115723
50.0000 0.0110881
53.1250 0.0107235
56.2500 0.0103889
59.3750 0.0100803
62.5000 0.00979461
68.7500 0.00928123
75.0000 0.00883165
81.2500 0.00843350
87.5000 0.00807766
93.7500 0.00775693
100.000 0.00746567
106.250 0.00719968
112.500 0.00695547
118.750 0.00673017
125.000 0.00652144
131.250 0.00632732
137.500 0.00614617
150.000 0.00581739
162.500 0.00552618
175.000 0.00526594
187.500 0.00503148
200.000 0.00481874
209.375 0.00467157
218.750 0.00453381
237.500 0.00428279
256.250 0.00405954
275.000 0.00385943
293.750 0.00367882
312.500 0.00351479
331.250 0.00336509
350.000 0.00322786
368.750 0.00310155
387.500 0.00298488
406.250 0.00287676
425.000 0.00277628
443.750 0.00268266
462.500 0.00259522
481.250 0.00251338
500.000 0.00243665
531.250 0.00231886
562.500 0.00221223
593.750 0.00211532
625.000 0.00202696
656.250 0.00194616
687.500 0.00187207
718.750 0.00180398
750.000 0.00174130
781.250 0.00168349
812.500 0.00163010
843.750 0.00158074
875.000 0.00153506
906.250 0.00149278
937.500 0.00145362
1000.00 0.00138376
1062.50 0.00132390
1125.00 0.00127285
1187.50 0.00122966
1250.00 0.00119360
1312.50 0.00116411
1375.00 0.00114081
1437.50 0.00112347
1500.00 0.00111196
1562.50 0.00110635
1656.25 0.00111026
1750.00 0.00112781
1812.50 0.00114978
1875.00 0.00118098
1937.50 0.00122317
2000.00 0.00127883
2036.69 0.00131950
2073.38 0.00136655
2110.07 0.00142149
2146.75 0.00148646
2183.44 0.00156198
2220.13 0.00165218
2256.82 0.00175942
2293.51 0.00188650
2330.20 0.00204213
2366.89 0.00223311
2385.23 0.00234469
2403.57 0.00247041
2421.92 0.00261174
2440.26 0.00277045
2455.27 0.00291720
2470.28 0.00308103
2485.29 0.00326431
2500.30 0.00347016
2515.31 0.00370246
2530.32 0.00396593
2545.33 0.00426546
2560.33 0.00461205
2578.68 0.00511226
2587.85 0.00539999
2597.02 0.00571869
2606.19 0.00607049
2615.37 0.00646320
2624.54 0.00690191
2633.71 0.00739272
2641.63 0.00786835
2649.55 0.00839845
2657.48 0.00899056
2665.40 0.00965432
2673.32 0.0104036
2681.24 0.0112559
2689.16 0.0122235
2697.08 0.0133394
2701.67 0.0140634
2706.25 0.0148528
2710.84 0.0157162
2715.43 0.0166632
2720.01 0.0177047
2724.60 0.0188542
2729.18 0.0201270
2733.77 0.0215415
2738.36 0.0231206
2742.94 0.0248894
2747.53 0.0268808
2752.11 0.0291343
2756.70 0.0316968
2761.29 0.0346299
2763.58 0.0362572
2765.87 0.0380077
2768.17 0.0398915
2770.46 0.0419133
2772.13 0.0434853
2773.79 0.0451578
2775.46 0.0469334
2777.13 0.0488173
2778.80 0.0508192
2779.63 0.0518678
2780.46 0.0529493
2781.30 0.0540681
2782.13 0.0552241
2782.97 0.0564186
2783.80 0.0576520
2784.79 0.0591740
2785.78 0.0607569
2786.77 0.0624059
2787.76 0.0641244
2788.75 0.0659182
2789.74 0.0677877
2790.24 0.0687529
2790.73 0.0697393
2791.23 0.0707476
2791.72 0.0717784
2792.24 0.0728885
2792.50 0.0734546
2792.76 0.0740252
2793.02 0.0746049
2793.28 0.0751894
2793.55 0.0757832
2793.81 0.0763819
2794.12 0.0771124
2794.43 0.0778536
2794.74 0.0786058
2795.06 0.0793667
2795.37 0.0801415
2795.68 0.0809279
2796.00 0.0817262
2796.31 0.0825340
2796.67 0.0834947
2797.04 0.0844726
2797.40 0.0854682
2797.77 0.0864790
2798.50 0.0885622
2799.23 0.0907197
2799.96 0.0929609
2800.68 0.0952835
2801.41 0.0976984
2802.14 0.100204
2802.72 0.102247
2803.29 0.104350
2803.86 0.106524
2804.44 0.108764
2805.01 0.111081
2805.58 0.113469
2806.16 0.115936
2806.73 0.118486
2807.30 0.121127
2807.88 0.123853
2808.45 0.126673
2809.02 0.129593
2809.60 0.132620
2810.17 0.135751
2810.74 0.138996
2811.32 0.142360
2811.89 0.145854
2812.46 0.149475
2813.04 0.153233
2813.61 0.157136
2814.18 0.161199
2814.76 0.165415
2815.33 0.169801
2815.90 0.174365
2816.48 0.179126
2817.05 0.184077
2817.62 0.189239
2818.20 0.194622
2818.77 0.200250
2819.34 0.206118
2819.92 0.212248
2820.49 0.218659
2821.06 0.225378
2821.64 0.232401
2822.21 0.239760
2822.78 0.247476
2823.36 0.255587
2823.93 0.264090
2824.50 0.273026
2825.07 0.282426
2825.65 0.292340
2826.22 0.302768
2826.79 0.313766
2827.37 0.325376
2827.94 0.337667
2828.51 0.350645
2829.09 0.364388
2829.66 0.378956
2830.23 0.394444
2830.81 0.410873
2831.38 0.428349
2831.95 0.446965
2832.53 0.466856
2833.10 0.488064
2833.67 0.510748
2834.25 0.535048
2834.82 0.561166
2835.39 0.589185
2835.97 0.619348
2836.54 0.651876
2837.11 0.687084
2837.69 0.725135
2838.26 0.766413
2838.55 0.788414
2838.83 0.811287
2839.12 0.835246
2839.41 0.860273
2839.69 0.886429
2839.98 0.913686
2840.27 0.942308
2840.55 0.972173
2840.84 1.00357
2841.13 1.03638
2841.41 1.07093
2841.70 1.10721
2841.99 1.14533
2842.27 1.18528
2842.56 1.22746
2842.85 1.27174
2843.13 1.31858
2843.42 1.36782
2843.65 1.41032
2843.89 1.45460
2844.12 1.50114
2844.36 1.54969
2844.59 1.60078
2844.83 1.65413
2845.06 1.71035
2845.29 1.76914
2845.53 1.83118
2845.76 1.89614
2846.00 1.96479
2846.23 2.03678
2846.47 2.11297
2846.70 2.19298
2846.94 2.27779
2847.17 2.36699
2847.46 2.48336
2847.74 2.60805
2848.03 2.74179
2848.32 2.88489
2848.60 3.03924
2848.89 3.20533
2849.18 3.38422
2849.46 3.57639
2849.75 3.78444
2850.04 4.00826
2850.32 4.25086
2850.61 4.51208
2850.90 4.79537
2851.18 5.10038
2851.47 5.43093
2851.76 5.78633
2852.05 6.17894
2852.34 6.60182
2852.64 7.05606
2852.93 7.54229
2853.22 8.06049
2853.51 8.60979
2853.81 9.18830
2854.10 9.79286
2854.49 10.6298
2854.88 11.4895
2855.66 13.1899
2856.05 13.9760
2856.44 14.6779
2856.64 14.9873
2856.83 15.2639
2857.03 15.5043
2857.22 15.7053
2857.42 15.8642
2857.61 15.9789
2857.81 16.0478
2858.00 16.0700
2858.26 16.0263
2858.47 15.9294
2858.68 15.7801
2858.89 15.5803
2859.11 15.3333
2859.32 15.0413
2859.53 14.7114
2859.74 14.3471
2859.95 13.9533
2860.37 13.0954
2860.80 12.1820
2861.64 10.3205
2862.18 9.18033
2862.46 8.64219
2862.73 8.12912
2863.00 7.64272
2863.27 7.18383
2863.54 6.75261
2863.82 6.35016
2864.16 5.87584
2864.51 5.44209
2864.85 5.04627
2865.19 4.68652
2865.54 4.35783
2865.88 4.05845
2866.23 3.78564
2866.57 3.53754
2866.83 3.36895
2867.08 3.21116
2867.33 3.06337
2867.58 2.92537
2867.84 2.79540
2868.09 2.67338
2868.34 2.55873
2868.60 2.45133
2868.85 2.34983
2869.10 2.25423
2869.35 2.16409
2869.61 2.07936
2869.86 1.99901
2870.11 1.92307
2870.37 1.85123
2870.62 1.78347
2871.12 1.65787
2871.63 1.54497
2872.13 1.44275
2872.64 1.35032
2873.15 1.26617
2873.65 1.18966
2874.16 1.11964
2874.66 1.05566
2875.03 1.01239
2875.40 0.971702
2875.77 0.933394
2876.13 0.897384
2876.50 0.863313
2876.87 0.831217
2877.24 0.800782
2877.60 0.772050
2878.34 0.718854
2879.07 0.670979
2879.81 0.627689
2880.54 0.588428
2881.05 0.563491
2881.55 0.540146
2882.06 0.518175
2882.57 0.497555
2883.07 0.478103
2883.58 0.459803
2884.08 0.442501
2884.59 0.426189
2885.09 0.410733
2885.60 0.396132
2886.61 0.369151
2887.62 0.344843
2888.63 0.322889
2889.64 0.302957
2890.65 0.284826
2891.66 0.268286
2892.67 0.253158
2893.69 0.239287
2894.70 0.226539
2895.71 0.214801
2896.72 0.203975
2897.68 0.194407
2898.65 0.185507
2899.61 0.177207
2900.58 0.169454
2901.54 0.162207
2902.51 0.155425
2903.47 0.149071
2904.44 0.143108
2905.40 0.137507
2906.37 0.132239
2908.30 0.122601
2910.23 0.114018
2912.16 0.106344
2914.18 0.0991449
2916.20 0.0926933
2918.22 0.0868911
2920.25 0.0816563
2922.27 0.0769198
2924.29 0.0726225
2926.31 0.0687143
2928.33 0.0651520
2931.46 0.0602424
2934.58 0.0559624
2937.71 0.0522288
2940.83 0.0489342
2943.96 0.0460350
2947.08 0.0434845
2950.21 0.0412422
2953.33 0.0392755
2957.01 0.0372768
2960.69 0.0355880
2964.36 0.0341827
2968.04 0.0330432
2971.71 0.0321589
2975.39 0.0315269
2979.07 0.0311512
2982.74 0.0310450
2985.50 0.0311560
2988.26 0.0314460
2991.01 0.0319347
2993.77 0.0326424
2996.53 0.0336006
2999.29 0.0348715
3002.04 0.0365050
3004.80 0.0385782
3006.46 0.0400761
3008.11 0.0417971
3009.76 0.0437770
3011.42 0.0460577
3013.07 0.0486914
3014.73 0.0517338
3016.38 0.0552693
3018.03 0.0594078
3019.05 0.0622874
3020.06 0.0654741
3021.07 0.0690095
3022.08 0.0729435
3023.09 0.0773351
3024.10 0.0822550
3025.11 0.0877880
3026.12 0.0940371
3027.00 0.100112
3027.87 0.106906
3028.74 0.114543
3029.62 0.123164
3030.49 0.132941
3031.36 0.144088
3032.23 0.156875
3033.11 0.171648
3033.61 0.181286
3034.12 0.191816
3034.62 0.203399
3035.13 0.216126
3035.64 0.230212
3036.14 0.245793
3036.65 0.263161
3037.15 0.282522
3037.66 0.304287
3038.16 0.328774
3038.67 0.356578
3039.17 0.388204
3039.43 0.405739
3039.68 0.424549
3039.93 0.444766
3040.18 0.466445
3040.44 0.489927
3040.69 0.515317
3040.94 0.542836
3041.20 0.572613
3041.52 0.614563
3041.84 0.661568
3042.16 0.714512
3042.32 0.743545
3042.48 0.774298
3042.64 0.807337
3042.80 0.842682
3042.97 0.880568
3043.13 0.921001
3043.29 0.964793
3043.45 1.01205
3043.61 1.06320
3043.77 1.11834
3043.94 1.18109
3044.10 1.24988
3044.27 1.32560
3044.35 1.36614
3044.44 1.40880
3044.52 1.45431
3044.60 1.50177
3044.69 1.55190
3044.77 1.60494
3044.85 1.66182
3044.94 1.72146
3045.02 1.78481
3045.10 1.85222
3045.19 1.93210
3045.29 2.01794
3045.35 2.08150
3045.41 2.14739
3045.48 2.21681
3045.54 2.29000
3045.60 2.36850
3045.67 2.45012
3045.73 2.53638
3045.79 2.62760
3045.86 2.72569
3045.92 2.82797
3045.98 2.93632
3046.04 3.05116
3046.11 3.17293
3046.17 3.30211
3046.23 3.43919
3046.30 3.58470
3046.36 3.74171
3046.42 3.90592
3046.49 4.08030
3046.55 4.26551
3046.61 4.46220
3046.68 4.67107
3046.74 4.89284
3046.80 5.12826
3046.85 5.30117
3046.89 5.47720
3046.93 5.66045
3046.97 5.85119
3047.02 6.04966
3047.06 6.25613
3047.10 6.47088
3047.15 6.69417
3047.19 6.92626
3047.23 7.16744
3047.28 7.41796
3047.32 7.67810
3047.36 7.94813
3047.40 8.22830
3047.45 8.51889
3047.49 8.82014
3047.55 9.28880
3047.62 9.77454
3047.68 10.2852
3047.74 10.8215
3047.81 11.3932
3047.87 11.9829
3047.93 12.6000
3048.00 13.2447
3048.06 13.9284
3048.12 14.6298
3048.19 15.3596
3048.25 16.1177
3048.31 16.9168
3048.38 17.7315
3048.44 18.5737
3048.50 19.4428
3048.57 20.3526
3048.63 21.2736
3048.76 23.1871
3048.88 25.1866
3049.01 27.2586
3049.13 29.4038
3049.26 31.5689
3049.51 35.9369
3049.73 39.5927
3049.95 42.9980
3050.08 44.8078
3050.20 46.4422
3050.35 48.1426
3050.50 49.5308
3050.62 50.3827
3050.73 51.0159
3050.85 51.4294
3050.96 51.6172
3051.00 51.6291
3051.08 51.5765
3051.20 51.2739
3051.33 50.7073
3051.45 49.8867
3051.58 48.8259
3051.67 47.8592
3051.77 46.7826
3051.86 45.5969
3051.96 44.3127
3052.05 42.9566
3052.15 41.5268
3052.33 38.5105
3052.46 36.3529
3052.59 34.1533
3052.85 29.7367
3053.03 26.5702
3053.22 23.5405
3053.32 22.0929
3053.41 20.6967
3053.50 19.3559
3053.60 18.0868
3053.69 16.8644
3053.78 15.7041
3053.88 14.6067
3053.97 13.5829
3054.07 12.6104
3054.16 11.6995
3054.25 10.8487
3054.35 10.0645
3054.42 9.45700
3054.50 8.88600
3054.58 8.35014
3054.65 7.84797
3054.73 7.37799
3054.81 6.93869
3054.89 6.52851
3054.96 6.15071
3055.04 5.79384
3055.12 5.46151
3055.19 5.15226
3055.27 4.86823
3055.35 4.60058
3055.42 4.35183
3055.50 4.12070
3055.58 3.90863
3055.67 3.66674
3055.76 3.44554
3055.86 3.24316
3055.95 3.05790
3056.05 2.88815
3056.14 2.73245
3056.23 2.58947
3056.33 2.45935
3056.42 2.33818
3056.51 2.22642
3056.61 2.12317
3056.70 2.02860
3056.80 1.93994
3056.89 1.85758
3056.98 1.78095
3057.08 1.71024
3057.18 1.63730
3057.28 1.57010
3057.38 1.50685
3057.49 1.44833
3057.59 1.39301
3057.69 1.34164
3057.90 1.24791
3058.10 1.16418
3058.31 1.08932
3058.51 1.02201
3058.71 0.961482
3058.90 0.910654
3059.09 0.864001
3059.28 0.821049
3059.47 0.781598
3059.65 0.744880
3059.84 0.710815
3060.03 0.679141
3060.22 0.649783
3060.40 0.622226
3060.59 0.596458
3060.97 0.549792
3061.34 0.508585
3061.72 0.471999
3062.09 0.439270
3062.47 0.410015
3062.84 0.383615
3063.22 0.359828
3063.60 0.338203
3063.97 0.318585
3064.35 0.300683
3064.72 0.284300
3065.34 0.260285
3065.95 0.239322
3066.56 0.220850
3067.18 0.204533
3067.79 0.189999
3068.41 0.177034
3069.02 0.165403
3069.64 0.154926
3070.39 0.143467
3071.14 0.133290
3071.89 0.124208
3072.64 0.116079
3073.39 0.108755
3074.14 0.102140
3074.89 0.0961451
3075.64 0.0907018
3076.73 0.0836180
3077.83 0.0773895
3078.92 0.0718835
3080.01 0.0669882
3081.10 0.0626117
3082.19 0.0586822
3083.29 0.0551419
3084.38 0.0519415
3085.88 0.0480176
3087.38 0.0445657
3088.88 0.0415118
3090.38 0.0387979
3091.89 0.0363714
3093.39 0.0341951
3096.39 0.0304588
3098.44 0.0282982
3100.49 0.0263939
3102.53 0.0247058
3104.58 0.0232058
3108.68 0.0206454
3112.77 0.0185533
3115.77 0.0172522
3118.78 0.0161114
3121.78 0.0151042
3124.78 0.0142095
3130.79 0.0126932
3136.80 0.0114607
3141.98 0.0105706
3147.17 0.00981049
3152.36 0.00914821
3157.54 0.00857017
3167.92 0.00761044
3178.29 0.00684764
3185.39 0.00641119
3192.49 0.00602920
3206.69 0.00539396
3220.88 0.00489087
3235.08 0.00447774
3247.09 0.00418712
3259.11 0.00393603
3271.12 0.00371834
3283.13 0.00352928
3307.16 0.00321526
3331.18 0.00296849
3353.02 0.00278954
3374.86 0.00264164
3396.70 0.00251862
3418.54 0.00241652
3462.23 0.00226415
3505.91 0.00216065
3540.85 0.00210603
3575.80 0.00207133
3610.74 0.00205348
3645.69 0.00205029
3689.37 0.00206581
3733.05 0.00209984
3776.74 0.00215149
3820.42 0.00222104
3864.10 0.00231193
3907.78 0.00242397
3951.46 0.00256063
3995.14 0.00272926
4022.45 0.00286138
4049.75 0.00302243
4077.05 0.00324431
4090.70 0.00339958
4104.35 0.00361859
4112.54 0.00380716
4120.73 0.00407454
4128.92 0.00448699
4133.02 0.00479335
4137.11 0.00521327
4141.21 0.00581692
4145.30 0.00673436
4147.35 0.00738648
4149.40 0.00824739
4151.44 0.00941766
4153.49 0.0110657
4154.51 0.0121572
4155.54 0.0135007
4156.56 0.0151818
4157.59 0.0173269
4158.61 0.0201423
4159.63 0.0239559
4160.66 0.0293450
4161.17 0.0329527
4161.68 0.0374863
4162.23 0.0439339
4162.50 0.0481348
4162.77 0.0533411
4163.05 0.0600036
4163.32 0.0688195
4163.59 0.0808559
4163.86 0.0977189
4164.14 0.121776
4164.27 0.137578
4164.41 0.156424
4164.55 0.179230
4164.68 0.206399
4164.82 0.239188
4164.96 0.278085
4165.09 0.324766
4165.23 0.379771
4165.37 0.445269
4165.50 0.521775
4165.64 0.612011
4165.78 0.716338
4165.91 0.838055
4166.05 0.977171
4166.18 1.12635
4166.30 1.29468
4166.43 1.48355
4166.56 1.69420
4166.69 1.92771
4166.82 2.18492
4166.94 2.46642
4167.07 2.77246
4167.20 3.10289
4167.33 3.45716
4167.46 3.83422
4167.58 4.23252
4167.71 4.64996
4167.84 5.08393
4167.97 5.53123
4168.10 5.98816
4168.30 6.72935
4168.51 7.46478
4168.71 8.17281
4168.92 8.82758
4169.01 9.11783
4169.11 9.38901
4169.21 9.63883
4169.31 9.86511
4169.39 10.0427
4169.49 10.2129
4169.58 10.3512
4169.67 10.4631
4169.77 10.5599
4169.86 10.6186
4169.95 10.6469
4170.00 10.6507
4170.03 10.6496
4170.12 10.6255
4170.19 10.5876
4170.29 10.5057
4170.43 10.3421
4170.55 10.1411
4170.68 9.89665
4170.79 9.64029
4170.90 9.35590
4171.01 9.04156
4171.12 8.70629
4171.24 8.34765
4171.35 7.97228
4171.57 7.18631
4171.80 6.37773
4172.02 5.57724
4172.14 5.16359
4172.25 4.76075
4172.37 4.37129
4172.49 3.99739
4172.61 3.64087
4172.73 3.30310
4172.84 2.98512
4172.96 2.68760
4173.08 2.41086
4173.20 2.15493
4173.32 1.91958
4173.43 1.70435
4173.55 1.50855
4173.67 1.33136
4173.79 1.17182
4173.91 1.03003
4174.02 0.902449
4174.14 0.789212
4174.26 0.689156
4174.38 0.601128
4174.50 0.524001
4174.61 0.456691
4174.73 0.398167
4174.85 0.347459
4174.97 0.303664
4175.09 0.265950
4175.20 0.233556
4175.32 0.205794
4175.56 0.161752
4175.79 0.129650
4176.03 0.106251
4176.27 0.0891101
4176.50 0.0764203
4176.74 0.0668753
4176.97 0.0595470
4177.21 0.0537857
4177.68 0.0453226
4178.15 0.0392987
4178.62 0.0347139
4179.10 0.0310619
4179.57 0.0280680
4180.51 0.0234467
4181.46 0.0200644
4182.40 0.0174970
4183.34 0.0154999
4184.29 0.0139144
4185.23 0.0126354
4187.12 0.0107174
4189.01 0.00936977
4190.89 0.00838114
4192.78 0.00763581
4196.56 0.00661113
4200.33 0.00596132
4204.10 0.00552830
4207.88 0.00522996
4215.43 0.00485968
4222.98 0.00466310
4230.53 0.00455972
4246.42 0.00449825
4262.32 0.00454324
4278.21 0.00464047
4310.00 0.00492600
4341.79 0.00530016
4373.57 0.00574905
4391.06 0.00603143
4408.54 0.00633912
4426.02 0.00667572
4443.51 0.00704573
4460.99 0.00744931
4478.47 0.00789461
4495.96 0.00838491
