Yb-174(n,tot) ENDFB-8.0
0.00781250 42.2899
0.00812500 41.7440
0.00843750 41.2287
0.00875000 40.7414
0.00906250 40.2796
0.00937500 39.8411
0.00968750 39.4240
0.0100000 39.0268
0.0103125 38.6478
0.0106250 38.2857
0.0109375 37.9393
0.0112500 37.6075
0.0115625 37.2893
0.0118750 36.9837
0.0121875 36.6901
0.0125000 36.4076
0.0128125 36.1355
0.0131250 35.8732
0.0134375 35.6201
0.0137500 35.3758
0.0143750 34.9113
0.0150000 34.4761
0.0156250 34.0674
0.0162500 33.6825
0.0168750 33.3192
0.0175000 32.9756
0.0181250 32.6500
0.0187500 32.3408
0.0193750 32.0467
0.0200000 31.7665
0.0206625 31.4836
0.0213250 31.2140
0.0219875 30.9566
0.0226500 30.7107
0.0233125 30.4754
0.0239750 30.2499
0.0246375 30.0336
0.0253000 29.8259
0.0264578 29.4818
0.0276156 29.1597
0.0287734 28.8573
0.0299313 28.5726
0.0310891 28.3041
0.0322469 28.0502
0.0334047 27.8097
0.0345625 27.5813
0.0355274 27.3996
0.0364922 27.2251
0.0374570 27.0574
0.0384219 26.8960
0.0393867 26.7406
0.0403516 26.5908
0.0413164 26.4463
0.0422813 26.3068
0.0442109 26.0416
0.0461406 25.7932
0.0480703 25.5599
0.0500000 25.3403
0.0515625 25.1716
0.0531250 25.0104
0.0546875 24.8562
0.0562500 24.7085
0.0578125 24.5668
0.0593750 24.4307
0.0609375 24.2999
0.0625000 24.1741
0.0640625 24.0529
0.0656250 23.9361
0.0671875 23.8235
0.0687500 23.7147
0.0718750 23.5078
0.0750000 23.3139
0.0781250 23.1317
0.0812500 22.9600
0.0843750 22.7980
0.0875000 22.6447
0.0906250 22.4994
0.0937500 22.3614
0.0968750 22.2302
0.100000 22.1052
0.103125 21.9858
0.106250 21.8718
0.109375 21.7627
0.112500 21.6581
0.115625 21.5578
0.118750 21.4615
0.121875 21.3689
0.125000 21.2798
0.128125 21.1940
0.131250 21.1113
0.134375 21.0315
0.137500 20.9545
0.143750 20.8079
0.150000 20.6705
0.156250 20.5413
0.162500 20.4195
0.168750 20.3045
0.175000 20.1958
0.181250 20.0926
0.187500 19.9947
0.193750 19.9015
0.200000 19.8127
0.209375 19.6870
0.218750 19.5693
0.228125 19.4588
0.237500 19.3548
0.246875 19.2568
0.256250 19.1641
0.265625 19.0762
0.275000 18.9929
0.284375 18.9136
0.293750 18.8381
0.303125 18.7661
0.312500 18.6972
0.321875 18.6313
0.331250 18.5682
0.340625 18.5077
0.350000 18.4495
0.359375 18.3936
0.368750 18.3398
0.378125 18.2879
0.387500 18.2379
0.396875 18.1897
0.406250 18.1431
0.425000 18.0545
0.443750 17.9711
0.462500 17.8928
0.500000 17.7492
0.531250 17.6409
0.562500 17.5410
0.593750 17.4488
0.625000 17.3633
0.687500 17.2090
0.750000 17.0732
0.812500 16.9523
0.875000 16.8438
0.937500 16.7454
1.00000 16.6553
1.06250 16.5726
1.12500 16.4962
1.18750 16.4252
1.25000 16.3592
1.37500 16.2394
1.50000 16.1336
1.62500 16.0394
1.75000 15.9552
1.87500 15.8797
2.00000 15.8119
2.15437 15.7388
2.30874 15.6772
2.42452 15.6390
2.54029 15.6070
2.65607 15.5839
2.77184 15.5705
2.88762 15.5688
2.94551 15.5733
3.00340 15.5819
3.06129 15.5953
3.11917 15.6143
3.17706 15.6396
3.23495 15.6721
3.28802 15.7097
3.34108 15.7567
3.39414 15.8143
3.44721 15.8848
3.50027 15.9710
3.52681 16.0210
3.55334 16.0763
3.57987 16.1376
3.60640 16.2056
3.63293 16.2810
3.65947 16.3650
3.69082 16.4765
3.72218 16.6033
3.75353 16.7480
3.78489 16.9145
3.81625 17.1069
3.83192 17.2143
3.84760 17.3300
3.86328 17.4550
3.87896 17.5902
3.89464 17.7366
3.91031 17.8955
3.93202 18.1387
3.95373 18.4129
3.97544 18.7232
3.99715 19.0758
4.00800 19.2704
4.01886 19.4787
4.02971 19.7018
4.04056 19.9413
4.05142 20.1989
4.06227 20.4764
4.07313 20.7758
4.08398 21.0997
4.09725 21.5325
4.11051 22.0112
4.12378 22.5426
4.13704 23.1344
4.15031 23.7962
4.16358 24.5392
4.17021 24.9453
4.17684 25.3772
4.18348 25.8369
4.19011 26.3270
4.20157 27.2530
4.20729 27.7581
4.21302 28.2941
4.21875 28.8639
4.22448 29.4701
4.23021 30.1162
4.23594 30.8055
4.24167 31.5421
4.24739 32.3304
4.25312 33.1756
4.25885 34.0831
4.26458 35.0594
4.27031 36.1115
4.27604 37.2480
4.28176 38.4777
4.28840 40.0325
4.29503 41.7461
4.30166 43.6412
4.30830 45.7444
4.31493 48.0878
4.32156 50.7094
4.32488 52.1387
4.32820 53.6550
4.33151 55.2665
4.33483 56.9802
4.33815 58.8057
4.34146 60.7517
4.34478 62.8299
4.34809 65.0508
4.35141 67.4285
4.35473 69.9756
4.35804 72.7092
4.36136 75.6445
4.36468 78.8017
4.36799 82.1990
4.37131 85.8604
4.37463 89.8071
4.37794 94.0668
4.38126 98.6640
4.38458 103.630
4.38789 108.992
4.39181 115.888
4.39573 123.434
4.39965 131.692
4.40357 140.710
4.40749 150.548
4.41141 161.249
4.41533 172.864
4.41925 185.424
4.42257 196.813
4.42588 208.904
4.42920 221.703
4.43251 235.192
4.43583 249.359
4.43915 264.163
4.44578 295.499
4.45302 331.742
4.46025 369.136
4.46705 404.130
4.47385 437.656
4.47725 453.425
4.48065 468.289
4.48405 482.066
4.48744 494.586
4.49026 503.902
4.49308 512.152
4.49590 519.266
4.49872 525.171
4.50154 529.816
4.50436 533.153
4.50718 535.154
4.51000 535.797
4.51345 534.735
4.51689 531.659
4.52034 526.617
4.52379 519.686
4.52723 510.969
4.53068 500.591
4.53412 488.700
4.53757 475.457
4.54133 459.672
4.54509 442.729
4.55030 417.789
4.55550 391.727
4.56071 365.143
4.56592 338.597
4.57339 301.521
4.57712 283.736
4.58086 266.606
4.58459 250.206
4.58833 234.606
4.59206 219.839
4.59579 205.936
4.59821 197.400
4.60063 189.229
4.60304 181.415
4.60546 173.958
4.60788 166.845
4.61029 160.075
4.61271 153.632
4.61513 147.512
4.61754 141.699
4.61996 136.185
4.62238 130.954
4.62479 125.999
4.62721 121.303
4.62963 116.858
4.63204 112.649
4.63446 108.664
4.63687 104.891
4.63929 101.321
4.64171 97.9388
4.64412 94.7380
4.64654 91.7054
4.64896 88.8335
4.65379 83.5302
4.65862 78.7591
4.66346 74.4582
4.66829 70.5726
4.67312 67.0545
4.67686 64.5592
4.68059 62.2401
4.68433 60.0813
4.68806 58.0692
4.69179 56.1900
4.69553 54.4334
4.69926 52.7879
4.70300 51.2453
4.70673 49.7963
4.71047 48.4342
4.71420 47.1513
4.71794 45.9423
4.72167 44.8009
4.72540 43.7225
4.73287 41.7361
4.73771 40.5598
4.74254 39.4601
4.74737 38.4306
4.75221 37.4651
4.75704 36.5585
4.76187 35.7060
4.76670 34.9033
4.77154 34.1466
4.77637 33.4322
4.78120 32.7571
4.79087 31.5135
4.80053 30.3958
4.81020 29.3874
4.81591 28.8370
4.82162 28.3174
4.83305 27.3614
4.84447 26.5035
4.85589 25.7306
4.86732 25.0316
4.87874 24.3973
4.89016 23.8196
4.90159 23.2921
4.91389 22.7732
4.92619 22.2997
4.93849 21.8662
4.95079 21.4684
4.96310 21.1023
4.97540 20.7648
4.98770 20.4527
5.00000 20.1637
5.01343 19.8717
5.02686 19.6018
5.04028 19.3518
5.05371 19.1197
5.06714 18.9037
5.08057 18.7025
5.09400 18.5146
5.10742 18.3389
5.12085 18.1743
5.13428 18.0198
5.16113 17.7382
5.18799 17.4882
5.21484 17.2651
5.23560 17.1086
5.25635 16.9644
5.27710 16.8313
5.29785 16.7080
5.31860 16.5936
5.33936 16.4870
5.36011 16.3876
5.38086 16.2945
5.42236 16.1254
5.46387 15.9761
5.50537 15.8433
5.54688 15.7246
5.58594 15.6238
5.62500 15.5321
5.66406 15.4484
5.70313 15.3716
5.74219 15.3010
5.78125 15.2360
5.85938 15.1195
5.93750 15.0175
6.01563 14.9277
6.09375 14.8479
6.17188 14.7762
6.25000 14.7114
6.32813 14.6522
6.40625 14.5983
6.56250 14.5019
6.71875 14.4175
6.87500 14.3427
7.03125 14.2755
7.18750 14.2144
7.34375 14.1584
7.50000 14.1067
7.81250 14.0137
8.12500 13.9319
8.43750 13.8597
8.75000 13.7961
9.06250 13.7408
9.37500 13.6937
9.68750 13.6553
10.0000 13.6262
10.3105 13.6079
10.6211 13.6014
10.9316 13.6086
11.2421 13.6326
11.3974 13.6515
11.5527 13.6764
11.7079 13.7068
11.8632 13.7439
12.0185 13.7891
12.1737 13.8419
12.3290 13.9040
12.4842 13.9758
12.6025 14.0393
12.7208 14.1103
12.8391 14.1898
12.9574 14.2786
13.0757 14.3777
13.1940 14.4883
13.3123 14.6117
13.4306 14.7494
13.5859 14.9548
13.7412 15.1927
13.8964 15.4687
13.9741 15.6231
14.0517 15.7898
14.1293 15.9699
14.2070 16.1647
14.2846 16.3756
14.3622 16.6042
14.4399 16.8523
14.5175 17.1218
14.5951 17.4139
14.6727 17.7319
14.7541 18.0977
14.8354 18.5002
14.9167 18.9434
14.9981 19.4326
15.0794 19.9739
15.1607 20.5744
15.2421 21.2425
15.3234 21.9881
15.4047 22.8233
15.4860 23.7621
15.5267 24.2756
15.5674 24.8216
15.6080 25.4030
15.6487 26.0225
15.6894 26.6837
15.7300 27.3901
15.7707 28.1461
15.8114 28.9558
15.8520 29.8247
15.8927 30.7582
15.9333 31.7627
15.9740 32.8453
16.0221 34.2360
16.0701 35.7613
16.1182 37.4397
16.1662 39.2942
16.2143 41.3502
16.2624 43.6367
16.3104 46.1879
16.3585 49.0447
16.3991 51.7388
16.4398 54.7235
16.4805 58.0434
16.5211 61.7481
16.5415 63.7648
16.5618 65.9010
16.5821 68.1674
16.6025 70.5745
16.6228 73.1343
16.6431 75.8598
16.6635 78.7654
16.6838 81.8673
16.7134 86.7680
16.7429 92.1833
16.7725 98.1915
16.8021 104.878
16.8169 108.510
16.8317 112.354
16.8465 116.428
16.8612 120.746
16.8760 125.336
16.8908 130.218
16.9056 135.417
16.9204 140.956
16.9407 149.201
16.9611 158.245
16.9814 168.202
17.0017 179.197
17.0221 191.389
17.0424 204.944
17.0526 212.305
17.0627 220.084
17.0729 228.331
17.0830 237.067
17.0928 245.918
17.1025 255.291
17.1122 265.249
17.1219 275.819
17.1316 287.078
17.1413 299.063
17.1510 311.866
17.1607 325.535
17.1704 340.183
17.1801 355.876
17.1898 372.754
17.1995 390.904
17.2092 410.503
17.2189 431.669
17.2286 454.604
17.2383 479.519
17.2485 508.032
17.2586 539.284
17.2688 573.719
17.2790 611.724
17.2891 653.911
17.2993 700.837
17.3044 726.376
17.3095 753.358
17.3146 781.951
17.3196 812.283
17.3247 844.563
17.3298 878.819
17.3349 915.355
17.3400 954.213
17.3451 995.746
17.3501 1040.01
17.3552 1087.33
17.3603 1137.94
17.3654 1192.25
17.3705 1250.34
17.3756 1312.63
17.3806 1379.47
17.3857 1451.37
17.3908 1528.43
17.3959 1611.20
17.4010 1700.11
17.4049 1773.39
17.4088 1850.83
17.4128 1932.65
17.4167 2019.07
17.4206 2110.32
17.4245 2206.62
17.4285 2308.20
17.4324 2415.02
17.4363 2527.82
17.4403 2646.57
17.4442 2771.47
17.4481 2902.37
17.4520 3040.12
17.4560 3184.55
17.4599 3335.82
17.4638 3493.62
17.4689 3709.00
17.4740 3935.85
17.4791 4174.62
17.4841 4425.22
17.4892 4687.97
17.4943 4961.51
17.4994 5245.85
17.5045 5540.35
17.5146 6157.09
17.5248 6802.12
17.5451 8132.50
17.5553 8787.70
17.5654 9413.11
17.5756 9991.69
17.5858 10504.1
17.5913 10749.9
17.5968 10968.1
17.6024 11156.9
17.6079 11314.3
17.6134 11438.5
17.6189 11528.2
17.6245 11582.4
17.6300 11600.6
17.6360 11579.2
17.6420 11515.7
17.6480 11410.8
17.6540 11265.9
17.6600 11082.7
17.6660 10864.1
17.6720 10612.6
17.6779 10331.3
17.6838 10028.4
17.6897 9703.22
17.7015 9001.15
17.7133 8253.00
17.7251 7486.06
17.7375 6684.77
17.7499 5914.30
17.7562 5546.00
17.7624 5191.62
17.7686 4852.51
17.7748 4530.20
17.7810 4224.33
17.7872 3935.84
17.7934 3664.84
17.7996 3411.64
17.8058 3175.10
17.8120 2955.53
17.8182 2751.62
17.8244 2563.30
17.8284 2450.94
17.8323 2344.24
17.8363 2242.99
17.8402 2146.96
17.8442 2055.94
17.8481 1969.69
17.8521 1887.99
17.8560 1810.63
17.8600 1737.38
17.8639 1668.04
17.8679 1602.40
17.8718 1540.25
17.8758 1481.42
17.8797 1425.70
17.8837 1372.94
17.8876 1323.07
17.8938 1249.69
17.9000 1182.19
17.9062 1120.02
17.9124 1062.79
17.9187 1009.85
17.9249 960.968
17.9311 915.623
17.9373 873.625
17.9435 834.538
17.9497 798.161
17.9559 764.251
17.9621 732.640
17.9683 703.029
17.9745 675.338
17.9807 649.320
17.9869 624.916
17.9931 601.919
17.9993 580.256
18.0055 559.821
18.0117 540.550
18.0242 505.042
18.0366 473.143
18.0490 444.342
18.0614 418.279
18.0738 394.589
18.0862 372.985
18.0964 356.678
18.1065 341.488
18.1167 327.313
18.1268 314.074
18.1370 301.665
18.1472 290.039
18.1573 279.109
18.1675 268.838
18.1776 259.155
18.1878 250.032
18.1979 241.410
18.2081 233.267
18.2284 218.253
18.2487 204.750
18.2611 197.150
18.2735 190.007
18.2859 183.278
18.2984 176.932
18.3108 170.935
18.3232 165.270
18.3480 154.831
18.3728 145.441
18.3977 136.967
18.4225 129.288
18.4473 122.311
18.4744 115.397
18.5015 109.126
18.5286 103.420
18.5556 98.2110
18.5827 93.4416
18.6098 89.0660
18.6369 85.0397
18.6640 81.3255
18.6888 78.1664
18.7136 75.2219
18.7384 72.4704
18.7633 69.8973
18.7881 67.4855
18.8129 65.2237
18.8377 63.0978
18.8626 61.0988
18.8874 59.2152
18.9122 57.4394
18.9370 55.7621
18.9619 54.1773
18.9867 52.6769
19.0115 51.2561
19.0612 48.6293
19.1108 46.2580
19.1605 44.1097
19.2101 42.1568
19.2598 40.3759
19.3094 38.7470
19.3591 37.2530
19.4087 35.8792
19.4584 34.6131
19.5261 33.0408
19.5938 31.6246
19.6615 30.3417
19.7292 29.1751
19.7969 28.1111
19.8646 27.1385
19.9323 26.2470
20.0000 25.4280
20.0608 24.7476
20.1215 24.1135
20.1823 23.5214
20.2430 22.9677
20.3038 22.4491
20.3645 21.9627
20.4253 21.5056
20.4860 21.0754
20.5468 20.6699
20.6075 20.2873
20.6683 19.9256
20.7291 19.5834
20.8506 18.9516
20.9721 18.3817
21.0439 18.0706
21.1157 17.7767
21.1875 17.4987
21.2593 17.2353
21.4029 16.7482
21.5465 16.3078
21.6901 15.9084
21.8337 15.5457
21.9773 15.2121
22.1209 14.9053
22.2313 14.6859
22.3418 14.4794
22.4522 14.2849
22.5627 14.1013
22.6732 13.9278
22.7836 13.7638
23.0045 13.4610
23.2255 13.1885
23.4464 12.9426
23.6673 12.7205
23.8882 12.5201
24.1313 12.3227
24.3743 12.1482
24.6173 11.9959
24.8603 11.8655
25.1033 11.7576
25.3463 11.6735
25.5893 11.6153
25.8323 11.5858
26.0312 11.5860
26.2300 11.6112
26.4288 11.6652
26.6277 11.7527
26.8265 11.8798
26.9259 11.9605
27.0253 12.0541
27.1247 12.1616
27.2242 12.2839
27.3236 12.4230
27.4230 12.5821
27.5445 12.8063
27.6660 13.0669
27.7875 13.3694
27.9090 13.7200
28.0305 14.1265
28.1520 14.5982
28.2735 15.1462
28.3950 15.7840
28.5000 16.4200
28.6049 17.1485
28.7099 17.9854
28.7623 18.4503
28.8148 18.9498
28.8673 19.4871
28.9197 20.0653
28.9722 20.6882
29.0247 21.3595
29.0771 22.0840
29.1296 22.8674
29.1821 23.7164
29.2345 24.6381
29.2953 25.8068
29.3561 27.0967
29.4168 28.5239
29.4776 30.1064
29.5383 31.8666
29.5991 33.8297
29.6598 36.0265
29.6902 37.2239
29.7206 38.4934
29.7730 40.8750
29.8255 43.5240
29.8518 44.9611
29.8780 46.4799
29.9042 48.0875
29.9305 49.7894
29.9567 51.5941
29.9829 53.5082
30.0092 55.5421
30.0354 57.7039
30.0616 60.0063
30.0879 62.4596
30.1141 65.0783
30.1403 67.8772
30.1707 71.3660
30.2011 75.1478
30.2315 79.2552
30.2618 83.7241
30.2922 88.6002
30.3226 93.9315
30.3530 99.7753
30.3833 106.196
30.4137 113.275
30.4441 121.103
30.4593 125.330
30.4745 129.786
30.4897 134.488
30.5049 139.450
30.5200 144.698
30.5352 150.252
30.5504 156.135
30.5656 162.370
30.5808 168.994
30.5960 176.034
30.6112 183.526
30.6264 191.505
30.6498 204.918
30.6616 212.162
30.6733 219.793
30.6850 227.852
30.6968 236.365
30.7085 245.368
30.7203 254.891
30.7320 264.991
30.7437 275.709
30.7555 287.097
30.7672 299.200
30.7789 312.105
30.7907 325.861
30.8024 340.571
30.8141 356.300
30.8293 378.366
30.8445 402.583
30.8597 429.247
30.8749 458.687
30.8901 491.359
30.8977 509.064
30.9053 527.743
30.9129 547.523
30.9205 568.439
30.9281 590.610
30.9356 614.142
30.9432 639.183
30.9508 665.794
30.9584 694.187
30.9660 724.442
30.9736 756.812
30.9812 791.400
30.9888 828.509
30.9964 868.271
31.0040 911.046
31.0116 957.003
31.0192 1006.57
31.0268 1059.95
31.0344 1117.67
31.0420 1179.95
31.0496 1247.32
31.0572 1320.24
31.0623 1373.46
31.0675 1429.66
31.0727 1489.02
31.0779 1551.74
31.0831 1618.00
31.0882 1687.99
31.0934 1761.93
31.0986 1839.86
31.1038 1922.29
31.1089 2009.30
31.1141 2101.09
31.1193 2197.70
31.1245 2299.71
31.1297 2407.16
31.1348 2520.24
31.1400 2638.93
31.1476 2824.36
31.1552 3023.05
31.1628 3236.01
31.1704 3463.05
31.1780 3705.05
31.1856 3961.50
31.1932 4232.68
31.2008 4518.40
31.2084 4818.65
31.2159 5132.02
31.2235 5458.48
31.2311 5796.06
31.2463 6500.61
31.2615 7231.11
31.2913 8668.48
31.3062 9346.14
31.3211 9964.64
31.3291 10265.0
31.3371 10537.7
31.3451 10780.1
31.3531 10988.7
31.3611 11161.4
31.3691 11295.7
31.3771 11389.9
31.3851 11443.1
31.3900 11455.1
31.3980 11440.6
31.4060 11384.5
31.4140 11287.4
31.4220 11150.8
31.4300 10976.3
31.4380 10766.6
31.4460 10524.2
31.4540 10252.0
31.4659 9800.06
31.4778 9301.46
31.4897 8768.18
31.5016 8212.18
31.5241 7136.09
31.5353 6604.62
31.5466 6087.23
31.5619 5414.86
31.5696 5095.87
31.5773 4790.29
31.5850 4498.06
31.5926 4220.44
31.6003 3957.02
31.6080 3708.59
31.6136 3535.51
31.6193 3370.22
31.6249 3212.59
31.6305 3062.49
31.6361 2919.73
31.6418 2784.13
31.6474 2655.45
31.6530 2533.68
31.6587 2418.14
31.6643 2308.79
31.6699 2205.38
31.6755 2107.63
31.6812 2015.28
31.6868 1928.06
31.6924 1845.72
31.6981 1768.13
31.7037 1694.76
31.7093 1625.52
31.7149 1560.16
31.7206 1498.46
31.7262 1440.20
31.7318 1385.18
31.7375 1333.19
31.7431 1284.06
31.7487 1237.60
31.7544 1193.64
31.7600 1152.02
31.7656 1112.61
31.7769 1039.82
31.7881 974.320
31.7979 922.801
31.8076 875.560
31.8173 832.100
31.8270 792.029
31.8367 754.965
31.8465 720.679
31.8562 688.863
31.8659 659.278
31.8756 631.687
31.8854 605.960
31.8951 581.904
31.9048 559.370
31.9145 538.207
31.9242 518.342
31.9340 499.647
31.9437 482.029
31.9549 462.856
31.9662 444.897
31.9775 428.050
31.9887 412.233
32.0000 397.338
32.0112 383.302
32.0225 370.059
32.0337 357.560
32.0450 345.727
32.0563 334.522
32.0788 313.831
32.1013 295.155
32.1238 278.247
32.1381 268.299
32.1525 258.925
32.1668 250.082
32.1811 241.728
32.1955 233.828
32.2098 226.348
32.2384 212.537
32.2671 200.076
32.2957 188.796
32.3244 178.544
32.3531 169.200
32.3756 162.422
32.3981 156.093
32.4206 150.173
32.4431 144.630
32.4656 139.428
32.4882 134.543
32.5107 129.946
32.5332 125.617
32.5557 121.534
32.5782 117.680
32.6232 110.588
32.6683 104.225
32.7133 98.4930
32.7624 92.8652
32.8116 87.8061
32.8607 83.2406
32.9098 79.1096
32.9589 75.3601
33.0081 71.9497
33.0572 68.8388
33.1063 65.9955
33.1432 64.0205
33.1800 62.1702
33.2168 60.4346
33.2537 58.8069
33.2905 57.2793
33.3274 55.8463
33.4011 53.2408
33.4747 50.9507
33.5484 48.9454
33.6221 47.2009
33.6958 45.6997
33.7695 44.4293
33.8432 43.3833
33.9169 42.5605
33.9537 42.2339
33.9906 41.9652
34.0274 41.7557
34.0642 41.6075
34.1011 41.5231
34.1379 41.5057
34.1748 41.5594
34.2116 41.6889
34.2485 41.8997
34.2853 42.1983
34.3303 42.6934
34.3754 43.3467
34.4204 44.1775
34.4654 45.2098
34.5105 46.4725
34.5555 48.0014
34.5780 48.8791
34.6005 49.8403
34.6230 50.8928
34.6456 52.0437
34.6783 53.9132
34.7131 56.1856
34.7479 58.7973
34.7827 61.8034
34.8001 63.4749
34.8175 65.2705
34.8349 67.2030
34.8523 69.2838
34.8697 71.5264
34.8871 73.9460
34.9045 76.5599
34.9219 79.3872
34.9393 82.4497
34.9567 85.7700
34.9792 90.5012
35.0017 95.7826
35.0242 101.703
35.0355 104.933
35.0467 108.358
35.0580 112.001
35.0693 115.877
35.0805 120.004
35.0918 124.402
35.1030 129.101
35.1143 134.127
35.1256 139.509
35.1368 145.276
35.1450 149.742
35.1532 154.453
35.1614 159.426
35.1696 164.674
35.1777 170.234
35.1859 176.124
35.1941 182.371
35.2023 188.997
35.2105 196.052
35.2187 203.565
35.2269 211.581
35.2351 220.134
35.2432 229.299
35.2514 239.125
35.2596 249.681
35.2678 261.027
35.2734 269.346
35.2791 278.117
35.2847 287.374
35.2903 297.151
35.2960 307.490
35.3016 318.434
35.3072 330.028
35.3128 342.325
35.3185 355.378
35.3241 369.249
35.3297 384.002
35.3354 399.707
35.3410 416.439
35.3466 434.281
35.3523 453.320
35.3579 473.613
35.3635 495.335
35.3691 518.557
35.3748 543.397
35.3804 569.976
35.3860 598.426
35.3917 628.884
35.3973 661.497
35.4029 696.353
35.4085 733.736
35.4142 773.752
35.4198 816.575
35.4254 862.383
35.4311 911.360
35.4367 963.691
35.4423 1019.57
35.4479 1079.07
35.4520 1124.93
35.4561 1172.82
35.4602 1223.06
35.4643 1275.46
35.4684 1330.35
35.4725 1387.52
35.4766 1447.17
35.4807 1509.37
35.4889 1641.75
35.4971 1784.91
35.5053 1939.13
35.5134 2104.39
35.5191 2224.67
35.5247 2350.27
35.5303 2481.11
35.5360 2617.08
35.5416 2758.05
35.5472 2903.82
35.5585 3208.47
35.5697 3529.05
35.5810 3862.01
35.6035 4547.54
35.6260 5224.39
35.6373 5544.18
35.6485 5842.86
35.6599 6117.12
35.6713 6356.55
35.6827 6555.63
35.6941 6709.45
35.7006 6775.25
35.7071 6824.54
