Br-79(n,tot) ENDFB-8.0
35.5560 2340.72
35.5770 2543.19
35.5980 2748.46
35.6400 3151.61
35.6550 3287.97
35.6700 3417.56
35.6850 3538.64
35.7000 3649.51
35.7125 3732.94
35.7250 3807.29
35.7375 3871.76
35.7500 3925.66
35.7625 3968.40
35.7750 3999.50
35.7875 4018.63
35.8000 4025.56
35.8100 4022.29
35.8213 4009.26
35.8325 3986.48
35.8438 3954.16
35.8550 3912.60
35.8663 3862.20
35.8775 3803.41
35.8888 3736.77
35.9000 3662.85
35.9135 3565.44
35.9270 3459.64
35.9540 3227.78
35.9810 2977.25
36.0080 2717.74
36.0371 2437.72
36.0663 2166.86
36.0808 2037.07
36.0954 1912.02
36.1100 1792.22
36.1245 1678.15
36.1434 1539.18
36.1623 1410.47
36.1811 1291.97
36.1905 1236.47
36.2000 1183.48
36.2094 1132.85
36.2188 1084.57
36.2282 1038.58
36.2377 994.855
36.2471 953.221
36.2565 913.691
36.2659 876.098
36.2754 840.441
36.2848 806.560
36.2942 774.411
36.3037 743.913
36.3131 715.014
36.3225 687.575
36.3319 661.575
36.3414 636.885
36.3508 613.486
36.3696 570.162
36.3885 531.126
36.4073 495.884
36.4262 464.009
36.4399 442.707
36.4536 422.868
36.4673 404.356
36.4810 387.061
36.4947 370.882
36.5085 355.728
36.5222 341.517
36.5359 328.172
36.5496 315.617
36.5633 303.807
36.5770 292.677
36.5907 282.174
36.6044 272.253
36.6181 262.871
36.6456 245.570
36.6644 234.689
36.6833 224.556
36.7021 215.097
36.7210 206.253
36.7398 197.966
36.7587 190.198
36.7775 182.901
36.7964 176.038
36.8152 169.570
36.8341 163.475
36.8529 157.720
36.8718 152.279
36.9095 142.254
36.9472 133.240
36.9849 125.100
37.0226 117.728
37.0603 111.025
37.0980 104.916
37.1357 99.3269
37.1734 94.2036
37.2111 89.4923
37.2488 85.1515
37.2848 81.3160
37.3208 77.7540
37.3568 74.4388
37.3928 71.3476
37.4288 68.4603
37.4648 65.7591
37.5008 63.2281
37.5368 60.8531
37.5728 58.6209
37.6088 56.5213
37.6447 54.5433
37.6807 52.6777
37.7167 50.9161
37.7527 49.2507
37.7887 47.6747
37.8247 46.1817
37.8624 44.7000
37.9001 43.2970
37.9755 40.7056
38.0509 38.3683
38.1263 36.2525
38.2018 34.3309
38.2772 32.5799
38.3526 30.9799
38.4280 29.5136
38.4794 28.5830
38.5308 27.7037
38.5822 26.8719
38.6337 26.0846
38.7365 24.6303
38.8393 23.3188
38.9421 22.1311
39.0450 21.0513
39.1478 20.0664
39.2506 19.1659
39.3260 18.5537
39.4015 17.9786
39.4769 17.4375
39.5523 16.9279
39.6277 16.4473
39.7031 15.9934
39.7785 15.5644
39.8539 15.1584
40.0047 14.4091
40.1556 13.7340
40.3064 13.1234
40.4572 12.5694
40.6080 12.0651
40.7588 11.6046
40.9097 11.1830
41.0605 10.7960
41.2113 10.4399
41.3621 10.1116
41.5129 9.80851
41.6638 9.52829
41.8146 9.26832
41.9654 9.02628
42.1162 8.80073
42.2670 8.59044
42.4179 8.39419
42.5687 8.21081
42.7195 8.03927
42.8703 7.87865
43.0211 7.72812
43.1720 7.58695
43.3228 7.45447
43.4736 7.33008
43.6244 7.21326
43.7752 7.10351
44.0769 6.90360
44.3237 6.75778
44.5705 6.62651
44.8173 6.50872
45.0641 6.40355
45.3109 6.31028
45.5577 6.22844
45.8045 6.15765
46.0513 6.09776
46.3529 6.03934
46.6545 5.99752
46.8054 5.98307
46.9562 5.97310
47.1070 5.96779
47.2578 5.96736
47.4086 5.97207
47.5595 5.98224
47.7103 5.99823
47.8611 6.02047
48.0119 6.04945
48.1627 6.08574
48.3136 6.12988
48.4644 6.18262
48.6152 6.24507
48.7660 6.31853
48.9168 6.40424
49.0677 6.50362
49.2185 6.61844
49.3693 6.75080
49.5201 6.90326
49.6709 7.07886
49.7532 7.18570
49.8355 7.30117
49.9177 7.42609
50.0000 7.56129
50.1303 7.79882
50.2605 8.06903
50.3908 8.37734
50.4559 8.54776
50.5210 8.73019
50.5862 8.92573
50.6513 9.13547
50.7164 9.36069
50.7815 9.60280
50.8467 9.86349
50.9118 10.1446
50.9769 10.4483
51.0420 10.7768
51.1175 11.1919
51.1929 11.6486
51.2683 12.1523
51.3437 12.7094
51.4191 13.3273
51.4945 14.0149
51.5699 14.7825
51.6453 15.6427
51.6933 16.2451
51.7413 16.8956
51.7893 17.5993
51.8373 18.3620
51.8853 19.1904
51.9333 20.0920
51.9813 21.0755
52.0292 22.1509
52.0807 23.4189
52.1321 24.8229
52.1835 26.3830
52.2349 28.1229
52.2606 29.0693
52.2863 30.0720
52.3120 31.1356
52.3377 32.2645
52.3634 33.4653
52.3892 34.7437
52.4149 36.1065
52.4406 37.5607
52.4783 39.8789
52.5160 42.4438
52.5537 45.2934
52.5914 48.4699
52.6102 50.1981
52.6291 52.0279
52.6479 53.9685
52.6668 56.0292
52.6856 58.2201
52.7045 60.5526
52.7233 63.0393
52.7422 65.6941
52.7576 68.0032
52.7730 70.4431
52.7885 73.0274
52.8039 75.7639
52.8193 78.6685
52.8347 81.7511
52.8502 85.0305
52.8656 88.5186
52.8810 92.2380
52.8964 96.2032
52.9119 100.441
52.9273 104.969
52.9427 109.818
52.9581 115.011
52.9736 120.584
52.9890 126.562
53.0079 134.481
53.0267 143.130
53.0456 152.588
53.0550 157.649
53.0644 162.938
53.0738 168.477
53.0833 174.272
53.0927 180.335
53.1021 186.672
53.1115 193.306
53.1210 200.238
53.1304 207.493
53.1398 215.070
53.1492 222.996
53.1587 231.276
53.1681 239.922
53.1775 248.937
53.1870 258.351
53.1964 268.156
53.2058 278.383
53.2152 289.019
53.2247 300.097
53.2341 311.614
53.2529 335.977
53.2718 362.161
53.2906 390.179
53.3095 420.034
53.3283 451.645
53.3472 484.940
53.3660 519.786
53.3849 556.026
53.4038 593.395
53.4226 631.636
53.4415 670.425
53.4876 765.305
53.5107 811.179
53.5338 854.821
53.5516 886.444
53.5694 915.779
53.5872 942.443
53.6050 966.063
53.6228 986.307
53.6406 1002.85
53.6584 1015.47
53.6763 1023.96
53.7000 1028.66
53.7238 1025.70
53.7431 1017.70
53.7624 1004.87
53.7817 987.431
53.8009 965.725
53.8202 940.117
53.8395 911.059
53.8588 879.036
53.8781 844.577
53.9093 785.143
53.9404 722.870
54.0026 597.568
54.0335 538.041
54.0490 509.515
54.0645 481.959
54.0800 455.455
54.0955 430.067
54.1109 405.838
54.1264 382.809
54.1447 357.113
54.1630 333.098
54.1813 310.710
54.1996 289.929
54.2179 270.670
54.2362 252.882
54.2545 236.477
54.2728 221.370
54.2882 209.533
54.3037 198.512
54.3192 188.253
54.3347 178.707
54.3502 169.823
54.3656 161.554
54.3811 153.855
54.3966 146.688
54.4121 140.004
54.4276 133.770
54.4430 127.950
54.4585 122.514
54.4740 117.430
54.4895 112.670
54.5050 108.210
54.5204 104.029
54.5359 100.100
54.5514 96.4054
54.5669 92.9281
54.5823 89.6514
54.5978 86.5603
54.6133 83.6411
54.6288 80.8813
54.6443 78.2711
54.6752 73.4499
54.7062 69.1057
54.7371 65.1766
54.7681 61.6114
54.7920 59.0751
54.8159 56.7122
54.8399 54.5060
54.8638 52.4427
54.8877 50.5089
54.9116 48.6954
54.9355 46.9914
54.9595 45.3880
54.9834 43.8766
55.0073 42.4514
55.0312 41.1051
55.0552 39.8319
55.1030 37.4841
55.1508 35.3707
55.1818 34.1133
55.2128 32.9338
55.2437 31.8259
55.2747 30.7840
55.3056 29.8023
55.3366 28.8765
55.3675 28.0023
55.3985 27.1762
55.4295 26.3940
55.4604 25.6530
55.5223 24.2832
55.5842 23.0461
55.6462 21.9250
55.7081 20.9054
55.7700 19.9754
55.8319 19.1243
55.8938 18.3436
55.9557 17.6253
56.0176 16.9631
56.0796 16.3509
56.1415 15.7839
56.2034 15.2573
56.2653 14.7674
56.3272 14.3107
56.3891 13.8843
56.4511 13.4852
56.5130 13.1113
56.5749 12.7604
56.6368 12.4307
56.6987 12.1204
56.7606 11.8280
56.8226 11.5521
56.8845 11.2915
56.9464 11.0450
57.0083 10.8116
57.1321 10.3803
57.2560 9.99114
57.3798 9.63857
57.5036 9.31799
57.6275 9.02551
57.7513 8.75780
57.8751 8.51204
57.9989 8.28580
58.1228 8.07704
58.2297 7.90943
58.3367 7.75251
58.4436 7.60529
58.5506 7.46685
58.6575 7.33641
58.7644 7.21333
58.8714 7.09707
58.9783 6.98713
59.0853 6.88304
59.1922 6.78439
59.4061 6.60182
59.6200 6.43666
59.8339 6.28664
59.9577 6.20592
60.0815 6.12931
60.3292 5.98721
60.5769 5.85829
60.8245 5.74084
61.0722 5.63343
61.3198 5.53483
61.5675 5.44402
61.8152 5.36011
62.0178 5.29607
62.2204 5.23582
62.4231 5.17909
62.6257 5.12561
62.8283 5.07492
63.0310 5.02676
63.2336 4.98104
63.4362 4.93758
63.8415 4.85683
64.2468 4.78334
64.6520 4.71616
65.0573 4.65447
65.3049 4.61918
65.5526 4.58556
66.0479 4.52284
66.5432 4.46546
67.0386 4.41274
67.5339 4.36410
68.0292 4.31904
68.5245 4.27715
69.0199 4.23808
69.4702 4.20477
69.9204 4.17354
70.3707 4.14381
70.8210 4.11567
71.2713 4.08885
71.7216 4.06342
72.1719 4.03918
72.6222 4.01599
73.5228 3.97270
74.4234 3.93290
75.3240 3.89611
76.2245 3.86194
76.8099 3.84101
77.3953 3.82097
77.9807 3.80175
78.5661 3.78328
79.7368 3.74841
80.9076 3.71601
82.0784 3.68570
83.2491 3.65745
84.4199 3.63053
85.5906 3.60509
87.3918 3.56850
88.2924 3.55112
89.1930 3.53441
90.0936 3.51811
90.9942 3.50239
92.7953 3.47217
94.5965 3.44357
96.3977 3.41627
98.1988 3.39008
100.000 3.36488
102.256 3.33454
104.512 3.30528
106.767 3.27690
109.023 3.24926
111.279 3.22225
113.534 3.19571
115.790 3.16952
118.046 3.14359
121.204 3.10757
124.362 3.07162
127.520 3.03553
129.099 3.01742
130.678 2.99918
133.836 2.96223
136.994 2.92454
138.573 2.90536
140.152 2.88592
141.731 2.86619
143.310 2.84616
144.494 2.83090
145.678 2.81549
146.862 2.79993
148.047 2.78422
149.231 2.76845
149.823 2.76058
150.415 2.75276
151.007 2.74504
151.599 2.73752
152.192 2.73031
152.488 2.72689
152.784 2.72364
153.080 2.72060
153.376 2.71785
153.672 2.71550
153.968 2.71370
154.116 2.71307
154.264 2.71266
154.412 2.71251
154.560 2.71267
154.708 2.71322
154.856 2.71423
155.004 2.71583
155.152 2.71815
155.237 2.71988
155.321 2.72195
155.406 2.72442
155.490 2.72735
155.575 2.73082
155.660 2.73493
155.744 2.73979
155.829 2.74556
155.906 2.75181
155.984 2.75915
156.062 2.76784
156.139 2.77816
156.178 2.78407
156.217 2.79055
156.255 2.79768
156.294 2.80551
156.333 2.81421
156.372 2.82383
156.410 2.83458
156.449 2.84658
156.477 2.85625
156.506 2.86680
156.548 2.88453
156.590 2.90498
156.611 2.91641
156.632 2.92869
156.654 2.94202
156.675 2.95638
156.694 2.97064
156.714 2.98601
156.733 3.00260
156.752 3.02053
156.772 3.03992
156.791 3.06091
156.811 3.08366
156.830 3.10819
156.849 3.13492
156.869 3.16394
156.888 3.19544
156.907 3.22946
156.927 3.26656
156.946 3.30684
156.966 3.35054
156.985 3.39767
157.006 3.45397
157.027 3.51507
157.048 3.58193
157.069 3.65430
157.087 3.71976
157.105 3.78939
157.122 3.86377
157.140 3.94309
157.158 4.02804
157.175 4.11785
157.193 4.21314
157.210 4.31407
157.230 4.43199
157.249 4.55703
157.269 4.68924
157.288 4.82793
157.307 4.97449
157.327 5.12812
157.346 5.28864
157.365 5.45493
157.394 5.70905
157.432 6.07800
157.471 6.46502
157.549 7.26685
157.591 7.70256
157.633 8.12176
157.672 8.48083
157.711 8.80535
157.739 9.01342
157.767 9.19448
157.795 9.34639
157.823 9.46664
157.842 9.53003
157.862 9.57671
157.881 9.60679
157.900 9.61975
157.931 9.60438
157.963 9.54422
157.994 9.44065
158.025 9.29595
158.048 9.16824
158.070 9.02227
158.093 8.85959
158.115 8.68271
158.157 8.31627
158.199 7.91691
158.222 7.68940
158.306 6.83197
158.348 6.40882
158.390 6.00149
158.413 5.78857
158.436 5.58331
158.457 5.40241
158.478 5.22898
158.499 5.06334
158.520 4.90572
158.541 4.75624
158.562 4.61495
158.583 4.48182
158.604 4.35732
158.619 4.27114
158.634 4.18907
158.650 4.11101
158.665 4.03687
158.680 3.96652
158.696 3.90027
158.711 3.83713
158.726 3.77778
158.741 3.72131
158.757 3.66832
158.778 3.59998
158.799 3.53693
158.820 3.47884
158.841 3.42535
158.862 3.37613
158.883 3.33084
158.904 3.28919
158.925 3.25087
158.946 3.21562
158.967 3.18316
158.988 3.15326
159.009 3.12570
159.030 3.10026
159.051 3.07676
159.072 3.05502
159.092 3.03497
159.123 3.00819
159.154 2.98417
159.184 2.96241
159.215 2.94276
159.245 2.92482
159.276 2.90850
159.306 2.89350
159.337 2.87976
159.367 2.86703
159.398 2.85529
159.428 2.84440
159.459 2.83425
159.493 2.82361
159.528 2.81376
159.562 2.80457
159.596 2.79600
159.665 2.78044
159.734 2.76668
159.802 2.75441
159.871 2.74340
159.940 2.73344
160.009 2.72440
160.115 2.71183
160.222 2.70077
160.329 2.69095
160.436 2.68213
160.543 2.67416
160.650 2.66689
160.757 2.66022
160.864 2.65407
161.077 2.64300
161.291 2.63324
161.505 2.62447
161.719 2.61647
161.932 2.60908
162.146 2.60219
162.574 2.58954
163.001 2.57793
163.429 2.56704
163.918 2.55520
164.406 2.54382
164.895 2.53274
165.383 2.52186
166.361 2.50041
167.338 2.47907
168.315 2.45762
169.292 2.43593
170.269 2.41392
170.758 2.40279
171.247 2.39156
171.918 2.37596
172.590 2.36020
173.262 2.34429
173.934 2.32829
174.606 2.31225
175.278 2.29626
175.614 2.28833
175.949 2.28046
176.285 2.27269
176.621 2.26504
177.079 2.25486
177.537 2.24508
177.996 2.23585
178.454 2.22733
178.912 2.21973
179.141 2.21639
179.370 2.21342
179.599 2.21085
179.828 2.20875
180.057 2.20719
180.286 2.20625
180.622 2.20616
180.958 2.20794
181.294 2.21201
181.462 2.21506
181.630 2.21890
181.798 2.22361
181.966 2.22929
182.134 2.23606
182.301 2.24404
182.469 2.25339
182.637 2.26426
182.805 2.27685
182.973 2.29135
183.172 2.31132
183.370 2.33479
183.569 2.36236
183.767 2.39475
183.966 2.43279
184.164 2.47750
184.363 2.53009
184.462 2.55980
184.561 2.59204
184.729 2.65316
184.897 2.72364
185.065 2.80523
185.149 2.85079
185.233 2.89986
185.317 2.95288
185.401 3.01016
185.485 3.07210
185.569 3.13907
185.653 3.21175
185.737 3.29063
185.821 3.37635
185.905 3.46953
186.012 3.60051
186.119 3.74710
186.226 3.91166
186.332 4.09703
186.439 4.30658
186.546 4.54442
186.600 4.67560
186.653 4.81554
186.707 4.96529
186.760 5.12572
186.836 5.37585
186.913 5.65285
186.989 5.96139
187.065 6.30532
187.138 6.67087
187.210 7.07902
187.247 7.30167
187.283 7.53716
187.319 7.78790
187.355 8.05372
187.392 8.33744
187.428 8.63987
187.464 8.96270
187.501 9.30685
187.537 9.67634
187.573 10.0715
187.609 10.4973
187.646 10.9545
187.688 11.5302
187.709 11.8383
187.730 12.1609
187.751 12.4991
187.772 12.8539
187.793 13.2266
187.814 13.6184
187.835 14.0306
187.856 14.4649
187.877 14.9229
187.898 15.4065
187.919 15.9176
187.940 16.4585
187.961 17.0317
187.981 17.6370
188.002 18.2830
188.023 18.9702
188.044 19.7024
188.065 20.4835
188.086 21.3179
188.107 22.2105
188.128 23.1667
188.149 24.1925
188.170 25.2942
188.191 26.4790
188.212 27.7547
188.233 29.1299
188.254 30.6137
188.275 32.2165
188.296 33.9491
188.317 35.8142
188.331 37.0897
188.344 38.4316
188.358 39.8437
188.371 41.3184
188.384 42.8820
188.398 44.5151
188.411 46.2468
188.424 48.0556
188.438 49.9733
188.451 51.9916
188.464 54.1154
188.478 56.3328
188.491 58.6822
188.504 61.1340
188.518 63.7304
188.531 66.4382
188.552 70.9924
188.573 75.9072
188.594 81.2048
188.615 86.9073
188.636 93.0366
188.657 99.6137
