Nd-145(n,g) ENDFB-8.0
0.00237500 137.162
0.00246875 134.532
0.00256250 132.047
0.00265625 129.696
0.00275000 127.465
0.00284375 125.346
0.00293750 123.329
0.00303125 121.407
0.00312500 119.572
0.00321875 117.817
0.00331250 116.137
0.00340625 114.528
0.00350000 112.983
0.00359375 111.499
0.00368750 110.072
0.00378125 108.699
0.00387500 107.376
0.00396875 106.100
0.00406250 104.868
0.00425000 102.528
0.00443750 100.338
0.00462500 98.2822
0.00481250 96.3481
0.00500000 94.5237
0.00515585 93.0836
0.00531171 91.7074
0.00546756 90.3905
0.00562341 89.1287
0.00564453 88.9617
0.00566406 88.8082
0.00573731 88.2393
0.00581055 87.6812
0.00595703 86.5961
0.00610352 85.5503
0.00625000 84.5415
0.00640625 83.5037
0.00656250 82.5033
0.00671875 81.5380
0.00687500 80.6057
0.00718750 78.8333
0.00750000 77.1727
0.00781250 75.6128
0.00812500 74.1437
0.00843750 72.7569
0.00875000 71.4451
0.00906250 70.2017
0.00937500 69.0209
0.00968750 67.8978
0.0100000 66.8277
0.0103125 65.8066
0.0106250 64.8309
0.0109375 63.8974
0.0112500 63.0030
0.0115625 62.1452
0.0118750 61.3215
0.0121875 60.5297
0.0125000 59.7678
0.0128125 59.0340
0.0131250 58.3265
0.0134375 57.6438
0.0137500 56.9846
0.0143750 55.7311
0.0150000 54.5567
0.0156250 53.4534
0.0162500 52.4143
0.0168750 51.4334
0.0175000 50.5054
0.0181250 49.6259
0.0187500 48.7907
0.0193750 47.9963
0.0200000 47.2394
0.0206625 46.4748
0.0213250 45.7462
0.0219875 45.0508
0.0226500 44.3861
0.0233125 43.7499
0.0239750 43.1402
0.0246375 42.5554
0.0253000 41.9936
0.0261776 41.2825
0.0270552 40.6064
0.0279328 39.9623
0.0288104 39.3480
0.0296880 38.7611
0.0305656 38.1997
0.0314432 37.6621
0.0323208 37.1465
0.0333293 36.5793
0.0343377 36.0373
0.0353462 35.5186
0.0363547 35.0215
0.0373631 34.5447
0.0383716 34.0866
0.0393801 33.6462
0.0403885 33.2224
0.0413970 32.8141
0.0424055 32.4205
0.0434139 32.0406
0.0444224 31.6738
0.0464393 30.9762
0.0484563 30.3227
0.0500000 29.8494
0.0515585 29.3933
0.0531171 28.9574
0.0546756 28.5402
0.0562341 28.1406
0.0564453 28.0877
0.0566406 28.0390
0.0573731 27.8589
0.0581055 27.6821
0.0595703 27.3384
0.0610352 27.0072
0.0625000 26.6878
0.0640625 26.3593
0.0656250 26.0426
0.0671875 25.7370
0.0687500 25.4419
0.0718750 24.8808
0.0750000 24.3549
0.0781250 23.8606
0.0812500 23.3950
0.0843750 22.9555
0.0875000 22.5396
0.0906250 22.1455
0.0937500 21.7712
0.0968750 21.4152
0.100000 21.0760
0.103125 20.7523
0.106250 20.4430
0.109375 20.1470
0.112500 19.8634
0.115625 19.5914
0.118750 19.3302
0.121875 19.0791
0.125000 18.8375
0.128125 18.6048
0.131250 18.3805
0.134375 18.1642
0.137500 17.9553
0.143750 17.5581
0.150000 17.1857
0.156250 16.8356
0.162500 16.5058
0.168750 16.1944
0.175000 15.8998
0.181250 15.6206
0.187500 15.3557
0.193750 15.1039
0.200000 14.8640
0.209375 14.5244
0.218750 14.2065
0.228125 13.9084
0.237500 13.6280
0.246875 13.3637
0.256250 13.1141
0.265625 12.8779
0.275000 12.6538
0.284375 12.4409
0.293750 12.2382
0.303125 12.0451
0.312500 11.8606
0.321875 11.6844
0.331250 11.5157
0.340625 11.3541
0.350000 11.1991
0.364063 10.9778
0.378125 10.7690
0.392188 10.5717
0.406250 10.3851
0.425000 10.1508
0.443750 9.93122
0.462500 9.72519
0.500000 9.34949
0.531171 9.06837
0.562341 8.80994
0.564453 8.79318
0.570313 8.74724
0.578125 8.68729
0.601563 8.51553
0.625000 8.35337
0.687500 7.96260
0.750000 7.62342
0.812500 7.32593
0.875000 7.06347
0.937500 6.82964
0.968749 6.72206
0.999999 6.61873
1.00000 6.61873
1.00000 6.61871
1.00001 6.61870
1.00002 6.61868
1.00003 6.61863
1.00006 6.61853
1.00012 6.61833
1.00025 6.61794
1.00049 6.61715
1.00098 6.61557
1.00196 6.61243
1.00391 6.60617
1.01074 6.58446
1.01758 6.56307
1.03125 6.52124
1.07632 6.39085
1.12139 6.26876
1.16646 6.15498
1.21153 6.04801
1.21153 6.04801
1.21154 6.04799
1.21154 6.04798
1.21155 6.04796
1.21157 6.04792
1.21161 6.04783
1.21168 6.04766
1.21183 6.04732
1.21213 6.04663
1.21273 6.04527
1.21394 6.04254
1.21634 6.03710
1.22355 6.02092
1.23077 6.00497
1.25000 5.96348
1.30445 5.85204
1.35890 5.74907
1.41335 5.65427
1.46780 5.56662
1.46780 5.56662
1.46781 5.56660
1.46782 5.56659
1.46783 5.56657
1.46786 5.56652
1.46793 5.56642
1.46805 5.56623
1.46831 5.56584
1.46881 5.56507
1.46981 5.56353
1.47183 5.56047
1.47786 5.55134
1.48390 5.54231
1.50000 5.51877
1.56250 5.43266
1.62500 5.35484
1.75000 5.22322
1.77828 5.19758
1.77828 5.19758
1.77829 5.19757
1.77829 5.19757
1.77831 5.19756
1.77833 5.19754
1.77838 5.19750
1.77847 5.19741
1.77866 5.19725
1.77904 5.19692
1.77979 5.19626
1.78130 5.19494
1.78433 5.19233
1.79037 5.18716
1.80246 5.17706
1.85185 5.13907
1.90123 5.10696
2.00000 5.05245
2.07254 5.02446
2.14509 5.00697
2.15443 5.00543
2.15443 5.00543
2.15444 5.00543
2.15444 5.00543
2.15445 5.00543
2.15447 5.00543
2.15450 5.00542
2.15456 5.00541
2.15470 5.00539
2.15496 5.00535
2.15549 5.00527
2.15655 5.00511
2.15867 5.00480
2.16504 5.00394
2.17140 5.00318
2.18511 5.00190
2.19882 5.00109
2.22624 5.00083
2.28109 5.00507
2.39078 5.03443
2.50047 5.09545
2.55531 5.13938
2.58274 5.16466
2.61016 5.19269
2.61376 5.19661
2.62637 5.21075
2.63898 5.22560
2.67159 5.26721
2.70420 5.31339
2.76941 5.42027
2.83463 5.54866
2.89984 5.70267
2.96506 5.88669
3.03027 6.10436
3.04658 6.16517
3.06288 6.22896
3.07103 6.26200
3.07918 6.29582
3.08734 6.33042
3.09141 6.34802
3.09549 6.36581
3.09956 6.38381
3.10364 6.40202
3.10771 6.42042
3.11179 6.43904
3.11587 6.45786
3.11994 6.47690
3.12402 6.49615
3.12809 6.51561
3.13625 6.55521
3.14440 6.59573
3.16070 6.67962
3.16340 6.69392
3.17209 6.74064
3.18078 6.78858
3.19816 6.88822
3.20832 6.94890
3.21849 7.01140
3.23882 7.14208
3.27947 7.42802
3.32013 7.75127
3.36079 8.11809
3.40145 8.53600
3.44210 9.01422
3.46243 9.27931
3.48276 9.56372
3.50309 9.86917
3.52342 10.1978
3.54836 10.6367
3.57329 11.1203
3.59823 11.6544
3.62317 12.2460
3.64810 12.9032
3.67304 13.6358
3.69798 14.4558
3.72292 15.3774
3.73645 15.9260
3.74998 16.5124
3.76352 17.1402
3.77705 17.8135
3.79059 18.5368
3.80412 19.3155
3.81766 20.1555
3.83119 21.0636
3.83119 21.0637
3.83120 21.0642
3.83121 21.0647
3.83122 21.0656
3.83125 21.0675
3.83130 21.0713
3.83141 21.0787
3.83162 21.0938
3.83205 21.1238
3.83291 21.1842
3.83463 21.3059
3.83806 21.5530
3.85201 22.6105
3.85898 23.1741
3.86595 23.7626
3.87292 24.3776
3.87989 25.0207
3.88687 25.6937
3.89384 26.3985
3.90081 27.1372
3.90778 27.9118
3.91475 28.7249
3.92173 29.5791
3.92870 30.4772
3.93567 31.4223
3.94961 33.4673
3.96208 35.4920
3.97455 37.7286
3.98702 40.2086
3.99949 42.9686
4.01196 46.0535
4.01819 47.7340
4.02443 49.5167
4.03066 51.4101
4.03689 53.4238
4.04313 55.5684
4.04936 57.8557
4.05956 61.9418
4.06466 64.1622
4.06976 66.5130
4.07487 69.0058
4.07997 71.6523
4.08507 74.4656
4.09017 77.4598
4.09527 80.6527
4.10037 84.0620
4.10547 87.7087
4.11057 91.6152
4.11567 95.8094
4.12077 100.321
4.12587 105.183
4.13097 110.435
4.13721 117.452
4.14344 125.215
4.14968 133.841
4.15591 143.468
4.15903 148.712
4.16215 154.270
4.16526 160.174
4.16838 166.452
4.17150 173.138
4.17461 180.270
4.17773 187.890
4.18085 196.043
4.18397 204.784
4.18708 214.165
4.19020 224.252
4.19332 235.117
4.19643 246.837
4.19955 259.499
4.20267 273.200
4.20578 288.045
4.20890 304.155
4.21202 321.648
4.21514 340.667
4.21825 361.360
4.22137 383.890
4.22449 408.428
4.22760 435.158
4.23072 464.274
4.23412 498.999
4.23752 537.063
4.24092 578.764
4.24432 624.353
4.24772 674.130
4.25112 728.325
4.25453 787.211
4.25793 850.963
4.26104 913.869
4.26416 981.102
4.26728 1052.74
4.27039 1128.78
4.27351 1209.18
4.27663 1293.83
4.27975 1382.53
4.28286 1475.04
4.28910 1670.07
4.29533 1875.17
4.30780 2294.47
4.31388 2490.60
4.31996 2671.75
4.32300 2754.47
4.32604 2830.78
4.32909 2899.84
4.33213 2960.89
4.33659 3034.67
4.34106 3087.84
4.34553 3119.08
4.35000 3127.57
4.35291 3120.79
4.35581 3104.38
4.35872 3078.53
4.36162 3043.55
4.36452 2999.79
4.36743 2947.75
4.37033 2887.96
4.37324 2821.08
4.37869 2678.75
4.38414 2518.63
4.38959 2345.84
4.39504 2165.52
4.40634 1787.80
4.41199 1605.89
4.41764 1433.29
4.42046 1351.25
4.42329 1272.37
4.42611 1196.81
4.42894 1124.69
4.43176 1056.10
4.43459 991.057
4.43741 929.574
4.44024 871.614
4.44229 831.632
4.44435 793.450
4.44640 757.032
4.44846 722.351
4.45051 689.326
4.45257 657.939
4.45462 628.106
4.45668 599.800
4.45873 572.936
4.46079 547.471
4.46284 523.344
4.46490 500.508
4.46695 478.882
4.46900 458.427
4.47106 439.068
4.47311 420.767
4.47594 397.199
4.47876 375.382
4.48159 355.176
4.48441 336.457
4.48724 319.108
4.49006 303.021
4.49289 288.092
4.49571 274.228
4.49854 261.340
4.50136 249.349
4.50419 238.178
4.50701 227.760
4.50984 218.034
4.51266 208.940
4.51549 200.429
4.51831 192.451
4.52114 184.962
4.52397 177.927
4.52679 171.308
4.52962 165.072
4.53244 159.191
4.53527 153.636
4.54092 143.413
4.54657 134.233
4.55222 125.954
4.55787 118.457
4.56352 111.645
4.56840 106.246
4.57328 101.249
4.57816 96.6133
4.58303 92.3041
4.58791 88.2891
4.59279 84.5428
4.59767 81.0397
4.60255 77.7598
4.60743 74.6829
4.61231 71.7928
4.61719 69.0743
4.62207 66.5143
4.62695 64.0994
4.63183 61.8197
4.64159 57.6247
4.64159 57.6239
4.64160 57.6214
4.64160 57.6190
4.64162 57.6141
4.64164 57.6048
4.64169 57.5857
4.64178 57.5479
4.64213 57.4061
4.64248 57.2653
4.64318 56.9848
4.64457 56.4307
4.64749 55.3014
4.65040 54.2071
4.65623 52.1181
4.66206 50.1529
4.66789 48.3020
4.67372 46.5561
4.67955 44.9075
4.69121 41.8744
4.70287 39.1522
4.71453 36.6997
4.72619 34.4820
4.73785 32.4699
4.75120 30.3865
4.76455 28.5089
4.77790 26.8108
4.79125 25.2699
4.80460 23.8673
4.81795 22.5869
4.83130 21.4150
4.84465 20.3396
4.85436 19.6120
4.86407 18.9264
4.88349 17.6686
4.90291 16.5436
4.92233 15.5333
4.94174 14.6225
4.96116 13.7986
4.98058 13.0508
5.00000 12.3703
5.01343 11.9348
5.02686 11.5254
5.05371 10.7767
5.08057 10.1102
5.10742 9.51415
5.13428 8.97890
5.16113 8.49644
5.18799 8.06001
5.21484 7.66401
5.23795 7.35200
5.26106 7.06373
5.28416 6.79672
5.30727 6.54873
5.33038 6.31783
5.35348 6.10247
5.37659 5.90132
5.39970 5.71320
5.44591 5.37177
5.49212 5.07059
5.53833 4.80342
5.58455 4.56512
5.62341 4.38403
5.62341 4.38403
5.62342 4.38399
5.62342 4.38397
5.62344 4.38391
5.62346 4.38380
5.62351 4.38358
5.62361 4.38314
5.62381 4.38226
5.62421 4.38049
5.62500 4.37697
5.62744 4.36617
5.62988 4.35544
5.63477 4.33415
5.64453 4.29228
5.67749 4.15769
5.71045 4.03256
5.77637 3.80687
5.84229 3.60930
5.90820 3.43554
5.97412 3.28195
6.04004 3.14441
6.10596 3.02085
6.17188 2.90950
6.25000 2.79109
6.32037 2.69523
6.39073 2.60817
6.46110 2.52876
6.53146 2.45618
6.67219 2.32817
6.74256 2.27099
6.81292 2.21751
6.81292 2.21750
6.81293 2.21750
6.81294 2.21749
6.81295 2.21748
6.81298 2.21746
6.81304 2.21741
6.81316 2.21733
6.81341 2.21715
6.81389 2.21679
6.81486 2.21608
6.81680 2.21466
6.82359 2.20971
6.83038 2.20480
6.84396 2.19510
6.88496 2.16673
6.92597 2.13957
7.00797 2.08842
7.17198 1.99677
7.33599 1.91630
7.50000 1.84534
7.68851 1.77330
7.87702 1.70954
8.06553 1.65252
8.15979 1.62610
8.20691 1.61338
8.25404 1.60095
8.25404 1.60095
8.25405 1.60095
8.25405 1.60095
8.25406 1.60095
8.25409 1.60094
8.25413 1.60093
8.25422 1.60091
8.25440 1.60086
8.25476 1.60077
8.25548 1.60058
8.25691 1.60021
8.25978 1.59946
8.26551 1.59797
8.27697 1.59502
8.30654 1.58748
8.33610 1.58008
8.39523 1.56567
8.51349 1.53853
8.75000 1.48696
9.06250 1.42658
9.37500 1.37314
9.68749 1.32537
9.84374 1.30351
9.92187 1.29278
9.99999 1.28220
10.0000 1.28220
10.0000 1.28220
10.0001 1.28219
10.0002 1.28218
10.0003 1.28216
10.0006 1.28212
10.0012 1.28204
10.0025 1.28188
10.0049 1.28155
10.0098 1.28090
10.0196 1.27961
10.0391 1.27705
10.1040 1.26870
10.1689 1.26058
10.2986 1.24481
10.5581 1.21501
11.0772 1.16128
11.5962 1.11510
11.8558 1.09310
11.9855 1.08284
12.0504 1.07787
12.1153 1.07295
12.1153 1.07295
12.1154 1.07295
12.1154 1.07295
12.1155 1.07294
12.1157 1.07292
12.1161 1.07290
12.1168 1.07284
12.1183 1.07273
12.1213 1.07250
12.1273 1.07205
12.1394 1.07115
12.1634 1.06937
12.2476 1.06323
12.3317 1.05724
12.5000 1.04566
13.0445 1.01108
13.5890 0.980577
14.1335 0.953660
14.4058 0.941036
14.5419 0.935212
14.6099 0.932348
14.6780 0.929520
14.6780 0.929520
14.6781 0.929516
14.6782 0.929513
14.6783 0.929506
14.6786 0.929494
14.6793 0.929468
14.6805 0.929416
14.6831 0.929313
14.6881 0.929106
14.6981 0.928695
14.7183 0.927876
14.7887 0.925055
14.8591 0.922299
15.0000 0.916983
15.3125 0.906049
15.6250 0.895387
16.2500 0.877144
16.8750 0.862077
17.5000 0.849965
17.6414 0.847608
17.7828 0.845391
17.7828 0.845390
17.7829 0.845389
17.7829 0.845389
17.7831 0.845387
17.7833 0.845383
17.7838 0.845376
17.7847 0.845362
17.7866 0.845333
17.7904 0.845276
17.7979 0.845162
17.8130 0.844935
17.8433 0.844489
17.9107 0.843525
17.9781 0.842602
18.1129 0.840862
18.3825 0.837827
18.9216 0.833204
19.4608 0.830407
20.0000 0.829683
20.7722 0.832320
21.5443 0.839047
21.5443 0.839048
21.5444 0.839048
21.5445 0.839049
21.5446 0.839051
21.5449 0.839055
21.5455 0.839062
21.5468 0.839076
21.5492 0.839105
21.5541 0.839162
21.5638 0.839278
21.5833 0.839511
21.6223 0.839989
21.7025 0.841015
21.7828 0.842095
21.9432 0.844429
22.2640 0.849767
22.9056 0.862785
23.5473 0.879268
24.1889 0.899698
24.6680 0.918044
25.1470 0.938784
25.6260 0.961812
26.1051 0.988190
26.1652 0.991695
26.2253 0.995287
26.2854 0.998958
26.3455 1.00270
26.5860 1.01829
27.0669 1.05211
27.5479 1.09015
28.0288 1.13285
28.4781 1.17760
28.9273 1.22754
29.3766 1.28327
29.8258 1.34573
30.2751 1.41586
30.7243 1.49462
31.1736 1.58360
31.2297 1.59564
31.2578 1.60176
31.2859 1.60792
31.2999 1.61102
31.3140 1.61412
31.3280 1.61724
31.3420 1.62036
31.3561 1.62348
31.3701 1.62661
31.3842 1.62974
31.3982 1.63287
31.4122 1.63601
31.4263 1.63915
31.4403 1.64230
31.4544 1.64545
31.4684 1.64860
31.4824 1.65176
31.4965 1.65493
31.5105 1.65809
31.5245 1.66128
31.5386 1.66447
31.5667 1.67088
31.6228 1.68389
31.6818 1.69786
31.7202 1.70714
31.7586 1.71656
31.7970 1.72613
31.8353 1.73582
31.9121 1.75555
31.9888 1.77570
32.2958 1.86080
32.6028 1.95442
32.9098 2.05712
33.2167 2.17019
33.5237 2.29504
33.8307 2.43249
34.1377 2.58636
34.3777 2.71900
34.6177 2.86388
34.8577 3.02255
35.0976 3.19679
35.3376 3.38870
35.5776 3.60071
35.8176 3.83574
36.0576 4.09721
36.2758 4.36130
36.4940 4.65429
36.6030 4.81297
36.7121 4.98059
36.8212 5.15782
36.9303 5.34539
37.0394 5.54417
37.1485 5.75505
37.2576 5.97903
37.3667 6.21716
37.4757 6.47054
37.5848 6.74008
37.6939 7.02754
37.8030 7.33537
37.9302 7.72276
38.0574 8.14337
38.1211 8.36730
38.1847 8.60094
38.2165 8.72162
38.2483 8.84493
38.3119 9.09996
38.3119 9.10005
38.3120 9.10037
38.3121 9.10070
38.3122 9.10132
38.3125 9.10255
38.3131 9.10501
38.3143 9.10998
38.3167 9.11988
38.3216 9.13979
38.3312 9.17980
38.3506 9.26067
38.3892 9.42580
38.4158 9.54205
38.4423 9.66051
38.4556 9.72065
38.4689 9.78133
38.4822 9.84260
38.4955 9.90448
38.5087 9.96700
38.5220 10.0301
38.5353 10.0938
38.5486 10.1582
38.5619 10.2232
38.5752 10.2888
38.5884 10.3551
38.6017 10.4221
38.6283 10.5580
38.6548 10.6967
38.7080 10.9828
38.8142 11.5918
38.9205 12.2547
39.0268 12.9782
39.1330 13.7698
39.2393 14.6385
39.3543 15.6774
39.4118 16.2402
39.4693 16.8346
39.5268 17.4632
39.5843 18.1286
39.6418 18.8337
39.6993 19.5816
39.7568 20.3758
39.8143 21.2204
39.8718 22.1196
39.9293 23.0783
39.9868 24.1016
40.0443 25.1952
40.1018 26.3657
40.1593 27.6208
40.2193 29.0303
40.2793 30.5532
40.3393 32.2021
40.3993 33.9910
40.4593 35.9361
40.5193 38.0556
40.5793 40.3711
40.6393 42.9071
40.6993 45.6935
40.7593 48.7638
40.8193 52.1581
40.8793 55.9231
40.9093 57.9623
40.9393 60.1163
40.9693 62.3938
40.9992 64.8036
41.0292 67.3579
41.0592 70.0676
41.0892 72.9455
41.1192 76.0048
41.1656 81.1306
41.2120 86.7949
41.2583 93.0769
41.2815 96.4780
41.3047 100.070
41.3279 103.869
41.3511 107.887
41.3742 112.145
41.3974 116.662
41.4206 121.459
41.4438 126.559
41.4670 131.990
41.4901 137.780
41.5201 145.860
41.5501 154.676
41.5801 164.318
41.6101 174.894
41.6401 186.526
41.6701 199.358
41.7001 213.560
41.7301 229.325
41.7451 237.870
41.7601 246.900
41.7751 256.449
41.7901 266.559
41.8051 277.272
41.8201 288.637
41.8351 300.705
41.8501 313.535
41.8651 327.187
41.8801 341.732
41.8951 357.245
41.9101 373.808
41.9251 391.513
41.9401 410.458
41.9551 430.752
41.9701 452.514
41.9906 484.801
42.0110 520.405
42.0315 559.762
42.0519 603.276
42.0622 626.759
42.0724 651.468
42.0826 677.470
42.0929 704.802
42.1031 733.585
42.1133 763.830
42.1235 795.664
42.1338 829.090
42.1488 881.221
42.1638 937.175
42.1788 997.121
42.1938 1061.20
42.2088 1129.50
42.2238 1202.06
42.2388 1278.88
42.2537 1359.78
42.2696 1449.39
42.2854 1543.05
42.3170 1740.35
42.3802 2151.97
42.4014 2285.34
42.4227 2410.73
42.4439 2524.51
42.4651 2623.08
42.4863 2703.27
42.4969 2735.54
42.5076 2762.21
42.5182 2783.04
42.5288 2797.81
42.5394 2806.41
42.5500 2808.74
42.5606 2804.80
42.5712 2794.61
42.5819 2778.26
42.5925 2755.92
42.6031 2727.78
42.6137 2694.12
42.6349 2611.47
42.6561 2510.76
42.6774 2395.35
42.6986 2268.80
42.7198 2134.77
42.7579 1886.06
42.7960 1641.33
42.8150 1524.54
42.8341 1413.04
42.8531 1307.59
42.8722 1208.69
42.8916 1114.69
42.9111 1027.84
42.9305 948.005
42.9499 874.964
42.9694 808.283
42.9888 747.616
43.0083 692.452
43.0277 642.389
43.0472 596.922
43.0666 555.645
43.0861 518.147
43.1055 484.066
43.1250 453.021
43.1444 424.729
43.1639 398.877
43.1833 375.238
43.1992 357.369
43.2151 340.710
43.2310 325.158
43.2469 310.624
43.2628 297.022
43.2788 284.278
43.2947 272.323
43.3106 261.096
43.3265 250.538
43.3424 240.600
43.3583 231.235
43.3742 222.399
43.3901 214.056
43.4060 206.168
43.4379 191.635
43.4573 183.490
43.4768 175.849
43.4962 168.672
43.5156 161.926
43.5351 155.571
43.5545 149.584
43.5740 143.931
43.5934 138.593
43.6129 133.544
43.6323 128.763
43.6712 119.941
43.7101 111.991
43.7490 104.804
43.7879 98.2825
43.8268 92.3510
43.8657 86.9392
43.9046 81.9885
43.9435 77.4482
43.9823 73.2744
44.0212 69.4288
44.0601 65.8776
44.0990 62.5904
44.1379 59.5431
44.1768 56.7118
44.2157 54.0764
44.2546 51.6187
44.2935 49.3243
44.3324 47.1787
44.3713 45.1693
44.4102 43.2846
44.4491 41.5153
44.4879 39.8520
44.5268 38.2862
44.5657 36.8103
44.6046 35.4181
44.6435 34.1031
44.6824 32.8598
44.7602 30.5677
44.8380 28.5068
44.9158 26.6466
44.9935 24.9622
45.0713 23.4319
45.1491 22.0378
45.2269 20.7641
45.3047 19.5973
45.3577 18.8569
45.4107 18.1578
45.4638 17.4967
45.5168 16.8711
45.6229 15.7170
45.7290 14.6780
45.8350 13.7382
45.9411 12.8846
46.0472 12.1074
46.1532 11.3981
46.2846 10.6022
46.4159 9.88644
46.4159 9.88633
46.4160 9.88602
46.4160 9.88576
46.4161 9.88520
46.4164 9.88406
46.4168 9.88184
46.4177 9.87734
46.4194 9.86842
46.4254 9.83736
46.4315 9.80644
46.4435 9.74511
46.4677 9.62420
46.5160 9.38909
46.6125 8.94434
46.7091 8.53034
46.8057 8.14419
46.9023 7.78350
46.9988 7.44623
47.0954 7.13040
47.1920 6.83424
47.3450 6.40141
47.4980 6.00844
47.6510 5.65061
47.8040 5.32386
47.9570 5.02470
48.1100 4.75013
48.2630 4.49754
48.4160 4.26464
48.6140 3.98930
48.8120 3.74040
49.0100 3.51466
49.2080 3.30823
49.4060 3.11940
49.6040 2.94643
49.8020 2.78755
50.0000 2.64106
50.1743 2.52174
50.3485 2.41109
50.5227 2.30743
50.6970 2.21017
50.8712 2.11898
51.0455 2.03344
51.2197 1.95307
51.3940 1.87746
51.5682 1.80625
51.7424 1.73910
51.9167 1.67572
52.0909 1.61583
52.4394 1.50553
52.7879 1.40646
53.0033 1.35019
53.2187 1.29735
53.4341 1.24766
53.6495 1.20087
53.8648 1.15678
54.0802 1.11517
54.2956 1.07590
54.5110 1.03895
54.9418 0.970523
55.3726 0.908881
55.8033 0.853261
56.0187 0.827524
56.1264 0.815014
56.2341 0.802744
56.2341 0.802742
56.2342 0.802735
56.2342 0.802728
56.2343 0.802716
56.2346 0.802691
56.2350 0.802640
56.2359 0.802540
56.2377 0.802340
56.2413 0.801939
56.2484 0.801138
56.2736 0.798319
56.2989 0.795520
56.3494 0.789982
56.3998 0.784524
56.4503 0.779141
56.5513 0.768576
56.6522 0.758248
57.0560 0.719075
57.4598 0.683428
57.8636 0.650167
58.2674 0.619623
58.6713 0.591449
59.0751 0.565259
59.4789 0.540979
59.8622 0.519639
60.2455 0.499670
60.6289 0.480952
61.0122 0.463522
61.3956 0.447185
61.7789 0.431805
