Hg-198(n,g) ENDFB-8.0
0.00103125 9.81867
0.00106250 9.67323
0.00109375 9.53406
0.00112500 9.40073
0.00115625 9.27285
0.00118750 9.15004
0.00121875 9.03200
0.00125000 8.91840
0.00128125 8.80899
0.00131250 8.70351
0.00134375 8.60173
0.00137500 8.50345
0.00143750 8.31657
0.00150000 8.14151
0.00156250 7.97705
0.00162500 7.82218
0.00168750 7.67599
0.00175000 7.53770
0.00181250 7.40663
0.00187500 7.28217
0.00193750 7.16378
0.00200000 7.05099
0.00209375 6.89136
0.00218750 6.74211
0.00228125 6.60215
0.00237500 6.47057
0.00246875 6.34655
0.00256250 6.22941
0.00265625 6.11852
0.00275000 6.01335
0.00284375 5.91343
0.00293750 5.81833
0.00303125 5.72768
0.00312500 5.64114
0.00321875 5.55841
0.00331250 5.47922
0.00340625 5.40333
0.00350000 5.33050
0.00359375 5.26055
0.00368750 5.19328
0.00378125 5.12852
0.00387500 5.06614
0.00396875 5.00597
0.00406250 4.94790
0.00425000 4.83759
0.00443750 4.73434
0.00462500 4.63743
0.00481250 4.54625
0.00500000 4.46024
0.00515625 4.39219
0.00531250 4.32716
0.00546875 4.26493
0.00562500 4.20532
0.00578125 4.14815
0.00593750 4.09325
0.00609375 4.04047
0.00625000 3.98969
0.00640625 3.94078
0.00656250 3.89362
0.00671875 3.84813
0.00687500 3.80419
0.00718750 3.72065
0.00750000 3.64239
0.00781250 3.56887
0.00812500 3.49964
0.00843750 3.43428
0.00875000 3.37246
0.00906250 3.31386
0.00937500 3.25822
0.00968750 3.20529
0.0100000 3.15487
0.0103125 3.10675
0.0106250 3.06078
0.0109375 3.01680
0.0112500 2.97466
0.0115625 2.93425
0.0118750 2.89544
0.0121875 2.85814
0.0125000 2.82225
0.0128125 2.78768
0.0131250 2.75436
0.0134375 2.72221
0.0137500 2.69116
0.0143750 2.63213
0.0150000 2.57682
0.0156250 2.52486
0.0162500 2.47593
0.0168750 2.42974
0.0175000 2.38605
0.0181250 2.34463
0.0187500 2.30531
0.0193750 2.26791
0.0200000 2.23227
0.0206625 2.19628
0.0213250 2.16198
0.0219875 2.12925
0.0226500 2.09796
0.0233125 2.06802
0.0239750 2.03933
0.0246375 2.01181
0.0253000 1.98538
0.0264578 1.94160
0.0276156 1.90060
0.0287734 1.86211
0.0299313 1.82588
0.0310891 1.79171
0.0322469 1.75940
0.0334047 1.72879
0.0345625 1.69973
0.0355274 1.67660
0.0364922 1.65439
0.0374570 1.63305
0.0384219 1.61251
0.0393867 1.59273
0.0403516 1.57367
0.0413164 1.55528
0.0422813 1.53752
0.0442109 1.50377
0.0461406 1.47216
0.0480703 1.44248
0.0500000 1.41454
0.0515625 1.39308
0.0531250 1.37258
0.0546875 1.35296
0.0562500 1.33417
0.0578125 1.31614
0.0593750 1.29884
0.0609375 1.28221
0.0625000 1.26621
0.0640625 1.25080
0.0656250 1.23596
0.0671875 1.22164
0.0687500 1.20781
0.0718750 1.18152
0.0750000 1.15688
0.0781250 1.13374
0.0812500 1.11194
0.0843750 1.09137
0.0875000 1.07191
0.0906250 1.05347
0.0937500 1.03597
0.0968750 1.01933
0.100000 1.00347
0.103125 0.988349
0.106250 0.973900
0.109375 0.960077
0.112500 0.946838
0.115625 0.934143
0.118750 0.921954
0.121875 0.910240
0.125000 0.898972
0.128125 0.888122
0.131250 0.877669
0.134375 0.867591
0.137500 0.857863
0.143750 0.839369
0.150000 0.822032
0.156250 0.805746
0.162500 0.790414
0.168750 0.775949
0.175000 0.762272
0.181250 0.749315
0.187500 0.737019
0.193750 0.725334
0.200000 0.714215
0.209375 0.698483
0.218750 0.683767
0.228125 0.669974
0.237500 0.657014
0.246875 0.644809
0.256250 0.633288
0.265625 0.622390
0.275000 0.612061
0.284375 0.602255
0.293750 0.592928
0.303125 0.584044
0.312500 0.575568
0.321875 0.567472
0.331250 0.559727
0.340625 0.552309
0.350000 0.545197
0.359375 0.538369
0.368750 0.531808
0.378125 0.525498
0.387500 0.519423
0.396875 0.513575
0.406250 0.507943
0.425000 0.497246
0.443750 0.487227
0.462500 0.477838
0.500000 0.460737
0.531250 0.447932
0.562500 0.436209
0.625000 0.415541
0.687500 0.397856
0.750000 0.382516
0.812500 0.369058
0.875000 0.357167
0.937500 0.346548
1.00000 0.336972
1.06250 0.328308
1.12500 0.320429
1.25000 0.306620
1.37500 0.294907
1.50000 0.284841
1.62500 0.276099
1.75000 0.268455
1.87500 0.261708
2.00000 0.255699
2.18750 0.247871
2.37500 0.241217
2.56250 0.235518
2.75000 0.230621
2.93750 0.226392
3.12500 0.222727
3.50000 0.216821
3.87500 0.212458
4.25000 0.209333
4.62500 0.207235
5.00000 0.206021
5.31250 0.205604
5.78125 0.205914
6.25000 0.207162
6.87500 0.210329
7.50000 0.215111
7.81250 0.218112
8.28125 0.223427
8.75000 0.229670
9.06250 0.234432
9.37500 0.239689
9.68750 0.245473
10.0000 0.251818
10.3125 0.258768
10.6250 0.266371
10.9375 0.274684
11.2500 0.283772
11.5625 0.293708
11.8750 0.304580
12.1875 0.316485
12.5000 0.329537
12.8125 0.343870
13.1250 0.359637
13.4375 0.377018
13.7500 0.396223
14.0625 0.417500
14.3750 0.441142
14.6875 0.467497
15.0000 0.496984
15.2344 0.521527
15.4688 0.548030
15.7031 0.577354
15.9375 0.609587
16.1719 0.645147
16.4063 0.684478
16.6406 0.728160
16.8750 0.776825
17.0313 0.812435
17.1875 0.850889
17.3438 0.892498
17.5000 0.937618
17.6758 0.993090
17.8516 1.05420
18.0274 1.12174
18.2031 1.19664
18.3789 1.28003
18.5547 1.37324
18.6426 1.42403
18.7305 1.47789
18.8184 1.53506
18.9063 1.59554
19.0137 1.67491
19.1211 1.76108
19.2285 1.85456
19.3359 1.95616
19.4434 2.06685
19.5508 2.18776
19.6582 2.32018
19.7656 2.46563
19.8828 2.64131
19.9414 2.73665
20.0000 2.83753
20.0994 3.02238
20.1987 3.22654
20.2981 3.45294
20.3975 3.70497
20.4472 3.84177
20.4969 3.98633
20.5465 4.13930
20.5962 4.30146
20.6459 4.47387
20.6956 4.65740
20.7453 4.85295
20.7950 5.06149
20.8593 5.35257
20.9235 5.67018
20.9878 6.01777
21.0521 6.39913
21.1164 6.81894
21.1807 7.28243
21.2450 7.79608
21.3093 8.36724
21.3707 8.97454
21.4014 9.30380
21.4321 9.65177
21.4628 10.0202
21.4934 10.4104
21.5241 10.8244
21.5548 11.2639
21.5855 11.7313
21.6162 12.2289
21.6469 12.7594
21.6776 13.3253
21.7083 13.9303
21.7389 14.5777
21.7696 15.2722
21.8003 16.0180
21.8325 16.8610
21.8646 17.7738
21.8968 18.7644
21.9289 19.8417
21.9611 21.0162
21.9932 22.3000
22.0254 23.7069
22.0575 25.2529
22.0896 26.9581
22.1218 28.8448
22.1539 30.9400
22.1700 32.0759
22.1861 33.2756
22.2022 34.5458
22.2182 35.8904
22.2343 37.3171
22.2504 38.8310
22.2665 40.4413
22.2825 42.1542
22.2986 43.9800
22.3147 45.9288
22.3381 49.0074
22.3614 52.4113
22.3848 56.1886
22.4082 60.3971
22.4199 62.6842
22.4316 65.1064
22.4433 67.6745
22.4550 70.4009
22.4667 73.2990
22.4783 76.3839
22.4900 79.6723
22.5017 83.1827
22.5178 88.4131
22.5339 94.1620
22.5500 100.510
22.5660 107.537
22.5821 115.355
22.5901 119.598
22.5982 124.081
22.6062 128.835
22.6142 133.871
22.6223 139.226
22.6303 144.913
22.6398 152.120
22.6446 155.934
22.6493 159.900
22.6541 164.025
22.6588 168.319
22.6636 172.790
22.6683 177.449
22.6731 182.308
22.6778 187.377
22.6826 192.670
22.6873 198.200
22.6921 203.982
22.6968 210.033
22.7016 216.368
22.7063 222.991
22.7096 227.777
22.7129 232.724
22.7162 237.841
22.7195 243.118
22.7227 248.596
22.7260 254.268
22.7293 260.143
22.7326 266.211
22.7366 273.950
22.7406 282.041
22.7447 290.503
22.7487 299.358
22.7527 308.631
22.7567 318.344
22.7607 328.525
22.7648 339.172
22.7688 350.370
22.7728 362.121
22.7768 374.460
22.7808 387.418
22.7849 401.033
22.7889 415.342
22.7929 430.384
22.7969 446.158
22.8009 462.787
22.8049 480.277
22.8090 498.672
22.8130 517.970
22.8170 538.316
22.8210 559.713
22.8250 582.210
22.8290 605.800
22.8331 630.650
22.8371 656.756
22.8411 684.169
22.8451 712.941
22.8491 743.122
22.8532 774.760
22.8572 807.904
22.8612 842.509
22.8652 878.790
22.8692 916.701
22.8733 956.276
22.8773 997.545
22.8813 1040.53
22.8853 1085.25
22.8893 1131.72
22.8933 1179.81
22.8974 1229.76
22.9014 1281.44
22.9054 1334.83
22.9094 1389.88
22.9134 1446.56
22.9175 1504.81
22.9215 1564.55
22.9255 1625.56
22.9295 1688.04
22.9335 1751.73
22.9416 1882.08
22.9496 2015.81
22.9576 2151.27
22.9657 2287.24
22.9737 2421.88
22.9818 2553.32
22.9898 2679.49
23.0000 2829.26
23.0102 2963.43
23.0204 3078.42
23.0306 3170.59
23.0379 3221.41
23.0453 3258.05
23.0526 3279.89
23.0600 3286.58
23.0663 3280.14
23.0726 3262.51
23.0790 3233.94
23.0853 3194.76
23.0916 3145.47
23.0979 3086.66
23.1042 3019.03
23.1106 2943.38
23.1169 2860.55
23.1232 2771.62
23.1325 2631.78
23.1417 2483.73
23.1510 2330.15
23.1602 2174.21
23.1783 1872.38
23.1873 1726.83
23.1963 1586.97
23.2049 1459.74
23.2135 1339.72
23.2221 1227.28
23.2308 1122.71
23.2394 1026.10
23.2480 937.372
23.2523 895.850
23.2566 856.299
23.2609 818.492
23.2652 782.554
23.2697 746.716
23.2742 712.714
23.2787 680.477
23.2832 649.938
23.2877 621.023
23.2923 593.662
23.2968 567.781
23.3013 543.308
23.3058 520.173
23.3103 498.307
23.3148 477.641
23.3193 458.110
23.3238 439.650
23.3283 422.200
23.3328 405.701
23.3374 390.098
23.3423 374.003
23.3472 358.877
23.3521 344.626
23.3570 331.190
23.3620 318.516
23.3669 306.551
23.3718 295.248
23.3767 284.563
23.3866 264.882
23.3964 247.210
23.4062 231.290
23.4161 216.901
23.4251 204.881
23.4341 193.876
23.4432 183.762
23.4522 174.444
23.4612 165.839
23.4702 157.874
23.4792 150.487
23.4883 143.620
23.4973 137.218
23.5063 131.253
23.5153 125.677
23.5243 120.457
23.5334 115.563
23.5424 110.968
23.5514 106.646
23.5604 102.577
23.5695 98.7359
23.5785 95.1144
23.5875 91.6917
23.5965 88.4532
23.6146 82.4776
23.6326 77.0952
23.6506 72.2290
23.6687 67.8144
23.6867 63.7964
23.7048 60.1286
23.7179 57.6562
23.7310 55.3362
23.7441 53.1546
23.7572 51.1004
23.7704 49.1640
23.7835 47.3362
23.7966 45.6091
23.8097 43.9752
23.8360 40.9601
23.8622 38.2464
23.8885 35.7941
23.9147 33.5703
23.9327 32.1588
23.9508 30.8352
23.9688 29.5917
23.9869 28.4219
24.0049 27.3195
24.0230 26.2806
24.0410 25.2998
24.0590 24.3729
24.0951 22.6650
24.1312 21.1308
24.1673 19.7467
24.2034 18.4943
24.2395 17.3569
24.2755 16.3213
24.3116 15.3755
24.3477 14.5094
24.3838 13.7142
24.4199 12.9828
24.4560 12.3086
24.4920 11.6855
24.5281 11.1083
24.5642 10.5726
24.6003 10.0742
24.6364 9.61003
24.6725 9.17678
24.7085 8.77206
24.7446 8.39327
24.7807 8.03845
24.8168 7.70545
24.8529 7.39269
24.8890 7.09842
24.9251 6.82134
24.9611 6.56001
24.9972 6.31340
25.0333 6.08035
25.0694 5.85990
25.1416 5.45323
25.2137 5.08723
25.2859 4.75665
25.3581 4.45713
25.4302 4.18482
25.5024 3.93661
25.5746 3.70968
25.6467 3.50172
25.6992 3.36118
25.7517 3.22888
25.8042 3.10422
25.8567 2.98668
25.9092 2.87575
25.9616 2.77100
26.0666 2.57778
26.1716 2.40360
26.2765 2.24630
26.3815 2.10387
26.4865 1.97451
26.5915 1.85666
26.6964 1.74902
26.7686 1.68034
26.8408 1.61561
26.9129 1.55454
26.9851 1.49686
27.0573 1.44232
27.1294 1.39071
27.2738 1.29544
27.4181 1.20963
27.5624 1.13208
27.7068 1.06175
27.8511 0.997800
28.0217 0.929420
28.1923 0.867866
28.3629 0.812267
28.5334 0.761886
28.7040 0.716128
28.8746 0.674637
29.0452 0.636496
29.2157 0.601509
29.3601 0.574157
29.5044 0.548658
29.6487 0.524846
29.7931 0.502602
29.9374 0.481774
30.0817 0.462242
30.2261 0.443917
30.3704 0.426698
30.5148 0.410487
30.6591 0.395222
30.8034 0.380830
30.9478 0.367239
31.2364 0.342252
31.5251 0.319849
31.8138 0.299699
32.1024 0.281508
32.3911 0.265036
32.6798 0.250079
32.9685 0.236457
33.2571 0.224020
33.5458 0.212638
33.8345 0.202196
34.0838 0.193860
34.3331 0.186099
34.5824 0.178937
34.8317 0.172154
35.3303 0.159891
35.8289 0.149133
36.0782 0.144226
36.3275 0.139635
36.5768 0.135271
36.8261 0.131201
37.3248 0.123689
37.8234 0.116988
38.4007 0.110117
38.9781 0.104032
39.5554 0.0986401
40.1327 0.0938601
40.7101 0.0895880
41.2874 0.0857823
41.8648 0.0823792
42.4421 0.0793333
43.3868 0.0750244
44.3316 0.0714185
44.8039 0.0698327
45.2763 0.0684022
45.7487 0.0670622
46.2211 0.0658868
46.6934 0.0647734
47.1658 0.0638048
48.1105 0.0621027
49.0553 0.0607395
50.0000 0.0596874
50.9311 0.0589502
51.8622 0.0584435
52.7932 0.0581449
53.7243 0.0580611
55.0433 0.0583429
56.3624 0.0590528
57.6814 0.0601951
59.0004 0.0617883
59.6599 0.0627558
60.3194 0.0638662
60.9789 0.0650781
61.6384 0.0664303
62.2979 0.0679525
62.9575 0.0696366
63.6170 0.0714956
64.2765 0.0735444
65.1300 0.0765124
65.9834 0.0798584
66.8369 0.0836451
67.6904 0.0879481
68.5439 0.0928093
69.3974 0.0983601
69.8241 0.101410
70.2509 0.104696
70.6776 0.108197
71.1043 0.111935
71.7251 0.117892
72.3458 0.124512
72.9665 0.131893
73.5872 0.140150
74.2079 0.149396
74.5183 0.154438
74.8286 0.159823
75.1390 0.165555
75.4494 0.171665
75.7597 0.178184
76.0701 0.185151
76.4968 0.195538
76.9236 0.206972
77.3503 0.219598
77.7770 0.233590
78.2038 0.249146
78.6305 0.266512
78.8439 0.275961
79.0573 0.285978
79.2706 0.296605
79.4840 0.307893
79.8332 0.327948
80.1823 0.350213
80.5315 0.375027
80.7060 0.388510
80.8806 0.402794
81.0552 0.417932
81.2298 0.434004
81.4044 0.451073
81.5789 0.469180
81.7535 0.488408
81.9281 0.508994
82.1027 0.531035
82.2772 0.554622
82.4906 0.585767
82.7040 0.619747
82.9173 0.656920
83.1307 0.697698
83.3441 0.742566
83.5575 0.792092
83.7708 0.846945
83.9842 0.907920
84.0909 0.940994
84.1976 0.975969
84.3043 1.01299
84.4109 1.05223
84.5176 1.09386
84.6243 1.13808
84.7310 1.18512
84.8377 1.23522
84.9444 1.28865
85.0511 1.34570
85.1577 1.40674
85.2644 1.47211
85.3711 1.54226
85.4778 1.61761
85.5845 1.69865
85.6912 1.78597
85.7979 1.88036
85.9045 1.98270
86.0112 2.09391
86.1179 2.21496
86.2246 2.34704
86.3313 2.49149
86.4380 2.64995
86.5446 2.82425
86.6513 3.01663
86.7580 3.22966
86.8647 3.46644
86.9180 3.59485
86.9714 3.73062
87.0247 3.87437
87.0781 4.02668
87.1314 4.18826
87.1848 4.35990
87.2381 4.54248
87.2914 4.73689
87.3448 4.94419
87.3981 5.16557
87.4757 5.51538
87.5533 5.90228
87.6309 6.33171
87.6697 6.56442
87.7085 6.81028
87.7618 7.17195
87.8152 7.56361
87.8685 7.98887
87.9219 8.45154
87.9752 8.95636
88.0286 9.50838
88.0819 10.1138
88.1352 10.7799
88.1886 11.5151
88.2419 12.3292
88.2953 13.2341
88.3219 13.7250
88.3486 14.2442
88.3753 14.7938
88.4019 15.3764
88.4286 15.9947
88.4553 16.6518
88.4820 17.3508
88.5086 18.0956
88.5353 18.8903
88.5620 19.7395
88.6008 21.0832
88.6396 22.5716
88.6784 24.2276
88.6978 25.1266
88.7171 26.0773
88.7365 27.0850
88.7559 28.1540
88.7753 29.2894
88.7947 30.4965
88.8141 31.7830
88.8335 33.1555
88.8529 34.6222
88.8723 36.1915
88.8917 37.8753
88.9111 39.6846
88.9208 40.6405
88.9305 41.6329
88.9402 42.6639
88.9499 43.7345
88.9596 44.8491
88.9693 46.0092
88.9790 47.2174
88.9887 48.4766
88.9984 49.7899
89.0081 51.1605
89.0178 52.5923
89.0275 54.0874
89.0348 55.2559
89.0421 56.4637
89.0493 57.7161
89.0566 59.0120
89.0639 60.3573
89.0712 61.7507
89.0784 63.1990
89.0857 64.7009
89.0906 65.7353
89.0954 66.7968
89.1003 67.8864
89.1051 69.0053
89.1100 70.1544
89.1148 71.3351
89.1197 72.5485
89.1245 73.7934
89.1269 74.4316
89.1336 76.2305
89.1403 78.1015
89.1469 80.0487
89.1536 82.0735
89.1603 84.1867
89.1669 86.3901
89.1736 88.6893
89.1803 91.0863
89.1848 92.7852
89.1894 94.5362
89.1939 96.3414
89.1985 98.1991
89.2030 100.120
89.2075 102.097
89.2121 104.143
89.2166 106.251
89.2233 109.473
89.2300 112.855
89.2366 116.404
89.2433 120.128
89.2500 124.047
89.2566 128.169
89.2633 132.505
89.2700 137.063
89.2766 141.871
89.2833 146.937
89.2900 152.276
89.2967 157.905
89.3033 163.843
89.3100 170.107
89.3167 176.716
89.3233 183.680
89.3300 191.042
89.3367 198.812
89.3433 207.013
89.3500 215.656
89.3567 224.791
89.3633 234.429
89.3700 244.597
89.3767 255.304
89.3833 266.609
89.3900 278.523
89.3967 291.073
89.4033 304.266
89.4100 318.169
89.4167 332.790
89.4233 348.155
89.4300 364.266
89.4367 381.197
89.4433 398.948
89.4500 417.543
89.4567 437.003
89.4634 457.348
89.4700 478.597
89.4767 500.766
89.4834 523.831
89.4900 547.873
89.4967 572.866
89.5034 598.812
89.5100 625.671
89.5167 653.521
89.5234 682.312
89.5300 712.032
89.5367 742.618
89.5434 774.139
89.5500 806.521
89.5634 873.679
89.5767 943.860
89.5900 1016.53
89.6034 1091.29
89.6167 1167.45
89.6434 1321.10
89.6701 1471.04
89.6834 1542.34
89.6967 1609.94
89.7106 1675.29
89.7244 1734.55
89.7383 1786.80
89.7521 1831.17
89.7666 1868.27
89.7811 1895.21
89.7955 1911.46
89.8100 1916.72
89.8205 1913.56
89.8291 1906.66
89.8377 1895.95
89.8548 1863.40
89.8719 1816.75
89.8890 1757.32
89.9027 1701.73
89.9164 1639.92
89.9300 1572.80
89.9437 1501.38
89.9572 1427.06
89.9708 1350.55
89.9979 1194.57
90.0300 1013.03
90.0461 926.138
90.0621 843.129
90.0757 776.362
90.0892 713.135
90.1028 653.661
90.1164 598.068
90.1299 546.404
90.1435 498.654
90.1571 454.741
90.1639 434.171
90.1706 414.542
90.1774 395.773
90.1842 377.896
90.1910 360.835
90.1978 344.614
90.2046 329.158
90.2114 314.486
90.2181 300.525
90.2249 287.290
90.2317 274.712
90.2385 262.800
90.2453 251.490
90.2521 240.787
90.2589 230.633
90.2656 221.031
90.2724 211.925
90.2792 203.316
90.2897 190.892
90.3002 179.488
90.3107 168.999
90.3211 159.367
90.3316 150.500
90.3421 142.346
90.3526 134.828
90.3631 127.902
90.3736 121.503
90.3841 115.593
90.3945 110.117
90.4050 105.046
90.4155 100.333
90.4260 95.9551
90.4365 91.8739
90.4470 88.0703
90.4605 83.5094
90.4741 79.3240
90.4877 75.4699
90.5013 71.9117
90.5148 68.6186
90.5284 65.5633
90.5420 62.7223
90.5555 60.0747
90.5691 57.6024
90.5827 55.2892
90.5962 53.1210
90.6098 51.0851
90.6234 49.1703
90.6370 47.3666
90.6505 45.6652
90.6641 44.0581
90.6912 41.0986
90.7184 38.4386
90.7455 36.0374
90.7727 33.8613
90.7998 31.8822
90.8269 30.0763
90.8541 28.4233
90.8812 26.9066
90.9083 25.5102
90.9355 24.2219
90.9626 23.0305
90.9898 21.9263
91.0169 20.9010
91.0440 19.9469
91.0712 19.0576
91.0983 18.2271
91.1255 17.4504
91.1526 16.7229
91.1797 16.0404
91.2069 15.3993
91.2340 14.7962
91.2612 14.2282
91.2883 13.6925
91.3154 13.1870
91.3426 12.7091
91.3697 12.2569
91.4240 11.4224
91.4783 10.6710
91.5326 9.99176
91.5868 9.37577
91.6411 8.81535
91.6954 8.30401
91.7497 7.83626
91.7990 7.44462
91.8484 7.08189
91.8977 6.74522
91.9470 6.43214
92.0013 6.11235
92.0556 5.81587
92.1099 5.54045
92.1642 5.28412
92.2184 5.04516
92.2727 4.82203
92.3270 4.61338
92.3813 4.41804
92.4355 4.23484
92.4898 4.06282
92.5441 3.90109
92.5984 3.74885
92.6527 3.60537
92.7069 3.46998
92.7612 3.34210
92.8155 3.22119
92.9241 2.99825
93.0326 2.79772
93.1412 2.61670
93.2497 2.45273
93.3583 2.30373
93.4668 2.16794
93.5754 2.04383
93.6839 1.93011
93.7629 1.85326
93.8419 1.78095
93.9208 1.71282
93.9998 1.64857
94.0787 1.58793
94.1577 1.53062
94.3156 1.42495
94.4735 1.32976
94.6314 1.24377
94.7893 1.16588
94.9472 1.09512
95.0557 1.05016
95.1643 1.00794
95.2728 0.968222
95.3814 0.930827
95.4900 0.895572
95.5985 0.862299
95.7071 0.830861
95.8156 0.801129
96.0327 0.746298
96.2499 0.696964
96.4670 0.652414
96.6841 0.612054
96.9012 0.575373
97.1183 0.541940
97.3354 0.511381
97.5525 0.483380
97.7697 0.457657
97.9868 0.433975
98.2039 0.412134
98.4210 0.392006
98.6184 0.375000
98.8158 0.359046
99.0131 0.344103
99.2105 0.330101
99.4079 0.316961
99.6053 0.304617
99.8026 0.292997
100.000 0.282029
100.244 0.269342
100.488 0.257619
100.733 0.246632
100.977 0.236347
101.221 0.226710
101.465 0.217689
101.709 0.209220
101.953 0.201262
102.197 0.193780
102.442 0.186731
102.686 0.180082
102.930 0.173812
103.418 0.162275
103.906 0.151935
104.444 0.141752
104.981 0.132648
105.518 0.124476
106.055 0.117117
106.592 0.110464
107.129 0.104432
107.666 0.0989478
108.203 0.0939460
108.667 0.0899736
109.131 0.0862919
109.595 0.0829116
110.059 0.0797186
110.523 0.0767682
110.986 0.0739784
111.450 0.0714055
111.914 0.0689774
112.378 0.0667049
112.842 0.0645860
113.306 0.0625737
113.770 0.0607052
114.697 0.0572623
115.625 0.0542022
116.602 0.0513410
117.578 0.0487916
118.555 0.0465066
119.531 0.0444576
120.508 0.0426195
121.484 0.0409621
122.461 0.0394607
123.438 0.0381044
125.000 0.0361903
126.074 0.0350458
127.149 0.0339988
128.223 0.0330389
129.297 0.0321909
131.445 0.0307073
132.520 0.0300733
133.594 0.0295014
135.742 0.0284994
137.891 0.0276886
140.039 0.0270309
142.188 0.0264985
144.141 0.0261264
146.094 0.0258362
150.000 0.0254416
153.125 0.0253142
155.859 0.0253184
158.594 0.0254172
161.328 0.0256007
164.063 0.0258642
166.797 0.0262042
169.531 0.0266184
172.266 0.0271058
175.000 0.0276685
178.125 0.0284071
181.250 0.0292471
184.375 0.0301929
187.500 0.0312507
190.625 0.0324282
193.750 0.0337350
196.875 0.0351828
200.000 0.0367854
203.587 0.0388429
207.174 0.0411601
208.968 0.0424168
210.761 0.0437684
212.555 0.0451699
214.348 0.0467108
216.141 0.0482957
217.935 0.0500404
219.728 0.0518595
221.522 0.0538216
223.315 0.0558851
225.109 0.0581196
226.902 0.0605140
228.696 0.0630858
230.888 0.0665052
233.080 0.0702366
235.272 0.0743342
237.464 0.0788648
239.656 0.0838438
241.848 0.0893869
242.944 0.0923712
244.040 0.0955532
246.232 0.102412
248.025 0.108665
249.819 0.115564
251.612 0.123192
252.509 0.127269
253.406 0.131649
254.303 0.136182
255.199 0.141059
256.096 0.146148
256.993 0.151571
258.786 0.163376
260.580 0.176692
261.676 0.185696
262.772 0.195461
263.868 0.206056
264.964 0.217586
266.060 0.230147
267.156 0.243886
268.252 0.258947
269.348 0.275496
270.444 0.293770
271.540 0.313977
272.636 0.336425
273.184 0.348597
273.732 0.361475
274.280 0.375079
274.828 0.389497
275.376 0.404811
275.924 0.421047
276.472 0.438305
277.020 0.456712
277.568 0.476312
