Cd-108(n,tot) ENDFB-8.0
3.31250 3.38138
3.50000 3.37836
3.68750 3.37552
3.87500 3.37286
4.06250 3.37034
4.25000 3.36796
4.62500 3.36354
5.00000 3.35951
5.31250 3.35641
5.62500 3.35350
5.93750 3.35075
6.25000 3.34816
6.56250 3.34570
6.87500 3.34335
7.18750 3.34111
7.50000 3.33897
8.12500 3.33492
8.75000 3.33115
9.37500 3.32762
10.0000 3.32427
10.6250 3.32109
11.2500 3.31806
11.8750 3.31514
12.5000 3.31233
13.1250 3.30962
13.7500 3.30698
14.3750 3.30442
15.0000 3.30192
16.2500 3.29708
17.5000 3.29242
18.7500 3.28791
20.0000 3.28351
20.9375 3.28028
21.8750 3.27709
23.7500 3.27082
25.6250 3.26467
27.5000 3.25860
29.3750 3.25260
31.2500 3.24664
33.1250 3.24073
35.0000 3.23485
36.8750 3.22903
38.2813 3.22470
39.6875 3.22044
40.3906 3.21834
41.0938 3.21627
41.7969 3.21423
42.5000 3.21224
43.1152 3.21056
43.7305 3.20892
44.3457 3.20737
44.9609 3.20591
45.5762 3.20459
45.8838 3.20398
46.1914 3.20343
46.4990 3.20294
46.8067 3.20251
47.1143 3.20216
47.4219 3.20192
47.7149 3.20179
48.0078 3.20179
48.3008 3.20194
48.5938 3.20228
48.7403 3.20253
48.8867 3.20285
49.0332 3.20324
49.1797 3.20370
49.3262 3.20426
49.4727 3.20491
49.6192 3.20567
49.7656 3.20656
49.8828 3.20739
50.0000 3.20832
50.1618 3.20980
50.3236 3.21154
50.4854 3.21359
50.5664 3.21476
50.6473 3.21602
50.7282 3.21739
50.8091 3.21889
50.8900 3.22051
50.9709 3.22229
51.0518 3.22422
51.1327 3.22633
51.2136 3.22865
51.2945 3.23118
51.3835 3.23427
51.4725 3.23769
51.5615 3.24151
51.6505 3.24578
51.7395 3.25057
51.8285 3.25596
51.9175 3.26204
51.9620 3.26538
52.0065 3.26893
52.0834 3.27565
52.1602 3.28320
52.1986 3.28732
52.2371 3.29171
52.2755 3.29638
52.3139 3.30135
52.3524 3.30665
52.3908 3.31232
52.4292 3.31838
52.4677 3.32487
52.5061 3.33184
52.5445 3.33932
52.5829 3.34738
52.6214 3.35608
52.6659 3.36703
52.7104 3.37905
52.7549 3.39228
52.7994 3.40687
52.8439 3.42305
52.8884 3.44102
52.9329 3.46109
52.9551 3.47201
52.9774 3.48358
52.9996 3.49586
53.0219 3.50891
53.0441 3.52280
53.0664 3.53760
53.0886 3.55339
53.1109 3.57027
53.1331 3.58834
53.1554 3.60772
53.1776 3.62854
53.1999 3.65096
53.2221 3.67515
53.2444 3.70132
53.2666 3.72969
53.2889 3.76053
53.3111 3.79417
53.3333 3.83096
53.3556 3.87138
53.3778 3.91595
53.4001 3.96532
53.4223 4.02029
53.4335 4.05019
53.4446 4.08186
53.4557 4.11551
53.4668 4.15128
53.4780 4.18943
53.4891 4.23013
53.5002 4.27373
53.5113 4.32044
53.5225 4.37070
53.5336 4.42480
53.5447 4.48330
53.5558 4.54658
53.5670 4.61533
53.5781 4.69008
53.5892 4.77170
53.6003 4.86086
53.6115 4.95867
53.6226 5.06600
53.6337 5.18423
53.6448 5.31446
53.6560 5.45841
53.6671 5.61743
53.6782 5.79346
53.6893 5.98848
53.6974 6.14371
53.7055 6.31083
53.7136 6.49098
53.7217 6.68516
53.7298 6.89441
53.7379 7.11983
53.7460 7.36256
53.7541 7.62379
53.7622 7.90474
53.7702 8.20666
53.7783 8.53085
53.7864 8.87859
53.7945 9.25120
53.8026 9.64997
53.8107 10.0762
53.8188 10.5312
53.8299 11.2063
53.8410 11.9405
53.8522 12.7377
53.8633 13.5989
53.8744 14.5276
53.8855 15.5235
53.8967 16.5890
53.9078 17.7222
53.9189 18.9243
53.9300 20.1913
53.9412 21.5226
53.9523 22.9121
53.9634 24.3571
53.9745 25.8490
53.9968 28.9470
54.0413 35.3307
54.0635 38.4242
54.0858 41.3084
54.0969 42.6390
54.1080 43.8751
54.1192 45.0061
54.1303 46.0178
54.1423 46.9670
54.1543 47.7518
54.1664 48.3624
54.1784 48.7909
54.1892 49.0154
54.2000 49.0861
54.2072 49.0471
54.2189 48.8379
54.2306 48.4503
54.2423 47.8896
54.2540 47.1629
54.2642 46.4026
54.2744 45.5308
54.2897 44.0225
54.3051 42.3099
54.3170 40.8680
54.3288 39.3423
54.3525 36.1016
54.4140 27.3629
54.4293 25.2649
54.4447 23.2516
54.4600 21.3374
54.4754 19.5378
54.4887 18.0804
54.5019 16.7192
54.5152 15.4546
54.5218 14.8587
54.5284 14.2868
54.5351 13.7388
54.5417 13.2143
54.5483 12.7130
54.5550 12.2345
54.5616 11.7782
54.5682 11.3437
54.5748 10.9303
54.5815 10.5374
54.5892 10.1072
54.5968 9.70266
54.6045 9.32270
54.6122 8.96670
54.6199 8.63264
54.6275 8.31987
54.6352 8.02732
54.6429 7.75424
54.6506 7.49884
54.6583 7.26046
54.6659 7.03808
54.6736 6.83098
54.6813 6.63767
54.6890 6.45752
54.6966 6.28967
54.7043 6.13347
54.7141 5.94965
54.7239 5.78177
54.7336 5.62822
54.7434 5.48769
54.7532 5.35884
54.7630 5.24084
54.7727 5.13252
54.7825 5.03296
54.7923 4.94123
54.8020 4.85676
54.8118 4.77877
54.8216 4.70662
54.8314 4.63977
54.8411 4.57770
54.8509 4.51997
54.8607 4.46617
54.8760 4.38869
54.8914 4.31885
54.9067 4.25555
54.9221 4.19799
54.9374 4.14538
54.9528 4.09717
54.9682 4.05278
54.9835 4.01183
54.9989 3.97388
55.0142 3.93866
55.0296 3.90586
55.0449 3.87527
55.0603 3.84664
55.0756 3.81984
55.0910 3.79466
55.1063 3.77100
55.1217 3.74870
55.1371 3.72767
55.1678 3.68903
55.1985 3.65438
55.2292 3.62316
55.2599 3.59493
55.2906 3.56929
55.3213 3.54593
55.3520 3.52458
55.3814 3.50586
55.4107 3.48859
55.4400 3.47261
55.4693 3.45780
55.4986 3.44403
55.5279 3.43123
55.5572 3.41928
55.5866 3.40812
55.6159 3.39768
55.6452 3.38789
55.6745 3.37870
55.7038 3.37006
55.7331 3.36193
55.7624 3.35427
55.8211 3.34020
55.8518 3.33343
55.8825 3.32704
55.9439 3.31528
56.0053 3.30471
56.0668 3.29517
56.1282 3.28653
56.1896 3.27868
56.2510 3.27153
56.3124 3.26498
56.3683 3.25950
56.4241 3.25442
56.4800 3.24970
56.5358 3.24531
56.5916 3.24120
56.6475 3.23737
56.7033 3.23377
56.7592 3.23040
56.8150 3.22723
56.8708 3.22425
56.9267 3.22144
56.9825 3.21878
57.0942 3.21389
57.2059 3.20950
57.2784 3.20687
57.3510 3.20441
57.4236 3.20209
57.4962 3.19991
57.6414 3.19591
57.7866 3.19232
57.9317 3.18909
58.0769 3.18616
58.2221 3.18348
58.3673 3.18102
58.4901 3.17908
58.6130 3.17727
58.7358 3.17556
58.8587 3.17396
58.9815 3.17244
59.1043 3.17100
59.3500 3.16832
59.5957 3.16588
59.8414 3.16363
60.0871 3.16155
60.3328 3.15961
60.6231 3.15746
60.9135 3.15543
61.2039 3.15352
61.4942 3.15170
61.7846 3.14996
62.0749 3.14829
62.3653 3.14668
62.6556 3.14511
63.2364 3.14211
63.8171 3.13924
64.3978 3.13647
64.9785 3.13376
65.8719 3.12972
66.7653 3.12577
67.6587 3.12188
68.5521 3.11804
69.6242 3.11346
70.6963 3.10889
71.7684 3.10433
72.8405 3.09976
74.9846 3.09056
77.1288 3.08128
79.9877 3.06867
82.8466 3.05576
85.7055 3.04253
88.5644 3.02894
91.4233 3.01496
94.2822 3.00056
97.1411 2.98572
100.000 2.97041
103.125 2.95311
106.250 2.93517
109.375 2.91656
112.500 2.89722
115.625 2.87712
118.750 2.85620
121.875 2.83440
125.000 2.81166
128.125 2.78791
131.250 2.76308
134.375 2.73708
137.500 2.70983
140.625 2.68123
143.750 2.65116
146.875 2.61949
150.000 2.58610
152.930 2.55308
155.859 2.51824
158.789 2.48141
161.719 2.44245
163.184 2.42229
164.649 2.40136
166.113 2.37979
167.578 2.35755
169.043 2.33460
170.508 2.31090
171.973 2.28642
173.438 2.26112
175.000 2.23317
177.149 2.19298
179.297 2.15072
181.445 2.10616
182.520 2.08293
183.594 2.05902
184.668 2.03452
185.742 2.00928
186.817 1.98323
187.891 1.95651
188.965 1.92900
190.039 1.90055
191.113 1.87131
192.188 1.84122
193.164 1.81292
194.141 1.78392
195.117 1.75412
196.094 1.72350
197.070 1.69191
198.047 1.65942
199.024 1.62600
200.000 1.59162
201.107 1.55147
202.215 1.51009
203.322 1.46748
204.429 1.42365
204.983 1.40130
205.537 1.37867
206.090 1.35579
206.644 1.33269
207.198 1.30932
207.751 1.28576
208.305 1.26202
208.858 1.23817
209.575 1.20718
210.291 1.17619
211.008 1.14536
211.724 1.11489
212.441 1.08504
213.157 1.05613
213.874 1.02859
214.590 1.00292
215.209 0.982766
215.828 0.965034
216.447 0.950385
217.065 0.939638
217.375 0.936037
217.684 0.933815
217.994 0.933136
218.303 0.934168
218.612 0.937067
218.922 0.942084
219.231 0.949607
219.541 0.959950
219.752 0.968793
219.964 0.979197
220.176 0.991305
220.387 1.00528
220.599 1.02129
220.811 1.03951
220.917 1.04951
221.023 1.06012
221.128 1.07139
221.234 1.08333
221.373 1.10004
221.511 1.11803
221.649 1.13736
221.788 1.15814
221.926 1.18043
222.065 1.20434
222.134 1.21694
222.203 1.22997
222.272 1.24346
222.341 1.25742
222.403 1.27014
222.464 1.28326
222.525 1.29677
222.586 1.31067
222.610 1.31634
222.649 1.32549
222.688 1.33480
222.726 1.34429
222.765 1.35394
222.834 1.37168
222.903 1.39003
222.972 1.40900
223.042 1.42861
223.111 1.44887
223.180 1.46982
223.249 1.49146
223.318 1.51383
223.408 1.54391
223.498 1.57530
223.587 1.60805
223.677 1.64218
223.766 1.67783
223.856 1.71499
223.945 1.75380
224.035 1.79426
224.125 1.83652
224.214 1.88058
224.304 1.92660
224.393 1.97459
224.483 2.02473
224.572 2.07702
224.662 2.13167
224.751 2.18866
224.841 2.24825
224.931 2.31049
225.020 2.37550
225.110 2.44335
225.199 2.51433
225.289 2.58843
225.378 2.66598
225.468 2.74697
225.557 2.83177
225.647 2.92047
225.737 3.01329
225.826 3.11033
225.916 3.21203
226.005 3.31840
226.095 3.42996
226.184 3.54671
226.274 3.66923
226.364 3.79769
226.453 3.93243
226.543 4.07365
226.632 4.22205
226.722 4.37771
226.811 4.54141
226.901 4.71326
226.990 4.89414
227.080 5.08420
227.170 5.28445
227.259 5.49505
227.349 5.71717
227.438 5.95103
227.528 6.19793
227.617 6.45818
227.707 6.73328
227.796 7.02393
227.886 7.33122
227.976 7.65595
228.065 8.00010
228.155 8.36472
228.244 8.75131
228.334 9.16105
228.423 9.59664
228.513 10.0591
228.603 10.5516
228.692 11.0754
228.782 11.6343
228.871 12.2298
228.961 12.8666
229.050 13.5467
229.140 14.2754
229.229 15.0563
229.319 15.8943
229.409 16.7936
229.498 17.7623
229.588 18.8048
229.677 19.9310
229.767 21.1469
229.856 22.4647
229.946 23.8939
230.036 25.4470
230.125 27.1360
230.215 28.9808
230.304 30.9958
230.394 33.2068
230.439 34.3925
230.483 35.6334
230.528 36.9388
230.573 38.3100
230.618 39.7514
230.662 41.2641
230.707 42.8602
230.752 44.5418
230.797 46.3151
230.841 48.1824
230.886 50.1593
230.931 52.2496
230.976 54.4620
231.021 56.8005
231.065 59.2862
231.110 61.9254
231.155 64.7310
231.200 67.7101
231.234 70.1565
231.269 72.7208
231.304 75.4186
231.338 78.2593
231.373 81.2531
231.407 84.4112
231.442 87.7458
231.477 91.2706
231.511 95.0001
231.546 98.9508
231.580 103.141
231.615 107.589
231.650 112.319
231.684 117.355
231.719 122.723
231.753 128.455
231.798 136.472
231.843 145.242
231.888 154.864
231.933 165.454
231.977 177.150
232.022 190.116
232.045 197.134
232.067 204.545
232.089 212.379
232.112 220.631
232.134 229.412
232.156 238.723
232.179 248.609
232.201 259.117
232.224 270.299
232.246 282.210
232.268 294.912
232.291 308.410
232.313 322.897
232.336 338.395
232.358 354.989
232.380 372.772
232.403 391.846
232.425 412.317
232.448 434.304
232.470 457.820
232.489 479.701
232.509 502.877
232.528 527.684
232.547 553.963
232.567 582.092
232.586 611.886
232.605 643.595
232.625 677.330
232.644 713.397
232.663 751.540
232.683 792.270
232.702 835.285
232.721 881.143
232.741 929.484
232.760 980.644
232.779 1034.72
232.802 1101.27
232.824 1172.00
232.846 1247.03
232.869 1326.45
232.891 1410.30
232.914 1498.61
232.936 1591.36
232.958 1688.07
232.981 1789.49
233.003 1895.05
233.048 2117.73
233.093 2353.81
233.137 2599.52
233.227 3105.11
233.272 3353.68
233.317 3590.72
233.368 3840.82
233.394 3954.40
233.419 4058.19
233.445 4151.91
233.470 4233.84
233.496 4303.47
233.522 4360.03
233.561 4419.94
233.600 4446.26
233.616 4447.21
233.641 4437.05
233.667 4412.55
233.692 4374.02
233.718 4321.92
233.743 4256.89
233.769 4179.67
233.794 4091.14
233.820 3992.29
233.845 3885.49
233.870 3770.73
233.921 3521.87
233.971 3254.92
234.021 2978.84
234.073 2693.19
234.125 2414.46
234.177 2148.98
234.203 2022.73
234.229 1901.42
234.255 1785.37
234.281 1674.83
234.307 1569.95
234.333 1470.81
234.359 1377.40
234.385 1289.68
234.411 1207.52
234.437 1130.79
234.455 1081.29
234.473 1034.42
234.491 989.598
234.508 947.237
234.526 906.781
234.544 868.603
234.562 832.385
234.579 798.045
234.597 765.318
234.615 734.489
234.632 705.287
234.650 677.630
234.668 651.296
234.686 626.503
234.703 603.025
234.721 580.789
234.747 550.121
234.773 521.898
234.799 495.803
234.825 471.655
234.851 449.287
234.877 428.544
234.903 409.285
234.929 391.380
234.955 374.712
234.981 359.174
235.007 344.667
235.033 331.104
235.059 318.405
235.085 306.496
235.111 295.314
235.137 284.798
235.163 274.858
235.189 265.522
235.215 256.707
235.241 248.372
235.293 233.006
235.345 219.173
235.397 206.667
235.449 195.315
235.501 184.972
235.553 175.517
235.598 167.971
235.643 160.969
235.688 154.444
235.733 148.351
235.778 142.651
235.823 137.310
235.868 132.296
235.913 127.583
235.958 123.136
236.002 118.954
236.047 115.005
236.092 111.272
236.137 107.740
236.182 104.393
236.272 98.2044
236.324 94.8931
236.376 91.7730
236.428 88.8237
236.480 86.0324
236.532 83.3878
236.584 80.8793
236.688 76.2336
236.792 72.0249
236.896 68.2054
237.000 64.7239
237.104 61.5402
237.227 58.1131
237.350 55.0098
237.473 52.1874
237.596 49.6119
237.719 47.2525
237.842 45.0881
237.965 43.0951
238.087 41.2550
238.192 39.8041
238.296 38.4442
238.400 37.1664
238.504 35.9640
238.608 34.8310
238.712 33.7620
238.816 32.7521
238.920 31.7969
239.024 30.8914
239.128 30.0338
239.232 29.2199
239.336 28.4465
239.544 27.0107
239.752 25.7069
239.960 24.5182
240.168 23.4318
240.376 22.4348
240.584 21.5181
240.792 20.6721
241.000 19.8901
241.208 19.1653
241.416 18.4921
241.605 17.9205
241.794 17.3842
241.983 16.8798
242.172 16.4043
242.362 15.9552
242.551 15.5310
242.740 15.1297
242.929 14.7497
243.118 14.3891
243.307 14.0469
243.496 13.7217
243.685 13.4123
243.875 13.1175
244.064 12.8365
244.442 12.3120
244.650 12.0430
244.858 11.7867
245.274 11.3087
245.690 10.8721
246.106 10.4719
246.522 10.1037
246.938 9.76391
247.354 9.44943
247.770 9.15762
248.073 8.95820
248.376 8.76869
248.678 8.58838
248.981 8.41665
249.283 8.25303
249.586 8.09709
250.191 7.80506
250.796 7.53637
251.402 7.28882
252.007 7.05995
252.612 6.84766
253.028 6.71030
253.444 6.57936
253.860 6.45436
254.276 6.33489
254.692 6.22051
255.108 6.11091
255.940 5.90464
256.773 5.71377
257.605 5.53638
258.437 5.37080
259.269 5.21561
259.799 5.12168
260.328 5.03121
261.387 4.85953
262.446 4.69880
263.505 4.54751
264.564 4.40488
265.623 4.26859
266.683 4.13832
267.742 4.01329
268.649 3.90974
269.557 3.80901
270.465 3.71067
271.373 3.61446
272.810 3.46574
273.529 3.39271
274.247 3.32040
274.966 3.24864
275.685 3.17740
276.403 3.10648
277.122 3.03586
277.841 2.96537
278.559 2.89496
279.278 2.82452
279.997 2.75399
280.715 2.68328
281.434 2.61237
282.153 2.54111
282.871 2.46950
283.703 2.38604
284.536 2.30200
285.368 2.21732
286.200 2.13204
287.032 2.04617
287.864 1.95984
288.696 1.87321
289.528 1.78653
290.323 1.70407
291.117 1.62236
291.514 1.58197
291.911 1.54201
292.309 1.50260
292.706 1.46387
293.103 1.42595
293.500 1.38905
293.897 1.35334
294.294 1.31908
294.691 1.28653
295.089 1.25599
295.486 1.22774
295.883 1.20227
296.204 1.18413
296.526 1.16854
296.847 1.15580
297.169 1.14630
297.490 1.14048
297.812 1.13884
297.973 1.13980
298.133 1.14206
298.294 1.14570
298.455 1.15082
298.653 1.15935
298.753 1.16459
298.852 1.17050
298.951 1.17713
299.051 1.18450
299.150 1.19265
299.249 1.20160
299.349 1.21140
299.448 1.22207
299.547 1.23366
299.646 1.24620
299.746 1.25974
299.845 1.27433
299.944 1.29000
300.044 1.30680
300.157 1.32748
300.214 1.33845
300.271 1.34981
300.327 1.36163
300.384 1.37386
300.441 1.38656
300.497 1.39972
300.550 1.41223
300.602 1.42513
300.672 1.44341
300.743 1.46249
300.798 1.47770
300.852 1.49341
300.907 1.50964
300.961 1.52637
301.015 1.54368
301.070 1.56151
301.178 1.59893
301.282 1.63702
301.386 1.67739
301.490 1.72019
301.594 1.76555
301.698 1.81360
301.802 1.86447
301.906 1.91832
302.010 1.97531
302.114 2.03565
302.218 2.09943
302.270 2.13267
302.322 2.16686
302.374 2.20202
302.426 2.23817
302.478 2.27534
302.530 2.31356
302.582 2.35286
302.634 2.39326
302.686 2.43480
302.738 2.47751
302.790 2.52141
302.842 2.56656
302.895 2.61306
302.947 2.66079
302.999 2.70985
303.051 2.76030
303.103 2.81217
303.155 2.86550
303.259 2.97672
303.363 3.09443
303.467 3.21880
303.571 3.35033
303.675 3.48947
303.779 3.63683
303.883 3.79264
303.987 3.95757
304.091 4.13221
304.195 4.31719
304.299 4.51319
304.403 4.72093
304.507 4.94120
304.611 5.17508
304.715 5.42306
304.819 5.68634
304.923 5.96600
305.027 6.26352
305.131 6.57961
305.235 6.91592
305.339 7.27397
305.443 7.65580
305.547 8.06247
305.651 8.49632
305.755 8.95951
305.859 9.45442
305.963 9.98365
306.067 10.5501
306.171 11.1569
306.275 11.8082
306.379 12.5067
306.483 13.2573
306.587 14.0647
306.691 14.9343
306.795 15.8720
306.899 16.8845
307.003 17.9793
307.107 19.1659
307.211 20.4516
307.315 21.8481
307.419 23.3676
307.523 25.0240
307.627 26.8329
307.731 28.8126
307.783 29.8728
307.835 30.9837
307.887 32.1508
307.939 33.3727
307.991 34.6555
308.043 36.0029
308.095 37.4192
308.147 38.9088
308.199 40.4767
308.251 42.1282
308.303 43.8726
308.355 45.7094
308.407 47.6488
308.459 49.6982
308.511 51.8657
308.563 54.1602
308.615 56.5916
308.667 59.1706
308.712 61.5305
308.757 64.0124
308.802 66.6305
308.847 69.3945
308.892 72.3221
308.937 75.4120
308.982 78.6834
309.027 82.1507
309.072 85.8380
309.117 89.7461
309.162 93.9021
309.207 98.3272
309.251 103.045
309.296 108.081
309.341 113.466
309.386 119.230
309.438 126.430
309.490 134.254
309.542 142.776
309.594 152.082
309.646 162.270
309.698 173.457
309.750 185.777
309.802 199.387
309.828 206.762
309.854 214.504
309.880 222.669
309.906 231.287
309.932 240.394
309.958 250.023
309.984 260.216
310.010 271.015
310.036 282.466
310.062 294.621
310.088 307.532
310.114 321.261
310.140 335.870
