Ca-42(n,g) ENDFB-8.0
Energy(eV) XS(b)
62136.4 0.000158568
62326.8 0.000152119
62707.6 0.000146992
62936.1 0.000148596
63164.6 0.000153949
63393.1 0.000164113
63621.6 0.000181376
63745.3 0.000195308
63869.1 0.000213609
63992.9 0.000238662
64054.7 0.000254626
64116.6 0.000273541
64169.0 0.000292538
64221.3 0.000314761
64273.7 0.000341078
64326.1 0.000372642
64378.4 0.000410537
64430.8 0.000457071
64483.1 0.000514710
64535.5 0.000586956
64564.1 0.000634800
64592.6 0.000688969
64621.2 0.000752642
64649.8 0.000827090
64678.3 0.000914908
64706.9 0.00101945
64735.4 0.00114528
64764.0 0.00129854
64786.6 0.00144510
64809.2 0.00162536
64831.8 0.00183671
64854.4 0.00208827
64877.1 0.00240742
64899.7 0.00280973
64911.0 0.00304987
64922.3 0.00332111
64933.6 0.00363402
64939.2 0.00380792
64944.9 0.00399481
64951.4 0.00422968
64958.0 0.00448629
64964.5 0.00476820
64971.1 0.00507767
64977.6 0.00541935
64984.2 0.00579664
64990.7 0.00621595
64997.2 0.00668227
65003.8 0.00720450
65010.3 0.00779003
65016.9 0.00845155
65023.4 0.00920032
65026.7 0.00961402
65030.0 0.0100549
65033.2 0.0105269
65036.5 0.0110329
65039.8 0.0115779
65043.1 0.0121621
65046.3 0.0127915
65049.6 0.0134706
65053.2 0.0142752
65056.7 0.0151537
65060.3 0.0161155
65063.9 0.0171715
65067.5 0.0183341
65071.0 0.0196178
65074.6 0.0210396
65076.4 0.0218105
65078.2 0.0226192
65081.3 0.0241525
65084.4 0.0258380
65086.0 0.0267522
65087.5 0.0277083
65089.1 0.0287152
65090.7 0.0297765
65092.2 0.0309032
65093.8 0.0320854
65095.4 0.0333344
65096.9 0.0346552
65098.5 0.0360531
65100.0 0.0375339
65101.6 0.0391040
65103.2 0.0407702
65104.8 0.0426338
65106.4 0.0446215
65108.1 0.0467436
65109.7 0.0489972
65111.3 0.0514222
65113.0 0.0540023
65114.6 0.0567838
65116.2 0.0597483
65117.9 0.0629495
65119.5 0.0663880
65121.2 0.0700839
65122.8 0.0740331
65124.4 0.0783061
65126.1 0.0828740
65127.7 0.0878164
65129.3 0.0930971
65131.0 0.0988047
65132.6 0.104931
65134.3 0.111496
65135.9 0.118473
65137.5 0.125961
65139.2 0.133874
65140.8 0.142306
65142.4 0.151141
65143.6 0.157575
65144.7 0.164147
65147.0 0.177860
65149.2 0.192092
65151.5 0.206521
65156.0 0.234836
65158.3 0.247871
65160.6 0.259462
65162.9 0.269622
65164.1 0.273767
65165.3 0.277234
65166.5 0.279977
65167.6 0.281961
65168.8 0.283160
65170.0 0.283557
65171.6 0.282826
65173.2 0.280685
65174.4 0.277931
65175.7 0.274315
65177.0 0.269893
65178.3 0.264730
65179.6 0.258900
65180.8 0.252483
65182.1 0.245564
65183.4 0.238228
65186.0 0.222653
65188.5 0.206413
65193.6 0.174137
65196.2 0.158689
65198.8 0.144293
65201.4 0.131024
65204.0 0.118934
65206.6 0.108012
65209.2 0.0982059
65211.8 0.0894364
65214.4 0.0816128
65215.8 0.0775569
65217.3 0.0737830
65218.8 0.0702461
65220.2 0.0669307
65221.7 0.0638011
65223.1 0.0608856
65226.1 0.0555786
65229.0 0.0508760
65231.9 0.0467256
65234.8 0.0430263
65237.8 0.0397414
65240.7 0.0367950
65243.6 0.0341536
65246.6 0.0317783
65249.5 0.0296428
65252.4 0.0277042
65255.3 0.0259514
65258.3 0.0243515
65261.2 0.0228973
65264.6 0.0213343
65268.1 0.0199242
65271.6 0.0186479
65275.0 0.0174928
65278.5 0.0164381
65281.9 0.0154781
65285.4 0.0145968
65288.8 0.0137903
65294.7 0.0125648
65300.5 0.0114965
65306.4 0.0105585
65312.2 0.00973072
65318.1 0.00899669
65323.9 0.00834286
65329.8 0.00775804
65335.6 0.00723290
65341.5 0.00675962
65347.3 0.00633163
65353.2 0.00594334
65359.0 0.00559002
65364.9 0.00526761
65370.7 0.00497260
65376.6 0.00470201
65382.4 0.00445324
65392.0 0.00408732
65401.6 0.00376612
65411.2 0.00348162
65420.7 0.00322868
65430.3 0.00300257
65439.9 0.00280013
65449.5 0.00261801
65459.0 0.00245358
65470.7 0.00227323
65482.4 0.00211281
65494.1 0.00196937
65505.8 0.00184060
65517.5 0.00172447
65529.2 0.00161955
65552.6 0.00143775
65571.8 0.00131195
65590.9 0.00120329
65610.1 0.00110821
65629.2 0.00102460
65648.4 0.000950763
65667.5 0.000885276
65705.8 0.000774733
65729.2 0.000718030
65752.6 0.000668034
65799.4 0.000584209
65846.3 0.000517155
65893.1 0.000462688
65933.5 0.000423470
65973.9 0.000390171
66014.3 0.000361332
66054.8 0.000336390
66135.6 0.000295520
66216.4 0.000263686
66318.6 0.000232676
66420.7 0.000208916
66522.8 0.000190299
66624.9 0.000175470
66812.2 0.000155039
66999.4 0.000140474
67186.6 0.000129705
67373.8 0.000121535
67612.1 0.000113745
67850.4 0.000107867
68088.7 0.000103326
68327.0 9.97587E-05
68803.6 9.46752E-05
69280.2 9.11984E-05
69722.7 8.89879E-05
70165.2 8.73816E-05
71050.3 8.53865E-05
71935.4 8.44325E-05
72820.4 8.41520E-05
73637.4 8.43986E-05
74454.4 8.50541E-05
76088.4 8.72400E-05
77722.4 9.13216E-05
79356.4 9.96111E-05
79867.0 0.000104593
80377.6 0.000112637
80632.9 0.000118653
80888.2 0.000127356
81143.5 0.000140515
81398.8 0.000162150
81586.1 0.000188713
81679.7 0.000208070
81773.3 0.000234309
81866.9 0.000269979
81960.5 0.000322399
82007.3 0.000356905
82054.1 0.000402182
82101.0 0.000456027
82147.8 0.000528683
82183.9 0.000601318
82220.1 0.000694075
82256.3 0.000815190
82292.4 0.000977548
82328.6 0.00120247
82346.7 0.00134550
82364.8 0.00151732
82382.9 0.00173282
82400.9 0.00200209
82419.0 0.00234432
82437.1 0.00278863
82451.5 0.00324387
82465.8 0.00382559
82480.2 0.00458078
82494.5 0.00558335
82508.9 0.00698390
82516.1 0.00790069
82523.3 0.00901602
82530.4 0.0103906
82537.6 0.0121097
82544.8 0.0143003
82552.0 0.0171632
82556.2 0.0192987
82560.2 0.0217033
82564.2 0.0246062
82568.2 0.0281603
82570.2 0.0302526
82572.2 0.0325867
82574.2 0.0352316
82576.2 0.0382169
82578.2 0.0416441
82580.2 0.0455701
82582.2 0.0501536
82584.2 0.0555052
82586.2 0.0618890
82588.2 0.0695225
82590.6 0.0809780
82591.8 0.0878892
82592.9 0.0957101
82594.1 0.104747
82595.3 0.115053
82596.5 0.127039
82597.7 0.140775
82598.9 0.156803
82600.1 0.175362
82601.3 0.196830
82602.5 0.221390
82603.7 0.249870
82604.9 0.282207
82606.1 0.319341
82607.3 0.361003
82608.5 0.408177
82609.7 0.460717
82610.9 0.518672
82612.1 0.581372
82613.3 0.649554
82614.5 0.722171
82615.7 0.798439
82616.9 0.876661
82619.8 1.07191
82621.3 1.16504
82622.7 1.25107
82623.9 1.31365
82625.1 1.36721
82626.3 1.41114
82627.5 1.44344
82628.1 1.45541
82628.7 1.46402
82629.3 1.46922
82629.9 1.47095
82630.3 1.47037
82630.8 1.46697
82631.4 1.46057
82632.0 1.45120
82632.5 1.43894
82633.7 1.40607
82634.8 1.36329
82635.9 1.31394
82637.0 1.25805
82638.0 1.19583
82639.1 1.12973
82640.8 1.02215
82642.4 0.912441
82644.0 0.803404
82645.7 0.699758
82647.1 0.615253
82648.5 0.537975
82649.2 0.502045
82650.0 0.467989
82650.7 0.435830
82651.4 0.405567
82652.1 0.376796
82652.8 0.350282
82653.5 0.325561
82654.2 0.302574
82654.9 0.281251
82655.6 0.261515
82657.1 0.226475
82658.4 0.198116
82659.8 0.173981
82661.1 0.153495
82662.5 0.136243
82663.8 0.121489
82665.2 0.108949
82666.5 0.0982572
82667.8 0.0891646
82669.2 0.0812760
82670.5 0.0744479
82671.9 0.0685019
82673.2 0.0633282
82675.9 0.0546836
82678.6 0.0478082
82681.3 0.0422107
82684.0 0.0376096
82686.7 0.0337442
82689.4 0.0304817
82692.1 0.0276784
82694.8 0.0252658
82700.2 0.0213151
82705.6 0.0182419
82711.0 0.0158004
82716.3 0.0138278
82721.7 0.0122140
82727.7 0.0107375
82733.7 0.00952064
82739.7 0.00850357
82745.7 0.00764429
82751.7 0.00690905
82757.7 0.00627661
82769.6 0.00525295
82781.6 0.00446656
82793.6 0.00385038
82805.5 0.00335833
82817.5 0.00296018
82832.5 0.00256314
82847.5 0.00224455
82862.4 0.00198517
82877.4 0.00177311
82892.4 0.00159783
82907.3 0.00145189
82937.3 0.00122695
82967.2 0.00106809
82997.1 0.000962755
83027.1 0.000893240
83057.0 0.000862788
83076.1 0.000868571
83095.3 0.000902869
83114.5 0.000976604
83133.6 0.00111110
83142.6 0.00120832
83151.6 0.00134076
83160.6 0.00152259
83169.5 0.00177731
83178.5 0.00214896
83183.0 0.00240262
83187.5 0.00272265
83192.0 0.00313476
83196.5 0.00368047
83201.0 0.00443487
83203.2 0.00493584
83205.5 0.00556118
83207.1 0.00613747
83208.8 0.00685402
83210.4 0.00776859
83212.0 0.00895825
83213.7 0.0105615
83215.3 0.0127509
83217.0 0.0157767
83218.6 0.0199508
83219.5 0.0226429
83220.3 0.0257719
83221.1 0.0294899
83221.9 0.0337903
83222.8 0.0388693
83223.6 0.0447019
83224.4 0.0514466
83225.2 0.0592099
83226.1 0.0682167
83226.9 0.0783603
83227.7 0.0898488
83228.5 0.102783
83229.3 0.117440
83230.2 0.133544
83231.0 0.151321
83231.8 0.170807
83232.4 0.187209
83233.1 0.204649
83234.4 0.242225
83235.6 0.283442
83236.9 0.327715
83242.0 0.515667
83243.0 0.551333
83244.1 0.583685
83245.1 0.612504
83246.2 0.636477
83247.1 0.653038
83248.0 0.665346
83248.7 0.671950
83249.4 0.675571
83249.9 0.676301
83250.5 0.675239
83251.1 0.672142
83251.7 0.666409
83252.4 0.658448
83253.0 0.648627
83253.6 0.637037
83254.2 0.623646
83254.8 0.608582
83255.6 0.586821
83256.4 0.563142
83257.2 0.537292
83258.0 0.510286
83259.5 0.452928
83261.1 0.394316
83262.1 0.358937
83263.0 0.324416
83264.0 0.291183
83264.9 0.259592
83265.9 0.229918
83266.8 0.202360
83267.8 0.177043
83268.7 0.154023
83269.7 0.133299
83270.6 0.114818
83271.6 0.0984869
83272.5 0.0841794
83273.5 0.0717481
83274.4 0.0610309
83275.4 0.0518589
83276.3 0.0441380
83277.5 0.0358036
83278.8 0.0291647
83280.0 0.0239161
83281.2 0.0197901
83282.4 0.0165580
83283.7 0.0140287
83284.9 0.0120462
83286.1 0.0104851
83287.4 0.00924688
83288.6 0.00825484
83291.1 0.00678861
83293.5 0.00576904
83296.0 0.00502105
83298.4 0.00444019
83300.9 0.00397423
83305.8 0.00326918
83310.7 0.00275776
83315.6 0.00237237
83319.9 0.00210862
83324.1 0.00189235
83332.6 0.00156153
83341.1 0.00132318
83349.6 0.00114590
83358.1 0.00100967
83366.6 0.000901754
83383.6 0.000742643
83400.6 0.000633175
83417.5 0.000554761
83434.5 0.000497067
83451.5 0.000450689
83473.8 0.000403688
83496.2 0.000367633
83540.9 0.000316496
83585.6 0.000281745
83630.3 0.000256167
83719.7 0.000220692
83809.1 0.000197873
83987.8 0.000170176
84166.6 0.000153350
84395.5 0.000140502
84624.3 0.000132557
85082.0 0.000123934
85539.7 0.000120006
85997.3 0.000118346
86226.2 0.000118024
86826.9 0.000118230
87427.6 0.000119327
88028.3 0.000121082
88629.0 0.000123257
89229.7 0.000125784
89830.4 0.000128647
90130.7 0.000130162
90431.1 0.000131778
91031.8 0.000135173
91375.0 0.000137262
91718.3 0.000139417
92061.5 0.000141690
92404.8 0.000144058
92748.1 0.000146548
93091.3 0.000149149
93434.6 0.000151897
93606.2 0.000153323
93777.8 0.000154785
93978.1 0.000156558
94178.3 0.000158400
94378.5 0.000160319
94578.8 0.000162325
94779.0 0.000164433
94979.2 0.000166663
95179.5 0.000169039
95379.7 0.000171600
95608.5 0.000174844
95837.4 0.000178539
96066.2 0.000182898
96295.1 0.000188295
96523.9 0.000195423
96638.3 0.000200040
96752.7 0.000205767
96867.2 0.000213101
96981.6 0.000222888
97096.0 0.000236622
97210.4 0.000257145
97332.0 0.000292796
97392.8 0.000320818
97453.6 0.000361072
97484.0 0.000387627
97514.3 0.000421975
97544.7 0.000462886
97575.1 0.000515594
97605.5 0.000587492
97635.9 0.000685853
97666.3 0.000823756
97681.5 0.000914494
97696.7 0.00102802
97711.9 0.00117096
97727.1 0.00135403
97742.3 0.00159389
97757.5 0.00191657
97772.7 0.00236371
97780.3 0.00265390
97787.9 0.00300669
97795.5 0.00344502
97803.1 0.00399851
97810.7 0.00471054
97818.3 0.00564640
97824.5 0.00666105
97830.8 0.00799643
97837.0 0.00981406
97840.2 0.0109868
97843.3 0.0124023
97846.4 0.0141547
97849.6 0.0163731
97852.7 0.0192769
97855.8 0.0232294
97857.4 0.0258102
97858.9 0.0289213
97860.5 0.0327665
97862.1 0.0375089
97863.6 0.0434843
97865.2 0.0509610
97866.8 0.0603968
97868.3 0.0723025
97869.4 0.0827046
97870.6 0.0949339
97871.7 0.109255
97872.8 0.125786
97873.9 0.145103
97875.0 0.167346
97876.1 0.192772
97877.3 0.221337
97878.4 0.253733
97879.5 0.289833
97880.6 0.329668
97881.7 0.372764
97882.8 0.419713
97884.0 0.469828
97886.2 0.577111
97889.8 0.757673
97891.6 0.843505
97892.5 0.883132
97893.3 0.919979
97894.3 0.957036
97895.3 0.989278
97896.3 1.01608
97897.3 1.03672
97898.6 1.05446
97899.9 1.06037
97900.7 1.05839
97901.4 1.05247
97902.2 1.04268
97902.9 1.02936
97903.8 1.00847
97904.7 0.982757
97905.6 0.952655
97906.5 0.919040
97907.5 0.878651
97908.4 0.835501
97910.3 0.742565
97912.3 0.645445
97914.2 0.549266
97915.3 0.496738
97916.4 0.446508
97917.4 0.399061
97918.5 0.355149
97919.6 0.314196
97920.7 0.276752
97921.8 0.242843
97922.9 0.212679
97924.0 0.185575
97925.1 0.161648
97926.1 0.140678
97927.2 0.122579
97928.3 0.106760
97929.4 0.0931421
97930.5 0.0814704
97931.6 0.0715873
97932.6 0.0635182
97933.6 0.0566575
97934.7 0.0507132
97935.7 0.0456616
97936.7 0.0412795
97937.7 0.0375444
97939.8 0.0314975
97941.8 0.0269246
97943.9 0.0233984
97945.9 0.0206195
97948.0 0.0183908
97950.0 0.0165485
97952.1 0.0150061
97956.2 0.0125709
97960.3 0.0107252
97964.3 0.00928688
97967.9 0.00826404
97971.5 0.00741259
97978.7 0.00607617
97985.9 0.00508387
97993.0 0.00432582
98001.7 0.00362136
98010.4 0.00308507
98019.1 0.00266665
98027.8 0.00233527
98036.5 0.00206793
98045.2 0.00184822
98062.6 0.00150855
98080.1 0.00126318
98097.5 0.00108094
98114.9 0.000941983
98132.3 0.000835012
98153.8 0.000732809
98175.3 0.000651256
98196.8 0.000587105
98218.3 0.000536054
98261.3 0.000459810
98304.3 0.000408037
98347.3 0.000370535
98390.3 0.000342049
98476.3 0.000302946
98562.4 0.000278736
98648.4 0.000263859
98820.4 0.000244315
99148.1 0.000230856
99311.9 0.000227787
99475.7 0.000226670
99737.9 0.000226830
100000 0.000228378
100183 0.000230052
100274 0.000230919
100365 0.000231966
100548 0.000234096
100730 0.000236502
100913 0.000239063
101095 0.000241747
101278 0.000244598
101460 0.000247578
101642 0.000250655
101825 0.000253851
102007 0.000257177
102190 0.000260587
102372 0.000264096
102555 0.000267744
102737 0.000271477
102920 0.000275295
103102 0.000279265
103285 0.000283326
103467 0.000287476
103650 0.000291774
104015 0.000300690
104197 0.000305342
104380 0.000310128
104562 0.000315020
104745 0.000320055
105109 0.000330571
105292 0.000336026
105474 0.000341686
105839 0.000353398
106204 0.000365877
106387 0.000372340
106569 0.000379052
106934 0.000393030
107117 0.000400360
107299 0.000407928
107482 0.000415689
107664 0.000423709
108029 0.000440578
108212 0.000449379
108394 0.000458570
108759 0.000477706
109124 0.000498343
109306 0.000509104
109489 0.000520369
109854 0.000544026
110036 0.000556560
110219 0.000569600
110401 0.000583047
110584 0.000597049
110949 0.000626873
111131 0.000642600
111314 0.000659212
111679 0.000694188
111861 0.000713095
112044 0.000732732
112226 0.000753085
112408 0.000774707
112591 0.000797343
112773 0.000820870
112956 0.000845827
113138 0.000872198
113321 0.000899724
113503 0.000928864
113686 0.000960080
113868 0.000992805
114051 0.00102742
114233 0.00106516
114325 0.00108424
114416 0.00110512
114598 0.00114745
114947 0.00124001
115121 0.00129258
115295 0.00135142
115469 0.00141785
115643 0.00149418
115818 0.00158613
115992 0.00170283
116108 0.00180383
116224 0.00193459
116340 0.00211890
116456 0.00240420
116506 0.00258120
116556 0.00281538
116605 0.00313599
116655 0.00359505
116680 0.00390451
116705 0.00429397
116730 0.00479392
116755 0.00544812
116775 0.00617026
116796 0.00711834
116817 0.00841220
116838 0.0102235
116849 0.0115582
116860 0.0132389
116872 0.0153964
116883 0.0182315
116893 0.0212992
116902 0.0252725
116907 0.0277641
116911 0.0306128
116916 0.0340445
116921 0.0380445
116926 0.0442687
116932 0.0521285
116935 0.0570117
116938 0.0624483
116941 0.0689892
116943 0.0763812
116946 0.0830908
116948 0.0907530
116950 0.0995459
116952 0.109684
116954 0.121422
116957 0.135059
116959 0.150940
116961 0.169454
116964 0.198594
116967 0.232696
116970 0.275086
116972 0.323447
116975 0.381392
116978 0.444371
116981 0.515336
116984 0.586858
116985 0.625203
116987 0.660302
116988 0.694167
116990 0.726218
116991 0.755872
116992 0.782555
116994 0.805728
116995 0.824904
116996 0.833904
116997 0.843807
116998 0.850221
116999 0.854095
117000 0.855381
117001 0.853492
117002 0.848497
117004 0.839572
117005 0.828328
117007 0.796085
117009 0.753635
117013 0.677184
117014 0.635081
117016 0.594319
117017 0.566077
117018 0.537930
117019 0.510089
117020 0.482744
117021 0.456060
117023 0.430177
117024 0.405209
117025 0.383383
117026 0.364494
117026 0.348328
117027 0.332763
117028 0.317809
117029 0.301718
117030 0.288066
117030 0.275022
117031 0.262576
117032 0.249277
117033 0.238064
117034 0.227408
117035 0.217290
117035 0.206528
117036 0.197492
117038 0.180827
117039 0.170390
117040 0.161568
117041 0.152549
117042 0.144195
117043 0.136458
117044 0.129289
117047 0.116478
117049 0.105904
117051 0.0962897
117053 0.0882917
117055 0.0809549
117057 0.0747944
117062 0.0640367
117066 0.0556960
117070 0.0489495
117075 0.0434129
117080 0.0375723
117086 0.0328973
117091 0.0290955
117097 0.0259610
117108 0.0211411
117119 0.0176553
117131 0.0150490
117142 0.0130448
117153 0.0114707
117164 0.0102132
117187 0.00835490
117209 0.00707118
117237 0.00594234
117266 0.00516472
117294 0.00460906
117323 0.00419680
117368 0.00374071
117413 0.00343444
117502 0.00307301
117575 0.00291460
117649 0.00282392
117795 0.00275710
118007 0.00279673
118219 0.00292125
118325 0.00300347
118431 0.00310022
118537 0.00321064
118642 0.00333988
118805 0.00361261
118887 0.00385077
118928 0.00405788
118968 0.00443824
118993 0.00488360
119005 0.00524095
119017 0.00576965
119029 0.00663831
119036 0.00730142
119042 0.00824840
119045 0.00891107
119048 0.00974750
119051 0.0109396
119054 0.0126355
119055 0.0138878
119057 0.0153817
119058 0.0172883
119060 0.0197388
119062 0.0231414
119063 0.0272936
119065 0.0326422
119066 0.0394987
119067 0.0469405
119069 0.0560538
119070 0.0671286
119071 0.0793579
119072 0.0950740
119074 0.113657
119075 0.135396
119076 0.158477
119079 0.219061
119081 0.291122
119084 0.378913
119086 0.472010
119090 0.616199
119092 0.682158
119094 0.739094
119096 0.781570
119098 0.809186
119100 0.824362
119100 0.824763
119101 0.822723
119102 0.817514
119104 0.781548
119106 0.744390
119107 0.701257
119110 0.594071
119116 0.386133
119119 0.291167
119121 0.213942
119123 0.180113
119124 0.150535
119126 0.125045
119127 0.104802
119128 0.0863764
119130 0.0710839
119131 0.0585336
119132 0.0489969
119134 0.0406604
119135 0.0339990
119137 0.0287105
119138 0.0247983
119139 0.0214487
119141 0.0189791
119142 0.0168628
119143 0.0152941
119146 0.0128449
119149 0.0112749
119152 0.0101701
119154 0.00935202
119160 0.00819043
119165 0.00741846
119175 0.00648608
119185 0.00591218
119195 0.00552390
119205 0.00525221
119225 0.00490618
119245 0.00471105
119285 0.00452752
119324 0.00446845
119356 0.00446215
119426 0.00450829
119495 0.00459593
119633 0.00483034
119772 0.00510789
119911 0.00541785
120049 0.00575685
120188 0.00612575
120326 0.00651762
120465 0.00693473
120657 0.00755155
120849 0.00819731
121041 0.00884939
121137 0.00917129
121233 0.00947661
121329 0.00977670
121424 0.0100498
121520 0.0102937
121616 0.0105085
121712 0.0106799
121808 0.0108113
121904 0.0109020
122000 0.0109471
122096 0.0109381
122191 0.0108828
122287 0.0107863
122382 0.0106518
122477 0.0104817
122573 0.0102778
122764 0.00979767
123146 0.00872381
123337 0.00818757
123528 0.00768061
123704 0.00725164
123881 0.00685986
124057 0.00651208
124145 0.00635074
124233 0.00620217
124410 0.00592758
124586 0.00568971
124763 0.00548089
124939 0.00529879
125204 0.00507550
125403 0.00495267
125601 0.00489347
125682 0.00492262
125763 0.00505178
125803 0.00521286
125843 0.00554222
125864 0.00582644
125884 0.00628836
125904 0.00711506
125914 0.00778054
125924 0.00875511
125930 0.00958972
125936 0.0107090
125942 0.0123562
125945 0.0135081
125948 0.0149739
125951 0.0170767
125954 0.0201781
125955 0.0223092
125957 0.0249901
125958 0.0283878
125960 0.0323917
125961 0.0378217
125963 0.0447441
125964 0.0535423
125966 0.0646662
125967 0.0786311
125969 0.0960102
125970 0.117420
125972 0.141600
125974 0.186599
125976 0.243405
125978 0.313071
125980 0.391639
125982 0.486229
125984 0.585988
125988 0.806089
125990 0.911587
125992 1.00388
125994 1.08341
125996 1.14565
125997 1.17819
125999 1.19817
126000 1.20490
126002 1.18976
126004 1.15609
126006 1.10502
126008 1.02610
126009 0.936683
126013 0.729988
126017 0.525031
126019 0.430655
126021 0.350812
126023 0.278201
126025 0.220254
126027 0.170329
126029 0.132445
126031 0.101282
126033 0.0786147
126035 0.0606511
126037 0.0479936
126039 0.0382081
126041 0.0314270
126043 0.0262196
126045 0.0225952
126047 0.0197660
126048 0.0177405
126050 0.0160978
126052 0.0148673
126056 0.0132843
126059 0.0121346
126065 0.0104933
126071 0.00936441
126077 0.00854017
126090 0.00741860
126102 0.00670850
126115 0.00622201
126127 0.00588477
126152 0.00544291
126202 0.00497790
126251 0.00475497
126345 0.00454536
126438 0.00442844
126626 0.00428623
127000 0.00409001
127394 0.00391035
127787 0.00373299
128148 0.00356712
128508 0.00339778
128869 0.00322580
129230 0.00305307
129591 0.00288193
129951 0.00271738
130312 0.00255942
130673 0.00242763
130804 0.00240459
130882 0.00241446
130960 0.00247640
130999 0.00254254
131038 0.00268623
131057 0.00281216
131076 0.00300270
131096 0.00333264
131106 0.00358503
131115 0.00393734
131122 0.00428974
131129 0.00476484
131136 0.00544437
131140 0.00591322
131143 0.00649358
131147 0.00728499
131150 0.00839095
131154 0.0100252
131155 0.0111141
131157 0.0124765
131159 0.0143074
131160 0.0165108
131162 0.0193036
131164 0.0228375
131166 0.0275845
131167 0.0332283
131169 0.0402227
131171 0.0487953
131173 0.0625922
131175 0.0798189
131177 0.100746
131179 0.124210
131184 0.182956
131188 0.246804
131192 0.296604
131195 0.333466
131197 0.346231
131199 0.352891
131200 0.353798
131203 0.345689
131205 0.330035
131207 0.307440
131213 0.234889
131218 0.157552
131222 0.110363
131224 0.0907401
131226 0.0739217
131228 0.0598173
131229 0.0482222
131231 0.0388592
131233 0.0314168
131236 0.0245261
131237 0.0204339
131239 0.0173970
131241 0.0148760
131243 0.0130098
131244 0.0114545
131246 0.0102912
131250 0.00855314
131252 0.00770762
131254 0.00707084
131259 0.00612896
131264 0.00541297
131269 0.00488742
131279 0.00417257
131289 0.00370553
131299 0.00338802
131319 0.00298182
131338 0.00273950
131378 0.00247952
131418 0.00233739
131497 0.00219407
131577 0.00211453
131801 0.00199297
132025 0.00193320
132147 0.00195408
132207 0.00202248
132238 0.00210032
132268 0.00224670
132288 0.00242446
132308 0.00274538
132318 0.00301331
132328 0.00341580
132333 0.00370636
132338 0.00408517
132343 0.00463255
132345 0.00500991
132347 0.00547999
132350 0.00605143
132352 0.00678606
132354 0.00779669
132356 0.00921656
132358 0.0113531
132359 0.0127620
132360 0.0142934
132361 0.0163058
132362 0.0184862
132363 0.0213382
132364 0.0244096
132366 0.0283978
132367 0.0331198
132368 0.0386806
132369 0.0445571
132370 0.0520310
132371 0.0598382
132373 0.0797619
132375 0.105055
132377 0.136256
132379 0.173580
132381 0.216785
132384 0.279588
132387 0.344875
132389 0.410462
132392 0.470943
132394 0.520587
132397 0.554218
132397 0.556880
132398 0.563788
132399 0.567353
132400 0.568368
132401 0.567791
132402 0.559246
132404 0.540922
132406 0.515529
132408 0.468709
132411 0.415290
132413 0.357544
132415 0.299285
132418 0.230051
132421 0.169718
132423 0.142853
132424 0.120603
132425 0.0997638
132427 0.0830036
132428 0.0677380
132430 0.0557842
132431 0.0451678
132433 0.0370510
132434 0.0300004
132436 0.0247193
132437 0.0204826
132438 0.0171071
132440 0.0137769
132442 0.0114395
132444 0.00960207
132445 0.00831167
132447 0.00728746
132449 0.00655426
132452 0.00553483
132456 0.00485595
132459 0.00438137
132466 0.00375213
132473 0.00333179
132480 0.00303697
132494 0.00264645
132513 0.00233654
132533 0.00215645
132571 0.00195862
132610 0.00185556
132648 0.00179261
132728 0.00171355
132808 0.00166426
132967 0.00159520
133286 0.00149352
133924 0.00132879
134399 0.00122440
134874 0.00113199
135349 0.00105180
135824 0.000996942
135920 0.000998574
136017 0.00102028
136065 0.00105009
136113 0.00111145
136137 0.00116540
136161 0.00125702
136185 0.00141165
136197 0.00153817
136209 0.00172324
136217 0.00188762
136224 0.00210871
136232 0.00242241
136235 0.00263330
136239 0.00290000
136243 0.00325195
136247 0.00374600
136248 0.00408847
136250 0.00449630
136252 0.00504867
136254 0.00573136
136256 0.00668495
136258 0.00789014
136260 0.00959553
136261 0.0117586
136263 0.0148036
136265 0.0186168
136267 0.0238807
136269 0.0303106
136271 0.0404803
136273 0.0536507
136275 0.0702405
136278 0.0905169
136280 0.114505
136282 0.141904
136286 0.203747
136291 0.263169
136295 0.309414
136297 0.323650
136298 0.332109
136300 0.334379
136303 0.328401
136305 0.314464
136307 0.293501
136312 0.226957
136317 0.153919
136321 0.105344
136323 0.0846001
136325 0.0677544
136327 0.0529731
136329 0.0415410
136331 0.0323787
136333 0.0251741
136335 0.0193517
136337 0.0151733
136338 0.0129275
136339 0.0112173
136340 0.00979950
136342 0.00862627
136343 0.00758330
136344 0.00679325
136346 0.00559383
136349 0.00472787
136351 0.00413714
136354 0.00370026
136356 0.00336562
136359 0.00304234
136362 0.00279708
136368 0.00243041
136374 0.00216679
136379 0.00196802
136387 0.00176824
136395 0.00162215
136405 0.00147823
136415 0.00137385
136436 0.00123484
136456 0.00114468
136477 0.00108307
136517 0.00101159
136558 0.000963045
136640 0.000911990
136722 0.000882352
137048 0.000819425
137483 0.000765390
137919 0.000720143
138354 0.000680228
138789 0.000644170
139225 0.000612266
139660 0.000583849
140095 0.000558425
140531 0.000536881
141153 0.000513887
141774 0.000503164
142334 0.000514795
142614 0.000536031
142894 0.000578451
143143 0.000652390
143267 0.000713117
143391 0.000802297
143461 0.000871565
143531 0.000961093
143601 0.00107917
143671 0.00123858
143714 0.00136598
143757 0.00152428
143800 0.00172529
143842 0.00198440
143881 0.00229230
143920 0.00269884
143959 0.00325081
143978 0.00360197
143998 0.00402144
144019 0.00458840
144041 0.00529911
144062 0.00620580
144083 0.00738083
144095 0.00818302
144107 0.00913039
144118 0.0102600
