Ru-102(n,tot) ENDFB-8.0
0.00812500 10.8826
0.00843750 10.8357
0.00875000 10.7915
0.00906250 10.7496
0.00937500 10.7100
0.00968750 10.6723
0.0100000 10.6365
0.0103125 10.6023
0.0106250 10.5697
0.0109375 10.5386
0.0112500 10.5088
0.0115625 10.4803
0.0118750 10.4529
0.0121875 10.4266
0.0125000 10.4014
0.0128125 10.3771
0.0131250 10.3537
0.0134375 10.3311
0.0137500 10.3094
0.0143750 10.2681
0.0150000 10.2294
0.0156250 10.1932
0.0162500 10.1591
0.0168750 10.1270
0.0175000 10.0967
0.0181250 10.0680
0.0187500 10.0407
0.0193750 10.0149
0.0200000 9.99023
0.0206625 9.96539
0.0213250 9.94174
0.0219875 9.91919
0.0226500 9.89765
0.0233125 9.87707
0.0239750 9.85736
0.0246375 9.83847
0.0253000 9.82034
0.0264578 9.79034
0.0276156 9.76229
0.0287734 9.73598
0.0299313 9.71125
0.0310891 9.68793
0.0322469 9.66591
0.0334047 9.64507
0.0345625 9.62529
0.0355274 9.60957
0.0364922 9.59449
0.0374570 9.58000
0.0384219 9.56606
0.0393867 9.55265
0.0403516 9.53973
0.0413164 9.52727
0.0422813 9.51525
0.0442109 9.49241
0.0461406 9.47105
0.0480703 9.45100
0.0500000 9.43214
0.0515625 9.41766
0.0531250 9.40383
0.0546875 9.39061
0.0562500 9.37795
0.0578125 9.36581
0.0593750 9.35417
0.0609375 9.34298
0.0625000 9.33222
0.0640625 9.32186
0.0656250 9.31188
0.0671875 9.30225
0.0687500 9.29296
0.0718750 9.27530
0.0750000 9.25876
0.0781250 9.24323
0.0812500 9.22861
0.0843750 9.21482
0.0875000 9.20178
0.0906250 9.18942
0.0937500 9.17770
0.0968750 9.16654
0.100000 9.15592
0.103125 9.14579
0.106250 9.13612
0.109375 9.12686
0.112500 9.11799
0.115625 9.10949
0.118750 9.10133
0.121875 9.09348
0.125000 9.08594
0.128125 9.07867
0.131250 9.07167
0.134375 9.06491
0.137500 9.05839
0.143750 9.04599
0.150000 9.03437
0.156250 9.02345
0.162500 9.01317
0.168750 9.00346
0.175000 8.99427
0.181250 8.98557
0.187500 8.97730
0.193750 8.96944
0.200000 8.96195
0.209375 8.95135
0.218750 8.94143
0.228125 8.93212
0.237500 8.92337
0.246875 8.91511
0.256250 8.90730
0.265625 8.89991
0.275000 8.89290
0.284375 8.88623
0.293750 8.87988
0.303125 8.87382
0.312500 8.86803
0.321875 8.86249
0.331250 8.85719
0.340625 8.85210
0.350000 8.84722
0.359375 8.84252
0.368750 8.83800
0.378125 8.83364
0.387500 8.82944
0.396875 8.82539
0.406250 8.82148
0.425000 8.81404
0.443750 8.80705
0.462500 8.80047
0.500000 8.78842
0.531250 8.77934
0.562500 8.77097
0.593750 8.76324
0.625000 8.75606
0.687500 8.74313
0.750000 8.73175
0.812500 8.72161
0.875000 8.71251
0.937500 8.70425
1.00000 8.69667
1.06250 8.68970
1.12500 8.68325
1.18750 8.67725
1.25000 8.67165
1.37500 8.66143
1.50000 8.65230
1.62500 8.64405
1.75000 8.63654
1.87500 8.62962
2.00000 8.62318
2.18750 8.61432
2.37500 8.60623
2.56250 8.59878
2.75000 8.59185
2.93750 8.58537
3.12500 8.57925
3.31250 8.57346
3.50000 8.56795
3.68750 8.56268
3.87500 8.55764
4.25000 8.54813
4.62500 8.53928
5.00000 8.53101
5.44419 8.52189
5.66628 8.51758
5.88838 8.51344
6.11047 8.50951
6.33256 8.50580
6.55466 8.50230
6.77675 8.49906
6.94332 8.49686
7.10989 8.49490
7.27646 8.49322
7.44303 8.49190
7.60960 8.49103
7.77617 8.49075
7.85946 8.49088
7.94274 8.49126
8.02603 8.49193
8.10931 8.49294
8.18335 8.49418
8.25738 8.49581
8.33141 8.49790
8.40544 8.50057
8.47947 8.50392
8.51649 8.50591
8.55350 8.50814
8.59052 8.51065
8.62753 8.51348
8.66455 8.51666
8.70156 8.52024
8.74552 8.52510
8.78948 8.53073
8.83343 8.53726
8.87739 8.54489
8.89937 8.54919
8.92134 8.55384
8.94332 8.55890
8.96530 8.56439
8.98728 8.57039
9.00926 8.57694
9.03123 8.58410
9.05321 8.59197
9.07866 8.60207
9.10411 8.61340
9.12956 8.62614
9.15501 8.64054
9.18045 8.65688
9.19318 8.66589
9.20590 8.67553
9.21863 8.68585
9.23135 8.69692
9.24407 8.70882
9.25680 8.72162
9.27531 8.74206
9.29381 8.76496
9.31232 8.79073
9.32158 8.80485
9.33083 8.81988
9.34008 8.83591
9.34934 8.85303
9.35859 8.87134
9.36785 8.89096
9.37710 8.91201
9.38635 8.93465
9.39561 8.95903
9.40486 8.98535
9.41759 9.02510
9.43031 9.06958
9.43667 9.09383
9.44303 9.11958
9.44940 9.14695
9.45576 9.17608
9.46212 9.20713
9.46848 9.24027
9.47484 9.27570
9.48121 9.31363
9.48757 9.35431
9.49393 9.39799
9.50029 9.44499
9.50665 9.49562
9.51186 9.54002
9.51706 9.58731
9.52227 9.63775
9.52748 9.69159
9.53268 9.74913
9.53789 9.81066
9.54309 9.87651
9.54830 9.94704
9.55350 10.0226
9.55871 10.1037
9.56391 10.1906
9.56912 10.2839
9.57432 10.3841
9.57953 10.4915
9.58473 10.6067
9.58994 10.7304
9.59630 10.8936
9.60266 11.0711
9.60903 11.2639
9.61539 11.4728
9.62175 11.6987
9.62811 11.9425
9.63447 12.2048
9.64084 12.4860
9.64720 12.7865
9.65356 13.1062
9.65992 13.4449
9.66628 13.8021
9.67265 14.1767
9.67901 14.5675
9.69173 15.3900
9.71687 17.1010
9.72943 17.9435
9.74200 18.7323
9.75000 19.1899
9.76000 19.6966
9.76500 19.9179
9.77000 20.1152
9.77500 20.2868
9.78000 20.4312
9.78500 20.5472
9.79000 20.6336
9.79600 20.6972
9.80200 20.7164
9.81000 20.6726
9.81500 20.6054
9.82000 20.5082
9.82500 20.3820
9.83000 20.2279
9.83500 20.0475
9.84000 19.8421
9.85000 19.3644
9.86133 18.7325
9.87266 18.0290
9.88399 17.2804
9.89531 16.5119
9.90683 15.7338
9.91834 14.9792
9.92986 14.2639
9.93562 13.9248
9.94138 13.5996
9.94713 13.2888
9.95289 12.9932
9.95865 12.7128
9.96441 12.4480
9.97017 12.1985
9.97592 11.9642
9.98168 11.7447
9.98744 11.5395
9.99372 11.3313
10.0000 11.1388
10.0054 10.9842
10.0109 10.8403
10.0163 10.7063
10.0217 10.5814
10.0271 10.4650
10.0325 10.3569
10.0380 10.2564
10.0434 10.1628
10.0488 10.0756
10.0542 9.99454
10.0597 9.91905
10.0651 9.84870
10.0705 9.78310
10.0759 9.72186
10.0813 9.66465
10.0868 9.61116
10.0927 9.55618
10.0987 9.50509
10.1047 9.45737
10.1106 9.41290
10.1166 9.37126
10.1225 9.33235
10.1285 9.29581
10.1345 9.26157
10.1404 9.22934
10.1464 9.19905
10.1524 9.17047
10.1583 9.14354
10.1703 9.09401
10.1822 9.04965
10.1914 9.01841
10.2006 8.98953
10.2098 8.96278
10.2191 8.93798
10.2283 8.91488
10.2375 8.89335
10.2467 8.87325
10.2559 8.85447
10.2651 8.83686
10.2744 8.82033
10.2836 8.80480
10.2928 8.79020
10.3112 8.76344
10.3297 8.73956
10.3416 8.72543
10.3535 8.71225
10.3654 8.69992
10.3774 8.68837
10.3893 8.67753
10.4012 8.66735
10.4251 8.64875
10.4489 8.63219
10.4728 8.61738
10.4967 8.60408
10.5205 8.59207
10.5400 8.58310
10.5595 8.57480
10.5791 8.56711
10.5986 8.55996
10.6181 8.55331
10.6376 8.54710
10.6571 8.54130
10.6767 8.53586
10.7157 8.52597
10.7547 8.51720
10.7938 8.50938
10.8328 8.50237
10.8632 8.49739
10.8935 8.49279
10.9239 8.48853
10.9542 8.48456
11.0150 8.47739
11.0757 8.47110
11.1364 8.46553
11.1971 8.46054
11.2579 8.45604
11.3186 8.45196
11.3837 8.44797
11.4487 8.44433
11.5138 8.44098
11.5788 8.43789
11.6439 8.43501
11.7090 8.43233
11.8391 8.42744
11.9692 8.42304
12.0993 8.41904
12.2294 8.41535
12.3596 8.41192
12.5244 8.40787
12.6892 8.40409
12.8540 8.40055
13.0188 8.39715
13.3485 8.39076
13.6781 8.38479
14.0078 8.37913
14.3374 8.37372
14.6671 8.36851
14.9967 8.36350
15.4131 8.35745
15.8295 8.35175
16.0377 8.34906
16.2459 8.34652
16.4541 8.34413
16.6623 8.34200
16.8705 8.34019
16.9746 8.33945
17.0787 8.33885
17.1828 8.33841
17.2869 8.33819
17.3910 8.33822
17.4950 8.33860
17.5644 8.33910
17.6338 8.33984
17.7032 8.34087
17.7726 8.34225
17.8420 8.34409
17.8767 8.34521
17.9114 8.34649
17.9461 8.34795
17.9808 8.34962
18.0155 8.35153
18.0502 8.35371
18.0893 8.35654
18.1283 8.35985
18.1674 8.36372
18.2064 8.36827
18.2259 8.37085
18.2454 8.37366
18.2649 8.37671
18.2845 8.38005
18.3040 8.38371
18.3235 8.38772
18.3430 8.39213
18.3625 8.39699
18.3864 8.40362
18.4102 8.41115
18.4341 8.41972
18.4460 8.42446
18.4580 8.42953
18.4699 8.43497
18.4818 8.44082
18.4937 8.44711
18.5057 8.45389
18.5176 8.46120
18.5295 8.46911
18.5415 8.47767
18.5534 8.48695
18.5696 8.50092
18.5859 8.51660
18.5940 8.52517
18.6022 8.53426
18.6103 8.54391
18.6184 8.55418
18.6266 8.56512
18.6347 8.57674
18.6428 8.58911
18.6510 8.60228
18.6591 8.61633
18.6672 8.63128
18.6754 8.64719
18.6835 8.66414
18.6954 8.69101
18.7074 8.72043
18.7193 8.75258
18.7312 8.78762
18.7431 8.82576
18.7551 8.86711
18.7670 8.91174
18.7789 8.95966
18.7908 9.01091
18.8028 9.06534
18.8147 9.12276
18.8266 9.18279
18.8505 9.30920
18.8743 9.43978
18.9003 9.57924
18.9133 9.64489
18.9263 9.70603
18.9393 9.76131
18.9523 9.80946
18.9653 9.84931
18.9783 9.87986
18.9862 9.89360
18.9941 9.90344
19.0021 9.90927
19.0100 9.91103
19.0229 9.90522
19.0358 9.88882
19.0487 9.86226
19.0616 9.82623
19.0745 9.78164
19.0874 9.72957
19.1003 9.67124
19.1132 9.60798
19.1326 9.50608
19.1521 9.40020
19.1715 9.29425
19.1909 9.19153
19.2095 9.09872
19.2188 9.05476
19.2280 9.01260
19.2373 8.97232
19.2466 8.93398
19.2558 8.89762
19.2651 8.86323
19.2731 8.83509
19.2811 8.80838
19.2891 8.78308
19.2971 8.75917
19.3052 8.73654
19.3132 8.71521
19.3212 8.69506
19.3292 8.67609
19.3372 8.65820
19.3452 8.64135
19.3532 8.62549
19.3612 8.61058
19.3692 8.59652
19.3772 8.58330
19.3852 8.57084
19.3932 8.55912
19.4025 8.54636
19.4118 8.53445
19.4210 8.52332
19.4303 8.51291
19.4396 8.50315
19.4488 8.49401
19.4581 8.48543
19.4674 8.47737
19.4767 8.46980
19.4859 8.46266
19.5045 8.44960
19.5230 8.43796
19.5415 8.42753
19.5567 8.41979
19.5719 8.41267
19.5871 8.40612
19.6022 8.40006
19.6174 8.39445
19.6326 8.38925
19.6477 8.38441
19.6629 8.37990
19.6781 8.37569
19.6932 8.37175
19.7236 8.36459
19.7539 8.35826
19.7843 8.35263
19.8112 8.34812
19.8382 8.34401
19.8652 8.34027
19.8921 8.33683
19.9191 8.33366
19.9461 8.33074
19.9730 8.32803
20.0000 8.32551
20.0377 8.32227
20.0755 8.31931
20.1132 8.31660
20.1510 8.31411
20.1887 8.31180
20.2264 8.30966
20.3019 8.30579
20.3774 8.30239
20.4529 8.29934
20.5284 8.29658
20.6038 8.29405
20.6955 8.29125
20.7871 8.28867
20.8788 8.28629
20.9704 8.28406
21.1537 8.27996
21.3370 8.27621
21.5203 8.27271
21.7036 8.26941
21.8869 8.26625
22.0702 8.26321
22.4153 8.25771
22.7603 8.25241
23.1053 8.24726
23.4504 8.24222
24.3129 8.22991
25.1755 8.21787
26.0381 8.20597
26.9007 8.19418
27.5045 8.18595
28.1083 8.17775
28.7121 8.16956
29.3159 8.16138
29.9197 8.15320
30.5236 8.14503
31.1274 8.13685
31.7312 8.12868
32.1840 8.12255
32.6369 8.11643
33.0898 8.11034
33.5426 8.10427
33.9955 8.09825
34.2219 8.09526
34.4483 8.09230
34.6748 8.08936
34.9012 8.08646
35.1276 8.08360
35.3540 8.08078
35.5913 8.07790
35.8285 8.07511
36.0657 8.07242
36.3029 8.06986
36.5401 8.06746
36.7773 8.06527
37.0145 8.06333
37.1331 8.06248
37.2517 8.06172
37.4242 8.06080
37.5968 8.06014
37.7693 8.05980
37.9418 8.05983
38.1143 8.06031
38.2006 8.06075
38.2868 8.06135
38.3731 8.06212
38.4594 8.06309
38.5456 8.06427
38.6319 8.06569
38.7505 8.06809
38.8691 8.07108
38.9877 8.07476
39.1063 8.07927
39.1656 8.08188
39.2249 8.08476
39.2842 8.08793
39.3435 8.09143
39.4028 8.09527
39.4621 8.09951
39.5214 8.10417
39.5807 8.10930
39.6670 8.11772
39.7532 8.12741
39.8395 8.13861
39.8826 8.14484
39.9258 8.15156
39.9851 8.16166
40.0444 8.17287
40.1037 8.18534
40.1630 8.19924
40.2223 8.21478
40.2816 8.23216
40.3409 8.25167
40.4002 8.27363
40.4433 8.29135
40.4864 8.31075
40.5457 8.34052
40.5754 8.35691
40.6050 8.37443
40.6347 8.39317
40.6643 8.41323
40.6940 8.43475
40.7236 8.45784
40.7533 8.48268
40.7830 8.50941
40.8126 8.53823
40.8423 8.56935
40.8719 8.60301
40.9016 8.63948
40.9312 8.67908
40.9609 8.72216
40.9932 8.77362
41.0256 8.83033
41.0579 8.89300
41.0902 8.96248
41.1226 9.03980
41.1549 9.12616
41.1873 9.22301
41.2035 9.27589
41.2196 9.33208
41.2493 9.44470
41.2641 9.50617
41.2789 9.57142
41.2938 9.64088
41.3086 9.71480
41.3234 9.79371
41.3382 9.87796
41.3531 9.96818
41.3679 10.0649
41.3827 10.1688
41.3975 10.2806
41.4124 10.4013
41.4272 10.5317
41.4420 10.6733
41.4568 10.8272
41.4676 10.9479
41.4784 11.0766
41.4892 11.2143
41.5000 11.3617
41.5108 11.5201
41.5215 11.6903
41.5323 11.8737
41.5431 12.0719
41.5539 12.2867
41.5647 12.5196
41.5755 12.7729
41.5862 13.0489
41.5970 13.3509
41.6078 13.6811
41.6186 14.0433
41.6294 14.4414
41.6368 14.7385
41.6442 15.0557
41.6516 15.3950
41.6590 15.7582
41.6664 16.1477
41.6738 16.5645
41.6813 17.0111
41.6887 17.4899
41.6961 18.0040
41.7035 18.5544
41.7109 19.1444
41.7183 19.7769
41.7257 20.4557
41.7331 21.1818
41.7406 21.9594
41.7480 22.7914
41.7554 23.6825
41.7628 24.6335
41.7702 25.6488
41.7776 26.7319
41.7850 27.8876
41.7924 29.1160
41.7999 30.4219
41.8073 31.8083
41.8147 33.2801
41.8221 34.8361
41.8295 36.4807
41.8369 38.2161
41.8443 40.0466
41.8517 41.9688
41.8592 43.9860
41.8666 46.0989
41.8747 48.5150
41.8827 51.0442
41.8908 53.6851
41.8989 56.4314
41.9151 62.2422
41.9313 68.4273
41.9461 74.3807
41.9609 80.5371
41.9757 86.8316
41.9906 93.1709
42.0054 99.4682
42.0202 105.612
42.0350 111.500
42.0499 117.014
42.0660 122.480
42.0786 126.232
42.0911 129.503
42.1036 132.241
42.1161 134.399
42.1246 135.517
42.1331 136.345
42.1415 136.878
42.1500 137.112
42.1617 136.944
42.1733 136.212
42.1850 134.927
42.1966 133.111
42.2093 130.554
42.2200 127.976
42.2307 125.036
42.2413 121.769
42.2520 118.215
42.2729 110.556
42.2938 102.238
42.3204 91.1755
42.3470 80.1124
42.3679 71.7366
42.3784 67.7190
42.3888 63.8398
42.3993 60.1136
42.4097 56.5522
42.4202 53.1640
42.4306 49.9551
42.4411 46.9288
42.4515 44.0859
42.4620 41.4255
42.4724 38.9446
42.4829 36.6387
42.4933 34.5021
42.5038 32.5280
42.5142 30.7086
42.5223 29.4028
42.5304 28.1822
42.5384 27.0396
42.5465 25.9739
42.5546 24.9783
42.5627 24.0512
42.5707 23.1863
42.5788 22.3818
42.5869 21.6321
42.5950 20.9353
42.6030 20.2860
42.6111 19.6827
42.6192 19.1206
42.6273 18.5981
42.6353 18.1109
42.6434 17.6577
42.6539 17.1162
42.6643 16.6213
42.6748 16.1684
42.6852 15.7533
42.6957 15.3722
42.7061 15.0217
42.7166 14.6987
42.7270 14.4005
42.7375 14.1247
42.7479 13.8689
42.7584 13.6314
42.7688 13.4102
42.7793 13.2039
42.7897 13.0111
42.8002 12.8306
42.8106 12.6614
42.8210 12.5022
42.8315 12.3523
42.8419 12.2110
42.8524 12.0774
42.8733 11.8315
42.8942 11.6102
42.9151 11.4101
42.9360 11.2283
42.9569 11.0625
42.9778 10.9107
42.9987 10.7713
43.0196 10.6428
43.0405 10.5242
43.0614 10.4142
43.0823 10.3122
43.1032 10.2172
43.1241 10.1286
43.1450 10.0458
43.1659 9.96829
43.1868 9.89562
43.2077 9.82736
43.2286 9.76315
43.2495 9.70265
43.2704 9.64557
43.2913 9.59165
43.3122 9.54067
43.3350 9.48810
43.3578 9.43849
43.3806 9.39162
43.4034 9.34727
43.4262 9.30527
43.4490 9.26544
43.4946 9.19168
43.5326 9.13562
43.5706 9.08390
43.6086 9.03606
43.6466 8.99170
43.6846 8.95050
43.7226 8.91212
43.7606 8.87632
43.7986 8.84287
43.8366 8.81152
43.8746 8.78212
43.9126 8.75448
43.9506 8.72846
43.9886 8.70394
44.0266 8.68079
44.0646 8.65890
44.1026 8.63819
44.1444 8.61665
44.1862 8.59632
44.2280 8.57710
44.2698 8.55891
44.3116 8.54167
44.3534 8.52532
44.3952 8.50979
44.4370 8.49502
44.5206 8.46755
44.6042 8.44256
44.6878 8.41972
44.7713 8.39879
44.8245 8.38635
44.8777 8.37454
44.9309 8.36332
44.9841 8.35263
45.0905 8.33274
45.1969 8.31462
45.3033 8.29802
45.4097 8.28277
45.5161 8.26868
45.6225 8.25563
45.7061 8.24604
45.7897 8.23697
45.8733 8.22839
45.9569 8.22025
46.0405 8.21252
46.1241 8.20516
46.2077 8.19816
46.2913 8.19147
46.4585 8.17898
46.6257 8.16752
46.7929 8.15695
46.9601 8.14717
47.0893 8.14009
47.2185 8.13338
47.3477 8.12701
47.4769 8.12096
47.6061 8.11520
47.7353 8.10969
47.8645 8.10441
47.9937 8.09934
48.2521 8.08980
48.5105 8.08096
48.7688 8.07271
49.0272 8.06498
49.2704 8.05812
49.5136 8.05161
49.7568 8.04542
50.0000 8.03952
50.2686 8.03330
50.5371 8.02733
50.8057 8.02161
51.0742 8.01610
51.3428 8.01079
51.6113 8.00566
52.1484 7.99587
52.6856 7.98661
53.2227 7.97780
53.7598 7.96937
54.2969 7.96126
54.6875 7.95556
55.6641 7.94184
56.1524 7.93523
56.6406 7.92878
57.6172 7.91624
58.5938 7.90414
59.5703 7.89242
60.5469 7.88100
62.5000 7.85895
64.0625 7.84190
65.6250 7.82529
67.1875 7.80907
68.7500 7.79316
70.3125 7.77755
71.8750 7.76221
75.0000 7.73220
78.1250 7.70299
81.2500 7.67450
84.3750 7.64664
87.5000 7.61937
90.6250 7.59264
93.7500 7.56642
96.8750 7.54069
100.000 7.51541
105.352 7.47319
110.703 7.43211
116.055 7.39210
121.407 7.35325
126.758 7.31540
132.110 7.27847
137.461 7.24254
140.137 7.22492
142.813 7.20752
144.852 7.19445
146.890 7.18153
148.929 7.16879
150.012 7.16210
151.095 7.15547
152.178 7.14893
153.261 7.14247
154.345 7.13613
154.886 7.13302
155.428 7.12994
155.969 7.12693
156.511 7.12398
157.052 7.12112
157.594 7.11836
158.040 7.11619
158.486 7.11414
158.932 7.11223
159.378 7.11050
159.601 7.10974
159.824 7.10905
160.047 7.10844
160.269 7.10794
160.492 7.10757
160.715 7.10734
160.938 7.10729
161.161 7.10747
161.368 7.10787
161.576 7.10856
161.783 7.10961
161.990 7.11112
162.093 7.11209
162.197 7.11323
162.300 7.11457
162.404 7.11613
162.507 7.11795
162.611 7.12007
162.714 7.12255
162.818 7.12544
162.921 7.12884
163.025 7.13285
163.128 7.13759
163.232 7.14324
163.284 7.14647
163.336 7.15002
163.387 7.15394
163.439 7.15824
163.491 7.16302
163.543 7.16831
163.594 7.17422
163.646 7.18082
163.710 7.19012
163.774 7.20093
163.805 7.20704
163.837 7.21368
163.869 7.22096
163.901 7.22893
163.933 7.23775
163.965 7.24752
163.997 7.25847
164.028 7.27077
164.060 7.28478
164.092 7.30079
164.124 7.31939
164.156 7.34108
164.178 7.35833
164.200 7.37768
164.222 7.39959
164.243 7.42449
164.265 7.45289
164.287 7.48539
164.309 7.52268
164.331 7.56556
164.342 7.58949
164.353 7.61494
164.364 7.64252
164.375 7.67187
164.386 7.70367
164.397 7.73751
164.408 7.77418
164.419 7.81319
164.430 7.85544
164.441 7.90036
164.452 7.94898
164.462 8.00064
164.473 8.05650
164.484 8.11578
164.495 8.17982
164.506 8.24770
164.517 8.32092
164.528 8.39842
164.539 8.48189
164.550 8.57008
164.561 8.66491
164.572 8.76493
164.583 8.87225
164.594 8.98523
164.605 9.10621
164.616 9.23329
164.627 9.36908
164.638 9.51138
164.649 9.66307
164.660 9.82166
164.671 9.99029
164.681 10.1662
164.692 10.3527
164.703 10.5466
164.714 10.7518
164.725 10.9646
164.736 11.1890
164.747 11.4211
164.758 11.6652
164.769 11.9168
164.791 12.4518
164.813 13.0255
164.835 13.6366
164.857 14.2801
164.879 14.9622
164.900 15.6702
164.922 16.4026
164.944 17.1538
165.032 20.2105
165.068 21.4092
165.103 22.5161
165.125 23.1331
165.147 23.6941
165.169 24.1913
165.191 24.6174
165.213 24.9662
165.235 25.2324
165.256 25.4077
165.277 25.4994
165.290 25.5136
165.297 25.5089
165.317 25.4403
165.338 25.2907
165.361 25.0362
165.384 24.6913
165.396 24.4619
165.420 23.9765
165.443 23.4170
165.466 22.7875
165.490 22.1003
165.530 20.8094
165.570 19.4324
165.616 17.8022
165.663 16.2024
165.688 15.3638
165.714 14.5606
165.739 13.7991
165.765 13.0842
165.788 12.4722
165.800 12.1813
165.811 11.9038
165.823 11.6351
165.834 11.3797
165.846 11.1352
165.858 10.9016
165.869 10.6768
165.881 10.4646
165.893 10.2628
165.904 10.0711
165.916 9.88789
165.927 9.71591
165.939 9.55330
165.951 9.39977
165.966 9.21537
165.980 9.04583
165.995 8.88917
166.010 8.74471
166.025 8.61172
166.040 8.48951
166.054 8.37739
166.069 8.27468
166.084 8.18012
166.099 8.09433
166.114 8.01605
166.128 7.94469
166.143 7.87969
166.158 7.82053
166.173 7.76672
166.188 7.71779
166.199 7.68228
166.211 7.64962
166.223 7.61907
166.234 7.59096
166.246 7.56466
166.258 7.54045
166.269 7.51797
166.281 7.49707
166.304 7.45941
166.327 7.42691
166.351 7.39853
166.374 7.37385
166.397 7.35211
166.420 7.33295
166.444 7.31597
