Ne-20(n,tot) ENDFB-8.0
1.40950E+06 2.97906
1.41041E+06 2.97235
1.41131E+06 2.96582
1.41222E+06 2.95947
1.41404E+06 2.94725
1.41585E+06 2.93563
1.41767E+06 2.92452
1.41948E+06 2.91387
1.42130E+06 2.90363
1.42312E+06 2.89377
1.42493E+06 2.88424
1.42675E+06 2.87500
1.42856E+06 2.86605
1.43038E+06 2.85734
1.43219E+06 2.84887
1.43401E+06 2.84060
1.43583E+06 2.83252
1.43764E+06 2.82461
1.43946E+06 2.81688
1.44127E+06 2.80929
1.44309E+06 2.80184
1.44490E+06 2.79451
1.44672E+06 2.78731
1.44854E+06 2.78021
1.45035E+06 2.77321
1.45217E+06 2.76631
1.45398E+06 2.75949
1.45761E+06 2.74608
1.46124E+06 2.73293
1.46488E+06 2.72000
1.46851E+06 2.70725
1.47214E+06 2.69464
1.47577E+06 2.68214
1.47940E+06 2.66971
1.48303E+06 2.65732
1.49030E+06 2.63258
1.49393E+06 2.62015
1.49756E+06 2.60766
1.50119E+06 2.59507
1.50482E+06 2.58235
1.50845E+06 2.56948
1.51208E+06 2.55643
1.51572E+06 2.54316
1.51935E+06 2.52966
1.52298E+06 2.51588
1.52661E+06 2.50179
1.53024E+06 2.48737
1.53387E+06 2.47257
1.53751E+06 2.45737
1.54114E+06 2.44174
1.54477E+06 2.42564
1.54840E+06 2.40906
1.55203E+06 2.39197
1.55566E+06 2.37440
1.55929E+06 2.35636
1.56292E+06 2.33793
1.57019E+06 2.30059
1.57382E+06 2.28235
1.57563E+06 2.27359
1.57745E+06 2.26523
1.57927E+06 2.25742
1.58108E+06 2.25038
1.58290E+06 2.24436
1.58471E+06 2.23970
1.58653E+06 2.23685
1.58834E+06 2.23637
1.59016E+06 2.23901
1.59198E+06 2.24572
1.59379E+06 2.25778
1.59561E+06 2.27684
1.59742E+06 2.30507
1.59924E+06 2.34526
1.60105E+06 2.40113
1.60196E+06 2.43635
1.60287E+06 2.47729
1.60378E+06 2.52479
1.60469E+06 2.57965
1.60559E+06 2.64280
1.60650E+06 2.71509
1.60734E+06 2.79150
1.60819E+06 2.87751
1.60903E+06 2.97386
1.60988E+06 3.08103
1.61072E+06 3.19970
1.61156E+06 3.32993
1.61241E+06 3.47150
1.61325E+06 3.62355
1.61494E+06 3.95422
1.61663E+06 4.30327
1.61831E+06 4.64270
1.61916E+06 4.79823
1.62000E+06 4.93866
1.62084E+06 5.06088
1.62169E+06 5.16214
1.62253E+06 5.24087
1.62338E+06 5.29657
1.62422E+06 5.32994
1.62506E+06 5.34232
1.62591E+06 5.33576
1.62675E+06 5.31277
1.62759E+06 5.27590
1.62844E+06 5.22780
1.63013E+06 5.10763
1.63181E+06 4.96883
1.63266E+06 4.89644
1.63350E+06 4.82372
1.63480E+06 4.71314
1.63609E+06 4.60595
1.63738E+06 4.50352
1.63868E+06 4.40666
1.63997E+06 4.31577
1.64127E+06 4.23096
1.64256E+06 4.15215
1.64385E+06 4.07916
1.64515E+06 4.01173
1.64644E+06 3.94960
1.64709E+06 3.92043
1.64774E+06 3.89248
1.64838E+06 3.86574
1.64903E+06 3.84015
1.64968E+06 3.81571
1.65032E+06 3.79238
1.65097E+06 3.77015
1.65162E+06 3.74900
1.65226E+06 3.72892
1.65291E+06 3.70990
1.65356E+06 3.69194
1.65421E+06 3.67502
1.65485E+06 3.65915
1.65550E+06 3.64437
1.65615E+06 3.63068
1.65679E+06 3.61811
1.65744E+06 3.60668
1.65809E+06 3.59644
1.65874E+06 3.58744
1.65938E+06 3.57975
1.66003E+06 3.57345
1.66068E+06 3.56863
1.66132E+06 3.56540
1.66197E+06 3.56390
1.66262E+06 3.56429
1.66326E+06 3.56676
1.66391E+06 3.57155
1.66456E+06 3.57893
1.66488E+06 3.58370
1.66521E+06 3.58923
1.66553E+06 3.59561
1.66585E+06 3.60284
1.66618E+06 3.61104
1.66650E+06 3.62023
1.66682E+06 3.63053
1.66715E+06 3.64197
1.66747E+06 3.65470
1.66779E+06 3.66874
1.66812E+06 3.68428
1.66844E+06 3.70136
1.66876E+06 3.72020
1.66909E+06 3.74083
1.66941E+06 3.76354
1.66973E+06 3.78835
1.67006E+06 3.81562
1.67038E+06 3.84538
1.67071E+06 3.87804
1.67103E+06 3.91366
1.67135E+06 3.95272
1.67168E+06 3.99528
1.67200E+06 4.04191
1.67232E+06 4.09269
1.67265E+06 4.14827
1.67297E+06 4.20872
1.67329E+06 4.27479
1.67362E+06 4.34650
1.67394E+06 4.42469
1.67426E+06 4.50926
1.67459E+06 4.60108
1.67491E+06 4.69987
1.67523E+06 4.80469
1.67555E+06 4.91638
1.67587E+06 5.03506
1.67618E+06 5.16028
1.67682E+06 5.42678
1.67746E+06 5.70424
1.67777E+06 5.84164
1.67809E+06 5.97323
1.67841E+06 6.09577
1.67873E+06 6.20530
1.67905E+06 6.29791
1.67936E+06 6.36997
1.67968E+06 6.41850
1.68000E+06 6.44148
1.68032E+06 6.43795
1.68064E+06 6.40829
1.68096E+06 6.35409
1.68127E+06 6.27786
1.68159E+06 6.18288
1.68191E+06 6.07281
1.68223E+06 5.95144
1.68255E+06 5.82240
1.68318E+06 5.55356
1.68382E+06 5.28784
1.68414E+06 5.16032
1.68445E+06 5.03781
1.68477E+06 4.92094
1.68509E+06 4.81009
1.68541E+06 4.70637
1.68572E+06 4.60900
1.68603E+06 4.51724
1.68635E+06 4.43147
1.68666E+06 4.35091
1.68698E+06 4.27576
1.68729E+06 4.20548
1.68761E+06 4.13975
1.68792E+06 4.07809
1.68823E+06 4.02059
1.68855E+06 3.96677
1.68886E+06 3.91636
1.68918E+06 3.86896
1.68949E+06 3.82464
1.68981E+06 3.78302
1.69012E+06 3.74391
1.69043E+06 3.70699
1.69075E+06 3.67234
1.69106E+06 3.63966
1.69138E+06 3.60882
1.69169E+06 3.57960
1.69201E+06 3.55204
1.69232E+06 3.52594
1.69263E+06 3.50121
1.69295E+06 3.47766
1.69326E+06 3.45536
1.69358E+06 3.43416
1.69389E+06 3.41397
1.69421E+06 3.39468
1.69452E+06 3.37633
1.69483E+06 3.35881
1.69515E+06 3.34207
1.69578E+06 3.31066
1.69641E+06 3.28182
1.69703E+06 3.25523
1.69766E+06 3.23068
1.69829E+06 3.20786
1.69892E+06 3.18666
1.69955E+06 3.16683
1.70018E+06 3.14830
1.70081E+06 3.13087
1.70143E+06 3.11450
1.70206E+06 3.09903
1.70269E+06 3.08442
1.70332E+06 3.07056
1.70395E+06 3.05742
1.70458E+06 3.04489
1.70520E+06 3.03296
1.70583E+06 3.02156
1.70646E+06 3.01064
1.70709E+06 3.00019
1.70772E+06 2.99016
1.70835E+06 2.98051
1.70898E+06 2.97124
1.70961E+06 2.96229
1.71023E+06 2.95366
1.71149E+06 2.93724
1.71275E+06 2.92183
1.71400E+06 2.90732
1.71526E+06 2.89359
1.71652E+06 2.88055
1.71778E+06 2.86814
1.71903E+06 2.85629
1.72029E+06 2.84495
1.72155E+06 2.83405
1.72280E+06 2.82357
1.72406E+06 2.81346
1.72532E+06 2.80369
1.72658E+06 2.79422
1.72783E+06 2.78505
1.72909E+06 2.77614
1.73035E+06 2.76747
1.73160E+06 2.75902
1.73286E+06 2.75078
1.73412E+06 2.74273
1.73538E+06 2.73486
1.73663E+06 2.72715
1.73789E+06 2.71959
1.74040E+06 2.70491
1.74292E+06 2.69071
1.74543E+06 2.67696
1.74795E+06 2.66357
1.75046E+06 2.65052
1.75298E+06 2.63775
1.75549E+06 2.62523
1.75800E+06 2.61293
1.76052E+06 2.60080
1.76303E+06 2.58883
1.76555E+06 2.57697
1.77057E+06 2.55353
1.77560E+06 2.53028
1.78063E+06 2.50701
1.78315E+06 2.49531
1.78566E+06 2.48352
1.78817E+06 2.47162
1.79069E+06 2.45959
1.79320E+06 2.44737
1.79572E+06 2.43493
1.79823E+06 2.42222
1.80075E+06 2.40919
1.80326E+06 2.39579
1.80577E+06 2.38194
1.80829E+06 2.36754
1.81080E+06 2.35251
1.81332E+06 2.33671
1.81583E+06 2.31998
1.81835E+06 2.30212
1.82086E+06 2.28289
1.82337E+06 2.26198
1.82589E+06 2.23898
1.82840E+06 2.21337
1.83092E+06 2.18459
1.83217E+06 2.16881
1.83343E+06 2.15202
1.83469E+06 2.13422
1.83594E+06 2.11551
1.83846E+06 2.07703
1.83909E+06 2.06796
1.83972E+06 2.05968
1.84034E+06 2.05268
1.84097E+06 2.04775
1.84160E+06 2.04601
1.84223E+06 2.04915
1.84254E+06 2.05332
1.84286E+06 2.05975
1.84317E+06 2.06896
1.84349E+06 2.08160
1.84380E+06 2.09854
1.84412E+06 2.12065
1.84443E+06 2.14919
1.84474E+06 2.18561
1.84506E+06 2.23186
1.84537E+06 2.28977
1.84569E+06 2.36194
1.84600E+06 2.45115
1.84619E+06 2.51394
1.84638E+06 2.58414
1.84656E+06 2.66309
1.84675E+06 2.75045
1.84694E+06 2.84750
1.84713E+06 2.95337
1.84731E+06 3.06903
1.84750E+06 3.19271
1.84788E+06 3.46214
1.84806E+06 3.60432
1.84825E+06 3.74709
1.84844E+06 3.88886
1.84863E+06 4.02472
1.84881E+06 4.15262
1.84900E+06 4.26791
1.84919E+06 4.36897
1.84938E+06 4.45259
1.84956E+06 4.51832
1.84975E+06 4.56504
1.84994E+06 4.59364
1.85013E+06 4.60493
1.85031E+06 4.60066
1.85050E+06 4.58285
1.85069E+06 4.55346
1.85088E+06 4.51491
1.85125E+06 4.41751
1.85163E+06 4.30441
1.85200E+06 4.18565
1.85223E+06 4.11268
1.85246E+06 4.04146
1.85269E+06 3.97237
1.85292E+06 3.90587
1.85315E+06 3.84225
1.85338E+06 3.78165
1.85384E+06 3.66960
1.85430E+06 3.56917
1.85476E+06 3.47985
1.85522E+06 3.40030
1.85568E+06 3.32938
1.85614E+06 3.26589
1.85660E+06 3.20913
1.85752E+06 3.11214
1.85844E+06 3.03278
1.85936E+06 2.96700
1.86028E+06 2.91174
1.86120E+06 2.86493
1.86212E+06 2.82482
1.86304E+06 2.79016
1.86489E+06 2.73355
1.86673E+06 2.68970
1.86857E+06 2.65516
1.87041E+06 2.62777
1.87225E+06 2.60607
1.87409E+06 2.58910
1.87593E+06 2.57618
1.87777E+06 2.56691
1.87961E+06 2.56103
1.88145E+06 2.55842
1.88329E+06 2.55908
1.88513E+06 2.56310
1.88697E+06 2.57066
1.88881E+06 2.58202
1.89065E+06 2.59756
1.89157E+06 2.60703
1.89249E+06 2.61773
1.89342E+06 2.62974
1.89434E+06 2.64312
1.89526E+06 2.65798
1.89618E+06 2.67442
1.89710E+06 2.69256
1.89802E+06 2.71248
1.89894E+06 2.73436
1.89986E+06 2.75828
1.90078E+06 2.78446
1.90170E+06 2.81298
1.90262E+06 2.84405
1.90354E+06 2.87786
1.90446E+06 2.91463
1.90538E+06 2.95448
1.90630E+06 2.99766
1.90722E+06 3.04438
1.90814E+06 3.09492
1.90906E+06 3.14938
1.90998E+06 3.20801
1.91090E+06 3.27101
1.91209E+06 3.35956
1.91329E+06 3.45600
1.91448E+06 3.56046
1.91568E+06 3.67276
1.91806E+06 3.91942
1.92045E+06 4.18785
1.92164E+06 4.32565
1.92284E+06 4.46220
1.92403E+06 4.59411
1.92523E+06 4.71754
1.92642E+06 4.82878
1.92761E+06 4.92393
1.92881E+06 4.99965
1.92940E+06 5.02937
1.93000E+06 5.05331
1.93119E+06 5.08341
1.93239E+06 5.08946
1.93358E+06 5.07215
1.93478E+06 5.03322
1.93597E+06 4.97511
1.93716E+06 4.90082
1.93836E+06 4.81361
1.93955E+06 4.71677
1.94194E+06 4.50547
1.94433E+06 4.28684
1.94552E+06 4.17913
1.94671E+06 4.07413
1.94791E+06 3.97264
1.94910E+06 3.87530
1.95035E+06 3.77826
1.95159E+06 3.68626
1.95284E+06 3.59934
1.95409E+06 3.51748
1.95534E+06 3.44056
1.95658E+06 3.36843
1.95783E+06 3.30090
1.95908E+06 3.23783
1.96032E+06 3.17890
1.96157E+06 3.12398
1.96282E+06 3.07287
1.96406E+06 3.02541
1.96531E+06 2.98143
1.96656E+06 2.94080
1.96780E+06 2.90339
1.96905E+06 2.86914
1.97030E+06 2.83791
1.97154E+06 2.80967
1.97279E+06 2.78440
1.97404E+06 2.76206
1.97529E+06 2.74268
1.97653E+06 2.72627
1.97778E+06 2.71290
1.97903E+06 2.70264
1.98027E+06 2.69557
1.98152E+06 2.69181
1.98277E+06 2.69151
1.98401E+06 2.69482
1.98526E+06 2.70193
1.98651E+06 2.71303
1.98775E+06 2.72833
1.98900E+06 2.74806
1.99069E+06 2.78228
1.99238E+06 2.82564
1.99406E+06 2.87877
1.99575E+06 2.94210
1.99744E+06 3.01610
1.99913E+06 3.10083
2.00081E+06 3.19627
2.00250E+06 3.30179
2.00419E+06 3.41651
2.00588E+06 3.53873
2.00925E+06 3.79672
2.01263E+06 4.05201
2.01431E+06 4.16974
2.01600E+06 4.27603
2.01769E+06 4.36794
2.01938E+06 4.44300
2.02106E+06 4.49978
2.02275E+06 4.53762
2.02444E+06 4.55683
2.02613E+06 4.55837
2.02781E+06 4.54380
2.02950E+06 4.51506
2.03119E+06 4.47421
2.03288E+06 4.42340
2.03625E+06 4.29970
2.03963E+06 4.15780
2.04300E+06 4.00793
2.04650E+06 3.85144
2.05000E+06 3.69847
2.05350E+06 3.55159
2.05700E+06 3.41203
2.06050E+06 3.28024
2.06400E+06 3.15630
2.06750E+06 3.04022
2.07100E+06 2.93213
2.07450E+06 2.83247
2.07800E+06 2.74221
2.08150E+06 2.66304
2.08500E+06 2.59768
2.08675E+06 2.57141
2.08850E+06 2.55027
2.09025E+06 2.53509
2.09200E+06 2.52683
2.09375E+06 2.52664
2.09550E+06 2.53585
2.09725E+06 2.55598
2.09900E+06 2.58877
2.10056E+06 2.63033
2.10213E+06 2.68496
2.10369E+06 2.75429
2.10525E+06 2.83978
2.10681E+06 2.94304
2.10838E+06 3.06525
2.10994E+06 3.20756
2.11150E+06 3.37029
2.11306E+06 3.55346
2.11463E+06 3.75581
2.11619E+06 3.97555
2.11775E+06 4.20922
2.11931E+06 4.45289
2.12088E+06 4.70105
2.12244E+06 4.94815
2.12400E+06 5.18774
2.12556E+06 5.41421
2.12713E+06 5.62198
2.12869E+06 5.80706
2.13025E+06 5.96628
2.13181E+06 6.09824
2.13338E+06 6.20250
2.13494E+06 6.28005
2.13650E+06 6.33251
2.13806E+06 6.36229
2.13963E+06 6.37202
2.14119E+06 6.36452
2.14275E+06 6.34253
2.14588E+06 6.26520
2.14900E+06 6.15772
2.15225E+06 6.02828
2.15550E+06 5.89114
2.15875E+06 5.75313
2.16200E+06 5.61846
2.16525E+06 5.48955
2.16850E+06 5.36761
2.17175E+06 5.25314
2.17500E+06 5.14618
2.17825E+06 5.04648
2.18150E+06 4.95366
2.18475E+06 4.86726
2.18800E+06 4.78682
2.19125E+06 4.71185
2.19450E+06 4.64190
2.20100E+06 4.51542
2.20100E+06 2.64230
2.30000E+06 2.57206
2.40000E+06 2.50248
2.50000E+06 2.44568
2.60000E+06 2.39013
2.70000E+06 2.34761
2.80000E+06 2.30625
2.90000E+06 2.26767
3.00000E+06 2.23017
3.10000E+06 2.19533
3.20000E+06 2.16150
3.30000E+06 2.13019
3.40000E+06 2.09981
3.50000E+06 2.07180
3.60000E+06 2.04468
3.70000E+06 2.01980
3.80000E+06 1.99571
3.84323E+06 1.98606
3.90000E+06 1.97363
4.00000E+06 1.95233
4.20000E+06 1.91416
4.40000E+06 1.88076
4.46201E+06 1.86888
4.60000E+06 1.85168
4.67040E+06 1.84253
4.80000E+06 1.82649
5.00000E+06 1.80475
5.06510E+06 1.79844
5.06510E+06 1.79844
5.20000E+06 1.78608
5.21708E+06 1.78247
5.21708E+06 1.78247
5.40000E+06 1.77009
5.41727E+06 1.76883
5.60000E+06 1.75639
5.80000E+06 1.74468
5.90501E+06 1.73255
5.90501E+06 1.73255
5.97506E+06 1.73406
6.00000E+06 1.73464
6.07970E+06 1.72555
6.07970E+06 1.72555
6.11267E+06 1.72562
6.20000E+06 1.72599
6.28431E+06 1.72268
6.40000E+06 1.71852
6.60000E+06 1.71199
6.61846E+06 1.71141
6.65382E+06 1.71033
6.65575E+06 1.71027
6.79893E+06 1.70627
6.80000E+06 1.70624
7.00000E+06 1.70111
7.04433E+06 1.69702
7.04433E+06 1.69702
7.06429E+06 1.69650
7.06429E+06 1.69650
7.20000E+06 1.69649
7.34293E+06 1.69065
7.35737E+06 1.69008
7.39354E+06 1.69195
7.40000E+06 1.69229
7.51735E+06 1.68473
7.51735E+06 1.68473
7.51805E+06 1.68475
7.55380E+06 1.68581
7.55380E+06 1.68581
7.60000E+06 1.68841
7.68703E+06 1.68649
7.76398E+06 1.68489
7.79635E+06 1.68425
7.79635E+06 1.68425
7.80000E+06 1.68482
8.00000E+06 1.68145
8.02906E+06 1.68029
8.22861E+06 1.67259
8.22861E+06 1.67259
8.50000E+06 1.67386
8.56963E+06 1.67273
8.59064E+06 1.67239
8.72408E+06 1.67037
8.80092E+06 1.66928
8.87947E+06 1.66822
8.87947E+06 1.66822
8.95882E+06 1.66761
9.00000E+06 1.66732
9.13893E+06 1.66133
9.13894E+06 1.66133
9.14734E+06 1.66103
9.22045E+06 1.65966
9.22045E+06 1.65966
9.26499E+06 1.65890
9.30070E+06 1.65848
9.30071E+06 1.65848
9.45407E+06 1.65954
9.45407E+06 1.65954
9.48663E+06 1.66084
9.48664E+06 1.66084
9.50000E+06 1.66179
9.57592E+06 1.65807
9.57592E+06 1.65807
9.65996E+06 1.65565
9.78811E+06 1.65623
9.96564E+06 1.65716
1.00000E+07 1.65736
1.03711E+07 1.65500
1.04362E+07 1.65464
1.04940E+07 1.65433
1.05000E+07 1.65430
1.07797E+07 1.65316
1.07915E+07 1.65312
1.09310E+07 1.65264
1.10000E+07 1.65241
1.12052E+07 1.65210
1.13206E+07 1.65197
1.14123E+07 1.65188
1.15000E+07 1.65181
1.20000E+07 1.65247
1.25000E+07 1.65429
1.25885E+07 1.65479
1.25885E+07 1.65479
1.26188E+07 1.65496
1.27375E+07 1.65563
1.28376E+07 1.65621
1.30000E+07 1.65716
1.35000E+07 1.66092
1.35420E+07 1.66129
1.35420E+07 1.66129
1.37928E+07 1.66355
1.37929E+07 1.66355
1.40000E+07 1.66542
1.45000E+07 1.67048
1.50000E+07 1.67596
1.51901E+07 1.67821
1.55000E+07 1.68182
1.55133E+07 1.68197
1.56367E+07 1.68340
1.58749E+07 1.68612
1.60000E+07 1.68753
1.65000E+07 1.69343
1.66211E+07 1.69482
1.67308E+07 1.69606
1.67717E+07 1.69652
1.68146E+07 1.69700
1.70000E+07 1.69905
1.74233E+07 1.70377
1.75000E+07 1.70460
1.75270E+07 1.70489
1.76099E+07 1.70577
1.78130E+07 1.70788
1.78299E+07 1.70806
1.78501E+07 1.70826
1.78501E+07 1.70827
1.79111E+07 1.70888
1.80000E+07 1.70978
1.84732E+07 1.71445
1.85000E+07 1.71470
1.85782E+07 1.71544
1.90000E+07 1.71919
1.95000E+07 1.72332
1.95635E+07 1.72380
1.95635E+07 1.72380
2.00000E+07 1.72696
2.10000E+07 1.73292
2.14472E+07 1.73478
2.15195E+07 1.73508
2.19003E+07 1.73666
2.20000E+07 1.73707
2.22096E+07 1.73753
2.22495E+07 1.73762
2.30000E+07 1.73928
2.40000E+07 1.73923
2.45465E+07 1.73812
2.50000E+07 1.73719
2.52482E+07 1.73625
2.60000E+07 1.73338
2.70000E+07 1.72810
2.80000E+07 1.72133
2.90000E+07 1.71331
3.00000E+07 1.70411
3.00000E+07 1.71036
3.00000E+07 1.71036
3.10000E+07 1.70187
3.20000E+07 1.69206
3.30000E+07 1.68166
3.40000E+07 1.67010
3.50000E+07 1.65806
3.60000E+07 1.64503
3.70000E+07 1.63164
3.80000E+07 1.61742
3.90000E+07 1.60292
4.00000E+07 1.58774
4.10000E+07 1.57238
4.20000E+07 1.55646
4.30000E+07 1.54045
4.40000E+07 1.52399
4.50000E+07 1.50751
4.60000E+07 1.49067
4.70000E+07 1.47388
4.80000E+07 1.45680
4.90000E+07 1.43984
5.00000E+07 1.42268
5.10000E+07 1.40568
5.20000E+07 1.38853
5.30000E+07 1.37158
5.40000E+07 1.35454
5.50000E+07 1.33772
5.60000E+07 1.32086
5.70000E+07 1.30425
5.80000E+07 1.28763
5.90000E+07 1.27128
6.00000E+07 1.25496
6.10000E+07 1.23909
6.20000E+07 1.22327
6.30000E+07 1.20751
6.40000E+07 1.19184
6.50000E+07 1.17625
6.60000E+07 1.16127
6.70000E+07 1.14639
6.80000E+07 1.13162
6.90000E+07 1.11697
7.00000E+07 1.10244
7.10000E+07 1.08848
7.20000E+07 1.07464
7.30000E+07 1.06084
7.40000E+07 1.04727
7.50000E+07 1.03384
7.60000E+07 1.02106
7.70000E+07 1.00831
7.80000E+07 0.995697
7.90000E+07 0.983360
8.00000E+07 0.971050
8.10000E+07 0.959480
8.20000E+07 0.947941
8.30000E+07 0.936671
8.40000E+07 0.925431
8.50000E+07 0.914340
8.60000E+07 0.903520
8.70000E+07 0.892726
8.80000E+07 0.882200
8.90000E+07 0.871701
9.00000E+07 0.861344
9.10000E+07 0.851752
9.20000E+07 0.842180
9.30000E+07 0.832870
9.40000E+07 0.823578
9.50000E+07 0.814424
9.60000E+07 0.805526
9.70000E+07 0.796642
9.80000E+07 0.787891
9.90000E+07 0.779391
1.00000E+08 0.770899
1.02000E+08 0.755175
1.04000E+08 0.739943
1.06000E+08 0.725073
1.08000E+08 0.710781
1.10000E+08 0.696936
1.12000E+08 0.683995
1.14000E+08 0.671586
1.16000E+08 0.659580
1.18000E+08 0.647959
1.20000E+08 0.636601
1.22000E+08 0.626172
1.24000E+08 0.616088
1.26000E+08 0.606230
1.28000E+08 0.596800
1.30000E+08 0.587678
1.32000E+08 0.579137
1.34000E+08 0.570986
1.36000E+08 0.563108
1.38000E+08 0.555394
1.40000E+08 0.548034
1.42000E+08 0.541107
1.44000E+08 0.534515
1.46000E+08 0.528146
1.48000E+08 0.521898
1.50000E+08 0.515957
1.52000E+08 0.510422
1.54000E+08 0.504990
1.56000E+08 0.499835
1.58000E+08 0.494769
1.60000E+08 0.489967
1.62000E+08 0.485616
1.64000E+08 0.481336
1.66000E+08 0.477302
1.68000E+08 0.473327
1.70000E+08 0.469587
1.72000E+08 0.465984
1.74000E+08 0.462431
1.76000E+08 0.459095
1.78000E+08 0.455800
1.80000E+08 0.452714
1.82000E+08 0.449899
1.84000E+08 0.447287
1.86000E+08 0.444785
1.88000E+08 0.442309
1.90000E+08 0.440024
1.92000E+08 0.437758
1.94000E+08 0.435678
1.96000E+08 0.433696
1.98000E+08 0.431729
2.00000E+08 0.429939
